Iteración,Tiempo Keygen (ms),Tiempo Encapsulación (ms),Tiempo Decapsulación (ms),Tiempo Total (ms)
772,0.072,0.090,0.104,0.266
773,0.071,0.090,0.104,0.265
774,0.075,0.090,0.104,0.269
775,0.071,0.090,0.104,0.265
776,0.071,0.089,0.103,0.263
777,0.073,0.090,0.104,0.267
778,0.071,0.090,0.104,0.265
779,0.071,0.091,0.104,0.266
780,0.071,0.096,0.106,0.273
781,0.072,0.090,0.106,0.268
782,0.071,0.090,0.104,0.265
783,0.071,0.089,0.103,0.263
784,0.071,0.092,0.105,0.268
785,0.071,0.089,0.103,0.263
786,0.078,0.105,0.104,0.287
787,0.071,0.090,0.104,0.265
788,0.071,0.090,0.104,0.265
789,0.071,0.093,0.104,0.268
790,0.071,0.090,0.104,0.265
791,0.071,0.090,0.104,0.265
792,0.072,0.090,0.103,0.265
793,0.071,0.093,0.103,0.267
794,0.071,0.090,0.104,0.265
795,0.072,0.094,0.104,0.270
796,0.072,0.090,0.104,0.266
797,0.071,0.090,0.104,0.265
798,0.073,0.090,0.103,0.266
799,0.071,0.090,0.103,0.264
800,0.072,0.090,0.104,0.266
801,0.071,0.089,0.103,0.263
802,0.071,0.090,0.104,0.265
803,0.072,0.090,0.106,0.268
804,0.071,0.090,0.104,0.265
805,0.071,0.090,0.104,0.265
806,0.071,0.090,0.105,0.266
807,0.070,0.089,0.103,0.262
808,0.071,0.090,0.104,0.265
809,0.071,0.089,0.104,0.264
810,0.071,0.092,0.104,0.267
811,0.071,0.090,0.103,0.264
812,0.070,0.089,0.105,0.264
813,0.072,0.090,0.104,0.266
814,0.071,0.090,0.103,0.264
815,0.071,0.090,0.104,0.265
816,0.074,0.090,0.103,0.267
817,0.076,0.099,0.104,0.279
818,0.071,0.090,0.104,0.265
819,0.071,0.090,0.104,0.265
820,0.071,0.090,0.106,0.267
821,0.071,0.092,0.111,0.274
822,0.072,0.094,0.108,0.274
823,0.072,0.090,0.105,0.267
824,0.071,0.092,0.104,0.267
825,0.078,0.093,0.108,0.279
826,0.072,0.091,0.106,0.269
827,0.072,0.091,0.104,0.267
828,0.071,0.090,0.105,0.266
829,0.071,0.090,0.104,0.265
830,0.071,0.090,0.103,0.264
831,0.072,0.090,0.107,0.269
832,0.072,0.089,0.103,0.264
833,0.072,0.090,0.103,0.265
834,0.071,0.090,0.104,0.265
835,0.071,0.092,0.104,0.267
836,0.072,0.091,0.104,0.267
837,0.071,0.090,0.104,0.265
838,0.071,0.090,0.104,0.265
839,0.072,0.090,0.113,0.275
840,0.074,0.092,0.105,0.271
841,0.071,0.093,0.104,0.268
842,0.071,0.090,0.104,0.265
843,0.071,0.104,0.107,0.282
844,0.074,0.091,0.106,0.271
845,0.073,0.090,0.106,0.269
846,0.073,0.091,0.104,0.268
847,0.073,0.091,0.148,0.312
848,0.077,0.091,0.105,0.273
849,0.071,0.090,0.113,0.274
850,0.071,0.090,0.127,0.288
851,0.078,0.092,0.106,0.276
852,0.071,0.089,0.105,0.265
853,0.071,0.090,0.105,0.266
854,0.071,0.090,0.104,0.265
855,0.071,0.090,0.104,0.265
856,0.071,0.089,0.104,0.264
857,0.071,0.090,0.104,0.265
858,0.080,0.093,0.105,0.278
859,0.074,0.093,0.105,0.272
860,0.072,0.090,0.104,0.266
861,0.072,0.090,0.104,0.266
862,0.072,0.090,0.104,0.266
863,0.071,0.090,0.104,0.265
864,0.071,0.090,0.152,0.313
865,0.077,0.102,0.127,0.306
866,0.075,0.103,0.111,0.289
867,0.075,0.093,0.113,0.281
868,0.073,0.094,0.111,0.278
869,0.073,0.094,0.106,0.273
870,0.073,0.095,0.105,0.273
871,0.075,0.092,0.105,0.272
872,0.095,0.093,0.107,0.295
873,0.072,0.089,0.104,0.265
874,0.071,0.090,0.104,0.265
875,0.071,0.090,0.106,0.267
876,0.073,0.095,0.105,0.273
877,0.072,0.091,0.105,0.268
878,0.073,0.092,0.105,0.270
879,0.082,0.099,0.109,0.290
880,0.099,0.095,0.106,0.300
881,0.071,0.090,0.104,0.265
882,0.071,0.092,0.105,0.268
883,0.072,0.091,0.105,0.268
884,0.071,0.094,0.104,0.269
885,0.090,0.092,0.105,0.287
886,0.072,0.090,0.106,0.268
887,0.073,0.091,0.106,0.270
888,0.072,0.093,0.105,0.270
889,0.072,0.092,0.105,0.269
890,0.072,0.090,0.104,0.266
891,0.071,0.090,0.104,0.265
892,0.072,0.091,0.105,0.268
893,0.072,0.090,0.105,0.267
894,0.072,0.090,0.104,0.266
895,0.071,0.091,0.104,0.266
896,0.071,0.089,0.103,0.263
897,0.071,0.090,0.106,0.267
898,0.073,0.091,0.107,0.271
899,0.072,0.091,0.118,0.281
900,0.075,0.091,0.105,0.271
901,0.072,0.090,0.104,0.266
902,0.072,0.090,0.104,0.266
903,0.079,0.110,0.107,0.296
904,0.072,0.090,0.104,0.266
905,0.073,0.103,0.109,0.285
906,0.073,0.091,0.105,0.269
907,0.072,0.090,0.103,0.265
908,0.071,0.090,0.104,0.265
909,0.071,0.090,0.120,0.281
910,0.072,0.091,0.106,0.269
911,0.073,0.093,0.109,0.275
912,0.071,0.090,0.104,0.265
913,0.072,0.090,0.104,0.266
914,0.071,0.093,0.106,0.270
915,0.071,0.091,0.105,0.267
916,0.071,0.090,0.104,0.265
917,0.071,0.090,0.104,0.265
918,0.071,0.090,0.104,0.265
919,0.071,0.090,0.104,0.265
920,0.071,0.090,0.104,0.265
921,0.071,0.090,0.105,0.266
922,0.071,0.089,0.103,0.263
923,0.071,0.090,0.104,0.265
924,0.071,0.090,0.132,0.293
925,0.074,0.090,0.104,0.268
926,0.071,0.090,0.104,0.265
927,0.071,0.090,0.104,0.265
928,0.071,0.090,0.104,0.265
929,0.071,0.090,0.104,0.265
930,0.072,0.091,0.105,0.268
931,0.072,0.090,0.104,0.266
932,0.073,0.091,0.104,0.268
933,0.072,0.090,0.105,0.267
934,0.071,0.090,0.104,0.265
935,0.071,0.090,0.103,0.264
936,0.071,0.090,0.103,0.264
937,0.071,0.090,0.104,0.265
938,0.071,0.090,0.103,0.264
939,0.071,0.106,0.107,0.284
940,0.074,0.090,0.104,0.268
941,0.071,0.090,0.103,0.264
942,0.071,0.090,0.106,0.267
943,0.072,0.090,0.104,0.266
944,0.071,0.090,0.104,0.265
945,0.071,0.089,0.103,0.263
946,0.071,0.090,0.104,0.265
947,0.071,0.090,0.103,0.264
948,0.071,0.089,0.103,0.263
949,0.072,0.090,0.104,0.266
950,0.070,0.090,0.104,0.264
951,0.071,0.090,0.104,0.265
952,0.072,0.090,0.104,0.266
953,0.071,0.089,0.103,0.263
954,0.071,0.097,0.105,0.273
955,0.072,0.091,0.104,0.267
956,0.071,0.090,0.104,0.265
957,0.072,0.091,0.104,0.267
958,0.070,0.090,0.103,0.263
959,0.071,0.090,0.103,0.264
960,0.070,0.089,0.104,0.263
961,0.071,0.091,0.105,0.267
962,0.072,0.091,0.104,0.267
963,0.071,0.090,0.104,0.265
964,0.070,0.090,0.104,0.264
965,0.071,0.091,0.104,0.266
966,0.071,0.090,0.104,0.265
967,0.070,0.090,0.104,0.264
968,0.071,0.090,0.104,0.265
969,0.086,0.099,0.106,0.291
970,0.073,0.092,0.105,0.270
971,0.071,0.091,0.104,0.266
972,0.071,0.090,0.104,0.265
973,0.071,0.090,0.104,0.265
974,0.071,0.090,0.104,0.265
975,0.072,0.091,0.104,0.267
976,0.071,0.091,0.104,0.266
977,0.071,0.090,0.104,0.265
978,0.072,0.090,0.104,0.266
979,0.071,0.090,0.104,0.265
980,0.072,0.090,0.104,0.266
981,0.071,0.090,0.103,0.264
982,0.071,0.090,0.104,0.265
983,0.071,0.090,0.104,0.265
984,0.089,0.092,0.104,0.285
985,0.072,0.090,0.103,0.265
986,0.072,0.091,0.104,0.267
987,0.071,0.090,0.104,0.265
988,0.071,0.090,0.104,0.265
989,0.071,0.090,0.104,0.265
990,0.071,0.089,0.104,0.264
991,0.071,0.093,0.106,0.270
992,0.072,0.093,0.109,0.274
993,0.072,0.091,0.105,0.268
994,0.073,0.090,0.105,0.268
995,0.072,0.090,0.103,0.265
996,0.071,0.090,0.104,0.265
997,0.071,0.090,0.104,0.265
998,0.071,0.090,0.131,0.292
999,0.075,0.091,0.104,0.270
1000,0.071,0.090,0.104,0.265
