Iteración,Tiempo Keygen (ms),Tiempo Encapsulación (ms),Tiempo Decapsulación (ms),Tiempo Total (ms)
193,0.042,0.057,0.068,0.167
194,0.042,0.060,0.068,0.170
195,0.042,0.056,0.067,0.165
196,0.041,0.056,0.067,0.164
197,0.042,0.056,0.068,0.166
198,0.042,0.057,0.068,0.167
199,0.042,0.057,0.068,0.167
200,0.042,0.057,0.068,0.167
201,0.042,0.056,0.068,0.166
202,0.042,0.057,0.068,0.167
203,0.043,0.057,0.068,0.168
204,0.042,0.056,0.067,0.165
205,0.042,0.057,0.068,0.167
206,0.043,0.057,0.068,0.168
207,0.042,0.056,0.068,0.166
208,0.043,0.057,0.068,0.168
209,0.042,0.057,0.068,0.167
210,0.043,0.057,0.068,0.168
211,0.042,0.057,0.068,0.167
212,0.042,0.056,0.067,0.165
213,0.042,0.057,0.068,0.167
214,0.042,0.057,0.068,0.167
215,0.042,0.057,0.068,0.167
216,0.042,0.057,0.068,0.167
217,0.042,0.057,0.068,0.167
218,0.047,0.057,0.068,0.172
219,0.042,0.057,0.068,0.167
220,0.042,0.056,0.067,0.165
221,0.042,0.056,0.068,0.166
222,0.042,0.057,0.068,0.167
223,0.042,0.057,0.068,0.167
224,0.042,0.056,0.068,0.166
225,0.042,0.056,0.067,0.165
226,0.042,0.057,0.068,0.167
227,0.042,0.057,0.068,0.167
228,0.042,0.057,0.068,0.167
229,0.042,0.056,0.067,0.165
230,0.042,0.057,0.068,0.167
231,0.042,0.057,0.068,0.167
232,0.042,0.057,0.067,0.166
233,0.042,0.057,0.068,0.167
234,0.042,0.056,0.067,0.165
235,0.042,0.057,0.068,0.167
236,0.042,0.057,0.068,0.167
237,0.041,0.057,0.068,0.166
238,0.042,0.057,0.068,0.167
239,0.042,0.056,0.067,0.165
240,0.042,0.057,0.068,0.167
241,0.042,0.056,0.070,0.168
242,0.042,0.057,0.068,0.167
243,0.042,0.057,0.068,0.167
244,0.042,0.056,0.067,0.165
245,0.042,0.056,0.068,0.166
246,0.042,0.057,0.068,0.167
247,0.043,0.057,0.068,0.168
248,0.042,0.057,0.068,0.167
249,0.042,0.056,0.067,0.165
250,0.042,0.056,0.067,0.165
251,0.042,0.057,0.068,0.167
252,0.042,0.056,0.067,0.165
253,0.042,0.057,0.068,0.167
254,0.042,0.056,0.067,0.165
255,0.041,0.056,0.068,0.165
256,0.042,0.057,0.068,0.167
257,0.042,0.056,0.068,0.166
258,0.042,0.057,0.068,0.167
259,0.043,0.057,0.069,0.169
260,0.042,0.057,0.068,0.167
261,0.042,0.057,0.068,0.167
262,0.041,0.057,0.067,0.165
263,0.042,0.057,0.068,0.167
264,0.042,0.057,0.068,0.167
265,0.042,0.060,0.068,0.170
266,0.042,0.057,0.068,0.167
267,0.042,0.057,0.068,0.167
268,0.042,0.057,0.068,0.167
269,0.042,0.056,0.068,0.166
270,0.042,0.057,0.068,0.167
271,0.042,0.056,0.068,0.166
272,0.042,0.057,0.068,0.167
273,0.042,0.056,0.068,0.166
274,0.042,0.057,0.068,0.167
275,0.042,0.056,0.067,0.165
276,0.042,0.056,0.067,0.165
277,0.042,0.057,0.068,0.167
278,0.042,0.057,0.068,0.167
279,0.042,0.056,0.067,0.165
280,0.042,0.057,0.067,0.166
281,0.041,0.056,0.067,0.164
282,0.042,0.057,0.068,0.167
283,0.043,0.057,0.068,0.168
284,0.041,0.056,0.068,0.165
285,0.042,0.057,0.067,0.166
286,0.042,0.056,0.067,0.165
287,0.042,0.057,0.068,0.167
288,0.042,0.057,0.068,0.167
289,0.045,0.058,0.068,0.171
290,0.042,0.057,0.068,0.167
291,0.042,0.057,0.068,0.167
292,0.042,0.057,0.068,0.167
293,0.042,0.056,0.068,0.166
294,0.043,0.057,0.069,0.169
295,0.042,0.057,0.068,0.167
296,0.042,0.057,0.068,0.167
297,0.043,0.058,0.068,0.169
298,0.042,0.057,0.068,0.167
299,0.042,0.056,0.067,0.165
300,0.042,0.057,0.068,0.167
301,0.042,0.056,0.068,0.166
302,0.043,0.057,0.068,0.168
303,0.042,0.057,0.067,0.166
304,0.042,0.057,0.068,0.167
305,0.042,0.057,0.068,0.167
306,0.042,0.057,0.068,0.167
307,0.042,0.056,0.067,0.165
308,0.042,0.057,0.068,0.167
309,0.042,0.056,0.067,0.165
310,0.042,0.057,0.068,0.167
311,0.042,0.056,0.067,0.165
312,0.042,0.057,0.072,0.171
313,0.042,0.057,0.068,0.167
314,0.042,0.057,0.068,0.167
315,0.042,0.057,0.068,0.167
316,0.042,0.057,0.068,0.167
317,0.042,0.057,0.068,0.167
318,0.042,0.057,0.068,0.167
319,0.042,0.056,0.068,0.166
320,0.043,0.057,0.068,0.168
321,0.042,0.056,0.067,0.165
322,0.042,0.057,0.068,0.167
323,0.042,0.057,0.068,0.167
324,0.042,0.057,0.068,0.167
325,0.042,0.057,0.068,0.167
326,0.042,0.057,0.068,0.167
327,0.042,0.057,0.068,0.167
328,0.042,0.057,0.068,0.167
329,0.042,0.056,0.068,0.166
330,0.042,0.057,0.068,0.167
331,0.042,0.056,0.068,0.166
332,0.042,0.057,0.068,0.167
333,0.042,0.057,0.068,0.167
334,0.042,0.057,0.068,0.167
335,0.042,0.056,0.067,0.165
336,0.042,0.061,0.068,0.171
337,0.042,0.056,0.067,0.165
338,0.042,0.057,0.068,0.167
339,0.042,0.057,0.067,0.166
340,0.042,0.056,0.068,0.166
341,0.042,0.057,0.068,0.167
342,0.042,0.056,0.067,0.165
343,0.042,0.056,0.068,0.166
344,0.042,0.057,0.068,0.167
345,0.042,0.057,0.068,0.167
346,0.043,0.057,0.068,0.168
347,0.042,0.057,0.068,0.167
348,0.042,0.057,0.068,0.167
349,0.042,0.056,0.068,0.166
350,0.042,0.057,0.068,0.167
351,0.042,0.057,0.068,0.167
352,0.042,0.056,0.067,0.165
353,0.042,0.057,0.068,0.167
354,0.042,0.057,0.068,0.167
355,0.043,0.057,0.068,0.168
356,0.043,0.057,0.068,0.168
357,0.042,0.056,0.067,0.165
358,0.042,0.057,0.068,0.167
359,0.042,0.056,0.068,0.166
360,0.042,0.060,0.067,0.169
361,0.042,0.057,0.068,0.167
362,0.042,0.056,0.067,0.165
363,0.041,0.056,0.067,0.164
364,0.042,0.057,0.068,0.167
365,0.042,0.057,0.068,0.167
366,0.042,0.057,0.068,0.167
367,0.042,0.056,0.067,0.165
368,0.043,0.057,0.068,0.168
369,0.042,0.057,0.068,0.167
370,0.042,0.056,0.067,0.165
371,0.041,0.056,0.067,0.164
372,0.041,0.057,0.067,0.165
373,0.042,0.057,0.067,0.166
374,0.042,0.057,0.068,0.167
375,0.042,0.056,0.068,0.166
376,0.042,0.057,0.068,0.167
377,0.042,0.057,0.068,0.167
378,0.042,0.057,0.068,0.167
379,0.042,0.057,0.068,0.167
380,0.042,0.057,0.068,0.167
381,0.042,0.056,0.068,0.166
382,0.042,0.056,0.068,0.166
383,0.042,0.057,0.070,0.169
384,0.042,0.056,0.067,0.165
385,0.042,0.057,0.067,0.166
386,0.042,0.057,0.068,0.167
387,0.042,0.057,0.068,0.167
388,0.042,0.057,0.068,0.167
389,0.042,0.057,0.068,0.167
390,0.042,0.057,0.068,0.167
391,0.042,0.056,0.067,0.165
392,0.042,0.057,0.068,0.167
393,0.042,0.056,0.067,0.165
394,0.042,0.057,0.068,0.167
395,0.042,0.057,0.068,0.167
396,0.042,0.057,0.068,0.167
397,0.043,0.058,0.068,0.169
398,0.042,0.057,0.068,0.167
399,0.042,0.058,0.068,0.168
400,0.042,0.056,0.067,0.165
401,0.042,0.057,0.068,0.167
402,0.042,0.057,0.068,0.167
403,0.042,0.057,0.068,0.167
404,0.042,0.057,0.068,0.167
405,0.042,0.056,0.068,0.166
406,0.042,0.057,0.068,0.167
407,0.042,0.057,0.070,0.169
408,0.042,0.057,0.068,0.167
409,0.043,0.057,0.068,0.168
410,0.042,0.057,0.068,0.167
411,0.042,0.057,0.068,0.167
412,0.042,0.057,0.068,0.167
413,0.042,0.056,0.068,0.166
414,0.042,0.057,0.068,0.167
415,0.042,0.056,0.068,0.166
416,0.042,0.057,0.068,0.167
417,0.042,0.057,0.068,0.167
418,0.042,0.057,0.069,0.168
419,0.042,0.057,0.068,0.167
420,0.042,0.057,0.068,0.167
421,0.042,0.056,0.067,0.165
422,0.041,0.056,0.068,0.165
423,0.042,0.056,0.067,0.165
424,0.042,0.057,0.068,0.167
425,0.042,0.057,0.067,0.166
426,0.041,0.056,0.067,0.164
427,0.042,0.057,0.068,0.167
428,0.042,0.057,0.068,0.167
429,0.042,0.057,0.068,0.167
430,0.043,0.057,0.068,0.168
431,0.043,0.060,0.069,0.172
432,0.042,0.057,0.068,0.167
433,0.042,0.056,0.067,0.165
434,0.042,0.057,0.067,0.166
435,0.042,0.056,0.068,0.166
436,0.042,0.057,0.068,0.167
437,0.042,0.057,0.068,0.167
438,0.042,0.057,0.067,0.166
439,0.042,0.057,0.068,0.167
440,0.042,0.056,0.071,0.169
441,0.044,0.057,0.068,0.169
442,0.042,0.056,0.068,0.166
443,0.042,0.056,0.068,0.166
444,0.042,0.057,0.068,0.167
445,0.042,0.057,0.068,0.167
446,0.042,0.057,0.070,0.169
447,0.042,0.056,0.068,0.166
448,0.042,0.056,0.067,0.165
449,0.042,0.057,0.068,0.167
450,0.041,0.056,0.067,0.164
451,0.042,0.057,0.069,0.168
452,0.043,0.057,0.068,0.168
453,0.042,0.057,0.069,0.168
454,0.042,0.057,0.076,0.175
455,0.043,0.058,0.067,0.168
456,0.042,0.057,0.068,0.167
457,0.042,0.057,0.068,0.167
458,0.042,0.057,0.068,0.167
459,0.042,0.057,0.068,0.167
460,0.042,0.057,0.068,0.167
461,0.043,0.057,0.068,0.168
462,0.044,0.057,0.068,0.169
463,0.044,0.057,0.069,0.170
464,0.043,0.062,0.071,0.176
465,0.044,0.057,0.068,0.169
466,0.042,0.058,0.069,0.169
467,0.043,0.058,0.069,0.170
468,0.043,0.057,0.069,0.169
469,0.042,0.057,0.070,0.169
470,0.043,0.057,0.068,0.168
471,0.042,0.057,0.069,0.168
472,0.042,0.060,0.069,0.171
473,0.043,0.056,0.068,0.167
474,0.041,0.056,0.068,0.165
475,0.043,0.057,0.069,0.169
476,0.042,0.057,0.069,0.168
477,0.042,0.056,0.069,0.167
478,0.061,0.059,0.070,0.190
479,0.044,0.059,0.069,0.172
480,0.043,0.057,0.068,0.168
481,0.042,0.057,0.068,0.167
482,0.042,0.057,0.069,0.168
483,0.043,0.058,0.068,0.169
484,0.043,0.057,0.069,0.169
485,0.043,0.057,0.068,0.168
486,0.043,0.057,0.069,0.169
487,0.043,0.058,0.068,0.169
488,0.042,0.057,0.075,0.174
489,0.043,0.058,0.068,0.169
490,0.042,0.057,0.069,0.168
491,0.042,0.057,0.068,0.167
492,0.043,0.057,0.069,0.169
493,0.042,0.057,0.068,0.167
494,0.042,0.056,0.068,0.166
495,0.042,0.057,0.068,0.167
496,0.042,0.058,0.069,0.169
497,0.044,0.057,0.069,0.170
498,0.042,0.057,0.068,0.167
499,0.042,0.056,0.068,0.166
500,0.042,0.057,0.068,0.167
501,0.042,0.073,0.069,0.184
502,0.043,0.057,0.068,0.168
503,0.043,0.057,0.068,0.168
504,0.042,0.057,0.068,0.167
505,0.043,0.057,0.068,0.168
506,0.042,0.056,0.068,0.166
507,0.042,0.057,0.068,0.167
508,0.042,0.056,0.067,0.165
509,0.042,0.057,0.068,0.167
510,0.042,0.057,0.068,0.167
511,0.042,0.057,0.068,0.167
512,0.042,0.056,0.068,0.166
513,0.042,0.056,0.067,0.165
514,0.042,0.057,0.068,0.167
515,0.042,0.057,0.067,0.166
516,0.042,0.057,0.068,0.167
517,0.042,0.057,0.068,0.167
518,0.042,0.057,0.068,0.167
519,0.042,0.056,0.068,0.166
520,0.042,0.056,0.067,0.165
521,0.042,0.057,0.068,0.167
522,0.042,0.057,0.068,0.167
523,0.042,0.057,0.068,0.167
524,0.042,0.057,0.075,0.174
525,0.044,0.057,0.068,0.169
526,0.042,0.058,0.069,0.169
527,0.042,0.058,0.069,0.169
528,0.043,0.058,0.069,0.170
529,0.042,0.058,0.069,0.169
530,0.043,0.058,0.069,0.170
531,0.042,0.057,0.071,0.170
532,0.044,0.057,0.068,0.169
533,0.043,0.057,0.069,0.169
534,0.043,0.058,0.075,0.176
535,0.051,0.060,0.070,0.181
536,0.043,0.057,0.069,0.169
537,0.042,0.056,0.068,0.166
538,0.042,0.057,0.067,0.166
539,0.042,0.057,0.068,0.167
540,0.042,0.056,0.068,0.166
541,0.042,0.056,0.068,0.166
542,0.042,0.056,0.068,0.166
543,0.042,0.057,0.068,0.167
544,0.042,0.057,0.068,0.167
545,0.043,0.057,0.068,0.168
546,0.042,0.057,0.068,0.167
547,0.042,0.058,0.068,0.168
548,0.054,0.060,0.071,0.185
549,0.043,0.059,0.069,0.171
550,0.068,0.059,0.070,0.197
551,0.042,0.058,0.069,0.169
552,0.042,0.057,0.069,0.168
553,0.042,0.057,0.074,0.173
554,0.043,0.057,0.068,0.168
555,0.043,0.059,0.070,0.172
556,0.042,0.057,0.069,0.168
557,0.042,0.056,0.068,0.166
558,0.043,0.058,0.068,0.169
559,0.043,0.057,0.069,0.169
560,0.043,0.065,0.070,0.178
561,0.044,0.057,0.069,0.170
562,0.042,0.056,0.068,0.166
563,0.042,0.057,0.068,0.167
564,0.043,0.057,0.068,0.168
565,0.043,0.057,0.068,0.168
566,0.042,0.057,0.069,0.168
567,0.043,0.058,0.068,0.169
568,0.042,0.058,0.068,0.168
569,0.042,0.057,0.069,0.168
570,0.043,0.057,0.068,0.168
571,0.042,0.056,0.068,0.166
572,0.043,0.098,0.071,0.212
573,0.046,0.058,0.069,0.173
574,0.044,0.057,0.068,0.169
575,0.042,0.056,0.068,0.166
576,0.042,0.057,0.068,0.167
577,0.043,0.058,0.070,0.171
578,0.043,0.057,0.069,0.169
579,0.042,0.057,0.068,0.167
580,0.042,0.057,0.068,0.167
581,0.042,0.058,0.067,0.167
582,0.042,0.057,0.068,0.167
583,0.042,0.056,0.068,0.166
584,0.042,0.057,0.068,0.167
585,0.043,0.058,0.069,0.170
586,0.043,0.057,0.068,0.168
587,0.051,0.061,0.069,0.181
588,0.043,0.060,0.071,0.174
589,0.042,0.057,0.068,0.167
590,0.042,0.057,0.069,0.168
591,0.043,0.058,0.068,0.169
592,0.055,0.063,0.070,0.188
593,0.046,0.057,0.068,0.171
594,0.055,0.057,0.068,0.180
595,0.043,0.057,0.068,0.168
596,0.043,0.057,0.068,0.168
597,0.043,0.058,0.069,0.170
598,0.042,0.057,0.068,0.167
599,0.042,0.057,0.068,0.167
600,0.042,0.057,0.069,0.168
601,0.042,0.057,0.067,0.166
602,0.042,0.057,0.069,0.168
603,0.042,0.056,0.068,0.166
604,0.057,0.059,0.069,0.185
605,0.042,0.057,0.068,0.167
606,0.043,0.057,0.068,0.168
607,0.042,0.089,0.073,0.204
608,0.045,0.058,0.069,0.172
609,0.043,0.057,0.069,0.169
610,0.051,0.059,0.069,0.179
611,0.042,0.057,0.069,0.168
612,0.043,0.056,0.067,0.166
613,0.042,0.057,0.068,0.167
614,0.042,0.057,0.068,0.167
615,0.042,0.056,0.067,0.165
616,0.042,0.057,0.068,0.167
617,0.042,0.056,0.068,0.166
618,0.042,0.057,0.068,0.167
619,0.041,0.057,0.068,0.166
620,0.042,0.057,0.068,0.167
621,0.042,0.057,0.068,0.167
622,0.042,0.056,0.068,0.166
623,0.042,0.057,0.068,0.167
624,0.042,0.057,0.068,0.167
625,0.043,0.057,0.068,0.168
626,0.043,0.057,0.068,0.168
627,0.042,0.056,0.068,0.166
628,0.042,0.056,0.067,0.165
629,0.041,0.056,0.068,0.165
630,0.042,0.056,0.068,0.166
631,0.042,0.056,0.068,0.166
632,0.042,0.056,0.068,0.166
633,0.061,0.058,0.068,0.187
634,0.042,0.057,0.068,0.167
635,0.043,0.057,0.068,0.168
636,0.043,0.057,0.067,0.167
637,0.042,0.057,0.069,0.168
638,0.042,0.058,0.068,0.168
639,0.042,0.056,0.075,0.173
640,0.049,0.060,0.070,0.179
641,0.042,0.057,0.068,0.167
642,0.042,0.058,0.070,0.170
643,0.043,0.057,0.069,0.169
644,0.042,0.056,0.068,0.166
645,0.043,0.057,0.067,0.167
646,0.042,0.057,0.068,0.167
647,0.042,0.057,0.068,0.167
648,0.042,0.056,0.068,0.166
649,0.044,0.057,0.068,0.169
650,0.042,0.057,0.068,0.167
651,0.042,0.057,0.069,0.168
652,0.042,0.057,0.068,0.167
653,0.042,0.058,0.068,0.168
654,0.042,0.057,0.068,0.167
655,0.042,0.077,0.073,0.192
656,0.043,0.057,0.068,0.168
657,0.042,0.058,0.070,0.170
658,0.042,0.058,0.068,0.168
659,0.043,0.065,0.085,0.193
660,0.045,0.058,0.070,0.173
661,0.043,0.056,0.069,0.168
662,0.043,0.058,0.068,0.169
663,0.042,0.056,0.068,0.166
664,0.043,0.057,0.069,0.169
665,0.046,0.058,0.070,0.174
666,0.043,0.058,0.068,0.169
667,0.042,0.056,0.068,0.166
668,0.043,0.057,0.068,0.168
669,0.042,0.057,0.069,0.168
670,0.042,0.059,0.068,0.169
671,0.044,0.056,0.067,0.167
672,0.070,0.059,0.069,0.198
673,0.042,0.057,0.069,0.168
674,0.043,0.057,0.068,0.168
675,0.043,0.057,0.071,0.171
676,0.042,0.056,0.067,0.165
677,0.043,0.057,0.069,0.169
678,0.050,0.058,0.070,0.178
679,0.043,0.058,0.068,0.169
680,0.044,0.058,0.068,0.170
681,0.043,0.056,0.069,0.168
682,0.043,0.057,0.069,0.169
683,0.042,0.056,0.069,0.167
684,0.044,0.059,0.069,0.172
685,0.042,0.059,0.069,0.170
686,0.043,0.057,0.068,0.168
687,0.042,0.057,0.072,0.171
688,0.042,0.057,0.068,0.167
689,0.043,0.059,0.069,0.171
690,0.042,0.057,0.068,0.167
691,0.042,0.057,0.068,0.167
692,0.042,0.057,0.068,0.167
693,0.042,0.057,0.067,0.166
694,0.062,0.059,0.068,0.189
695,0.043,0.057,0.068,0.168
696,0.042,0.056,0.068,0.166
697,0.042,0.056,0.068,0.166
698,0.042,0.056,0.069,0.167
699,0.043,0.057,0.068,0.168
700,0.043,0.057,0.068,0.168
701,0.042,0.057,0.067,0.166
702,0.042,0.057,0.068,0.167
703,0.042,0.057,0.068,0.167
704,0.042,0.057,0.068,0.167
705,0.042,0.057,0.068,0.167
706,0.042,0.056,0.068,0.166
707,0.042,0.057,0.068,0.167
708,0.042,0.056,0.067,0.165
709,0.042,0.057,0.068,0.167
710,0.042,0.057,0.068,0.167
711,0.042,0.056,0.068,0.166
712,0.042,0.057,0.068,0.167
713,0.042,0.056,0.068,0.166
714,0.042,0.056,0.068,0.166
715,0.056,0.062,0.070,0.188
716,0.042,0.057,0.081,0.180
717,0.043,0.056,0.068,0.167
718,0.042,0.057,0.068,0.167
719,0.042,0.057,0.068,0.167
720,0.042,0.057,0.069,0.168
721,0.042,0.056,0.067,0.165
722,0.041,0.057,0.068,0.166
723,0.042,0.057,0.068,0.167
724,0.042,0.057,0.068,0.167
725,0.042,0.056,0.068,0.166
726,0.042,0.056,0.068,0.166
727,0.042,0.057,0.067,0.166
728,0.042,0.057,0.069,0.168
729,0.042,0.057,0.068,0.167
730,0.042,0.057,0.068,0.167
731,0.042,0.057,0.068,0.167
732,0.042,0.057,0.068,0.167
733,0.050,0.061,0.071,0.182
734,0.043,0.057,0.068,0.168
735,0.042,0.057,0.068,0.167
736,0.043,0.058,0.069,0.170
737,0.043,0.057,0.068,0.168
738,0.042,0.056,0.088,0.186
739,0.044,0.058,0.068,0.170
740,0.043,0.058,0.068,0.169
741,0.042,0.057,0.069,0.168
742,0.042,0.078,0.073,0.193
743,0.047,0.058,0.068,0.173
744,0.045,0.058,0.068,0.171
745,0.043,0.058,0.068,0.169
746,0.042,0.056,0.067,0.165
747,0.042,0.057,0.069,0.168
748,0.042,0.057,0.068,0.167
749,0.042,0.057,0.069,0.168
750,0.043,0.057,0.068,0.168
751,0.042,0.057,0.069,0.168
752,0.044,0.060,0.069,0.173
753,0.043,0.058,0.069,0.170
754,0.043,0.057,0.068,0.168
755,0.043,0.058,0.069,0.170
756,0.066,0.064,0.071,0.201
757,0.044,0.059,0.069,0.172
758,0.043,0.058,0.070,0.171
759,0.044,0.058,0.068,0.170
760,0.043,0.057,0.068,0.168
761,0.043,0.058,0.070,0.171
762,0.043,0.058,0.069,0.170
763,0.043,0.057,0.070,0.170
764,0.043,0.058,0.070,0.171
765,0.042,0.057,0.068,0.167
766,0.043,0.057,0.068,0.168
767,0.041,0.057,0.068,0.166
768,0.042,0.056,0.068,0.166
769,0.042,0.056,0.068,0.166
770,0.042,0.057,0.068,0.167
771,0.042,0.056,0.068,0.166
