Iteración,Tiempo Keygen (ms),Tiempo Encapsulación (ms),Tiempo Decapsulación (ms),Tiempo Total (ms)
765,0.034,0.044,0.041,0.119
766,0.033,0.042,0.040,0.115
767,0.033,0.043,0.040,0.116
768,0.033,0.043,0.040,0.116
769,0.033,0.042,0.040,0.115
770,0.033,0.042,0.040,0.115
771,0.033,0.042,0.040,0.115
772,0.033,0.043,0.040,0.116
773,0.034,0.044,0.042,0.120
774,0.033,0.052,0.041,0.126
775,0.033,0.043,0.040,0.116
776,0.033,0.042,0.040,0.115
777,0.032,0.042,0.043,0.117
778,0.039,0.044,0.041,0.124
779,0.037,0.043,0.044,0.124
780,0.035,0.044,0.042,0.121
781,0.033,0.043,0.042,0.118
782,0.034,0.044,0.041,0.119
783,0.034,0.044,0.040,0.118
784,0.032,0.042,0.039,0.113
785,0.033,0.042,0.040,0.115
786,0.033,0.043,0.040,0.116
787,0.033,0.042,0.040,0.115
788,0.033,0.042,0.040,0.115
789,0.033,0.043,0.040,0.116
790,0.033,0.043,0.040,0.116
791,0.033,0.043,0.040,0.116
792,0.032,0.042,0.040,0.114
793,0.033,0.043,0.040,0.116
794,0.033,0.043,0.041,0.117
795,0.032,0.042,0.040,0.114
796,0.033,0.042,0.040,0.115
797,0.033,0.042,0.040,0.115
798,0.033,0.043,0.040,0.116
799,0.032,0.042,0.040,0.114
800,0.033,0.042,0.047,0.122
801,0.058,0.051,0.047,0.156
802,0.034,0.043,0.040,0.117
803,0.035,0.043,0.041,0.119
804,0.035,0.047,0.042,0.124
805,0.035,0.044,0.042,0.121
806,0.034,0.043,0.042,0.119
807,0.034,0.045,0.041,0.120
808,0.035,0.044,0.042,0.121
809,0.034,0.043,0.044,0.121
810,0.038,0.045,0.045,0.128
811,0.035,0.043,0.042,0.120
812,0.034,0.042,0.041,0.117
813,0.032,0.042,0.040,0.114
814,0.032,0.042,0.040,0.114
815,0.033,0.043,0.040,0.116
816,0.034,0.043,0.041,0.118
817,0.033,0.042,0.040,0.115
818,0.032,0.042,0.040,0.114
819,0.032,0.042,0.040,0.114
820,0.032,0.042,0.040,0.114
821,0.032,0.042,0.040,0.114
822,0.032,0.042,0.040,0.114
823,0.033,0.042,0.040,0.115
824,0.033,0.042,0.039,0.114
825,0.032,0.042,0.040,0.114
826,0.041,0.045,0.047,0.133
827,0.033,0.042,0.040,0.115
828,0.032,0.042,0.040,0.114
829,0.032,0.043,0.040,0.115
830,0.033,0.042,0.039,0.114
831,0.033,0.042,0.040,0.115
832,0.033,0.044,0.040,0.117
833,0.050,0.043,0.041,0.134
834,0.032,0.042,0.039,0.113
835,0.032,0.042,0.040,0.114
836,0.032,0.042,0.040,0.114
837,0.032,0.042,0.040,0.114
838,0.032,0.042,0.040,0.114
839,0.033,0.043,0.040,0.116
840,0.033,0.043,0.040,0.116
841,0.033,0.042,0.040,0.115
842,0.033,0.042,0.039,0.114
843,0.032,0.042,0.042,0.116
844,0.033,0.042,0.040,0.115
845,0.032,0.042,0.040,0.114
846,0.032,0.042,0.040,0.114
847,0.033,0.043,0.041,0.117
848,0.033,0.043,0.040,0.116
849,0.032,0.042,0.040,0.114
850,0.033,0.047,0.040,0.120
851,0.033,0.043,0.040,0.116
852,0.033,0.043,0.040,0.116
853,0.033,0.043,0.040,0.116
854,0.033,0.043,0.040,0.116
855,0.033,0.043,0.040,0.116
856,0.033,0.042,0.040,0.115
857,0.033,0.043,0.041,0.117
858,0.033,0.042,0.040,0.115
859,0.032,0.042,0.040,0.114
860,0.033,0.043,0.040,0.116
861,0.033,0.043,0.042,0.118
862,0.032,0.042,0.040,0.114
863,0.032,0.042,0.040,0.114
864,0.032,0.042,0.040,0.114
865,0.032,0.042,0.040,0.114
866,0.033,0.043,0.054,0.130
867,0.034,0.043,0.040,0.117
868,0.033,0.043,0.040,0.116
869,0.032,0.042,0.040,0.114
870,0.032,0.042,0.040,0.114
871,0.032,0.042,0.040,0.114
872,0.033,0.043,0.040,0.116
873,0.035,0.042,0.040,0.117
874,0.035,0.043,0.040,0.118
875,0.033,0.043,0.040,0.116
876,0.033,0.043,0.040,0.116
877,0.032,0.042,0.040,0.114
878,0.032,0.042,0.040,0.114
879,0.045,0.045,0.040,0.130
880,0.033,0.043,0.040,0.116
881,0.032,0.043,0.040,0.115
882,0.033,0.042,0.040,0.115
883,0.033,0.042,0.040,0.115
884,0.032,0.042,0.039,0.113
885,0.032,0.042,0.040,0.114
886,0.032,0.047,0.041,0.120
887,0.033,0.042,0.040,0.115
888,0.033,0.042,0.040,0.115
889,0.033,0.043,0.040,0.116
890,0.032,0.042,0.040,0.114
891,0.032,0.042,0.040,0.114
892,0.032,0.042,0.040,0.114
893,0.032,0.042,0.040,0.114
894,0.033,0.042,0.040,0.115
895,0.033,0.042,0.039,0.114
896,0.032,0.042,0.039,0.113
897,0.032,0.042,0.040,0.114
898,0.033,0.043,0.047,0.123
899,0.033,0.043,0.040,0.116
900,0.033,0.042,0.042,0.117
901,0.033,0.043,0.040,0.116
902,0.033,0.042,0.040,0.115
903,0.033,0.043,0.040,0.116
904,0.033,0.043,0.040,0.116
905,0.034,0.044,0.041,0.119
906,0.032,0.043,0.040,0.115
907,0.033,0.043,0.040,0.116
908,0.033,0.043,0.040,0.116
909,0.033,0.043,0.040,0.116
910,0.033,0.042,0.041,0.116
911,0.033,0.042,0.039,0.114
912,0.032,0.045,0.041,0.118
913,0.034,0.044,0.041,0.119
914,0.034,0.044,0.041,0.119
915,0.035,0.046,0.042,0.123
916,0.038,0.051,0.043,0.132
917,0.037,0.044,0.042,0.123
918,0.037,0.044,0.052,0.133
919,0.041,0.044,0.046,0.131
920,0.036,0.045,0.043,0.124
921,0.039,0.046,0.047,0.132
922,0.034,0.046,0.043,0.123
923,0.035,0.043,0.042,0.120
924,0.036,0.047,0.042,0.125
925,0.036,0.043,0.041,0.120
926,0.033,0.043,0.041,0.117
927,0.037,0.046,0.043,0.126
928,0.036,0.046,0.042,0.124
929,0.044,0.047,0.041,0.132
930,0.034,0.042,0.040,0.116
931,0.048,0.044,0.041,0.133
932,0.033,0.043,0.041,0.117
933,0.033,0.042,0.040,0.115
934,0.034,0.043,0.042,0.119
935,0.033,0.044,0.045,0.122
936,0.035,0.043,0.041,0.119
937,0.033,0.043,0.040,0.116
938,0.033,0.043,0.040,0.116
939,0.033,0.042,0.040,0.115
940,0.033,0.043,0.040,0.116
941,0.033,0.043,0.040,0.116
942,0.033,0.048,0.042,0.123
943,0.033,0.042,0.040,0.115
944,0.033,0.042,0.040,0.115
945,0.032,0.042,0.040,0.114
946,0.032,0.042,0.041,0.115
947,0.034,0.043,0.040,0.117
948,0.035,0.043,0.041,0.119
949,0.032,0.042,0.043,0.117
950,0.034,0.042,0.040,0.116
951,0.033,0.042,0.040,0.115
952,0.033,0.043,0.040,0.116
953,0.033,0.042,0.039,0.114
954,0.033,0.042,0.040,0.115
955,0.034,0.043,0.041,0.118
956,0.036,0.042,0.040,0.118
957,0.033,0.042,0.040,0.115
958,0.033,0.043,0.040,0.116
959,0.032,0.043,0.040,0.115
960,0.033,0.043,0.040,0.116
961,0.032,0.042,0.040,0.114
962,0.033,0.045,0.040,0.118
963,0.032,0.042,0.040,0.114
964,0.032,0.055,0.041,0.128
965,0.033,0.043,0.040,0.116
966,0.032,0.042,0.040,0.114
967,0.033,0.042,0.040,0.115
968,0.033,0.044,0.040,0.117
969,0.033,0.042,0.040,0.115
970,0.033,0.043,0.040,0.116
971,0.033,0.043,0.040,0.116
972,0.033,0.043,0.040,0.116
973,0.034,0.044,0.041,0.119
974,0.033,0.043,0.040,0.116
975,0.033,0.042,0.040,0.115
976,0.033,0.042,0.040,0.115
977,0.033,0.042,0.040,0.115
978,0.035,0.042,0.040,0.117
979,0.032,0.042,0.040,0.114
980,0.033,0.043,0.041,0.117
981,0.033,0.043,0.041,0.117
982,0.033,0.042,0.040,0.115
983,0.033,0.043,0.040,0.116
984,0.033,0.043,0.040,0.116
985,0.033,0.042,0.042,0.117
986,0.033,0.043,0.040,0.116
987,0.033,0.043,0.040,0.116
988,0.033,0.043,0.040,0.116
989,0.033,0.043,0.040,0.116
990,0.033,0.043,0.040,0.116
991,0.033,0.042,0.039,0.114
992,0.032,0.042,0.040,0.114
993,0.033,0.043,0.040,0.116
994,0.032,0.042,0.040,0.114
995,0.033,0.042,0.039,0.114
996,0.033,0.045,0.040,0.118
997,0.035,0.046,0.041,0.122
998,0.043,0.043,0.041,0.127
999,0.033,0.042,0.039,0.114
1000,0.033,0.042,0.040,0.115
