Iteración,Tiempo Keygen (ms),Tiempo Encapsulación (ms),Tiempo Decapsulación (ms),Tiempo Total (ms)
262,0.076,0.094,0.090,0.260
263,0.076,0.094,0.090,0.260
264,0.076,0.094,0.090,0.260
265,0.076,0.094,0.090,0.260
266,0.076,0.094,0.090,0.260
267,0.076,0.095,0.090,0.261
268,0.076,0.094,0.091,0.261
269,0.076,0.095,0.090,0.261
270,0.076,0.095,0.091,0.262
271,0.076,0.096,0.091,0.263
272,0.082,0.096,0.092,0.270
273,0.077,0.095,0.091,0.263
274,0.076,0.095,0.091,0.262
275,0.076,0.095,0.090,0.261
276,0.075,0.094,0.090,0.259
277,0.076,0.094,0.090,0.260
278,0.078,0.096,0.092,0.266
279,0.076,0.094,0.091,0.261
280,0.082,0.113,0.093,0.288
281,0.082,0.097,0.093,0.272
282,0.078,0.095,0.092,0.265
283,0.078,0.095,0.112,0.285
284,0.076,0.095,0.092,0.263
285,0.078,0.097,0.093,0.268
286,0.076,0.096,0.092,0.264
287,0.078,0.096,0.092,0.266
288,0.080,0.098,0.092,0.270
289,0.079,0.096,0.093,0.268
290,0.079,0.096,0.093,0.268
291,0.077,0.096,0.093,0.266
292,0.077,0.095,0.093,0.265
293,0.077,0.095,0.091,0.263
294,0.097,0.098,0.100,0.295
295,0.082,0.095,0.091,0.268
296,0.079,0.104,0.110,0.293
297,0.082,0.097,0.094,0.273
298,0.078,0.095,0.092,0.265
299,0.078,0.097,0.091,0.266
300,0.077,0.095,0.091,0.263
301,0.075,0.094,0.090,0.259
302,0.075,0.094,0.090,0.259
303,0.076,0.094,0.091,0.261
304,0.076,0.096,0.091,0.263
305,0.076,0.095,0.092,0.263
306,0.077,0.095,0.091,0.263
307,0.076,0.094,0.091,0.261
308,0.076,0.094,0.091,0.261
309,0.076,0.095,0.109,0.280
310,0.088,0.117,0.091,0.296
311,0.076,0.095,0.092,0.263
312,0.078,0.096,0.092,0.266
313,0.076,0.095,0.091,0.262
314,0.076,0.095,0.091,0.262
315,0.076,0.101,0.091,0.268
316,0.076,0.094,0.090,0.260
317,0.076,0.094,0.091,0.261
318,0.075,0.094,0.091,0.260
319,0.076,0.094,0.090,0.260
320,0.075,0.094,0.091,0.260
321,0.076,0.095,0.091,0.262
322,0.076,0.095,0.091,0.262
323,0.075,0.094,0.090,0.259
324,0.076,0.095,0.091,0.262
325,0.085,0.096,0.092,0.273
326,0.076,0.094,0.090,0.260
327,0.076,0.095,0.095,0.266
328,0.081,0.097,0.091,0.269
329,0.077,0.094,0.093,0.264
330,0.080,0.096,0.094,0.270
331,0.076,0.095,0.091,0.262
332,0.077,0.094,0.091,0.262
333,0.076,0.094,0.090,0.260
334,0.076,0.095,0.091,0.262
335,0.078,0.096,0.094,0.268
336,0.077,0.095,0.091,0.263
337,0.078,0.095,0.091,0.264
338,0.076,0.123,0.095,0.294
339,0.077,0.095,0.091,0.263
340,0.078,0.096,0.092,0.266
341,0.075,0.094,0.091,0.260
342,0.084,0.096,0.091,0.271
343,0.076,0.094,0.090,0.260
344,0.075,0.096,0.091,0.262
345,0.076,0.094,0.090,0.260
346,0.076,0.094,0.091,0.261
347,0.076,0.095,0.091,0.262
348,0.075,0.094,0.090,0.259
349,0.076,0.096,0.093,0.265
350,0.081,0.099,0.097,0.277
351,0.079,0.098,0.094,0.271
352,0.080,0.098,0.093,0.271
353,0.092,0.097,0.092,0.281
354,0.077,0.095,0.091,0.263
355,0.076,0.094,0.091,0.261
356,0.076,0.094,0.091,0.261
357,0.076,0.095,0.091,0.262
358,0.076,0.095,0.090,0.261
359,0.076,0.094,0.090,0.260
360,0.078,0.102,0.093,0.273
361,0.078,0.094,0.091,0.263
362,0.078,0.095,0.092,0.265
363,0.076,0.095,0.090,0.261
364,0.076,0.094,0.090,0.260
365,0.076,0.094,0.091,0.261
366,0.076,0.095,0.091,0.262
367,0.076,0.094,0.090,0.260
368,0.083,0.097,0.092,0.272
369,0.076,0.094,0.090,0.260
370,0.076,0.094,0.090,0.260
371,0.077,0.096,0.091,0.264
372,0.076,0.095,0.091,0.262
373,0.076,0.095,0.090,0.261
374,0.076,0.095,0.091,0.262
375,0.076,0.094,0.091,0.261
376,0.076,0.094,0.091,0.261
377,0.077,0.096,0.091,0.264
378,0.076,0.094,0.090,0.260
379,0.077,0.096,0.092,0.265
380,0.076,0.094,0.091,0.261
381,0.075,0.094,0.090,0.259
382,0.077,0.096,0.092,0.265
383,0.083,0.098,0.112,0.293
384,0.077,0.095,0.091,0.263
385,0.078,0.096,0.091,0.265
386,0.075,0.094,0.090,0.259
387,0.077,0.096,0.092,0.265
388,0.076,0.094,0.091,0.261
389,0.075,0.094,0.090,0.259
390,0.076,0.094,0.090,0.260
391,0.076,0.094,0.091,0.261
392,0.076,0.094,0.090,0.260
393,0.076,0.094,0.090,0.260
394,0.076,0.095,0.091,0.262
395,0.076,0.095,0.093,0.264
396,0.077,0.095,0.098,0.270
397,0.087,0.104,0.145,0.336
398,0.086,0.101,0.101,0.288
399,0.084,0.100,0.105,0.289
400,0.086,0.107,0.101,0.294
401,0.087,0.101,0.100,0.288
402,0.084,0.096,0.093,0.273
403,0.077,0.095,0.093,0.265
404,0.076,0.095,0.091,0.262
405,0.077,0.095,0.091,0.263
406,0.076,0.095,0.093,0.264
407,0.077,0.095,0.090,0.262
408,0.076,0.094,0.091,0.261
409,0.075,0.095,0.090,0.260
410,0.077,0.095,0.091,0.263
411,0.077,0.094,0.090,0.261
412,0.091,0.078,0.065,0.234
413,0.052,0.064,0.061,0.177
414,0.050,0.063,0.060,0.173
415,0.050,0.066,0.065,0.181
416,0.053,0.063,0.061,0.177
417,0.051,0.064,0.061,0.176
418,0.052,0.064,0.063,0.179
419,0.052,0.064,0.064,0.180
420,0.052,0.063,0.060,0.175
421,0.050,0.063,0.060,0.173
422,0.051,0.063,0.060,0.174
423,0.050,0.063,0.060,0.173
424,0.052,0.063,0.061,0.176
425,0.051,0.063,0.060,0.174
426,0.050,0.063,0.060,0.173
427,0.050,0.062,0.060,0.172
428,0.050,0.063,0.060,0.173
429,0.051,0.063,0.060,0.174
430,0.051,0.064,0.061,0.176
431,0.050,0.063,0.060,0.173
432,0.051,0.063,0.061,0.175
433,0.051,0.063,0.060,0.174
434,0.050,0.074,0.061,0.185
435,0.052,0.064,0.061,0.177
436,0.052,0.064,0.061,0.177
437,0.050,0.062,0.060,0.172
438,0.051,0.063,0.061,0.175
439,0.051,0.063,0.060,0.174
440,0.051,0.063,0.061,0.175
441,0.064,0.064,0.061,0.189
442,0.051,0.063,0.060,0.174
443,0.051,0.063,0.060,0.174
444,0.051,0.063,0.060,0.174
445,0.051,0.063,0.061,0.175
446,0.051,0.063,0.061,0.175
447,0.051,0.063,0.060,0.174
448,0.051,0.063,0.061,0.175
449,0.051,0.063,0.061,0.175
450,0.051,0.063,0.061,0.175
451,0.050,0.062,0.060,0.172
452,0.051,0.065,0.062,0.178
453,0.052,0.063,0.061,0.176
454,0.051,0.062,0.060,0.173
455,0.051,0.073,0.063,0.187
456,0.051,0.063,0.061,0.175
457,0.050,0.062,0.060,0.172
458,0.051,0.063,0.061,0.175
459,0.050,0.063,0.060,0.173
460,0.050,0.063,0.060,0.173
461,0.051,0.063,0.060,0.174
462,0.050,0.063,0.060,0.173
463,0.052,0.064,0.061,0.177
464,0.050,0.063,0.060,0.173
465,0.050,0.063,0.061,0.174
466,0.050,0.063,0.061,0.174
467,0.050,0.063,0.060,0.173
468,0.050,0.063,0.060,0.173
469,0.052,0.063,0.061,0.176
470,0.051,0.064,0.061,0.176
471,0.053,0.063,0.061,0.177
472,0.051,0.062,0.060,0.173
473,0.050,0.063,0.061,0.174
474,0.051,0.063,0.061,0.175
475,0.051,0.063,0.061,0.175
476,0.051,0.063,0.060,0.174
477,0.050,0.063,0.060,0.173
478,0.058,0.064,0.062,0.184
479,0.051,0.063,0.060,0.174
480,0.051,0.064,0.061,0.176
481,0.052,0.063,0.061,0.176
482,0.053,0.067,0.064,0.184
483,0.057,0.068,0.064,0.189
484,0.055,0.068,0.061,0.184
485,0.051,0.064,0.062,0.177
486,0.052,0.064,0.061,0.177
487,0.052,0.063,0.060,0.175
488,0.052,0.064,0.061,0.177
489,0.050,0.062,0.060,0.172
490,0.051,0.063,0.061,0.175
491,0.050,0.063,0.060,0.173
492,0.051,0.063,0.060,0.174
493,0.051,0.063,0.060,0.174
494,0.051,0.063,0.061,0.175
495,0.050,0.063,0.060,0.173
496,0.051,0.063,0.061,0.175
497,0.050,0.063,0.060,0.173
498,0.051,0.063,0.060,0.174
499,0.051,0.063,0.060,0.174
500,0.051,0.074,0.066,0.191
501,0.052,0.063,0.061,0.176
502,0.050,0.063,0.060,0.173
503,0.050,0.063,0.060,0.173
504,0.050,0.062,0.060,0.172
505,0.051,0.063,0.060,0.174
506,0.051,0.063,0.060,0.174
507,0.051,0.063,0.060,0.174
508,0.050,0.062,0.060,0.172
509,0.050,0.063,0.060,0.173
510,0.051,0.063,0.060,0.174
511,0.050,0.063,0.060,0.173
512,0.051,0.063,0.060,0.174
513,0.051,0.063,0.061,0.175
514,0.051,0.063,0.061,0.175
515,0.050,0.063,0.060,0.173
516,0.050,0.062,0.060,0.172
517,0.051,0.064,0.060,0.175
518,0.051,0.063,0.061,0.175
519,0.050,0.063,0.061,0.174
520,0.051,0.063,0.061,0.175
521,0.050,0.063,0.060,0.173
522,0.051,0.063,0.060,0.174
523,0.059,0.065,0.061,0.185
524,0.051,0.063,0.060,0.174
525,0.051,0.063,0.060,0.174
526,0.050,0.063,0.060,0.173
527,0.051,0.063,0.061,0.175
528,0.051,0.063,0.060,0.174
529,0.050,0.063,0.060,0.173
530,0.051,0.063,0.061,0.175
531,0.052,0.063,0.062,0.177
532,0.051,0.064,0.062,0.177
533,0.052,0.064,0.062,0.178
534,0.054,0.066,0.064,0.184
535,0.055,0.068,0.068,0.191
536,0.055,0.066,0.062,0.183
537,0.054,0.064,0.061,0.179
538,0.053,0.063,0.060,0.176
539,0.051,0.063,0.062,0.176
540,0.053,0.063,0.061,0.177
541,0.051,0.063,0.060,0.174
542,0.051,0.063,0.063,0.177
543,0.052,0.064,0.061,0.177
544,0.051,0.064,0.063,0.178
545,0.052,0.090,0.063,0.205
546,0.053,0.063,0.061,0.177
547,0.052,0.066,0.060,0.178
548,0.051,0.063,0.060,0.174
549,0.050,0.063,0.060,0.173
550,0.050,0.063,0.060,0.173
551,0.051,0.063,0.060,0.174
552,0.052,0.064,0.061,0.177
553,0.052,0.064,0.061,0.177
554,0.051,0.063,0.061,0.175
555,0.051,0.063,0.060,0.174
556,0.050,0.063,0.060,0.173
557,0.050,0.063,0.060,0.173
558,0.052,0.064,0.061,0.177
559,0.051,0.064,0.062,0.177
560,0.051,0.064,0.061,0.176
561,0.050,0.062,0.060,0.172
562,0.051,0.063,0.060,0.174
563,0.051,0.063,0.060,0.174
564,0.050,0.062,0.060,0.172
565,0.051,0.063,0.061,0.175
566,0.051,0.063,0.060,0.174
567,0.050,0.063,0.068,0.181
568,0.051,0.063,0.061,0.175
569,0.052,0.064,0.062,0.178
570,0.050,0.063,0.060,0.173
571,0.050,0.062,0.060,0.172
572,0.051,0.063,0.060,0.174
573,0.051,0.063,0.061,0.175
574,0.051,0.063,0.061,0.175
575,0.052,0.064,0.061,0.177
576,0.051,0.063,0.060,0.174
577,0.051,0.063,0.061,0.175
578,0.051,0.063,0.060,0.174
579,0.050,0.063,0.060,0.173
580,0.050,0.063,0.060,0.173
581,0.052,0.064,0.062,0.178
582,0.051,0.063,0.060,0.174
583,0.050,0.063,0.061,0.174
584,0.050,0.063,0.060,0.173
585,0.051,0.063,0.060,0.174
586,0.051,0.063,0.061,0.175
587,0.061,0.068,0.063,0.192
588,0.053,0.064,0.063,0.180
589,0.054,0.063,0.069,0.186
590,0.053,0.063,0.060,0.176
591,0.050,0.063,0.061,0.174
592,0.053,0.063,0.061,0.177
593,0.051,0.064,0.061,0.176
594,0.050,0.063,0.061,0.174
595,0.051,0.063,0.060,0.174
596,0.051,0.063,0.060,0.174
597,0.050,0.062,0.060,0.172
598,0.052,0.064,0.061,0.177
599,0.050,0.063,0.061,0.174
600,0.050,0.063,0.060,0.173
601,0.050,0.063,0.061,0.174
602,0.051,0.063,0.061,0.175
603,0.051,0.063,0.060,0.174
604,0.050,0.063,0.060,0.173
605,0.050,0.062,0.060,0.172
606,0.051,0.063,0.060,0.174
607,0.051,0.063,0.060,0.174
608,0.051,0.063,0.060,0.174
609,0.051,0.063,0.060,0.174
610,0.051,0.063,0.060,0.174
611,0.051,0.064,0.061,0.176
612,0.050,0.070,0.060,0.180
613,0.052,0.063,0.061,0.176
614,0.051,0.063,0.060,0.174
615,0.052,0.065,0.063,0.180
616,0.050,0.062,0.060,0.172
617,0.050,0.062,0.060,0.172
618,0.051,0.063,0.061,0.175
619,0.051,0.063,0.061,0.175
620,0.051,0.063,0.060,0.174
621,0.051,0.063,0.061,0.175
622,0.051,0.063,0.060,0.174
623,0.051,0.062,0.060,0.173
624,0.050,0.063,0.060,0.173
625,0.052,0.065,0.063,0.180
626,0.055,0.064,0.062,0.181
627,0.051,0.063,0.061,0.175
628,0.051,0.063,0.061,0.175
629,0.051,0.063,0.060,0.174
630,0.051,0.064,0.062,0.177
631,0.051,0.063,0.060,0.174
632,0.050,0.063,0.060,0.173
633,0.051,0.063,0.060,0.174
634,0.050,0.063,0.060,0.173
635,0.061,0.063,0.062,0.186
636,0.051,0.064,0.061,0.176
637,0.050,0.063,0.060,0.173
638,0.051,0.063,0.060,0.174
639,0.050,0.062,0.060,0.172
640,0.050,0.063,0.061,0.174
641,0.050,0.063,0.060,0.173
642,0.050,0.063,0.060,0.173
643,0.051,0.063,0.060,0.174
644,0.051,0.063,0.061,0.175
645,0.051,0.064,0.060,0.175
646,0.051,0.063,0.061,0.175
647,0.051,0.063,0.060,0.174
648,0.051,0.063,0.060,0.174
649,0.051,0.063,0.061,0.175
650,0.051,0.063,0.061,0.175
651,0.051,0.063,0.061,0.175
652,0.050,0.063,0.060,0.173
653,0.050,0.063,0.066,0.179
654,0.052,0.063,0.061,0.176
655,0.051,0.063,0.061,0.175
656,0.051,0.063,0.060,0.174
657,0.052,0.071,0.063,0.186
658,0.050,0.063,0.061,0.174
659,0.051,0.063,0.060,0.174
660,0.053,0.065,0.061,0.179
661,0.050,0.063,0.060,0.173
662,0.050,0.063,0.061,0.174
663,0.051,0.063,0.061,0.175
664,0.052,0.064,0.061,0.177
665,0.051,0.063,0.060,0.174
666,0.051,0.063,0.060,0.174
667,0.051,0.063,0.060,0.174
668,0.051,0.063,0.061,0.175
669,0.052,0.064,0.061,0.177
670,0.051,0.063,0.061,0.175
671,0.050,0.063,0.060,0.173
672,0.050,0.062,0.060,0.172
673,0.051,0.063,0.060,0.174
674,0.051,0.063,0.060,0.174
675,0.051,0.064,0.061,0.176
676,0.050,0.063,0.060,0.173
677,0.051,0.063,0.061,0.175
678,0.051,0.063,0.061,0.175
679,0.051,0.063,0.060,0.174
680,0.062,0.064,0.061,0.187
681,0.050,0.063,0.061,0.174
682,0.051,0.063,0.060,0.174
683,0.051,0.063,0.060,0.174
684,0.050,0.062,0.060,0.172
685,0.051,0.063,0.060,0.174
686,0.050,0.062,0.060,0.172
687,0.051,0.062,0.060,0.173
688,0.050,0.063,0.061,0.174
689,0.051,0.063,0.061,0.175
690,0.051,0.063,0.061,0.175
691,0.050,0.063,0.061,0.174
692,0.052,0.063,0.062,0.177
693,0.051,0.064,0.061,0.176
694,0.051,0.063,0.060,0.174
695,0.051,0.063,0.060,0.174
696,0.050,0.063,0.060,0.173
697,0.050,0.063,0.060,0.173
698,0.051,0.063,0.060,0.174
699,0.051,0.063,0.060,0.174
700,0.050,0.062,0.060,0.172
701,0.051,0.063,0.061,0.175
702,0.051,0.063,0.067,0.181
703,0.053,0.063,0.061,0.177
704,0.051,0.063,0.061,0.175
705,0.051,0.063,0.060,0.174
706,0.051,0.063,0.061,0.175
707,0.050,0.063,0.060,0.173
708,0.053,0.065,0.062,0.180
709,0.050,0.062,0.060,0.172
710,0.051,0.063,0.061,0.175
711,0.050,0.063,0.061,0.174
712,0.051,0.063,0.061,0.175
713,0.051,0.063,0.060,0.174
714,0.050,0.063,0.060,0.173
715,0.051,0.063,0.060,0.174
716,0.051,0.063,0.061,0.175
717,0.052,0.064,0.061,0.177
718,0.050,0.063,0.061,0.174
719,0.051,0.063,0.060,0.174
720,0.050,0.063,0.061,0.174
721,0.052,0.064,0.061,0.177
722,0.051,0.064,0.060,0.175
723,0.051,0.064,0.060,0.175
724,0.051,0.063,0.060,0.174
725,0.051,0.070,0.061,0.182
726,0.051,0.063,0.061,0.175
727,0.051,0.063,0.060,0.174
728,0.050,0.062,0.060,0.172
729,0.051,0.063,0.060,0.174
730,0.051,0.063,0.061,0.175
731,0.050,0.063,0.060,0.173
732,0.051,0.063,0.060,0.174
733,0.057,0.067,0.062,0.186
734,0.051,0.063,0.061,0.175
735,0.051,0.063,0.061,0.175
736,0.052,0.064,0.062,0.178
737,0.050,0.063,0.060,0.173
738,0.050,0.063,0.060,0.173
739,0.051,0.063,0.060,0.174
740,0.051,0.063,0.060,0.174
741,0.050,0.063,0.060,0.173
742,0.050,0.063,0.060,0.173
743,0.051,0.063,0.061,0.175
744,0.051,0.063,0.060,0.174
745,0.050,0.062,0.060,0.172
746,0.051,0.063,0.060,0.174
747,0.050,0.063,0.065,0.178
748,0.050,0.063,0.060,0.173
749,0.050,0.063,0.060,0.173
750,0.050,0.063,0.062,0.175
751,0.051,0.064,0.061,0.176
752,0.051,0.063,0.060,0.174
753,0.051,0.063,0.060,0.174
754,0.050,0.063,0.061,0.174
755,0.051,0.063,0.061,0.175
756,0.052,0.063,0.060,0.175
757,0.052,0.065,0.061,0.178
758,0.051,0.062,0.060,0.173
759,0.051,0.063,0.060,0.174
760,0.051,0.063,0.060,0.174
761,0.051,0.063,0.060,0.174
762,0.053,0.063,0.062,0.178
763,0.051,0.063,0.060,0.174
764,0.051,0.063,0.061,0.175
765,0.051,0.063,0.061,0.175
766,0.050,0.063,0.061,0.174
767,0.051,0.064,0.062,0.177
768,0.051,0.063,0.060,0.174
769,0.052,0.064,0.062,0.178
770,0.063,0.068,0.062,0.193
771,0.051,0.063,0.061,0.175
