Iteración,Tiempo Keygen (ms),Tiempo Encapsulación (ms),Tiempo Decapsulación (ms),Tiempo Total (ms)
762,0.110,0.135,0.153,0.398
763,0.109,0.136,0.151,0.396
764,0.110,0.135,0.151,0.396
765,0.109,0.135,0.151,0.395
766,0.110,0.136,0.151,0.397
767,0.111,0.135,0.152,0.398
768,0.109,0.134,0.151,0.394
769,0.110,0.135,0.157,0.402
770,0.110,0.136,0.151,0.397
771,0.110,0.135,0.151,0.396
772,0.109,0.135,0.151,0.395
773,0.111,0.136,0.153,0.400
774,0.110,0.136,0.152,0.398
775,0.109,0.134,0.152,0.395
776,0.109,0.134,0.150,0.393
777,0.110,0.135,0.151,0.396
778,0.111,0.135,0.152,0.398
779,0.111,0.135,0.156,0.402
780,0.111,0.135,0.152,0.398
781,0.109,0.135,0.151,0.395
782,0.111,0.136,0.152,0.399
783,0.111,0.136,0.151,0.398
784,0.109,0.134,0.151,0.394
785,0.109,0.134,0.150,0.393
786,0.110,0.135,0.151,0.396
787,0.110,0.135,0.151,0.396
788,0.110,0.135,0.151,0.396
789,0.110,0.134,0.156,0.400
790,0.109,0.135,0.152,0.396
791,0.109,0.134,0.151,0.394
792,0.111,0.136,0.152,0.399
793,0.110,0.135,0.151,0.396
794,0.110,0.135,0.151,0.396
795,0.110,0.134,0.151,0.395
796,0.109,0.135,0.151,0.395
797,0.110,0.135,0.151,0.396
798,0.110,0.135,0.151,0.396
799,0.111,0.135,0.154,0.400
800,0.110,0.136,0.152,0.398
801,0.110,0.136,0.152,0.398
802,0.110,0.136,0.152,0.398
803,0.110,0.135,0.151,0.396
804,0.110,0.135,0.151,0.396
805,0.110,0.135,0.152,0.397
806,0.110,0.136,0.151,0.397
807,0.110,0.135,0.151,0.396
808,0.110,0.135,0.152,0.397
809,0.113,0.136,0.159,0.408
810,0.110,0.135,0.152,0.397
811,0.111,0.135,0.151,0.397
812,0.112,0.137,0.153,0.402
813,0.110,0.135,0.151,0.396
814,0.110,0.136,0.152,0.398
815,0.110,0.135,0.151,0.396
816,0.110,0.135,0.151,0.396
817,0.118,0.144,0.152,0.414
818,0.110,0.135,0.151,0.396
819,0.109,0.135,0.159,0.403
820,0.110,0.135,0.151,0.396
821,0.110,0.134,0.151,0.395
822,0.109,0.134,0.151,0.394
823,0.110,0.136,0.152,0.398
824,0.109,0.134,0.151,0.394
825,0.110,0.135,0.151,0.396
826,0.110,0.135,0.151,0.396
827,0.111,0.135,0.152,0.398
828,0.110,0.135,0.151,0.396
829,0.111,0.136,0.163,0.410
830,0.112,0.139,0.154,0.405
831,0.112,0.136,0.151,0.399
832,0.109,0.135,0.152,0.396
833,0.110,0.135,0.151,0.396
834,0.110,0.135,0.151,0.396
835,0.110,0.135,0.150,0.395
836,0.110,0.135,0.151,0.396
837,0.110,0.135,0.151,0.396
838,0.110,0.135,0.151,0.396
839,0.110,0.136,0.159,0.405
840,0.110,0.135,0.152,0.397
841,0.109,0.134,0.151,0.394
842,0.110,0.136,0.152,0.398
843,0.109,0.135,0.151,0.395
844,0.110,0.135,0.151,0.396
845,0.110,0.136,0.152,0.398
846,0.110,0.135,0.151,0.396
847,0.110,0.138,0.152,0.400
848,0.111,0.136,0.152,0.399
849,0.111,0.135,0.160,0.406
850,0.111,0.136,0.152,0.399
851,0.110,0.135,0.151,0.396
852,0.109,0.135,0.151,0.395
853,0.111,0.136,0.151,0.398
854,0.110,0.136,0.151,0.397
855,0.110,0.136,0.152,0.398
856,0.110,0.135,0.151,0.396
857,0.111,0.135,0.151,0.397
858,0.111,0.135,0.154,0.400
859,0.111,0.137,0.159,0.407
860,0.111,0.135,0.152,0.398
861,0.111,0.135,0.152,0.398
862,0.110,0.135,0.152,0.397
863,0.109,0.134,0.150,0.393
864,0.111,0.135,0.151,0.397
865,0.110,0.135,0.151,0.396
866,0.109,0.134,0.151,0.394
867,0.109,0.135,0.151,0.395
868,0.110,0.135,0.151,0.396
869,0.109,0.135,0.162,0.406
870,0.112,0.135,0.151,0.398
871,0.110,0.135,0.152,0.397
872,0.109,0.134,0.150,0.393
873,0.110,0.134,0.151,0.395
874,0.110,0.136,0.152,0.398
875,0.110,0.135,0.151,0.396
876,0.110,0.135,0.151,0.396
877,0.110,0.135,0.151,0.396
878,0.110,0.136,0.152,0.398
879,0.117,0.146,0.152,0.415
880,0.110,0.134,0.150,0.394
881,0.110,0.135,0.151,0.396
882,0.110,0.135,0.151,0.396
883,0.110,0.136,0.152,0.398
884,0.109,0.134,0.150,0.393
885,0.110,0.135,0.151,0.396
886,0.110,0.135,0.151,0.396
887,0.110,0.136,0.151,0.397
888,0.109,0.135,0.152,0.396
889,0.111,0.144,0.152,0.407
890,0.111,0.136,0.152,0.399
891,0.111,0.135,0.152,0.398
892,0.112,0.137,0.153,0.402
893,0.113,0.137,0.153,0.403
894,0.109,0.137,0.151,0.397
895,0.110,0.135,0.151,0.396
896,0.110,0.135,0.151,0.396
897,0.110,0.135,0.152,0.397
898,0.110,0.135,0.151,0.396
899,0.110,0.143,0.153,0.406
900,0.110,0.135,0.151,0.396
901,0.109,0.134,0.151,0.394
902,0.110,0.134,0.151,0.395
903,0.110,0.135,0.150,0.395
904,0.110,0.136,0.152,0.398
905,0.110,0.135,0.151,0.396
906,0.111,0.135,0.151,0.397
907,0.110,0.135,0.151,0.396
908,0.112,0.137,0.153,0.402
909,0.111,0.141,0.152,0.404
910,0.110,0.135,0.152,0.397
911,0.110,0.134,0.151,0.395
912,0.110,0.134,0.151,0.395
913,0.109,0.135,0.151,0.395
914,0.110,0.135,0.152,0.397
915,0.111,0.138,0.154,0.403
916,0.112,0.137,0.152,0.401
917,0.110,0.135,0.151,0.396
918,0.110,0.135,0.151,0.396
919,0.110,0.142,0.152,0.404
920,0.111,0.135,0.151,0.397
921,0.110,0.135,0.151,0.396
922,0.109,0.134,0.150,0.393
923,0.110,0.135,0.151,0.396
924,0.111,0.143,0.161,0.415
925,0.111,0.135,0.150,0.396
926,0.109,0.135,0.151,0.395
927,0.111,0.135,0.152,0.398
928,0.110,0.135,0.151,0.396
929,0.110,0.143,0.152,0.405
930,0.111,0.136,0.153,0.400
931,0.109,0.134,0.150,0.393
932,0.111,0.136,0.151,0.398
933,0.109,0.135,0.151,0.395
934,0.110,0.135,0.150,0.395
935,0.110,0.135,0.151,0.396
936,0.110,0.135,0.151,0.396
937,0.110,0.135,0.151,0.396
938,0.109,0.134,0.151,0.394
939,0.109,0.141,0.152,0.402
940,0.110,0.135,0.151,0.396
941,0.110,0.135,0.151,0.396
942,0.109,0.135,0.151,0.395
943,0.111,0.137,0.155,0.403
944,0.110,0.137,0.152,0.399
945,0.112,0.136,0.151,0.399
946,0.110,0.135,0.151,0.396
947,0.110,0.134,0.151,0.395
948,0.110,0.135,0.150,0.395
949,0.110,0.143,0.151,0.404
950,0.110,0.134,0.150,0.394
951,0.110,0.135,0.151,0.396
952,0.109,0.134,0.151,0.394
953,0.110,0.136,0.151,0.397
954,0.109,0.135,0.150,0.394
955,0.109,0.135,0.151,0.395
956,0.110,0.135,0.150,0.395
957,0.110,0.135,0.152,0.397
958,0.110,0.135,0.152,0.397
959,0.110,0.138,0.151,0.399
960,0.109,0.135,0.151,0.395
961,0.111,0.136,0.152,0.399
962,0.110,0.135,0.151,0.396
963,0.110,0.136,0.151,0.397
964,0.110,0.135,0.151,0.396
965,0.110,0.134,0.151,0.395
966,0.111,0.136,0.153,0.400
967,0.110,0.135,0.152,0.397
968,0.110,0.135,0.150,0.395
969,0.110,0.141,0.152,0.403
970,0.109,0.134,0.151,0.394
971,0.110,0.134,0.151,0.395
972,0.109,0.137,0.151,0.397
973,0.110,0.135,0.151,0.396
974,0.113,0.136,0.152,0.401
975,0.110,0.136,0.152,0.398
976,0.111,0.135,0.152,0.398
977,0.110,0.135,0.151,0.396
978,0.110,0.135,0.151,0.396
979,0.110,0.144,0.153,0.407
980,0.109,0.134,0.150,0.393
981,0.110,0.135,0.151,0.396
982,0.110,0.136,0.151,0.397
983,0.110,0.136,0.151,0.397
984,0.110,0.135,0.150,0.395
985,0.109,0.135,0.151,0.395
986,0.110,0.135,0.151,0.396
987,0.110,0.135,0.151,0.396
988,0.110,0.135,0.151,0.396
989,0.110,0.144,0.152,0.406
990,0.112,0.135,0.151,0.398
991,0.110,0.135,0.151,0.396
992,0.110,0.135,0.151,0.396
993,0.110,0.135,0.150,0.395
994,0.110,0.135,0.152,0.397
995,0.110,0.135,0.153,0.398
996,0.110,0.135,0.151,0.396
997,0.110,0.139,0.156,0.405
998,0.111,0.135,0.151,0.397
999,0.109,0.143,0.153,0.405
1000,0.110,0.135,0.151,0.396
