Iteración,Kyber Version,Tiempo Generación Claves,Tiempo Encapsulación,Tiempo Decapsulación,Tiempo Total
746,kyber1024,0.1087,0.1277,0.1355,0.3719
747,kyber1024,0.0987,0.1180,0.1325,0.3492
748,kyber1024,0.0971,0.1170,0.1315,0.3456
749,kyber1024,0.1081,0.1183,0.1326,0.3590
750,kyber1024,0.1086,0.1215,0.1354,0.3655
751,kyber1024,0.0978,0.1168,0.1412,0.3558
752,kyber1024,0.1086,0.1166,0.1318,0.3570
753,kyber1024,0.0981,0.1178,0.1324,0.3483
754,kyber1024,0.0974,0.1160,0.1397,0.3531
755,kyber1024,0.0986,0.1174,0.1319,0.3479
756,kyber1024,0.1088,0.1189,0.1340,0.3617
757,kyber1024,0.0988,0.1211,0.1316,0.3515
758,kyber1024,0.0991,0.1184,0.1315,0.3490
759,kyber1024,0.1090,0.1183,0.1329,0.3602
760,kyber1024,0.0985,0.2532,0.1317,0.4834
761,kyber1024,0.1153,0.1187,0.1324,0.3664
762,kyber1024,0.0982,0.1183,0.1368,0.3533
763,kyber1024,0.1089,0.1197,0.1285,0.3571
764,kyber1024,0.0980,0.1169,0.1319,0.3468
765,kyber1024,0.1081,0.1264,0.1340,0.3685
766,kyber1024,0.0977,0.1171,0.1317,0.3465
767,kyber1024,0.0987,0.1176,0.1319,0.3482
768,kyber1024,0.1052,0.1194,0.1311,0.3557
769,kyber1024,0.0979,0.1169,0.1317,0.3465
770,kyber1024,0.0986,0.1174,0.1323,0.3483
771,kyber1024,0.1062,0.1174,0.1315,0.3551
772,kyber1024,0.0992,0.1187,0.1326,0.3505
773,kyber1024,0.0968,0.1167,0.1348,0.3483
774,kyber1024,0.1186,0.1237,0.1305,0.3728
775,kyber1024,0.0998,0.1139,0.1331,0.3468
776,kyber1024,0.0987,0.1171,0.1465,0.3623
777,kyber1024,0.0993,0.1172,0.1323,0.3488
778,kyber1024,0.0975,0.1164,0.1311,0.3450
779,kyber1024,0.0977,0.1195,0.2484,0.4656
780,kyber1024,0.1007,0.1151,0.1289,0.3447
781,kyber1024,0.1002,0.1191,0.1459,0.3652
782,kyber1024,0.1060,0.1197,0.1308,0.3565
783,kyber1024,0.1000,0.1198,0.1311,0.3509
784,kyber1024,0.0988,0.1286,0.1319,0.3593
785,kyber1024,0.0977,0.1168,0.1331,0.3476
786,kyber1024,0.1083,0.1191,0.1293,0.3567
787,kyber1024,0.0987,0.1245,0.1324,0.3556
788,kyber1024,0.1005,0.1190,0.1342,0.3537
789,kyber1024,0.0995,0.1180,0.1329,0.3504
790,kyber1024,0.1118,0.1183,0.1338,0.3639
791,kyber1024,0.0981,0.1174,0.1325,0.3480
792,kyber1024,0.0988,0.1182,0.1454,0.3624
793,kyber1024,0.0987,0.1166,0.1315,0.3468
794,kyber1024,0.1083,0.1183,0.1326,0.3592
795,kyber1024,0.1087,0.1187,0.1460,0.3734
796,kyber1024,0.0982,0.1170,0.1326,0.3478
797,kyber1024,0.1080,0.1180,0.1324,0.3584
798,kyber1024,0.1079,0.1278,0.1316,0.3673
799,kyber1024,0.2521,0.1167,0.1303,0.4991
800,kyber1024,0.1105,0.1308,0.1403,0.3816
801,kyber1024,0.0983,0.1176,0.1285,0.3444
802,kyber1024,0.0977,0.1123,0.1264,0.3364
803,kyber1024,0.0986,0.1250,0.1356,0.3592
804,kyber1024,0.1006,0.1201,0.1338,0.3545
805,kyber1024,0.0986,0.1178,0.1321,0.3485
806,kyber1024,0.0995,0.1249,0.1331,0.3575
807,kyber1024,0.1092,0.1197,0.1338,0.3627
808,kyber1024,0.0972,0.1171,0.1304,0.3447
809,kyber1024,0.1051,0.1161,0.1310,0.3522
810,kyber1024,0.1085,0.1192,0.1333,0.3610
811,kyber1024,0.1085,0.1199,0.1372,0.3656
812,kyber1024,0.0977,0.1173,0.1312,0.3462
813,kyber1024,0.0967,0.1167,0.1310,0.3444
814,kyber1024,0.0996,0.1268,0.1331,0.3595
815,kyber1024,0.0968,0.1166,0.1302,0.3436
816,kyber1024,0.0973,0.1162,0.1310,0.3445
817,kyber1024,0.0978,0.1234,0.1298,0.3510
818,kyber1024,0.0988,0.2332,0.1363,0.4683
819,kyber1024,0.0997,0.1179,0.1582,0.3758
820,kyber1024,0.1053,0.1201,0.1302,0.3556
821,kyber1024,0.0992,0.1178,0.1321,0.3491
822,kyber1024,0.0970,0.1167,0.1414,0.3551
823,kyber1024,0.1090,0.1219,0.1352,0.3661
824,kyber1024,0.0996,0.1143,0.1297,0.3436
825,kyber1024,0.0980,0.1215,0.1356,0.3551
826,kyber1024,0.0977,0.1176,0.1319,0.3472
827,kyber1024,0.0991,0.1175,0.1321,0.3487
828,kyber1024,0.1052,0.1159,0.1313,0.3524
829,kyber1024,0.0982,0.1176,0.1319,0.3477
830,kyber1024,0.0972,0.1161,0.1310,0.3443
831,kyber1024,0.1081,0.1192,0.1331,0.3604
832,kyber1024,0.0968,0.1125,0.1310,0.3403
833,kyber1024,0.0991,0.1143,0.1412,0.3546
834,kyber1024,0.0995,0.1134,0.1282,0.3411
835,kyber1024,0.0992,0.1178,0.1326,0.3496
836,kyber1024,0.0971,0.1165,0.1350,0.3486
837,kyber1024,0.0980,0.1167,0.2542,0.4689
838,kyber1024,0.0983,0.1177,0.1322,0.3482
839,kyber1024,0.1097,0.1160,0.1310,0.3567
840,kyber1024,0.1085,0.1185,0.1296,0.3566
841,kyber1024,0.0979,0.1173,0.1435,0.3587
842,kyber1024,0.1002,0.1141,0.1320,0.3463
843,kyber1024,0.0973,0.1172,0.1312,0.3457
844,kyber1024,0.0992,0.1177,0.1360,0.3529
845,kyber1024,0.1085,0.1196,0.1348,0.3629
846,kyber1024,0.0990,0.1180,0.1333,0.3503
847,kyber1024,0.0989,0.1220,0.1360,0.3569
848,kyber1024,0.0977,0.1160,0.1307,0.3444
849,kyber1024,0.0990,0.1179,0.1324,0.3493
850,kyber1024,0.0990,0.1259,0.1320,0.3569
851,kyber1024,0.0972,0.1114,0.1302,0.3388
852,kyber1024,0.0984,0.1176,0.1328,0.3488
853,kyber1024,0.1070,0.1169,0.1302,0.3541
854,kyber1024,0.0990,0.1177,0.1324,0.3491
855,kyber1024,0.0988,0.1173,0.1398,0.3559
856,kyber1024,0.1083,0.1171,0.1314,0.3568
857,kyber1024,0.1915,0.1192,0.1331,0.4438
858,kyber1024,0.0977,0.1210,0.1351,0.3538
859,kyber1024,0.1085,0.1179,0.1335,0.3599
860,kyber1024,0.0990,0.1167,0.1322,0.3479
861,kyber1024,0.1067,0.1218,0.1319,0.3604
862,kyber1024,0.0997,0.1183,0.1324,0.3504
863,kyber1024,0.0972,0.1164,0.1307,0.3443
864,kyber1024,0.1072,0.1211,0.1331,0.3614
865,kyber1024,0.0968,0.1162,0.1305,0.3435
866,kyber1024,0.0978,0.1171,0.1355,0.3504
867,kyber1024,0.0973,0.1158,0.1302,0.3433
868,kyber1024,0.0978,0.1177,0.1315,0.3470
869,kyber1024,0.0978,0.1176,0.1437,0.3591
870,kyber1024,0.0972,0.1164,0.1312,0.3448
871,kyber1024,0.0978,0.1163,0.1314,0.3455
872,kyber1024,0.0978,0.1202,0.1354,0.3534
873,kyber1024,0.0972,0.1161,0.1306,0.3439
874,kyber1024,0.1083,0.1149,0.1282,0.3514
875,kyber1024,0.0972,0.1286,0.1303,0.3561
876,kyber1024,0.0982,0.1183,0.2185,0.4350
877,kyber1024,0.0982,0.1164,0.1361,0.3507
878,kyber1024,0.1083,0.1125,0.1301,0.3509
879,kyber1024,0.0989,0.1125,0.1271,0.3385
880,kyber1024,0.0986,0.1181,0.1321,0.3488
881,kyber1024,0.0971,0.1194,0.1305,0.3470
882,kyber1024,0.0980,0.1176,0.1312,0.3468
883,kyber1024,0.0978,0.1213,0.1302,0.3493
884,kyber1024,0.0994,0.1179,0.1329,0.3502
885,kyber1024,0.0985,0.1182,0.1322,0.3489
886,kyber1024,0.1062,0.1178,0.1358,0.3598
887,kyber1024,0.1084,0.1186,0.1321,0.3591
888,kyber1024,0.0988,0.1132,0.1270,0.3390
889,kyber1024,0.1069,0.1174,0.1317,0.3560
890,kyber1024,0.0982,0.1125,0.1308,0.3415
891,kyber1024,0.0972,0.1162,0.1365,0.3499
892,kyber1024,0.0997,0.1141,0.1273,0.3411
893,kyber1024,0.0987,0.1144,0.1280,0.3411
894,kyber1024,0.0991,0.1183,0.1378,0.3552
895,kyber1024,0.0987,0.1148,0.1286,0.3421
896,kyber1024,0.2542,0.1157,0.1287,0.4986
897,kyber1024,0.1102,0.1125,0.1273,0.3500
898,kyber1024,0.1086,0.1191,0.1335,0.3612
899,kyber1024,0.0988,0.1182,0.1417,0.3587
900,kyber1024,0.1092,0.1211,0.1342,0.3645
901,kyber1024,0.0982,0.1166,0.1313,0.3461
902,kyber1024,0.0973,0.1168,0.1412,0.3553
903,kyber1024,0.0987,0.1172,0.1315,0.3474
904,kyber1024,0.0990,0.1181,0.1338,0.3509
905,kyber1024,0.1000,0.1236,0.1338,0.3574
906,kyber1024,0.0988,0.1186,0.1329,0.3503
907,kyber1024,0.1083,0.1183,0.1322,0.3588
908,kyber1024,0.1068,0.1220,0.1326,0.3614
909,kyber1024,0.0986,0.1176,0.1333,0.3495
910,kyber1024,0.0978,0.1168,0.1320,0.3466
911,kyber1024,0.1065,0.1171,0.1317,0.3553
912,kyber1024,0.1086,0.1187,0.1333,0.3606
913,kyber1024,0.0981,0.1175,0.1352,0.3508
914,kyber1024,0.1084,0.1282,0.1449,0.3815
915,kyber1024,0.0997,0.2368,0.1331,0.4696
916,kyber1024,0.1102,0.1213,0.1324,0.3639
917,kyber1024,0.0995,0.1170,0.1335,0.3500
918,kyber1024,0.0980,0.1173,0.1401,0.3554
919,kyber1024,0.0995,0.1184,0.1329,0.3508
920,kyber1024,0.0985,0.1171,0.1326,0.3482
921,kyber1024,0.0990,0.1172,0.1370,0.3532
922,kyber1024,0.1081,0.1175,0.1319,0.3575
923,kyber1024,0.0984,0.1178,0.1329,0.3491
924,kyber1024,0.0981,0.1220,0.1322,0.3523
925,kyber1024,0.0997,0.1134,0.1316,0.3447
926,kyber1024,0.0968,0.1164,0.1310,0.3442
927,kyber1024,0.0996,0.1220,0.1322,0.3538
928,kyber1024,0.0973,0.1167,0.1316,0.3456
929,kyber1024,0.1002,0.1201,0.1338,0.3541
930,kyber1024,0.1063,0.1164,0.1349,0.3576
931,kyber1024,0.0990,0.1179,0.1324,0.3493
932,kyber1024,0.1083,0.1196,0.1467,0.3746
933,kyber1024,0.0967,0.1204,0.1305,0.3476
934,kyber1024,0.0995,0.1180,0.2299,0.4474
935,kyber1024,0.1083,0.1238,0.1321,0.3642
936,kyber1024,0.0974,0.1163,0.1309,0.3446
937,kyber1024,0.1003,0.1188,0.1330,0.3521
938,kyber1024,0.1077,0.1195,0.1330,0.3602
939,kyber1024,0.0983,0.1178,0.1432,0.3593
940,kyber1024,0.1215,0.1206,0.1454,0.3875
941,kyber1024,0.0995,0.1182,0.1324,0.3501
942,kyber1024,0.0979,0.1169,0.1317,0.3465
943,kyber1024,0.0982,0.1179,0.1430,0.3591
944,kyber1024,0.0976,0.1172,0.1310,0.3458
945,kyber1024,0.1000,0.1191,0.1331,0.3522
946,kyber1024,0.0987,0.1211,0.1349,0.3547
947,kyber1024,0.1085,0.1197,0.1336,0.3618
948,kyber1024,0.0987,0.1181,0.1280,0.3448
949,kyber1024,0.1258,0.1265,0.1277,0.3800
950,kyber1024,0.0994,0.1182,0.1321,0.3497
951,kyber1024,0.1088,0.1192,0.1444,0.3724
952,kyber1024,0.1011,0.1239,0.1343,0.3593
953,kyber1024,0.0997,0.1197,0.1331,0.3525
954,kyber1024,0.2280,0.1226,0.1359,0.4865
955,kyber1024,0.0991,0.1182,0.1320,0.3493
956,kyber1024,0.0990,0.1181,0.1324,0.3495
957,kyber1024,0.1062,0.1162,0.1317,0.3541
958,kyber1024,0.1001,0.1194,0.1336,0.3531
959,kyber1024,0.1092,0.1201,0.1461,0.3754
960,kyber1024,0.1081,0.1204,0.1333,0.3618
961,kyber1024,0.1083,0.1184,0.1341,0.3608
962,kyber1024,0.0997,0.1278,0.1326,0.3601
963,kyber1024,0.1087,0.1163,0.1310,0.3560
964,kyber1024,0.0995,0.1181,0.1319,0.3495
965,kyber1024,0.0985,0.1224,0.1331,0.3540
966,kyber1024,0.0981,0.1178,0.1326,0.3485
967,kyber1024,0.1085,0.1187,0.1331,0.3603
968,kyber1024,0.1055,0.1175,0.1308,0.3538
969,kyber1024,0.0983,0.1163,0.1302,0.3448
970,kyber1024,0.1090,0.1197,0.1388,0.3675
971,kyber1024,0.1000,0.1190,0.1333,0.3523
972,kyber1024,0.0971,0.1161,0.1314,0.3446
973,kyber1024,0.0976,0.2333,0.1321,0.4630
974,kyber1024,0.0984,0.1163,0.1308,0.3455
975,kyber1024,0.0989,0.1183,0.1333,0.3505
976,kyber1024,0.1062,0.1170,0.1319,0.3551
977,kyber1024,0.0983,0.1167,0.1269,0.3419
978,kyber1024,0.1025,0.1190,0.1407,0.3622
979,kyber1024,0.0987,0.1183,0.1325,0.3495
980,kyber1024,0.1087,0.1173,0.1322,0.3582
981,kyber1024,0.0982,0.1182,0.1368,0.3532
982,kyber1024,0.1090,0.1205,0.1333,0.3628
983,kyber1024,0.0985,0.1183,0.1330,0.3498
984,kyber1024,0.0995,0.1224,0.1349,0.3568
985,kyber1024,0.0973,0.1163,0.1307,0.3443
986,kyber1024,0.1088,0.1208,0.1352,0.3648
987,kyber1024,0.1086,0.1200,0.1340,0.3626
988,kyber1024,0.0973,0.1162,0.1317,0.3452
989,kyber1024,0.0987,0.1178,0.1325,0.3490
990,kyber1024,0.1102,0.1248,0.1362,0.3712
991,kyber1024,0.0979,0.1169,0.1312,0.3460
992,kyber1024,0.0996,0.1189,0.2568,0.4753
993,kyber1024,0.1121,0.1169,0.1305,0.3595
994,kyber1024,0.0977,0.1167,0.1317,0.3461
995,kyber1024,0.1088,0.1197,0.1371,0.3656
996,kyber1024,0.0987,0.1180,0.1324,0.3491
997,kyber1024,0.0990,0.1180,0.1324,0.3494
998,kyber1024,0.1113,0.1187,0.1324,0.3624
999,kyber1024,0.0987,0.1173,0.1312,0.3472
1000,kyber1024,0.1087,0.1182,0.1369,0.3638
