Iteración,Kyber Version,Tiempo Generación Claves,Tiempo Encapsulación,Tiempo Decapsulación,Tiempo Total
64,kyber512,0.2607,0.3166,0.3891,0.9664
65,kyber512,0.2595,0.3159,0.3867,0.9621
66,kyber512,0.2619,0.3158,0.3870,0.9647
67,kyber512,0.2655,0.3216,0.3956,0.9827
68,kyber512,0.2605,0.3157,0.3903,0.9665
69,kyber512,0.2581,0.3265,0.4366,1.0212
70,kyber512,0.2730,0.3163,0.4019,0.9912
71,kyber512,0.2695,0.3152,0.3865,0.9712
72,kyber512,0.2564,0.3224,0.3887,0.9675
73,kyber512,0.2562,0.3206,0.3912,0.9680
74,kyber512,0.2566,0.3241,0.3840,0.9647
75,kyber512,0.2620,0.3260,0.3959,0.9839
76,kyber512,0.2578,0.3554,0.4009,1.0141
77,kyber512,0.2667,0.3309,0.3926,0.9902
78,kyber512,0.2687,0.3342,0.4115,1.0144
79,kyber512,0.2641,0.3288,0.3893,0.9822
80,kyber512,0.2750,0.3351,0.4053,1.0154
81,kyber512,0.2690,0.3244,0.4015,0.9949
82,kyber512,0.2627,0.3307,0.3965,0.9899
83,kyber512,0.2651,0.3208,0.4044,0.9903
84,kyber512,0.2652,0.3289,0.4040,0.9981
85,kyber512,0.2604,0.3292,0.3946,0.9842
86,kyber512,0.2730,0.3346,0.3989,1.0065
87,kyber512,0.2630,0.3279,0.4021,0.9930
88,kyber512,0.2681,0.3326,0.6012,1.2019
89,kyber512,0.2666,0.3141,0.3877,0.9684
90,kyber512,0.2643,0.3197,0.3882,0.9722
91,kyber512,0.2590,0.3140,0.3885,0.9615
92,kyber512,0.2678,0.3234,0.3917,0.9829
93,kyber512,0.2555,0.3199,0.3837,0.9591
94,kyber512,0.2620,0.3232,0.3933,0.9785
95,kyber512,0.2558,0.3168,0.3872,0.9598
96,kyber512,0.2635,0.3275,0.3911,0.9821
97,kyber512,0.2569,0.3192,0.3868,0.9629
98,kyber512,0.2612,0.3230,0.3892,0.9734
99,kyber512,0.2574,0.3165,0.3828,0.9567
100,kyber512,0.2601,0.3216,0.3872,0.9689
101,kyber512,0.2546,0.3164,0.3828,0.9538
102,kyber512,0.2639,0.3267,0.3819,0.9725
103,kyber512,0.2559,0.3184,0.3846,0.9589
104,kyber512,0.2603,0.3224,0.3882,0.9709
105,kyber512,0.2553,0.3162,0.3816,0.9531
106,kyber512,0.2601,0.3129,0.3877,0.9607
107,kyber512,0.2591,0.3136,0.3863,0.9590
108,kyber512,0.2555,0.3134,0.3898,0.9587
109,kyber512,0.2575,0.3125,0.3862,0.9562
110,kyber512,0.2545,0.3128,0.3851,0.9524
111,kyber512,0.2577,0.3123,0.3853,0.9553
112,kyber512,0.2615,0.3215,0.3905,0.9735
113,kyber512,0.2551,0.3140,0.3863,0.9554
114,kyber512,0.2541,0.3156,0.3850,0.9547
115,kyber512,0.2562,0.3169,0.3820,0.9551
116,kyber512,0.2565,0.3137,0.3833,0.9535
117,kyber512,0.2637,0.3189,0.3926,0.9752
118,kyber512,0.2578,0.3137,0.3873,0.9588
119,kyber512,0.2597,0.3117,0.3830,0.9544
120,kyber512,0.2623,0.3145,0.3861,0.9629
121,kyber512,0.2590,0.3132,0.3834,0.9556
122,kyber512,0.2582,0.3149,0.3865,0.9596
123,kyber512,0.2614,0.3230,0.3922,0.9766
124,kyber512,0.2614,0.3213,0.3895,0.9722
125,kyber512,0.2546,0.3158,0.3864,0.9568
126,kyber512,0.2561,0.3164,0.3862,0.9587
127,kyber512,0.2539,0.3162,0.3817,0.9518
128,kyber512,0.2545,0.4732,0.3866,1.1143
129,kyber512,0.2572,0.3161,0.3801,0.9534
130,kyber512,0.2539,0.3157,0.3840,0.9536
131,kyber512,0.2533,0.3148,0.3808,0.9489
132,kyber512,0.2573,0.3189,0.3798,0.9560
133,kyber512,0.2534,0.3172,0.3820,0.9526
134,kyber512,0.2574,0.3146,0.3804,0.9524
135,kyber512,0.2586,0.3185,0.3882,0.9653
136,kyber512,0.2556,0.3135,0.3831,0.9522
137,kyber512,0.2550,0.3124,0.3853,0.9527
138,kyber512,0.2535,0.3123,0.3841,0.9499
139,kyber512,0.2548,0.3128,0.3839,0.9515
140,kyber512,0.2539,0.3123,0.3830,0.9492
141,kyber512,0.2545,0.3117,0.3835,0.9497
142,kyber512,0.2542,0.3148,0.3829,0.9519
143,kyber512,0.2544,0.3124,0.3831,0.9499
144,kyber512,0.2547,0.3124,0.3799,0.9470
145,kyber512,0.2570,0.3126,0.3794,0.9490
146,kyber512,0.2709,0.3243,0.3989,0.9941
147,kyber512,0.2571,0.3139,0.3802,0.9512
148,kyber512,0.2567,0.3128,0.3838,0.9533
149,kyber512,0.2646,0.3175,0.3860,0.9681
150,kyber512,0.2685,0.3239,0.3948,0.9872
151,kyber512,0.2628,0.3181,0.3895,0.9704
152,kyber512,0.2533,0.3167,0.3785,0.9485
153,kyber512,0.2655,0.3263,0.3918,0.9836
154,kyber512,0.2559,0.3509,0.3832,0.9900
155,kyber512,0.2551,0.3188,0.3799,0.9538
156,kyber512,0.2563,0.3156,0.3803,0.9522
157,kyber512,0.2534,0.3155,0.3791,0.9480
158,kyber512,0.2546,0.3149,0.3803,0.9498
159,kyber512,0.2566,0.3154,0.3811,0.9531
160,kyber512,0.2571,0.3155,0.3796,0.9522
161,kyber512,0.2545,0.3123,0.3839,0.9507
162,kyber512,0.2547,0.3196,0.3825,0.9568
163,kyber512,0.2543,0.3165,0.3831,0.9539
164,kyber512,0.2536,0.3115,0.3840,0.9491
165,kyber512,0.2542,0.3172,0.3830,0.9544
166,kyber512,0.2560,0.3118,0.3862,0.9540
167,kyber512,0.2602,0.3178,0.5767,1.1547
168,kyber512,0.2613,0.3228,0.4011,0.9852
169,kyber512,0.2690,0.3265,0.3941,0.9896
170,kyber512,0.2536,0.3156,0.3837,0.9529
171,kyber512,0.2533,0.3157,0.3884,0.9574
172,kyber512,0.2542,0.3141,0.3865,0.9548
173,kyber512,0.2533,0.3164,0.3848,0.9545
174,kyber512,0.2557,0.3115,0.3832,0.9504
175,kyber512,0.2548,0.3119,0.3794,0.9461
176,kyber512,0.2600,0.3123,0.3794,0.9517
177,kyber512,0.2587,0.3128,0.3782,0.9497
178,kyber512,0.2688,0.3230,0.3913,0.9831
179,kyber512,0.2592,0.3112,0.3788,0.9492
180,kyber512,0.2568,0.3120,0.3788,0.9476
181,kyber512,0.2646,0.3197,0.3841,0.9684
182,kyber512,0.2598,0.3141,0.3796,0.9535
183,kyber512,0.2627,0.3210,0.3847,0.9684
184,kyber512,0.2544,0.3203,0.4006,0.9753
185,kyber512,0.2601,0.3234,0.3841,0.9676
186,kyber512,0.2565,0.3151,0.3793,0.9509
187,kyber512,0.2532,0.3146,0.3779,0.9457
188,kyber512,0.2540,0.3149,0.3797,0.9486
189,kyber512,0.2555,0.3138,0.3790,0.9483
190,kyber512,0.2535,0.3145,0.3776,0.9456
191,kyber512,0.2532,0.3119,0.3825,0.9476
192,kyber512,0.2537,0.3144,0.3821,0.9502
193,kyber512,0.2530,0.3111,0.3828,0.9469
194,kyber512,0.2540,0.3108,0.3830,0.9478
195,kyber512,0.2587,0.3178,0.3871,0.9636
196,kyber512,0.2564,0.3120,0.3819,0.9503
197,kyber512,0.2600,0.3176,0.3905,0.9681
198,kyber512,0.2537,0.3113,0.3825,0.9475
199,kyber512,0.2557,0.3107,0.3834,0.9498
200,kyber512,0.2574,0.3120,0.3786,0.9480
201,kyber512,0.2591,0.3125,0.3792,0.9508
202,kyber512,0.2653,0.3194,0.3837,0.9684
203,kyber512,0.2566,0.3111,0.3798,0.9475
204,kyber512,0.2569,0.3108,0.3799,0.9476
205,kyber512,0.2615,0.3166,0.3838,0.9619
206,kyber512,0.2580,0.3118,0.3806,0.9504
207,kyber512,0.2543,0.4981,0.3799,1.1323
208,kyber512,0.2677,0.3124,0.3797,0.9598
209,kyber512,0.2648,0.3162,0.3843,0.9653
210,kyber512,0.2620,0.3170,0.3830,0.9620
211,kyber512,0.2565,0.3115,0.3792,0.9472
212,kyber512,0.2586,0.3268,0.3835,0.9689
213,kyber512,0.2544,0.3177,0.3799,0.9520
214,kyber512,0.2571,0.3132,0.3793,0.9496
215,kyber512,0.2594,0.3204,0.3836,0.9634
216,kyber512,0.2647,0.3199,0.3840,0.9686
217,kyber512,0.2573,0.3149,0.3791,0.9513
218,kyber512,0.2538,0.3138,0.3792,0.9468
219,kyber512,0.2608,0.3200,0.3884,0.9692
220,kyber512,0.2531,0.3113,0.3810,0.9454
221,kyber512,0.2535,0.3148,0.3831,0.9514
222,kyber512,0.2540,0.3169,0.3817,0.9526
223,kyber512,0.2536,0.3115,0.3861,0.9512
224,kyber512,0.2540,0.3124,0.3827,0.9491
225,kyber512,0.2588,0.3170,0.3872,0.9630
226,kyber512,0.2547,0.3113,0.3817,0.9477
227,kyber512,0.2544,0.3125,0.3844,0.9513
228,kyber512,0.2535,0.3119,0.3798,0.9452
229,kyber512,0.2587,0.3112,0.3825,0.9524
230,kyber512,0.2626,0.3173,0.3847,0.9646
231,kyber512,0.2568,0.3116,0.3794,0.9478
232,kyber512,0.2569,0.3293,0.4227,1.0089
233,kyber512,0.2625,0.3123,0.3803,0.9551
234,kyber512,0.2596,0.3113,0.3799,0.9508
235,kyber512,0.2574,0.3122,0.3794,0.9490
236,kyber512,0.2592,0.3155,0.3806,0.9553
237,kyber512,0.2601,0.3210,0.3848,0.9659
238,kyber512,0.2541,0.3159,0.3806,0.9506
239,kyber512,0.2587,0.3181,0.3807,0.9575
240,kyber512,0.2533,0.3155,0.3792,0.9480
241,kyber512,0.2585,0.3351,0.7443,1.3379
242,kyber512,0.2723,0.3249,0.3927,0.9899
243,kyber512,0.2690,0.3162,0.3923,0.9775
244,kyber512,0.2677,0.3250,0.3887,0.9814
245,kyber512,0.2717,0.3162,0.3834,0.9713
246,kyber512,0.3000,0.2941,0.3656,0.9597
247,kyber512,0.4447,0.2895,0.3566,1.0908
248,kyber512,0.2360,0.2820,0.2882,0.8062
249,kyber512,0.1984,0.2425,0.2748,0.7157
250,kyber512,0.1870,0.2292,0.2795,0.6957
251,kyber512,0.1823,0.2284,0.2738,0.6845
252,kyber512,0.1851,0.2323,0.6277,1.0451
253,kyber512,0.1574,0.1932,0.2388,0.5894
254,kyber512,0.1515,0.2150,0.2580,0.6245
255,kyber512,0.1490,0.1810,0.2347,0.5647
256,kyber512,0.1494,0.1849,0.2610,0.5953
257,kyber512,0.1592,0.1953,0.2562,0.6107
258,kyber512,0.1465,0.1926,0.7866,1.1257
259,kyber512,0.1641,0.1792,0.2338,0.5771
260,kyber512,0.1486,0.1775,0.2353,0.5614
261,kyber512,0.1426,0.1768,0.2295,0.5489
262,kyber512,0.1422,0.1755,0.2421,0.5598
263,kyber512,0.1428,0.1757,0.2234,0.5419
264,kyber512,0.1334,0.1680,0.2197,0.5211
265,kyber512,0.1340,0.1668,0.2200,0.5208
266,kyber512,0.1344,0.1660,0.2199,0.5203
267,kyber512,0.1319,0.1605,0.2191,0.5115
268,kyber512,0.1320,0.1660,0.2176,0.5156
269,kyber512,0.1347,0.1625,0.2201,0.5173
270,kyber512,0.1409,0.1472,0.1961,0.4842
271,kyber512,0.1201,0.1480,0.2024,0.4705
272,kyber512,0.1169,0.1519,0.1964,0.4652
273,kyber512,0.1190,0.1462,0.1949,0.4601
274,kyber512,0.1284,0.1466,0.1965,0.4715
275,kyber512,0.1173,0.1452,0.1945,0.4570
276,kyber512,0.1190,0.1503,0.1962,0.4655
277,kyber512,0.1158,0.1435,0.1943,0.4536
278,kyber512,0.1164,0.1510,0.1969,0.4643
279,kyber512,0.1182,0.1449,0.1945,0.4576
280,kyber512,0.1167,0.1452,0.1981,0.4600
281,kyber512,0.1153,0.1445,0.1939,0.4537
282,kyber512,0.1174,0.1464,0.1992,0.4630
283,kyber512,0.1153,0.1441,0.1936,0.4530
284,kyber512,0.1176,0.1459,0.1989,0.4624
285,kyber512,0.1295,0.1605,0.2147,0.5047
286,kyber512,0.1230,0.1438,0.2076,0.4744
287,kyber512,0.1199,0.1469,0.1954,0.4622
288,kyber512,0.1156,0.1469,0.2027,0.4652
289,kyber512,0.1166,0.1444,0.1935,0.4545
290,kyber512,0.1161,0.1450,0.1952,0.4563
291,kyber512,0.1191,0.1449,0.1943,0.4583
292,kyber512,0.1169,0.1468,0.1954,0.4591
293,kyber512,0.1224,0.1463,0.1953,0.4640
294,kyber512,0.1155,0.1444,0.1933,0.4532
295,kyber512,0.1193,0.1522,0.1941,0.4656
296,kyber512,0.1164,0.1452,0.1935,0.4551
297,kyber512,0.1181,0.1500,0.1945,0.4626
298,kyber512,0.1150,0.1430,0.1922,0.4502
299,kyber512,0.1174,0.1435,0.1959,0.4568
300,kyber512,0.1174,0.1456,0.1947,0.4577
301,kyber512,0.1160,0.1445,0.1981,0.4586
302,kyber512,0.1154,0.1457,0.1930,0.4541
303,kyber512,0.1155,0.1429,0.1980,0.4564
304,kyber512,0.1176,0.1467,0.1957,0.4600
305,kyber512,0.1162,0.1439,0.1937,0.4538
306,kyber512,0.1215,0.1445,0.1929,0.4589
307,kyber512,0.1157,0.1441,0.1932,0.4530
308,kyber512,0.1205,0.1474,0.1933,0.4612
309,kyber512,0.1172,0.1434,0.1931,0.4537
310,kyber512,0.1178,0.1472,0.1933,0.4583
311,kyber512,0.1174,0.1451,0.1941,0.4566
312,kyber512,0.1163,0.1490,0.1975,0.4628
313,kyber512,0.1163,0.1429,0.1938,0.4530
314,kyber512,0.1156,0.1462,0.1996,0.4614
315,kyber512,0.1144,0.1449,0.1940,0.4533
316,kyber512,0.1164,0.1443,0.1923,0.4530
317,kyber512,0.1179,0.1448,0.1924,0.4551
318,kyber512,0.1165,0.1451,0.1938,0.4554
319,kyber512,0.1215,0.1449,0.1925,0.4589
320,kyber512,0.1157,0.1450,0.1940,0.4547
321,kyber512,0.1165,0.1474,0.1922,0.4561
322,kyber512,0.1151,0.1452,0.1944,0.4547
323,kyber512,0.1157,0.1433,0.1968,0.4558
324,kyber512,0.1155,0.1437,0.1921,0.4513
325,kyber512,0.1155,0.1448,0.1977,0.4580
326,kyber512,0.2683,0.1487,0.1956,0.6126
327,kyber512,0.1148,0.1439,0.2051,0.4638
328,kyber512,0.1155,0.1442,0.1932,0.4529
329,kyber512,0.1162,0.1474,0.1990,0.4626
330,kyber512,0.1142,0.1446,0.1924,0.4512
331,kyber512,0.1154,0.1439,0.2017,0.4610
332,kyber512,0.1151,0.1444,0.1936,0.4531
333,kyber512,0.1148,0.1434,0.1916,0.4498
334,kyber512,0.1177,0.1429,0.1932,0.4538
335,kyber512,0.1156,0.1442,0.1933,0.4531
336,kyber512,0.1166,0.1530,0.1935,0.4631
337,kyber512,0.1157,0.1433,0.1939,0.4529
338,kyber512,0.1158,0.1505,0.1990,0.4653
339,kyber512,0.1190,0.1438,0.1929,0.4557
340,kyber512,0.1165,0.1445,0.1968,0.4578
341,kyber512,0.1150,0.1436,0.1930,0.4516
342,kyber512,0.1143,0.1447,0.1975,0.4565
343,kyber512,0.1142,0.1436,0.1924,0.4502
344,kyber512,0.1156,0.1438,0.1926,0.4520
345,kyber512,0.1179,0.1439,0.1905,0.4523
346,kyber512,0.1167,0.1438,0.1925,0.4530
347,kyber512,0.1181,0.1457,0.1924,0.4562
348,kyber512,0.1149,0.1431,0.1916,0.4496
349,kyber512,0.1198,0.1490,0.1935,0.4623
350,kyber512,0.1153,0.1438,0.1917,0.4508
351,kyber512,0.1151,0.1432,0.1960,0.4543
352,kyber512,0.1148,0.1441,0.1936,0.4525
353,kyber512,0.1140,0.1442,0.1957,0.4539
354,kyber512,0.1144,0.1427,0.1916,0.4487
355,kyber512,0.1150,0.1436,0.1959,0.4545
356,kyber512,0.1214,0.1434,0.1936,0.4584
357,kyber512,0.1154,0.1426,0.1919,0.4499
358,kyber512,0.1189,0.1433,0.1918,0.4540
359,kyber512,0.1160,0.1428,0.1919,0.4507
360,kyber512,0.1169,0.1481,0.1919,0.4569
361,kyber512,0.1155,0.1446,0.1948,0.4549
362,kyber512,0.1146,0.1441,0.1969,0.4556
363,kyber512,0.1146,0.1435,0.1925,0.4506
364,kyber512,0.1146,0.1438,0.1957,0.4541
365,kyber512,0.1173,0.1457,0.3282,0.5912
366,kyber512,0.1174,0.1435,0.2037,0.4646
367,kyber512,0.1154,0.1438,0.1925,0.4517
368,kyber512,0.1153,0.1434,0.1965,0.4552
369,kyber512,0.1168,0.1429,0.1917,0.4514
370,kyber512,0.1159,0.1443,0.1939,0.4541
371,kyber512,0.1185,0.1427,0.1925,0.4537
372,kyber512,0.1149,0.1436,0.1912,0.4497
373,kyber512,0.1236,0.1441,0.1940,0.4617
374,kyber512,0.1177,0.1472,0.1959,0.4608
375,kyber512,0.1162,0.1547,0.1941,0.4650
376,kyber512,0.1184,0.1452,0.1951,0.4587
377,kyber512,0.1155,0.1441,0.2026,0.4622
378,kyber512,0.1157,0.1446,0.1942,0.4545
379,kyber512,0.1169,0.1449,0.1974,0.4592
380,kyber512,0.1154,0.1445,0.1941,0.4540
381,kyber512,0.1157,0.1442,0.1990,0.4589
382,kyber512,0.1155,0.1456,0.1934,0.4545
383,kyber512,0.1159,0.1445,0.1992,0.4596
384,kyber512,0.1207,0.1446,0.1933,0.4586
385,kyber512,0.1156,0.1442,0.1943,0.4541
386,kyber512,0.1191,0.1486,0.1955,0.4632
387,kyber512,0.1156,0.1450,0.1939,0.4545
388,kyber512,0.1176,0.1526,0.1952,0.4654
389,kyber512,0.1168,0.1445,0.1941,0.4554
390,kyber512,0.1165,0.1488,0.1995,0.4648
391,kyber512,0.1161,0.1442,0.1935,0.4538
392,kyber512,0.1151,0.1460,0.1970,0.4581
393,kyber512,0.1177,0.1450,0.1951,0.4578
394,kyber512,0.1153,0.1446,0.1977,0.4576
395,kyber512,0.1162,0.1450,0.1951,0.4563
396,kyber512,0.1169,0.1441,0.1943,0.4553
397,kyber512,0.1191,0.1450,0.1942,0.4583
398,kyber512,0.1162,0.1443,0.1943,0.4548
399,kyber512,0.1165,0.1476,0.1939,0.4580
400,kyber512,0.1154,0.1446,0.1945,0.4545
401,kyber512,0.1191,0.1541,0.1971,0.4703
402,kyber512,0.1163,0.1456,0.1940,0.4559
403,kyber512,0.1156,0.1563,0.2138,0.4857
404,kyber512,0.1275,0.1596,0.2126,0.4997
405,kyber512,0.1276,0.2813,0.1934,0.6023
406,kyber512,0.1182,0.1438,0.1936,0.4556
407,kyber512,0.1133,0.1507,0.1936,0.4576
408,kyber512,0.1141,0.1441,0.1928,0.4510
409,kyber512,0.1158,0.1465,0.1970,0.4593
410,kyber512,0.1157,0.1450,0.1931,0.4538
411,kyber512,0.1149,0.1435,0.2356,0.4940
412,kyber512,0.1387,0.1527,0.1925,0.4839
413,kyber512,0.1151,0.1434,0.2060,0.4645
414,kyber512,0.1155,0.1431,0.1922,0.4508
415,kyber512,0.1157,0.1434,0.1918,0.4509
416,kyber512,0.1239,0.1448,0.1936,0.4623
417,kyber512,0.1159,0.1425,0.1933,0.4517
418,kyber512,0.1216,0.1456,0.1941,0.4613
419,kyber512,0.1170,0.1438,0.1937,0.4545
420,kyber512,0.1154,0.1507,0.1923,0.4584
421,kyber512,0.1150,0.1435,0.1927,0.4512
422,kyber512,0.1154,0.1473,0.1933,0.4560
423,kyber512,0.1150,0.1431,0.1923,0.4504
424,kyber512,0.1144,0.1429,0.1958,0.4531
425,kyber512,0.1163,0.1440,0.1927,0.4530
426,kyber512,0.1164,0.1427,0.1999,0.4590
427,kyber512,0.1160,0.1434,0.1950,0.4544
428,kyber512,0.1162,0.1448,0.1947,0.4557
429,kyber512,0.1207,0.1453,0.1948,0.4608
430,kyber512,0.1157,0.1450,0.1937,0.4544
431,kyber512,0.1166,0.1481,0.1928,0.4575
432,kyber512,0.1153,0.1439,0.1921,0.4513
433,kyber512,0.1153,0.1483,0.1918,0.4554
434,kyber512,0.1152,0.1433,0.1930,0.4515
435,kyber512,0.1156,0.1447,0.1957,0.4560
436,kyber512,0.1165,0.1439,0.1933,0.4537
437,kyber512,0.1143,0.1422,0.1962,0.4527
438,kyber512,0.1166,0.1441,0.1928,0.4535
439,kyber512,0.1176,0.1429,0.1924,0.4529
440,kyber512,0.1184,0.1443,0.1924,0.4551
441,kyber512,0.1160,0.1435,0.1932,0.4527
442,kyber512,0.1215,0.1440,0.1929,0.4584
443,kyber512,0.1153,0.1439,0.1924,0.4516
444,kyber512,0.1149,0.1471,0.1923,0.4543
445,kyber512,0.3005,0.1454,0.1935,0.6394
446,kyber512,0.1216,0.1425,0.1937,0.4578
447,kyber512,0.1149,0.1435,0.1912,0.4496
448,kyber512,0.1146,0.1506,0.1924,0.4576
449,kyber512,0.1165,0.1432,0.1918,0.4515
450,kyber512,0.1157,0.1431,0.1958,0.4546
451,kyber512,0.1169,0.1434,0.1936,0.4539
452,kyber512,0.1152,0.1449,0.1989,0.4590
453,kyber512,0.1169,0.1436,0.1934,0.4539
454,kyber512,0.1149,0.1435,0.1953,0.4537
455,kyber512,0.1146,0.1435,0.1934,0.4515
456,kyber512,0.1159,0.1422,0.1923,0.4504
457,kyber512,0.1178,0.1428,0.1910,0.4516
458,kyber512,0.1146,0.1436,0.1917,0.4499
459,kyber512,0.1172,0.1467,0.1927,0.4566
460,kyber512,0.1164,0.1446,0.1938,0.4548
461,kyber512,0.1156,0.1465,0.1946,0.4567
462,kyber512,0.1149,0.1445,0.1918,0.4512
463,kyber512,0.1147,0.1432,0.1955,0.4534
464,kyber512,0.1151,0.1436,0.1926,0.4513
465,kyber512,0.1153,0.1442,0.1961,0.4556
466,kyber512,0.1158,0.1431,0.1916,0.4505
467,kyber512,0.1144,0.1431,0.1917,0.4492
468,kyber512,0.1228,0.1433,0.1933,0.4594
469,kyber512,0.1168,0.1438,0.1915,0.4521
470,kyber512,0.1148,0.1468,0.1928,0.4544
471,kyber512,0.1145,0.1429,0.1930,0.4504
472,kyber512,0.1144,0.1481,0.1911,0.4536
473,kyber512,0.1157,0.1447,0.1935,0.4539
474,kyber512,0.1145,0.1438,0.1950,0.4533
475,kyber512,0.1145,0.1421,0.1912,0.4478
476,kyber512,0.1170,0.1426,0.1968,0.4564
477,kyber512,0.1166,0.1430,0.1916,0.4512
478,kyber512,0.1163,0.1442,0.1933,0.4538
479,kyber512,0.1245,0.1439,0.1932,0.4616
480,kyber512,0.1160,0.1441,0.1940,0.4541
481,kyber512,0.1143,0.1455,0.1921,0.4519
482,kyber512,0.1151,0.1443,0.1916,0.4510
483,kyber512,0.1160,0.1497,0.1941,0.4598
484,kyber512,0.1143,0.1438,0.2977,0.5558
485,kyber512,0.1284,0.1533,0.1930,0.4747
486,kyber512,0.1153,0.1431,0.1920,0.4504
487,kyber512,0.1140,0.1433,0.1954,0.4527
488,kyber512,0.1147,0.1437,0.1910,0.4494
489,kyber512,0.1156,0.1428,0.1988,0.4572
490,kyber512,0.1157,0.1422,0.1927,0.4506
491,kyber512,0.1149,0.1436,0.1917,0.4502
492,kyber512,0.1221,0.1443,0.1915,0.4579
493,kyber512,0.1148,0.1431,0.1916,0.4495
494,kyber512,0.1183,0.1464,0.1924,0.4571
495,kyber512,0.1156,0.1428,0.1921,0.4505
496,kyber512,0.1158,0.1565,0.1919,0.4642
497,kyber512,0.1153,0.1427,0.1919,0.4499
498,kyber512,0.1154,0.1442,0.1996,0.4592
499,kyber512,0.1164,0.1435,0.1923,0.4522
500,kyber512,0.1166,0.1438,0.1975,0.4579
501,kyber512,0.1167,0.1437,0.1926,0.4530
502,kyber512,0.1152,0.1444,0.2009,0.4605
503,kyber512,0.1181,0.1448,0.1934,0.4563
504,kyber512,0.1180,0.1453,0.2012,0.4645
505,kyber512,0.1218,0.1428,0.1922,0.4568
506,kyber512,0.1164,0.1430,0.1922,0.4516
507,kyber512,0.1196,0.1480,0.1928,0.4604
508,kyber512,0.1156,0.1445,0.1925,0.4526
509,kyber512,0.1158,0.1548,0.1919,0.4625
510,kyber512,0.1149,0.1420,0.1910,0.4479
511,kyber512,0.1141,0.1483,0.1949,0.4573
512,kyber512,0.1151,0.1436,0.1918,0.4505
513,kyber512,0.1156,0.1430,0.1971,0.4557
514,kyber512,0.1170,0.1439,0.1930,0.4539
