Iteración,Kyber Version,Tiempo Generación Claves,Tiempo Encapsulación,Tiempo Decapsulación,Tiempo Total
171,kyber768,0.0642,0.0771,0.0886,0.2299
172,kyber768,0.0648,0.0782,0.0901,0.2331
173,kyber768,0.0724,0.0815,0.0892,0.2431
174,kyber768,0.0643,0.0775,0.0895,0.2313
175,kyber768,0.0643,0.0768,0.0886,0.2297
176,kyber768,0.0648,0.0780,0.0893,0.2321
177,kyber768,0.0648,0.0859,0.0884,0.2391
178,kyber768,0.0643,0.0771,0.2003,0.3417
179,kyber768,0.0701,0.0770,0.0889,0.2360
180,kyber768,0.0652,0.0777,0.0891,0.2320
181,kyber768,0.0768,0.0766,0.0891,0.2425
182,kyber768,0.0648,0.0778,0.0893,0.2319
183,kyber768,0.0636,0.0772,0.0883,0.2291
184,kyber768,0.0658,0.0776,0.0896,0.2330
185,kyber768,0.0716,0.0762,0.0887,0.2365
186,kyber768,0.0639,0.0765,0.0887,0.2291
187,kyber768,0.0638,0.0764,0.0876,0.2278
188,kyber768,0.0648,0.0783,0.0891,0.2322
189,kyber768,0.0648,0.0857,0.0907,0.2412
190,kyber768,0.0653,0.0784,0.0891,0.2328
191,kyber768,0.0639,0.0767,0.0887,0.2293
192,kyber768,0.0648,0.0773,0.0879,0.2300
193,kyber768,0.0632,0.0771,0.1004,0.2407
194,kyber768,0.0641,0.0773,0.0887,0.2301
195,kyber768,0.0636,0.0767,0.0891,0.2294
196,kyber768,0.0643,0.0774,0.0886,0.2303
197,kyber768,0.0639,0.0768,0.0967,0.2374
198,kyber768,0.0681,0.0778,0.0891,0.2350
199,kyber768,0.0643,0.0780,0.0901,0.2324
200,kyber768,0.0648,0.0777,0.0891,0.2316
201,kyber768,0.0658,0.0789,0.1051,0.2498
202,kyber768,0.0715,0.0784,0.0898,0.2397
203,kyber768,0.0643,0.0773,0.0884,0.2300
204,kyber768,0.0648,0.0780,0.0880,0.2308
205,kyber768,0.0643,0.2213,0.0923,0.3779
206,kyber768,0.0652,0.0773,0.0896,0.2321
207,kyber768,0.0653,0.0768,0.0885,0.2306
208,kyber768,0.0672,0.0791,0.0906,0.2369
209,kyber768,0.0643,0.0853,0.0923,0.2419
210,kyber768,0.0652,0.0777,0.0891,0.2320
211,kyber768,0.0648,0.0772,0.0893,0.2313
212,kyber768,0.0637,0.0766,0.0886,0.2289
213,kyber768,0.0645,0.0778,0.0982,0.2405
214,kyber768,0.0688,0.0780,0.0900,0.2368
215,kyber768,0.0646,0.0775,0.0910,0.2331
216,kyber768,0.0648,0.0784,0.0901,0.2333
217,kyber768,0.0639,0.0771,0.0965,0.2375
218,kyber768,0.0657,0.0780,0.0893,0.2330
219,kyber768,0.0731,0.0970,0.0903,0.2604
220,kyber768,0.0653,0.0775,0.0896,0.2324
221,kyber768,0.0648,0.0782,0.0992,0.2422
222,kyber768,0.0643,0.0766,0.0893,0.2302
223,kyber768,0.0638,0.0782,0.0889,0.2309
224,kyber768,0.0641,0.0772,0.0897,0.2310
225,kyber768,0.0656,0.0795,0.0919,0.2370
226,kyber768,0.0731,0.0808,0.0891,0.2430
227,kyber768,0.0651,0.0785,0.0901,0.2337
228,kyber768,0.0657,0.0787,0.0896,0.2340
229,kyber768,0.0643,0.0785,0.0906,0.2334
230,kyber768,0.0728,0.0814,0.0893,0.2435
231,kyber768,0.0648,0.0780,0.0899,0.2327
232,kyber768,0.0648,0.2342,0.0896,0.3886
233,kyber768,0.0666,0.0782,0.1033,0.2481
234,kyber768,0.0643,0.0775,0.0891,0.2309
235,kyber768,0.0644,0.0773,0.0891,0.2308
236,kyber768,0.0648,0.0777,0.0896,0.2321
237,kyber768,0.0643,0.0764,0.1027,0.2434
238,kyber768,0.0676,0.0773,0.0886,0.2335
239,kyber768,0.0644,0.0766,0.0893,0.2303
240,kyber768,0.0652,0.0787,0.0893,0.2332
241,kyber768,0.0657,0.0783,0.0902,0.2342
242,kyber768,0.0736,0.0787,0.0915,0.2438
243,kyber768,0.0634,0.0772,0.0887,0.2293
244,kyber768,0.0636,0.0770,0.0887,0.2293
245,kyber768,0.0638,0.0766,0.0891,0.2295
246,kyber768,0.0748,0.0780,0.0906,0.2434
247,kyber768,0.0643,0.0766,0.0894,0.2303
248,kyber768,0.0657,0.0789,0.0903,0.2349
249,kyber768,0.0634,0.0764,0.0881,0.2279
250,kyber768,0.0653,0.0872,0.0900,0.2425
251,kyber768,0.0648,0.0778,0.0893,0.2319
252,kyber768,0.0641,0.0771,0.0887,0.2299
253,kyber768,0.0645,0.0775,0.0886,0.2306
254,kyber768,0.0639,0.0768,0.0977,0.2384
255,kyber768,0.0639,0.0775,0.0882,0.2296
256,kyber768,0.0639,0.0774,0.0886,0.2299
257,kyber768,0.0639,0.0768,0.0887,0.2294
258,kyber768,0.0648,0.0781,0.2785,0.4214
259,kyber768,0.0663,0.0776,0.0900,0.2339
260,kyber768,0.0659,0.0777,0.0896,0.2332
261,kyber768,0.0643,0.0772,0.0896,0.2311
262,kyber768,0.0792,0.0815,0.0896,0.2503
263,kyber768,0.0648,0.0775,0.0891,0.2314
264,kyber768,0.0657,0.0788,0.0901,0.2346
265,kyber768,0.0652,0.0782,0.0906,0.2340
266,kyber768,0.0643,0.0884,0.0920,0.2447
267,kyber768,0.0657,0.0778,0.0903,0.2338
268,kyber768,0.0653,0.0789,0.0899,0.2341
269,kyber768,0.0643,0.0777,0.0909,0.2329
270,kyber768,0.0872,0.1093,0.0949,0.2914
271,kyber768,0.0652,0.0776,0.0942,0.2370
272,kyber768,0.0707,0.1001,0.0916,0.2624
273,kyber768,0.0695,0.0811,0.1068,0.2574
274,kyber768,0.0780,0.0772,0.0993,0.2545
275,kyber768,0.0695,0.0782,0.0904,0.2381
276,kyber768,0.0667,0.0854,0.0909,0.2430
277,kyber768,0.0656,0.0787,0.0919,0.2362
278,kyber768,0.0738,0.0776,0.0928,0.2442
279,kyber768,0.0641,0.0840,0.0897,0.2378
280,kyber768,0.0662,0.0791,0.0900,0.2353
281,kyber768,0.0632,0.0951,0.0968,0.2551
282,kyber768,0.0778,0.0785,0.0983,0.2546
283,kyber768,0.0655,0.0784,0.0900,0.2339
284,kyber768,0.0657,0.0843,0.1067,0.2567
285,kyber768,0.0643,0.0783,0.3071,0.4497
286,kyber768,0.0682,0.0803,0.0989,0.2474
287,kyber768,0.0782,0.0916,0.1085,0.2783
288,kyber768,0.0759,0.0870,0.0898,0.2527
289,kyber768,0.0745,0.0850,0.0908,0.2503
290,kyber768,0.0677,0.0804,0.0923,0.2404
291,kyber768,0.0648,0.0773,0.0889,0.2310
292,kyber768,0.0678,0.0803,0.0918,0.2399
293,kyber768,0.0782,0.0775,0.0937,0.2494
294,kyber768,0.0657,0.0782,0.0903,0.2342
295,kyber768,0.0646,0.0781,0.0901,0.2328
296,kyber768,0.0648,0.0771,0.0896,0.2315
297,kyber768,0.0656,0.0884,0.0905,0.2445
298,kyber768,0.0643,0.0771,0.0885,0.2299
299,kyber768,0.0644,0.0773,0.0900,0.2317
300,kyber768,0.0643,0.0775,0.0891,0.2309
301,kyber768,0.0644,0.0886,0.0915,0.2445
302,kyber768,0.0726,0.0791,0.0910,0.2427
303,kyber768,0.0638,0.0775,0.0893,0.2306
304,kyber768,0.0643,0.0781,0.0900,0.2324
305,kyber768,0.0652,0.0882,0.0910,0.2444
306,kyber768,0.0658,0.0790,0.0903,0.2351
307,kyber768,0.0639,0.0768,0.0888,0.2295
308,kyber768,0.0656,0.0786,0.0896,0.2338
309,kyber768,0.0648,0.0781,0.0992,0.2421
310,kyber768,0.0660,0.0783,0.0910,0.2353
311,kyber768,0.0638,0.0780,0.0896,0.2314
312,kyber768,0.0639,0.0773,0.2721,0.4133
313,kyber768,0.0776,0.0816,0.0892,0.2484
314,kyber768,0.0644,0.0780,0.0890,0.2314
315,kyber768,0.0643,0.0777,0.0894,0.2314
316,kyber768,0.0645,0.0773,0.0893,0.2311
317,kyber768,0.0756,0.0777,0.0930,0.2463
318,kyber768,0.0650,0.0779,0.0891,0.2320
319,kyber768,0.0648,0.0784,0.0900,0.2332
320,kyber768,0.0659,0.0791,0.0901,0.2351
321,kyber768,0.0638,0.0876,0.0887,0.2401
322,kyber768,0.0643,0.0771,0.0893,0.2307
323,kyber768,0.0647,0.0788,0.0905,0.2340
324,kyber768,0.0654,0.0789,0.0903,0.2346
325,kyber768,0.0648,0.0863,0.0903,0.2414
326,kyber768,0.0658,0.0785,0.0900,0.2343
327,kyber768,0.0650,0.0778,0.0897,0.2325
328,kyber768,0.0639,0.0772,0.0882,0.2293
329,kyber768,0.0636,0.0775,0.0982,0.2393
330,kyber768,0.0643,0.0775,0.0886,0.2304
331,kyber768,0.0648,0.0778,0.0896,0.2322
332,kyber768,0.0643,0.0775,0.0900,0.2318
333,kyber768,0.0634,0.0775,0.0993,0.2402
334,kyber768,0.0653,0.0818,0.0891,0.2362
335,kyber768,0.0648,0.0787,0.0896,0.2331
336,kyber768,0.0639,0.0778,0.0890,0.2307
337,kyber768,0.0646,0.0772,0.0882,0.2300
338,kyber768,0.0750,0.0824,0.0897,0.2471
339,kyber768,0.0648,0.2039,0.0901,0.3588
340,kyber768,0.0652,0.0773,0.0887,0.2312
341,kyber768,0.0643,0.0766,0.0988,0.2397
342,kyber768,0.0643,0.0773,0.0887,0.2303
343,kyber768,0.0637,0.0771,0.0886,0.2294
344,kyber768,0.0650,0.0777,0.0900,0.2327
345,kyber768,0.0651,0.0775,0.0991,0.2417
346,kyber768,0.0638,0.0808,0.0881,0.2327
347,kyber768,0.0658,0.0780,0.0891,0.2329
348,kyber768,0.0634,0.0771,0.0879,0.2284
349,kyber768,0.0657,0.0792,0.0902,0.2351
350,kyber768,0.0743,0.0773,0.0924,0.2440
351,kyber768,0.0639,0.0766,0.0886,0.2291
352,kyber768,0.0639,0.0772,0.0886,0.2297
353,kyber768,0.0636,0.0768,0.0886,0.2290
354,kyber768,0.0744,0.0775,0.0891,0.2410
355,kyber768,0.0644,0.0773,0.0892,0.2309
356,kyber768,0.0639,0.0764,0.0882,0.2285
357,kyber768,0.0639,0.0764,0.0886,0.2289
358,kyber768,0.0648,0.0883,0.0900,0.2431
359,kyber768,0.0671,0.0771,0.0889,0.2331
360,kyber768,0.0659,0.0780,0.0891,0.2330
361,kyber768,0.0634,0.0767,0.0883,0.2284
362,kyber768,0.0657,0.0783,0.0984,0.2424
363,kyber768,0.0633,0.0777,0.0881,0.2291
364,kyber768,0.0659,0.0797,0.0902,0.2358
365,kyber768,0.0641,0.0776,0.0886,0.2303
366,kyber768,0.0638,0.1986,0.0887,0.3511
367,kyber768,0.0682,0.0763,0.0881,0.2326
368,kyber768,0.0632,0.0757,0.0887,0.2276
369,kyber768,0.0657,0.0787,0.0900,0.2344
370,kyber768,0.0641,0.0874,0.0891,0.2406
371,kyber768,0.0657,0.0785,0.0901,0.2343
372,kyber768,0.0634,0.0767,0.0882,0.2283
373,kyber768,0.0634,0.0775,0.0882,0.2291
374,kyber768,0.0643,0.0773,0.0983,0.2399
375,kyber768,0.0634,0.0763,0.0892,0.2289
376,kyber768,0.0639,0.0768,0.0886,0.2293
377,kyber768,0.0639,0.0761,0.0887,0.2287
378,kyber768,0.0662,0.0791,0.0992,0.2445
379,kyber768,0.0648,0.0799,0.0915,0.2362
380,kyber768,0.0672,0.0791,0.0902,0.2365
381,kyber768,0.0632,0.0769,0.0886,0.2287
382,kyber768,0.0637,0.0767,0.0881,0.2285
383,kyber768,0.0731,0.0772,0.0886,0.2389
384,kyber768,0.0638,0.0766,0.0883,0.2287
385,kyber768,0.0643,0.0782,0.0893,0.2318
386,kyber768,0.0643,0.0766,0.0886,0.2295
387,kyber768,0.0643,0.0854,0.0880,0.2377
388,kyber768,0.0641,0.0771,0.0886,0.2298
389,kyber768,0.0632,0.0772,0.0881,0.2285
390,kyber768,0.0644,0.0768,0.0886,0.2298
391,kyber768,0.0648,0.0889,0.0905,0.2442
392,kyber768,0.0678,0.0759,0.0891,0.2328
393,kyber768,0.1702,0.0778,0.0891,0.3371
394,kyber768,0.0648,0.0768,0.0882,0.2298
395,kyber768,0.0732,0.0768,0.0886,0.2386
396,kyber768,0.0634,0.0764,0.0877,0.2275
397,kyber768,0.0639,0.0768,0.0886,0.2293
398,kyber768,0.0662,0.0790,0.0903,0.2355
399,kyber768,0.0639,0.0856,0.0880,0.2375
400,kyber768,0.0652,0.0778,0.0887,0.2317
401,kyber768,0.0643,0.0771,0.0884,0.2298
402,kyber768,0.0639,0.0768,0.0987,0.2394
403,kyber768,0.0643,0.0877,0.0893,0.2413
404,kyber768,0.0643,0.0773,0.0888,0.2304
405,kyber768,0.0654,0.0780,0.0896,0.2330
406,kyber768,0.0645,0.0768,0.0881,0.2294
407,kyber768,0.0646,0.0766,0.0981,0.2393
408,kyber768,0.0652,0.0777,0.0890,0.2319
409,kyber768,0.0648,0.0782,0.0896,0.2326
410,kyber768,0.0648,0.0771,0.0879,0.2298
411,kyber768,0.0653,0.0782,0.0993,0.2428
412,kyber768,0.0648,0.0812,0.0884,0.2344
413,kyber768,0.0649,0.0784,0.0899,0.2332
414,kyber768,0.0643,0.0771,0.0885,0.2299
415,kyber768,0.0655,0.0787,0.0902,0.2344
416,kyber768,0.0743,0.0773,0.0919,0.2435
417,kyber768,0.0646,0.0772,0.0882,0.2300
418,kyber768,0.0648,0.0773,0.0896,0.2317
419,kyber768,0.0639,0.0774,0.0882,0.2295
420,kyber768,0.2032,0.0776,0.0886,0.3694
421,kyber768,0.0651,0.0777,0.0892,0.2320
422,kyber768,0.0655,0.0784,0.0891,0.2330
423,kyber768,0.0647,0.0775,0.0981,0.2403
424,kyber768,0.0639,0.0811,0.0886,0.2336
425,kyber768,0.0643,0.0775,0.0886,0.2304
426,kyber768,0.0643,0.0774,0.0884,0.2301
427,kyber768,0.0642,0.0768,0.0881,0.2291
428,kyber768,0.0736,0.0770,0.0884,0.2390
429,kyber768,0.0638,0.0771,0.0890,0.2299
430,kyber768,0.0648,0.0777,0.0883,0.2308
431,kyber768,0.0639,0.0766,0.0886,0.2291
432,kyber768,0.0636,0.0859,0.0877,0.2372
433,kyber768,0.0636,0.0775,0.0887,0.2298
434,kyber768,0.0643,0.0771,0.0882,0.2296
435,kyber768,0.0639,0.0766,0.0894,0.2299
436,kyber768,0.0634,0.0865,0.0879,0.2378
437,kyber768,0.0667,0.0764,0.0887,0.2318
438,kyber768,0.0663,0.0790,0.0900,0.2353
439,kyber768,0.0643,0.0773,0.0888,0.2304
440,kyber768,0.0646,0.0768,0.0977,0.2391
441,kyber768,0.0640,0.0768,0.0881,0.2289
442,kyber768,0.0649,0.0768,0.0883,0.2300
443,kyber768,0.0639,0.0770,0.0886,0.2295
444,kyber768,0.0638,0.0764,0.0973,0.2375
445,kyber768,0.0634,0.0768,0.0915,0.2317
446,kyber768,0.0638,0.0766,0.1982,0.3386
447,kyber768,0.0708,0.0782,0.0896,0.2386
448,kyber768,0.0654,0.0777,0.0980,0.2411
449,kyber768,0.0647,0.0818,0.0891,0.2356
450,kyber768,0.0653,0.0777,0.0892,0.2322
451,kyber768,0.0639,0.0773,0.0884,0.2296
452,kyber768,0.0639,0.0768,0.0970,0.2377
453,kyber768,0.0639,0.0772,0.0886,0.2297
454,kyber768,0.0634,0.0768,0.0881,0.2283
455,kyber768,0.0641,0.0771,0.0891,0.2303
456,kyber768,0.0639,0.0762,0.0877,0.2278
457,kyber768,0.0747,0.0779,0.0925,0.2451
458,kyber768,0.0648,0.0780,0.0890,0.2318
459,kyber768,0.0634,0.0773,0.0886,0.2293
460,kyber768,0.0657,0.0780,0.0887,0.2324
461,kyber768,0.0730,0.0771,0.0917,0.2418
462,kyber768,0.0634,0.0763,0.0877,0.2274
463,kyber768,0.0634,0.0778,0.0877,0.2289
464,kyber768,0.0654,0.0790,0.0900,0.2344
465,kyber768,0.0634,0.0863,0.0882,0.2379
466,kyber768,0.0649,0.0771,0.0882,0.2302
467,kyber768,0.0641,0.0767,0.0877,0.2285
468,kyber768,0.0637,0.0766,0.0877,0.2280
469,kyber768,0.0648,0.0779,0.0981,0.2408
470,kyber768,0.0653,0.0821,0.0896,0.2370
471,kyber768,0.0629,0.0771,0.0879,0.2279
472,kyber768,0.0652,0.0769,0.0881,0.2302
473,kyber768,0.0634,0.0771,0.1996,0.3401
474,kyber768,0.0658,0.0784,0.0882,0.2324
475,kyber768,0.0663,0.0789,0.0903,0.2355
476,kyber768,0.0639,0.0769,0.0901,0.2309
477,kyber768,0.0786,0.0962,0.0896,0.2644
478,kyber768,0.0643,0.0773,0.0876,0.2292
479,kyber768,0.0653,0.0782,0.0900,0.2335
480,kyber768,0.0656,0.0786,0.0890,0.2332
481,kyber768,0.0641,0.0769,0.0977,0.2387
482,kyber768,0.0651,0.0819,0.0886,0.2356
483,kyber768,0.0637,0.0771,0.0882,0.2290
484,kyber768,0.0662,0.0782,0.0897,0.2341
485,kyber768,0.0648,0.0783,0.0986,0.2417
486,kyber768,0.0643,0.0775,0.0915,0.2333
487,kyber768,0.0658,0.0778,0.0897,0.2333
488,kyber768,0.0653,0.0785,0.0892,0.2330
489,kyber768,0.0639,0.0769,0.0882,0.2290
490,kyber768,0.0744,0.0782,0.0891,0.2417
491,kyber768,0.0666,0.0792,0.0906,0.2364
492,kyber768,0.0649,0.0785,0.0896,0.2330
493,kyber768,0.0640,0.0773,0.0886,0.2299
494,kyber768,0.0775,0.0765,0.0892,0.2432
495,kyber768,0.0667,0.0781,0.0906,0.2354
496,kyber768,0.0648,0.0782,0.0902,0.2332
497,kyber768,0.0653,0.0785,0.0899,0.2337
498,kyber768,0.0653,0.0874,0.0898,0.2425
499,kyber768,0.0648,0.0786,0.0886,0.2320
500,kyber768,0.0652,0.2074,0.0915,0.3641
501,kyber768,0.0680,0.0798,0.1053,0.2531
502,kyber768,0.0699,0.0789,0.0896,0.2384
503,kyber768,0.0643,0.0782,0.0891,0.2316
504,kyber768,0.0644,0.0768,0.0891,0.2303
505,kyber768,0.0653,0.0784,0.1004,0.2441
506,kyber768,0.0652,0.0779,0.0932,0.2363
507,kyber768,0.0643,0.0774,0.0889,0.2306
508,kyber768,0.0653,0.0780,0.0895,0.2328
509,kyber768,0.0643,0.0771,0.0899,0.2313
510,kyber768,0.0747,0.0790,0.0900,0.2437
511,kyber768,0.0646,0.0773,0.0890,0.2309
512,kyber768,0.0646,0.0772,0.0877,0.2295
513,kyber768,0.0643,0.0773,0.0891,0.2307
514,kyber768,0.0745,0.0781,0.0901,0.2427
