Iteración,Kyber Version,Tiempo Generación Claves,Tiempo Encapsulación,Tiempo Decapsulación,Tiempo Total
85,kyber768,0.0749,0.0836,0.1088,0.2673
86,kyber768,0.0810,0.0853,0.1100,0.2763
87,kyber768,0.0771,0.0862,0.1141,0.2774
88,kyber768,0.0752,0.0834,0.1082,0.2668
89,kyber768,0.0762,0.0846,0.1124,0.2732
90,kyber768,0.0750,0.0840,0.1073,0.2663
91,kyber768,0.0763,0.0848,0.1129,0.2740
92,kyber768,0.0758,0.0844,0.1081,0.2683
93,kyber768,0.0759,0.0839,0.1087,0.2685
94,kyber768,0.0755,0.0838,0.1083,0.2676
95,kyber768,0.0752,0.0870,0.1080,0.2702
96,kyber768,0.0756,0.0835,0.1076,0.2667
97,kyber768,0.0799,0.0850,0.1094,0.2743
98,kyber768,0.0758,0.0850,0.1118,0.2726
99,kyber768,0.0761,0.0849,0.1097,0.2707
100,kyber768,0.0747,0.0839,0.1117,0.2703
101,kyber768,0.0765,0.0855,0.1096,0.2716
102,kyber768,0.0761,0.0893,0.1082,0.2736
103,kyber768,0.0759,0.0839,0.1080,0.2678
104,kyber768,0.0757,0.0847,0.1116,0.2720
105,kyber768,0.0756,0.2475,0.1096,0.4327
106,kyber768,0.0792,0.0861,0.1105,0.2758
107,kyber768,0.0758,0.0839,0.1082,0.2679
108,kyber768,0.0762,0.0850,0.1100,0.2712
109,kyber768,0.0800,0.0839,0.1087,0.2726
110,kyber768,0.0752,0.0842,0.1084,0.2678
111,kyber768,0.0747,0.0835,0.1081,0.2663
112,kyber768,0.0761,0.0851,0.1126,0.2738
113,kyber768,0.0757,0.0844,0.1106,0.2707
114,kyber768,0.0759,0.0847,0.1090,0.2696
115,kyber768,0.0764,0.0847,0.1095,0.2706
116,kyber768,0.0776,0.0897,0.1104,0.2777
117,kyber768,0.0750,0.0835,0.1089,0.2674
118,kyber768,0.0760,0.0846,0.1099,0.2705
119,kyber768,0.0753,0.0833,0.1083,0.2669
120,kyber768,0.0796,0.0841,0.1086,0.2723
121,kyber768,0.0768,0.0844,0.1093,0.2705
122,kyber768,0.0752,0.0846,0.1086,0.2684
123,kyber768,0.0765,0.0842,0.1147,0.2754
124,kyber768,0.0766,0.0857,0.1099,0.2722
125,kyber768,0.0768,0.0847,0.1133,0.2748
126,kyber768,0.0760,0.0838,0.1088,0.2686
127,kyber768,0.0773,0.0900,0.1103,0.2776
128,kyber768,0.0753,0.0841,0.1191,0.2785
129,kyber768,0.0759,0.0931,0.1082,0.2772
130,kyber768,0.0754,0.0846,0.1079,0.2679
131,kyber768,0.0765,0.0860,0.1099,0.2724
132,kyber768,0.2446,0.0882,0.1110,0.4438
133,kyber768,0.0752,0.0838,0.1084,0.2674
134,kyber768,0.0807,0.0837,0.1093,0.2737
135,kyber768,0.0754,0.0852,0.1122,0.2728
136,kyber768,0.0753,0.0833,0.1087,0.2673
137,kyber768,0.0754,0.0849,0.1128,0.2731
138,kyber768,0.0755,0.0839,0.1093,0.2687
139,kyber768,0.0781,0.0864,0.1115,0.2760
140,kyber768,0.0761,0.0845,0.1101,0.2707
141,kyber768,0.0770,0.0890,0.1100,0.2760
142,kyber768,0.0756,0.0847,0.1084,0.2687
143,kyber768,0.0757,0.0847,0.1089,0.2693
144,kyber768,0.0749,0.0833,0.1125,0.2707
145,kyber768,0.0759,0.0843,0.1084,0.2686
146,kyber768,0.0756,0.0840,0.1118,0.2714
147,kyber768,0.0812,0.0846,0.1179,0.2837
148,kyber768,0.0761,0.0881,0.1087,0.2729
149,kyber768,0.0761,0.0845,0.1088,0.2694
150,kyber768,0.0758,0.0840,0.1080,0.2678
151,kyber768,0.0755,0.0842,0.1085,0.2682
152,kyber768,0.0787,0.0839,0.1086,0.2712
153,kyber768,0.0767,0.0849,0.1102,0.2718
154,kyber768,0.0791,0.0836,0.1084,0.2711
155,kyber768,0.0757,0.0847,0.1117,0.2721
156,kyber768,0.0764,0.0843,0.1092,0.2699
157,kyber768,0.0751,0.0845,0.1124,0.2720
158,kyber768,0.0769,0.0854,0.1103,0.2726
159,kyber768,0.0788,0.0859,0.1100,0.2747
160,kyber768,0.0748,0.0840,0.1079,0.2667
161,kyber768,0.0766,0.0849,0.1089,0.2704
162,kyber768,0.0749,0.0843,0.1112,0.2704
163,kyber768,0.0756,0.0848,0.1097,0.2701
164,kyber768,0.0780,0.0901,0.1103,0.2784
165,kyber768,0.0760,0.0850,0.1101,0.2711
166,kyber768,0.0791,0.0844,0.1082,0.2717
167,kyber768,0.0764,0.0851,0.1103,0.2718
168,kyber768,0.0793,0.0839,0.1081,0.2713
169,kyber768,0.0758,0.0843,0.1123,0.2724
170,kyber768,0.0745,0.0844,0.1076,0.2665
171,kyber768,0.0758,0.0845,0.1091,0.2694
172,kyber768,0.0751,0.0845,0.1080,0.2676
173,kyber768,0.0751,0.0875,0.1087,0.2713
174,kyber768,0.0756,0.0842,0.1077,0.2675
175,kyber768,0.0758,0.0876,0.1083,0.2717
176,kyber768,0.0767,0.0852,0.1092,0.2711
177,kyber768,0.0791,0.0840,0.1086,0.2717
178,kyber768,0.0750,0.0837,0.1075,0.2662
179,kyber768,0.0757,0.0842,0.1087,0.2686
180,kyber768,0.0749,0.0842,0.1111,0.2702
181,kyber768,0.0746,0.0838,0.1077,0.2661
182,kyber768,0.0764,0.0855,0.1126,0.2745
183,kyber768,0.0755,0.0844,0.1090,0.2689
184,kyber768,0.0757,0.0881,0.1090,0.2728
185,kyber768,0.0766,0.0861,0.2199,0.3826
186,kyber768,0.0759,0.0843,0.1079,0.2681
187,kyber768,0.0747,0.0834,0.1120,0.2701
188,kyber768,0.0748,0.0834,0.1082,0.2664
189,kyber768,0.0752,0.0836,0.1077,0.2665
190,kyber768,0.0747,0.0837,0.1079,0.2663
191,kyber768,0.0755,0.0885,0.1084,0.2724
192,kyber768,0.0745,0.0838,0.1082,0.2665
193,kyber768,0.0749,0.0870,0.1079,0.2698
194,kyber768,0.0769,0.0854,0.1099,0.2722
195,kyber768,0.0782,0.0832,0.1078,0.2692
196,kyber768,0.0748,0.0835,0.1081,0.2664
197,kyber768,0.0799,0.0845,0.1082,0.2726
198,kyber768,0.0748,0.0829,0.1116,0.2693
199,kyber768,0.0779,0.0853,0.1095,0.2727
200,kyber768,0.0746,0.0833,0.1078,0.2657
201,kyber768,0.0753,0.0846,0.1092,0.2691
202,kyber768,0.0748,0.0893,0.1086,0.2727
203,kyber768,0.0748,0.0839,0.1082,0.2669
204,kyber768,0.0745,0.0875,0.1092,0.2712
205,kyber768,0.0777,0.0870,0.1106,0.2753
206,kyber768,0.0803,0.0847,0.1090,0.2740
207,kyber768,0.0751,0.0840,0.1077,0.2668
208,kyber768,0.0756,0.0837,0.1083,0.2676
209,kyber768,0.0750,0.0834,0.1120,0.2704
210,kyber768,0.0746,0.0836,0.1076,0.2658
211,kyber768,0.0750,0.0838,0.1074,0.2662
212,kyber768,0.0743,0.0839,0.1217,0.2799
213,kyber768,0.0774,0.0853,0.1090,0.2717
214,kyber768,0.0751,0.0832,0.1082,0.2665
215,kyber768,0.0786,0.0837,0.1079,0.2702
216,kyber768,0.0756,0.0875,0.1083,0.2714
217,kyber768,0.0746,0.0845,0.1082,0.2673
218,kyber768,0.0752,0.0837,0.1077,0.2666
219,kyber768,0.0763,0.0853,0.1094,0.2710
220,kyber768,0.0813,0.0847,0.1098,0.2758
221,kyber768,0.0742,0.0842,0.1084,0.2668
222,kyber768,0.0748,0.0841,0.1085,0.2674
223,kyber768,0.0744,0.0836,0.1139,0.2719
224,kyber768,0.0753,0.0833,0.1083,0.2669
225,kyber768,0.0748,0.0843,0.1081,0.2672
226,kyber768,0.0756,0.0833,0.1081,0.2670
227,kyber768,0.0757,0.0843,0.1133,0.2733
228,kyber768,0.0766,0.0850,0.1096,0.2712
229,kyber768,0.0778,0.0853,0.1100,0.2731
230,kyber768,0.0744,0.0831,0.1079,0.2654
231,kyber768,0.0827,0.0843,0.1076,0.2746
232,kyber768,0.0768,0.0859,0.1104,0.2731
233,kyber768,0.0795,0.0847,0.1083,0.2725
234,kyber768,0.0744,0.0832,0.1118,0.2694
235,kyber768,0.0771,0.0861,0.1100,0.2732
236,kyber768,0.0765,0.0841,0.1092,0.2698
237,kyber768,0.0745,0.0836,0.1076,0.2657
238,kyber768,0.0752,0.0877,0.1085,0.2714
239,kyber768,0.0744,0.2151,0.1088,0.3983
240,kyber768,0.0763,0.0835,0.1082,0.2680
241,kyber768,0.0757,0.0844,0.1163,0.2764
242,kyber768,0.0755,0.0856,0.1092,0.2703
243,kyber768,0.0752,0.0833,0.1086,0.2671
244,kyber768,0.0780,0.0837,0.1081,0.2698
245,kyber768,0.0758,0.0888,0.1088,0.2734
246,kyber768,0.0749,0.0837,0.1087,0.2673
247,kyber768,0.0763,0.0881,0.1088,0.2732
248,kyber768,0.0748,0.0836,0.1078,0.2662
249,kyber768,0.0814,0.0848,0.1091,0.2753
250,kyber768,0.0745,0.0836,0.1080,0.2661
251,kyber768,0.0744,0.0833,0.1078,0.2655
252,kyber768,0.0755,0.0851,0.1183,0.2789
253,kyber768,0.0779,0.0866,0.1113,0.2758
254,kyber768,0.0753,0.0847,0.1124,0.2724
255,kyber768,0.0768,0.0847,0.1100,0.2715
256,kyber768,0.0755,0.0891,0.1085,0.2731
257,kyber768,0.0769,0.0855,0.1097,0.2721
258,kyber768,0.0759,0.0850,0.1101,0.2710
259,kyber768,0.0780,0.0857,0.1160,0.2797
260,kyber768,0.0748,0.0836,0.1095,0.2679
261,kyber768,0.0753,0.0835,0.1089,0.2677
262,kyber768,0.0790,0.0845,0.1079,0.2714
263,kyber768,0.0754,0.0833,0.1132,0.2719
264,kyber768,0.0746,0.0842,0.1086,0.2674
265,kyber768,0.0751,0.0834,0.1122,0.2707
266,kyber768,0.2188,0.0868,0.1158,0.4214
267,kyber768,0.0754,0.0842,0.1077,0.2673
268,kyber768,0.0762,0.0849,0.1093,0.2704
269,kyber768,0.0773,0.0855,0.1090,0.2718
270,kyber768,0.0752,0.0889,0.1090,0.2731
271,kyber768,0.0754,0.0846,0.1082,0.2682
272,kyber768,0.0766,0.0864,0.1099,0.2729
273,kyber768,0.0754,0.0842,0.1081,0.2677
274,kyber768,0.0796,0.0840,0.1090,0.2726
275,kyber768,0.0755,0.0842,0.1082,0.2679
276,kyber768,0.0779,0.0899,0.1105,0.2783
277,kyber768,0.0757,0.0842,0.1171,0.2770
278,kyber768,0.0748,0.0838,0.1082,0.2668
279,kyber768,0.0756,0.0837,0.1077,0.2670
280,kyber768,0.0747,0.0841,0.1079,0.2667
281,kyber768,0.0762,0.0894,0.1092,0.2748
282,kyber768,0.0767,0.0866,0.1102,0.2735
283,kyber768,0.0750,0.0871,0.1075,0.2696
284,kyber768,0.0759,0.0847,0.1088,0.2694
285,kyber768,0.1012,0.0860,0.1098,0.2970
286,kyber768,0.0754,0.0837,0.1083,0.2674
287,kyber768,0.0756,0.0849,0.1087,0.2692
288,kyber768,0.0764,0.0851,0.1143,0.2758
289,kyber768,0.0768,0.0849,0.1091,0.2708
290,kyber768,0.0749,0.0839,0.1115,0.2703
291,kyber768,0.0752,0.0841,0.1082,0.2675
292,kyber768,0.0792,0.0842,0.2409,0.4043
293,kyber768,0.0763,0.0846,0.1104,0.2713
294,kyber768,0.0766,0.0837,0.1084,0.2687
295,kyber768,0.0748,0.0896,0.1086,0.2730
296,kyber768,0.0768,0.0854,0.1090,0.2712
297,kyber768,0.0759,0.0847,0.1094,0.2700
298,kyber768,0.0761,0.0848,0.1083,0.2692
299,kyber768,0.0800,0.0844,0.1085,0.2729
300,kyber768,0.0759,0.0848,0.1084,0.2691
301,kyber768,0.0802,0.0858,0.1094,0.2754
302,kyber768,0.0774,0.0926,0.1100,0.2800
303,kyber768,0.0761,0.0849,0.1090,0.2700
304,kyber768,0.0753,0.0840,0.1116,0.2709
305,kyber768,0.0767,0.0848,0.1094,0.2709
306,kyber768,0.0812,0.0848,0.1091,0.2751
307,kyber768,0.0753,0.0837,0.1083,0.2673
308,kyber768,0.0759,0.0849,0.1087,0.2695
309,kyber768,0.0756,0.0840,0.1156,0.2752
310,kyber768,0.0897,0.1002,0.1248,0.3147
311,kyber768,0.0870,0.0975,0.1235,0.3080
312,kyber768,0.0862,0.0966,0.1215,0.3043
313,kyber768,0.0827,0.0842,0.1079,0.2748
314,kyber768,0.0793,0.0883,0.1117,0.2793
315,kyber768,0.0755,0.0839,0.1085,0.2679
316,kyber768,0.0781,0.0864,0.1153,0.2798
317,kyber768,0.0765,0.0851,0.1097,0.2713
318,kyber768,0.0754,0.0841,0.1119,0.2714
319,kyber768,0.0768,0.0851,0.1197,0.2816
320,kyber768,0.0797,0.0865,0.1108,0.2770
321,kyber768,0.0753,0.0836,0.1091,0.2680
322,kyber768,0.0787,0.0847,0.1082,0.2716
323,kyber768,0.0752,0.0881,0.1083,0.2716
324,kyber768,0.0750,0.0844,0.1087,0.2681
325,kyber768,0.0762,0.0844,0.1092,0.2698
326,kyber768,0.0775,0.0862,0.1106,0.2743
327,kyber768,0.0831,0.0856,0.1106,0.2793
328,kyber768,0.0749,0.0840,0.1088,0.2677
329,kyber768,0.0790,0.0835,0.1091,0.2716
330,kyber768,0.0764,0.0851,0.1153,0.2768
331,kyber768,0.0755,0.0836,0.1085,0.2676
332,kyber768,0.0762,0.0858,0.1097,0.2717
333,kyber768,0.0762,0.0844,0.1092,0.2698
334,kyber768,0.0748,0.0884,0.1085,0.2717
335,kyber768,0.0760,0.0843,0.1095,0.2698
336,kyber768,0.0765,0.0851,0.1097,0.2713
337,kyber768,0.0754,0.0838,0.1132,0.2724
338,kyber768,0.0769,0.0860,0.1097,0.2726
339,kyber768,0.0755,0.0841,0.1080,0.2676
340,kyber768,0.0753,0.0838,0.1077,0.2668
341,kyber768,0.0759,0.0845,0.1135,0.2739
342,kyber768,0.0749,0.0847,0.1083,0.2679
343,kyber768,0.0761,0.0847,0.1123,0.2731
344,kyber768,0.0758,0.0845,0.1091,0.2694
345,kyber768,0.0750,0.0887,0.1083,0.2720
346,kyber768,0.0770,0.2124,0.1248,0.4142
347,kyber768,0.0767,0.0844,0.1089,0.2700
348,kyber768,0.0756,0.0901,0.1090,0.2747
349,kyber768,0.0757,0.0844,0.1088,0.2689
350,kyber768,0.0744,0.0844,0.1101,0.2689
351,kyber768,0.0757,0.0848,0.1089,0.2694
352,kyber768,0.0798,0.0835,0.1080,0.2713
353,kyber768,0.0745,0.0838,0.1083,0.2666
354,kyber768,0.0750,0.0831,0.1075,0.2656
355,kyber768,0.0756,0.0842,0.1134,0.2732
356,kyber768,0.0761,0.0843,0.1088,0.2692
357,kyber768,0.0739,0.0836,0.1115,0.2690
358,kyber768,0.0755,0.0842,0.1086,0.2683
359,kyber768,0.0752,0.0884,0.1076,0.2712
360,kyber768,0.0749,0.0832,0.1075,0.2656
361,kyber768,0.0761,0.0845,0.1090,0.2696
362,kyber768,0.0757,0.0845,0.1088,0.2690
363,kyber768,0.0794,0.0842,0.1084,0.2720
364,kyber768,0.0748,0.0834,0.1079,0.2661
365,kyber768,0.0757,0.0843,0.1091,0.2691
366,kyber768,0.0755,0.0830,0.1146,0.2731
367,kyber768,0.0763,0.0842,0.1085,0.2690
368,kyber768,0.0744,0.0833,0.1079,0.2656
369,kyber768,0.0794,0.0844,0.1086,0.2724
370,kyber768,0.0766,0.0893,0.1096,0.2755
371,kyber768,0.0752,0.0843,0.1090,0.2685
372,kyber768,0.0748,0.0837,0.1075,0.2660
373,kyber768,0.1815,0.0863,0.1144,0.3822
374,kyber768,0.0746,0.0835,0.1073,0.2654
375,kyber768,0.0744,0.0836,0.1078,0.2658
376,kyber768,0.0765,0.0846,0.1083,0.2694
377,kyber768,0.0749,0.0880,0.1080,0.2709
378,kyber768,0.0745,0.0834,0.1073,0.2652
379,kyber768,0.0760,0.0840,0.1122,0.2722
380,kyber768,0.0760,0.0849,0.1084,0.2693
381,kyber768,0.0790,0.0839,0.1085,0.2714
382,kyber768,0.0745,0.0842,0.1077,0.2664
383,kyber768,0.0748,0.0832,0.1075,0.2655
384,kyber768,0.0753,0.0850,0.1139,0.2742
385,kyber768,0.0743,0.0834,0.1074,0.2651
386,kyber768,0.0771,0.0856,0.1090,0.2717
387,kyber768,0.0786,0.0833,0.1076,0.2695
388,kyber768,0.0751,0.0879,0.1075,0.2705
389,kyber768,0.0762,0.0844,0.1086,0.2692
390,kyber768,0.0745,0.0837,0.1110,0.2692
391,kyber768,0.0749,0.0835,0.1078,0.2662
392,kyber768,0.0816,0.0874,0.1108,0.2798
393,kyber768,0.0750,0.0838,0.1078,0.2666
394,kyber768,0.0744,0.0836,0.1072,0.2652
395,kyber768,0.0757,0.0851,0.1131,0.2739
396,kyber768,0.0754,0.0838,0.1073,0.2665
397,kyber768,0.0753,0.0834,0.1079,0.2666
398,kyber768,0.0773,0.0854,0.1094,0.2721
399,kyber768,0.0749,0.0878,0.1077,0.2704
400,kyber768,0.1795,0.0852,0.1094,0.3741
401,kyber768,0.0765,0.0848,0.1087,0.2700
402,kyber768,0.0746,0.0841,0.1137,0.2724
403,kyber768,0.0761,0.0834,0.1082,0.2677
404,kyber768,0.0751,0.0840,0.1080,0.2671
405,kyber768,0.0746,0.0833,0.1080,0.2659
406,kyber768,0.0809,0.0849,0.1090,0.2748
407,kyber768,0.0762,0.0844,0.1091,0.2697
408,kyber768,0.0755,0.0857,0.1102,0.2714
409,kyber768,0.0764,0.0842,0.1133,0.2739
410,kyber768,0.0757,0.0847,0.1086,0.2690
411,kyber768,0.0751,0.0838,0.1082,0.2671
412,kyber768,0.0751,0.0877,0.1079,0.2707
413,kyber768,0.0748,0.0833,0.1127,0.2708
414,kyber768,0.0752,0.0836,0.1078,0.2666
415,kyber768,0.0758,0.0845,0.1087,0.2690
416,kyber768,0.0753,0.0840,0.1080,0.2673
417,kyber768,0.0806,0.0844,0.1088,0.2738
418,kyber768,0.0765,0.0854,0.1104,0.2723
419,kyber768,0.0754,0.0834,0.1086,0.2674
420,kyber768,0.0745,0.0841,0.1131,0.2717
421,kyber768,0.0745,0.0832,0.1077,0.2654
422,kyber768,0.0744,0.0843,0.1080,0.2667
423,kyber768,0.0766,0.0848,0.1094,0.2708
424,kyber768,0.0750,0.0840,0.1123,0.2713
425,kyber768,0.0766,0.0850,0.1096,0.2712
426,kyber768,0.0765,0.0851,0.3023,0.4639
427,kyber768,0.0885,0.0952,0.1116,0.2953
428,kyber768,0.0756,0.0832,0.1082,0.2670
429,kyber768,0.0763,0.0851,0.1091,0.2705
430,kyber768,0.0789,0.1028,0.1201,0.3018
431,kyber768,0.0779,0.0855,0.1100,0.2734
432,kyber768,0.0749,0.0840,0.1083,0.2672
433,kyber768,0.0763,0.0857,0.1130,0.2750
434,kyber768,0.0754,0.0839,0.1145,0.2738
435,kyber768,0.0761,0.0855,0.1095,0.2711
436,kyber768,0.0758,0.0837,0.1086,0.2681
437,kyber768,0.0790,0.0840,0.1085,0.2715
438,kyber768,0.0800,0.0838,0.1087,0.2725
439,kyber768,0.0754,0.0841,0.1088,0.2683
440,kyber768,0.0773,0.0852,0.1140,0.2765
441,kyber768,0.0746,0.0841,0.1135,0.2722
442,kyber768,0.0751,0.0843,0.1086,0.2680
443,kyber768,0.0753,0.0843,0.1089,0.2685
444,kyber768,0.0752,0.0839,0.1089,0.2680
445,kyber768,0.0766,0.0895,0.1095,0.2756
446,kyber768,0.0760,0.0837,0.1089,0.2686
447,kyber768,0.0748,0.0845,0.1085,0.2678
448,kyber768,0.0751,0.0837,0.1087,0.2675
449,kyber768,0.0807,0.0853,0.1096,0.2756
450,kyber768,0.0760,0.0843,0.1094,0.2697
451,kyber768,0.0751,0.0841,0.1083,0.2675
452,kyber768,0.0756,0.0844,0.1132,0.2732
453,kyber768,0.0800,0.0869,0.2750,0.4419
454,kyber768,0.0768,0.0849,0.1123,0.2740
455,kyber768,0.0769,0.0851,0.1154,0.2774
456,kyber768,0.0773,0.0852,0.1090,0.2715
457,kyber768,0.0755,0.0840,0.1087,0.2682
458,kyber768,0.0771,0.0863,0.1097,0.2731
459,kyber768,0.0766,0.1003,0.1099,0.2868
460,kyber768,0.0753,0.0845,0.1081,0.2679
461,kyber768,0.0750,0.0842,0.1084,0.2676
462,kyber768,0.0763,0.0856,0.1089,0.2708
463,kyber768,0.0800,0.0841,0.1086,0.2727
464,kyber768,0.0757,0.0840,0.1076,0.2673
465,kyber768,0.0768,0.0849,0.1094,0.2711
466,kyber768,0.0767,0.0851,0.1132,0.2750
467,kyber768,0.0752,0.0840,0.1080,0.2672
468,kyber768,0.0775,0.0860,0.1100,0.2735
469,kyber768,0.0813,0.0859,0.1103,0.2775
470,kyber768,0.0762,0.0895,0.1085,0.2742
471,kyber768,0.0762,0.0853,0.1093,0.2708
472,kyber768,0.0749,0.0847,0.1074,0.2670
473,kyber768,0.0760,0.0852,0.1099,0.2711
474,kyber768,0.0824,0.0846,0.1080,0.2750
475,kyber768,0.0754,0.0841,0.1081,0.2676
476,kyber768,0.0759,0.0840,0.1079,0.2678
477,kyber768,0.0751,0.0841,0.1163,0.2755
478,kyber768,0.0765,0.0849,0.1094,0.2708
479,kyber768,0.0757,0.0844,0.1084,0.2685
480,kyber768,0.0749,0.2400,0.1174,0.4323
481,kyber768,0.0764,0.0840,0.1089,0.2693
482,kyber768,0.0747,0.0845,0.1087,0.2679
483,kyber768,0.0752,0.0837,0.1084,0.2673
484,kyber768,0.0769,0.0919,0.1104,0.2792
485,kyber768,0.0755,0.0839,0.1084,0.2678
486,kyber768,0.0760,0.0838,0.1083,0.2681
487,kyber768,0.0768,0.0855,0.1103,0.2726
488,kyber768,0.0806,0.0848,0.1096,0.2750
489,kyber768,0.0765,0.0845,0.1093,0.2703
490,kyber768,0.0770,0.0865,0.1107,0.2742
491,kyber768,0.0751,0.0840,0.1142,0.2733
492,kyber768,0.0752,0.0844,0.1084,0.2680
493,kyber768,0.0753,0.0837,0.1080,0.2670
494,kyber768,0.0751,0.0877,0.1083,0.2711
495,kyber768,0.0753,0.0886,0.1090,0.2729
496,kyber768,0.0769,0.0850,0.1093,0.2712
497,kyber768,0.0768,0.0853,0.1137,0.2758
498,kyber768,0.0747,0.0835,0.1082,0.2664
499,kyber768,0.0827,0.0859,0.1120,0.2806
500,kyber768,0.0749,0.0840,0.1087,0.2676
501,kyber768,0.0762,0.0838,0.1087,0.2687
502,kyber768,0.0758,0.0898,0.1086,0.2742
503,kyber768,0.0767,0.0849,0.1096,0.2712
504,kyber768,0.0761,0.0849,0.1093,0.2703
505,kyber768,0.0798,0.0845,0.1098,0.2741
506,kyber768,0.0803,0.0839,0.1082,0.2724
507,kyber768,0.2146,0.0885,0.1094,0.4125
508,kyber768,0.0790,0.0841,0.1088,0.2719
509,kyber768,0.0756,0.0904,0.1080,0.2740
510,kyber768,0.0754,0.0838,0.1086,0.2678
511,kyber768,0.0762,0.0853,0.1086,0.2701
512,kyber768,0.0757,0.0852,0.1152,0.2761
513,kyber768,0.0753,0.0844,0.1080,0.2677
514,kyber768,0.0753,0.0846,0.1087,0.2686
