Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHAKE-256, standard_robust",310.066,3814.258,5.426,4129.750
2,"SHAKE-256, standard_robust",307.373,3851.817,5.203,4164.394
3,"SHAKE-256, standard_robust",305.442,3825.759,5.170,4136.370
4,"SHAKE-256, standard_robust",309.128,3831.655,5.517,4146.300
5,"SHAKE-256, standard_robust",307.692,3825.089,5.294,4138.075
6,"SHAKE-256, standard_robust",306.018,3803.337,5.178,4114.533
7,"SHAKE-256, standard_robust",307.472,3876.523,5.212,4189.206
8,"SHAKE-256, standard_robust",306.865,3872.472,5.153,4184.489
9,"SHAKE-256, standard_robust",306.461,3874.892,5.274,4186.627
10,"SHAKE-256, standard_robust",306.767,3844.621,5.349,4156.738
11,"SHAKE-256, standard_robust",305.876,3871.749,5.353,4182.977
12,"SHAKE-256, standard_robust",305.163,3816.882,5.121,4127.166
13,"SHAKE-256, standard_robust",306.308,3854.082,5.257,4165.647
14,"SHAKE-256, standard_robust",306.901,3831.491,5.404,4143.796
15,"SHAKE-256, standard_robust",306.484,3846.982,5.263,4158.729
16,"SHAKE-256, standard_robust",308.299,3807.082,5.287,4120.668
17,"SHAKE-256, standard_robust",307.145,3805.604,5.301,4118.050
18,"SHAKE-256, standard_robust",305.632,3816.097,5.258,4126.987
19,"SHAKE-256, standard_robust",305.256,3851.807,5.343,4162.406
20,"SHAKE-256, standard_robust",306.133,3799.436,5.250,4110.819
21,"SHAKE-256, standard_robust",314.279,3805.932,7.131,4127.342
22,"SHAKE-256, standard_robust",341.518,3833.594,5.243,4180.356
23,"SHAKE-256, standard_robust",305.158,3814.790,5.283,4125.231
24,"SHAKE-256, standard_robust",308.136,3837.373,5.282,4150.791
25,"SHAKE-256, standard_robust",306.992,3852.259,5.295,4164.547
26,"SHAKE-256, standard_robust",306.178,3836.832,5.102,4148.112
27,"SHAKE-256, standard_robust",317.388,3822.066,5.441,4144.894
28,"SHAKE-256, standard_robust",305.868,3833.243,5.413,4144.523
29,"SHAKE-256, standard_robust",305.776,3819.847,5.167,4130.790
30,"SHAKE-256, standard_robust",306.002,3837.667,5.221,4148.890
31,"SHAKE-256, standard_robust",305.270,3842.761,5.356,4153.388
32,"SHAKE-256, standard_robust",306.127,3844.706,5.269,4156.102
33,"SHAKE-256, standard_robust",305.510,3807.765,5.471,4118.746
34,"SHAKE-256, standard_robust",307.504,3811.608,5.025,4124.138
35,"SHAKE-256, standard_robust",306.517,3827.654,5.290,4139.461
36,"SHAKE-256, standard_robust",305.613,3840.988,5.285,4151.885
37,"SHAKE-256, standard_robust",305.960,3822.567,5.450,4133.978
38,"SHAKE-256, standard_robust",306.020,3871.603,5.179,4182.802
39,"SHAKE-256, standard_robust",311.613,3840.356,5.209,4157.178
40,"SHAKE-256, standard_robust",306.269,3852.991,5.339,4164.599
41,"SHAKE-256, standard_robust",306.730,3871.789,5.129,4183.649
42,"SHAKE-256, standard_robust",307.171,3848.737,5.232,4161.140
43,"SHAKE-256, standard_robust",306.559,3816.450,5.196,4128.204
44,"SHAKE-256, standard_robust",309.336,3832.504,5.107,4146.946
45,"SHAKE-256, standard_robust",306.074,3837.645,5.111,4148.830
46,"SHAKE-256, standard_robust",311.708,3797.735,5.373,4114.816
47,"SHAKE-256, standard_robust",327.681,3838.464,5.546,4171.690
48,"SHAKE-256, standard_robust",331.032,3825.681,5.303,4162.016
49,"SHAKE-256, standard_robust",307.068,3815.486,5.204,4127.758
50,"SHAKE-256, standard_robust",307.963,3852.811,5.247,4166.021
51,"SHAKE-256, standard_robust",306.820,3837.844,5.358,4150.021
52,"SHAKE-256, standard_robust",307.140,3832.954,5.245,4145.339
53,"SHAKE-256, standard_robust",307.286,3804.841,5.451,4117.579
54,"SHAKE-256, standard_robust",305.878,3839.283,5.260,4150.421
55,"SHAKE-256, standard_robust",306.797,3820.866,5.146,4132.809
56,"SHAKE-256, standard_robust",309.302,3846.707,5.242,4161.252
57,"SHAKE-256, standard_robust",304.892,3827.274,5.376,4137.543
58,"SHAKE-256, standard_robust",306.428,3848.510,5.189,4160.127
59,"SHAKE-256, standard_robust",305.695,3813.816,5.060,4124.572
60,"SHAKE-256, standard_robust",304.655,3819.139,5.127,4128.921
61,"SHAKE-256, standard_robust",306.420,3849.654,5.111,4161.186
62,"SHAKE-256, standard_robust",306.010,3828.021,5.465,4139.496
63,"SHAKE-256, standard_robust",306.456,3813.531,5.220,4125.207
64,"SHAKE-256, standard_robust",305.284,3831.826,5.538,4142.648
65,"SHAKE-256, standard_robust",305.580,3834.089,5.274,4144.944
66,"SHAKE-256, standard_robust",305.582,3853.631,5.108,4164.321
67,"SHAKE-256, standard_robust",305.548,3804.077,5.330,4114.955
68,"SHAKE-256, standard_robust",306.304,3849.244,5.052,4160.601
69,"SHAKE-256, standard_robust",307.161,3865.463,5.229,4177.853
70,"SHAKE-256, standard_robust",308.042,3832.881,5.169,4146.092
71,"SHAKE-256, standard_robust",307.786,3802.351,5.195,4115.332
72,"SHAKE-256, standard_robust",305.334,3817.178,5.130,4127.642
73,"SHAKE-256, standard_robust",309.265,3837.861,5.278,4152.404
74,"SHAKE-256, standard_robust",305.464,3833.346,5.145,4143.956
75,"SHAKE-256, standard_robust",308.669,3808.256,5.311,4122.236
76,"SHAKE-256, standard_robust",351.688,3847.418,7.449,4206.555
77,"SHAKE-256, standard_robust",330.023,3847.020,5.487,4182.530
78,"SHAKE-256, standard_robust",306.196,3805.211,5.184,4116.592
79,"SHAKE-256, standard_robust",310.280,3850.362,5.301,4165.943
80,"SHAKE-256, standard_robust",305.936,3853.159,5.230,4164.325
81,"SHAKE-256, standard_robust",306.303,3835.029,5.247,4146.579
82,"SHAKE-256, standard_robust",307.167,3803.078,5.129,4115.374
83,"SHAKE-256, standard_robust",305.691,3824.711,5.337,4135.740
84,"SHAKE-256, standard_robust",306.372,3809.889,5.470,4121.731
85,"SHAKE-256, standard_robust",307.026,3850.460,5.261,4162.747
86,"SHAKE-256, standard_robust",304.567,3808.547,5.261,4118.374
87,"SHAKE-256, standard_robust",304.560,3823.588,5.091,4133.239
88,"SHAKE-256, standard_robust",305.753,3812.479,5.109,4123.341
89,"SHAKE-256, standard_robust",306.147,3844.142,5.008,4155.296
90,"SHAKE-256, standard_robust",305.582,3805.830,5.201,4116.614
91,"SHAKE-256, standard_robust",305.566,3848.819,5.147,4159.532
92,"SHAKE-256, standard_robust",306.650,3811.307,5.321,4123.278
93,"SHAKE-256, standard_robust",307.843,3872.359,5.091,4185.294
94,"SHAKE-256, standard_robust",306.827,3836.175,5.252,4148.254
95,"SHAKE-256, standard_robust",306.114,3844.036,5.428,4155.578
96,"SHAKE-256, standard_robust",309.657,3810.780,5.201,4125.638
97,"SHAKE-256, standard_robust",305.272,3859.602,5.174,4170.047
98,"SHAKE-256, standard_robust",305.467,3812.052,5.472,4122.990
99,"SHAKE-256, standard_robust",308.183,3803.875,5.391,4117.450
100,"SHAKE-256, standard_robust",305.834,3820.070,5.453,4131.357
