Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
51,"SHA-2 192-bit, standard, robust",369.579,3651.877,2.913,4024.369
52,"SHA-2 192-bit, standard, robust",370.712,3652.407,3.048,4026.167
53,"SHA-2 192-bit, standard, robust",370.275,3648.250,3.037,4021.561
54,"SHA-2 192-bit, standard, robust",371.190,3681.347,3.024,4055.560
55,"SHA-2 192-bit, standard, robust",371.351,3665.445,2.973,4039.769
56,"SHA-2 192-bit, standard, robust",371.289,3721.255,2.887,4095.431
57,"SHA-2 192-bit, standard, robust",371.298,3672.704,3.031,4047.034
58,"SHA-2 192-bit, standard, robust",370.145,3690.148,3.100,4063.393
59,"SHA-2 192-bit, standard, robust",377.486,3717.844,2.934,4098.264
60,"SHA-2 192-bit, standard, robust",373.439,3674.938,2.907,4051.284
61,"SHA-2 192-bit, standard, robust",370.100,3664.003,2.973,4037.076
62,"SHA-2 192-bit, standard, robust",369.698,3652.024,2.869,4024.590
63,"SHA-2 192-bit, standard, robust",370.075,3657.257,3.004,4030.337
64,"SHA-2 192-bit, standard, robust",370.477,3665.503,2.940,4038.920
65,"SHA-2 192-bit, standard, robust",377.259,3658.174,2.939,4038.372
66,"SHA-2 192-bit, standard, robust",371.654,3642.495,2.835,4016.984
67,"SHA-2 192-bit, standard, robust",377.161,3670.927,3.064,4051.153
68,"SHA-2 192-bit, standard, robust",370.750,3661.692,2.979,4035.420
69,"SHA-2 192-bit, standard, robust",376.433,3678.825,3.056,4058.314
70,"SHA-2 192-bit, standard, robust",370.770,3670.276,2.876,4043.923
71,"SHA-2 192-bit, standard, robust",369.819,3657.239,3.021,4030.079
72,"SHA-2 192-bit, standard, robust",373.456,3666.669,3.033,4043.159
73,"SHA-2 192-bit, standard, robust",370.500,3657.587,2.834,4030.921
74,"SHA-2 192-bit, standard, robust",368.570,3648.434,2.955,4019.958
75,"SHA-2 192-bit, standard, robust",369.082,3645.435,2.996,4017.513
76,"SHA-2 192-bit, standard, robust",370.648,3661.071,2.832,4034.551
77,"SHA-2 192-bit, standard, robust",371.338,3654.503,3.011,4028.852
78,"SHA-2 192-bit, standard, robust",369.341,3667.076,2.980,4039.397
79,"SHA-2 192-bit, standard, robust",370.925,3647.827,2.986,4021.737
80,"SHA-2 192-bit, standard, robust",371.574,3645.805,2.964,4020.343
81,"SHA-2 192-bit, standard, robust",369.941,3656.539,3.023,4029.503
82,"SHA-2 192-bit, standard, robust",370.276,3667.161,3.057,4040.494
83,"SHA-2 192-bit, standard, robust",369.906,3663.484,2.968,4036.359
84,"SHA-2 192-bit, standard, robust",370.655,3660.537,2.977,4034.169
85,"SHA-2 192-bit, standard, robust",370.528,3658.867,3.038,4032.432
86,"SHA-2 192-bit, standard, robust",373.141,3649.657,2.908,4025.706
87,"SHA-2 192-bit, standard, robust",374.074,3647.466,2.907,4024.447
88,"SHA-2 192-bit, standard, robust",370.231,3647.652,2.973,4020.856
89,"SHA-2 192-bit, standard, robust",371.132,3650.046,2.968,4024.146
90,"SHA-2 192-bit, standard, robust",370.066,3670.910,3.008,4043.984
91,"SHA-2 192-bit, standard, robust",374.578,3663.790,3.104,4041.472
92,"SHA-2 192-bit, standard, robust",372.321,3649.065,2.983,4024.369
93,"SHA-2 192-bit, standard, robust",369.970,3645.451,3.043,4018.463
94,"SHA-2 192-bit, standard, robust",369.840,3644.817,2.908,4017.565
95,"SHA-2 192-bit, standard, robust",369.041,3643.395,3.002,4015.438
96,"SHA-2 192-bit, standard, robust",369.086,3658.659,2.956,4030.701
97,"SHA-2 192-bit, standard, robust",371.298,3648.190,2.997,4022.485
98,"SHA-2 192-bit, standard, robust",369.198,3654.591,2.918,4026.707
99,"SHA-2 192-bit, standard, robust",369.877,3658.880,2.982,4031.739
100,"SHA-2 192-bit, standard, robust",371.610,3691.065,3.124,4065.798
