Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
53,"SHAKE-128, robust",4.895,116.319,7.169,128.383
54,"SHAKE-128, robust",4.841,116.527,7.107,128.475
55,"SHAKE-128, robust",4.836,117.485,6.697,129.017
56,"SHAKE-128, robust",4.832,116.365,7.077,128.275
57,"SHAKE-128, robust",4.835,116.081,6.908,127.825
58,"SHAKE-128, robust",4.826,116.361,6.814,128.001
59,"SHAKE-128, robust",4.838,116.592,6.776,128.205
60,"SHAKE-128, robust",4.840,118.070,6.849,129.759
61,"SHAKE-128, robust",4.887,118.925,6.935,130.747
62,"SHAKE-128, robust",4.856,117.021,6.678,128.555
63,"SHAKE-128, robust",4.838,117.515,7.070,129.422
64,"SHAKE-128, robust",4.928,117.965,7.022,129.915
65,"SHAKE-128, robust",4.876,116.789,7.214,128.879
66,"SHAKE-128, robust",4.847,116.862,7.029,128.738
67,"SHAKE-128, robust",4.953,117.112,7.029,129.095
68,"SHAKE-128, robust",4.835,116.996,6.814,128.645
69,"SHAKE-128, robust",4.865,117.220,6.978,129.064
70,"SHAKE-128, robust",4.909,117.532,6.952,129.393
71,"SHAKE-128, robust",4.836,116.700,7.034,128.570
72,"SHAKE-128, robust",4.845,118.919,7.328,131.091
73,"SHAKE-128, robust",4.864,117.394,6.950,129.207
74,"SHAKE-128, robust",4.924,116.929,7.036,128.888
75,"SHAKE-128, robust",4.899,116.817,6.996,128.712
76,"SHAKE-128, robust",4.839,117.271,7.142,129.252
77,"SHAKE-128, robust",4.891,118.066,7.141,130.098
78,"SHAKE-128, robust",4.875,117.529,7.173,129.576
79,"SHAKE-128, robust",4.843,116.715,7.042,128.600
80,"SHAKE-128, robust",4.845,116.838,7.012,128.695
81,"SHAKE-128, robust",4.895,118.279,7.331,130.505
82,"SHAKE-128, robust",4.860,116.850,7.245,128.955
83,"SHAKE-128, robust",4.861,117.169,6.896,128.926
84,"SHAKE-128, robust",4.854,116.750,6.764,128.368
85,"SHAKE-128, robust",4.838,116.594,6.779,128.210
86,"SHAKE-128, robust",4.857,116.383,6.915,128.156
87,"SHAKE-128, robust",4.838,116.334,7.061,128.233
88,"SHAKE-128, robust",4.828,116.855,7.080,128.763
89,"SHAKE-128, robust",4.855,116.423,7.176,128.455
90,"SHAKE-128, robust",4.840,117.857,6.851,129.548
91,"SHAKE-128, robust",4.837,116.874,6.788,128.500
92,"SHAKE-128, robust",4.837,116.494,7.036,128.367
93,"SHAKE-128, robust",4.836,116.480,6.849,128.165
94,"SHAKE-128, robust",4.823,121.774,8.280,134.876
95,"SHAKE-128, robust",5.450,120.469,8.157,134.076
96,"SHAKE-128, robust",5.392,120.063,7.244,132.699
97,"SHAKE-128, robust",4.988,119.197,6.988,131.173
98,"SHAKE-128, robust",4.852,117.794,6.897,129.543
99,"SHAKE-128, robust",4.933,119.373,7.089,131.396
100,"SHAKE-128, robust",4.977,131.261,8.888,145.127
