ML-KEM-512,Kyber,0.2286 ms(+- 0.5807),0.36522033 (+- 8.00718254),0.13101924 (+- 0.23951417)
ML-KEM-512,Kyber,0.1131 ms(+- 0.0318),0.0696 ms (+- 0.0136),0.0822 ms (+- 0.1218)
ML-KEM-768,Kyber,0.1034 ms(+- 0.0276),0.0875 ms (+- 0.0887),0.0960 ms (+- 0.0168)
ML-KEM-1024,Kyber,0.1493 ms (+- 0.0323),0.1224 ms (+- 0.0236),0.1362 ms (+- 0.0281)
