Iteración,Falcon Version,Tamaño Mensaje,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
99,falcon-1024,pequeño,19.6678,1.8085,0.1090,21.5853
100,falcon-1024,pequeño,31.2332,1.8139,0.1091,33.1562
101,falcon-1024,pequeño,29.0117,1.8874,0.1130,31.0121
102,falcon-1024,pequeño,24.1344,1.8197,0.1099,26.0641
103,falcon-1024,pequeño,20.4401,1.7959,0.1101,22.3461
104,falcon-1024,pequeño,21.1441,1.9382,0.1283,23.2107
105,falcon-1024,pequeño,21.0680,1.8246,0.1141,23.0067
106,falcon-1024,pequeño,21.9546,1.8225,0.1107,23.8877
107,falcon-1024,pequeño,23.9797,1.8229,0.1113,25.9138
108,falcon-1024,pequeño,22.2169,1.8134,0.1129,24.1432
109,falcon-1024,pequeño,29.8951,1.8312,0.1103,31.8367
110,falcon-1024,pequeño,23.4237,1.8584,0.1098,25.3919
111,falcon-1024,pequeño,39.0723,2.8554,0.1166,42.0443
112,falcon-1024,pequeño,20.3075,1.8111,0.1077,22.2263
113,falcon-1024,pequeño,22.2428,1.8119,0.1106,24.1653
114,falcon-1024,pequeño,26.7530,1.7981,0.1087,28.6598
115,falcon-1024,pequeño,22.6943,1.7990,0.1133,24.6066
116,falcon-1024,pequeño,20.7953,1.8028,0.1075,22.7056
117,falcon-1024,pequeño,20.4485,1.8330,0.1121,22.3936
118,falcon-1024,pequeño,20.8810,1.8465,0.1168,22.8442
119,falcon-1024,pequeño,30.6312,1.7974,0.1087,32.5374
120,falcon-1024,pequeño,19.3734,1.8150,0.1073,21.2957
121,falcon-1024,pequeño,53.9152,1.8424,0.1105,55.8681
122,falcon-1024,pequeño,20.3140,1.8109,0.1088,22.2337
123,falcon-1024,pequeño,37.6513,1.9000,0.1126,39.6639
124,falcon-1024,pequeño,20.8775,1.7979,0.1083,22.7837
125,falcon-1024,pequeño,26.0813,1.8042,0.1069,27.9924
126,falcon-1024,pequeño,20.7157,1.8339,0.1103,22.6598
127,falcon-1024,pequeño,22.0324,1.8636,0.1119,24.0079
128,falcon-1024,pequeño,24.3319,1.8248,0.1146,26.2713
129,falcon-1024,pequeño,21.3325,1.8071,0.1080,23.2476
130,falcon-1024,pequeño,19.8231,1.8101,0.1077,21.7410
131,falcon-1024,pequeño,38.8195,1.8291,0.1110,40.7595
132,falcon-1024,pequeño,20.1511,1.8352,0.1083,22.0947
133,falcon-1024,pequeño,30.4282,1.8731,0.1112,32.4125
134,falcon-1024,pequeño,20.2880,1.7991,0.1064,22.1935
135,falcon-1024,pequeño,27.7508,1.8224,0.1103,29.6835
136,falcon-1024,pequeño,19.8740,1.8128,0.1089,21.7957
137,falcon-1024,pequeño,49.1483,1.8242,0.1097,51.0822
138,falcon-1024,pequeño,25.6673,1.8069,0.1130,27.5872
139,falcon-1024,pequeño,31.8336,1.8065,0.1087,33.7488
140,falcon-1024,pequeño,20.6638,1.8127,0.1074,22.5839
141,falcon-1024,pequeño,23.0072,1.8430,0.1122,24.9624
142,falcon-1024,pequeño,38.8439,1.8427,0.1108,40.7973
143,falcon-1024,pequeño,23.8095,1.8192,0.1143,25.7430
144,falcon-1024,pequeño,27.8131,1.8361,0.1121,29.7613
145,falcon-1024,pequeño,22.4753,1.8872,0.1145,24.4770
146,falcon-1024,pequeño,21.8563,1.8404,0.1176,23.8143
147,falcon-1024,pequeño,37.5931,2.7083,0.1199,40.4213
148,falcon-1024,pequeño,21.3080,1.9027,0.1139,23.3247
149,falcon-1024,pequeño,21.3688,1.8269,0.1131,23.3088
150,falcon-1024,pequeño,20.6838,1.8098,0.1110,22.6047
151,falcon-1024,pequeño,28.1656,1.8099,0.1083,30.0839
152,falcon-1024,pequeño,19.6772,1.8556,0.1102,21.6429
153,falcon-1024,pequeño,27.5876,2.7915,0.1174,30.4964
154,falcon-1024,pequeño,22.5262,1.8358,0.1083,24.4703
155,falcon-1024,pequeño,25.4167,1.8112,0.1081,27.3360
156,falcon-1024,pequeño,32.7677,1.8428,0.1112,34.7217
157,falcon-1024,pequeño,20.3898,1.8346,0.1147,22.3390
158,falcon-1024,pequeño,30.9296,2.6898,0.1153,33.7348
159,falcon-1024,pequeño,41.0765,1.8306,0.1117,43.0188
160,falcon-1024,pequeño,22.2033,1.8184,0.1091,24.1308
161,falcon-1024,pequeño,21.4751,1.8143,0.1086,23.3980
162,falcon-1024,pequeño,22.9110,1.8190,0.1072,24.8373
163,falcon-1024,pequeño,29.6362,1.8527,0.1111,31.6000
164,falcon-1024,pequeño,30.8552,1.8818,0.1100,32.8471
165,falcon-1024,pequeño,26.2714,1.8327,0.1071,28.2112
166,falcon-1024,pequeño,30.7632,1.8333,0.1108,32.7074
167,falcon-1024,pequeño,22.1788,1.8124,0.1089,24.1001
168,falcon-1024,pequeño,40.5143,1.8348,0.1109,42.4600
169,falcon-1024,pequeño,21.6970,1.8331,0.1116,23.6417
170,falcon-1024,pequeño,33.1193,1.8303,0.1080,35.0576
171,falcon-1024,pequeño,20.6594,1.8020,0.1078,22.5692
172,falcon-1024,pequeño,48.4012,1.8651,0.1163,50.3826
173,falcon-1024,pequeño,30.2171,1.8548,0.1115,32.1834
174,falcon-1024,pequeño,20.8221,1.8042,0.1079,22.7342
175,falcon-1024,pequeño,27.0879,1.7954,0.1080,28.9913
176,falcon-1024,pequeño,26.2227,1.8268,0.1173,28.1668
177,falcon-1024,pequeño,36.1645,1.8121,0.1083,38.0849
178,falcon-1024,pequeño,26.7035,1.8187,0.1088,28.6310
179,falcon-1024,pequeño,28.7106,1.8295,0.1109,30.6510
180,falcon-1024,pequeño,23.0018,1.8112,0.1087,24.9216
181,falcon-1024,pequeño,19.6714,1.8062,0.1081,21.5857
182,falcon-1024,pequeño,48.3096,1.8366,0.1131,50.2593
183,falcon-1024,pequeño,33.6711,1.8424,0.1150,35.6285
184,falcon-1024,pequeño,27.5177,1.8410,0.1105,29.4692
185,falcon-1024,pequeño,22.6492,1.8418,0.1144,24.6053
186,falcon-1024,pequeño,31.0004,1.8121,0.1106,32.9231
187,falcon-1024,pequeño,32.6120,1.8266,0.1108,34.5495
188,falcon-1024,pequeño,29.2404,1.8388,0.1108,31.1899
189,falcon-1024,pequeño,43.4881,1.8454,0.1095,45.4430
190,falcon-1024,pequeño,24.8780,1.8513,0.1145,26.8438
191,falcon-1024,pequeño,27.5267,1.8516,0.1147,29.4930
192,falcon-1024,pequeño,20.4862,1.8149,0.1102,22.4112
193,falcon-1024,pequeño,21.1421,1.8050,0.1110,23.0581
194,falcon-1024,pequeño,38.2105,1.8270,0.1104,40.1479
195,falcon-1024,pequeño,28.9823,1.8150,0.1137,30.9110
196,falcon-1024,pequeño,22.6428,1.8141,0.1102,24.5671
197,falcon-1024,pequeño,26.2527,1.8112,0.1147,28.1785
198,falcon-1024,pequeño,20.7208,1.7961,0.1085,22.6255
199,falcon-1024,pequeño,19.4172,1.8369,0.1120,21.3661
200,falcon-1024,pequeño,56.2589,1.8169,0.1182,58.1939
201,falcon-1024,pequeño,28.0825,1.8498,0.1114,30.0437
202,falcon-1024,pequeño,19.9053,1.8336,0.1106,21.8495
203,falcon-1024,pequeño,19.3935,1.8266,0.1071,21.3272
204,falcon-1024,pequeño,46.0176,1.8118,0.1132,47.9426
205,falcon-1024,pequeño,26.2392,1.8396,0.1159,28.1947
206,falcon-1024,pequeño,32.1930,1.8058,0.1089,34.1076
207,falcon-1024,pequeño,28.6724,1.8345,0.1131,30.6200
208,falcon-1024,pequeño,33.0438,1.8703,0.1131,35.0272
209,falcon-1024,pequeño,55.2537,1.8228,0.1097,57.1862
210,falcon-1024,pequeño,20.2222,1.8004,0.1108,22.1334
211,falcon-1024,pequeño,23.3465,1.8427,0.1120,25.3013
212,falcon-1024,pequeño,28.8686,1.8486,0.1101,30.8273
213,falcon-1024,pequeño,20.9196,1.8060,0.1072,22.8328
214,falcon-1024,pequeño,22.6902,1.8127,0.1124,24.6154
215,falcon-1024,pequeño,27.3425,1.8283,0.1089,29.2797
216,falcon-1024,pequeño,36.1544,2.5840,0.1172,38.8556
217,falcon-1024,pequeño,19.6689,1.8193,0.1118,21.6000
218,falcon-1024,pequeño,25.7074,1.8484,0.1127,27.6685
219,falcon-1024,pequeño,27.0519,1.8216,0.1078,28.9813
220,falcon-1024,pequeño,20.2724,1.7993,0.1076,22.1793
221,falcon-1024,pequeño,23.0093,1.7973,0.1076,24.9142
222,falcon-1024,pequeño,27.3171,1.8245,0.1158,29.2574
223,falcon-1024,pequeño,31.9723,1.8163,0.1098,33.8984
224,falcon-1024,pequeño,23.6864,1.7954,0.1110,25.5928
225,falcon-1024,pequeño,23.8853,1.8640,0.1111,25.8604
226,falcon-1024,pequeño,22.8135,1.8235,0.1086,24.7457
227,falcon-1024,pequeño,30.3332,1.8369,0.1115,32.2815
228,falcon-1024,pequeño,47.0869,1.8556,0.1106,49.0532
229,falcon-1024,pequeño,26.3033,1.8074,0.1090,28.2197
230,falcon-1024,pequeño,23.0749,1.8177,0.1082,25.0008
231,falcon-1024,pequeño,19.3657,2.6365,0.1118,22.1141
232,falcon-1024,pequeño,22.8170,1.8421,0.1105,24.7696
233,falcon-1024,pequeño,25.7352,1.8119,0.1108,27.6579
234,falcon-1024,pequeño,22.4057,1.8102,0.1080,24.3238
235,falcon-1024,pequeño,19.3780,1.8096,0.1113,21.2989
236,falcon-1024,pequeño,27.3672,1.8315,0.1166,29.3153
237,falcon-1024,pequeño,21.0487,2.5866,0.1159,23.7513
238,falcon-1024,pequeño,32.9971,1.7874,0.1132,34.8978
239,falcon-1024,pequeño,21.3978,1.8114,0.1076,23.3169
240,falcon-1024,pequeño,21.6695,1.8471,0.1177,23.6343
241,falcon-1024,pequeño,21.3438,1.8041,0.1089,23.2568
242,falcon-1024,pequeño,27.3119,1.8249,0.1074,29.2441
243,falcon-1024,pequeño,40.4575,1.8171,0.1108,42.3854
244,falcon-1024,pequeño,23.9723,1.8006,0.1094,25.8823
245,falcon-1024,pequeño,22.0621,1.8272,0.1090,23.9983
246,falcon-1024,pequeño,29.9352,1.8505,0.1141,31.8998
247,falcon-1024,pequeño,20.2082,2.8656,0.1208,23.1946
248,falcon-1024,pequeño,21.4271,1.9648,0.1126,23.5044
249,falcon-1024,pequeño,25.8814,1.8217,0.1115,27.8145
250,falcon-1024,pequeño,26.3717,1.8562,0.1129,28.3408
251,falcon-1024,pequeño,24.1026,1.8297,0.1104,26.0427
252,falcon-1024,pequeño,50.5132,1.8302,0.1114,52.4548
253,falcon-1024,pequeño,19.4590,1.8275,0.1106,21.3971
254,falcon-1024,pequeño,21.2085,1.8262,0.1107,23.1455
255,falcon-1024,pequeño,23.9638,1.8101,0.1085,25.8824
256,falcon-1024,pequeño,24.3016,1.8050,0.1083,26.2149
257,falcon-1024,pequeño,21.5674,1.8123,0.1074,23.4871
258,falcon-1024,pequeño,27.6220,1.8255,0.1105,29.5580
259,falcon-1024,pequeño,69.2635,1.8360,0.1099,71.2094
260,falcon-1024,pequeño,26.4299,1.8241,0.1101,28.3641
261,falcon-1024,pequeño,20.6051,2.9483,0.1151,23.6685
262,falcon-1024,pequeño,22.3867,1.8219,0.1096,24.3182
263,falcon-1024,pequeño,28.6854,1.8013,0.1089,30.5955
264,falcon-1024,pequeño,40.3345,1.8245,0.1113,42.2703
265,falcon-1024,pequeño,27.0103,2.7568,0.1173,29.8845
266,falcon-1024,pequeño,20.9744,1.8265,0.1094,22.9104
267,falcon-1024,pequeño,21.5888,1.7997,0.1087,23.4971
268,falcon-1024,pequeño,23.7369,1.8077,0.1088,25.6535
269,falcon-1024,pequeño,51.0804,1.8307,0.1119,53.0230
270,falcon-1024,pequeño,34.4507,1.8027,0.1115,36.3649
271,falcon-1024,pequeño,29.2353,1.8309,0.1156,31.1818
272,falcon-1024,pequeño,22.5654,1.8300,0.1091,24.5046
273,falcon-1024,pequeño,34.2425,1.8298,0.1138,36.1860
274,falcon-1024,pequeño,21.1733,2.9356,0.1232,24.2321
275,falcon-1024,pequeño,26.3577,1.8048,0.1097,28.2723
276,falcon-1024,pequeño,21.8820,1.8053,0.1159,23.8033
277,falcon-1024,pequeño,20.7261,1.8169,0.1110,22.6540
278,falcon-1024,pequeño,22.4587,1.8091,0.1082,24.3760
279,falcon-1024,pequeño,27.4369,1.8211,0.1105,29.3686
280,falcon-1024,pequeño,26.3465,1.8581,0.1111,28.3158
281,falcon-1024,pequeño,25.4833,1.8076,0.1110,27.4018
282,falcon-1024,pequeño,20.3684,1.8242,0.1095,22.3022
283,falcon-1024,pequeño,36.5236,1.8346,0.1149,38.4731
284,falcon-1024,pequeño,48.7204,1.8385,0.1098,50.6687
285,falcon-1024,pequeño,22.1265,1.8274,0.1096,24.0635
286,falcon-1024,pequeño,23.1491,1.8096,0.1096,25.0682
287,falcon-1024,pequeño,24.3198,1.8040,0.1090,26.2328
288,falcon-1024,pequeño,19.6559,1.8161,0.1081,21.5801
289,falcon-1024,pequeño,22.3624,1.8231,0.1139,24.2995
290,falcon-1024,pequeño,28.2930,1.7989,0.1083,30.2002
291,falcon-1024,pequeño,20.5958,3.2305,0.1160,23.9422
292,falcon-1024,pequeño,34.4478,1.8168,0.1099,36.3745
293,falcon-1024,pequeño,20.5987,1.8077,0.1079,22.5143
294,falcon-1024,pequeño,30.6232,1.8299,0.1101,32.5632
295,falcon-1024,pequeño,26.8495,1.8284,0.1095,28.7873
296,falcon-1024,pequeño,39.8794,1.8285,0.1102,41.8182
297,falcon-1024,pequeño,24.5927,1.7998,0.1092,26.5017
298,falcon-1024,pequeño,43.9445,1.8245,0.1105,45.8794
299,falcon-1024,pequeño,39.7445,1.8277,0.1113,41.6835
300,falcon-1024,pequeño,30.7845,1.8783,0.1118,32.7746
301,falcon-1024,pequeño,19.6380,1.9787,0.1101,21.7267
302,falcon-1024,pequeño,46.0313,1.8128,0.1088,47.9529
303,falcon-1024,pequeño,21.9044,1.8137,0.1077,23.8258
304,falcon-1024,pequeño,44.9409,1.8427,0.1191,46.9027
305,falcon-1024,pequeño,19.8670,1.8020,0.1079,21.7769
306,falcon-1024,pequeño,28.7482,1.8505,0.1096,30.7082
307,falcon-1024,pequeño,25.5489,1.8846,0.1100,27.5435
308,falcon-1024,pequeño,25.3289,1.8255,0.1126,27.2670
309,falcon-1024,pequeño,40.4079,1.8679,0.1144,42.3902
310,falcon-1024,pequeño,26.0739,1.8361,0.1103,28.0203
311,falcon-1024,pequeño,26.2542,1.8420,0.1102,28.2063
312,falcon-1024,pequeño,37.3279,1.8654,0.1244,39.3177
313,falcon-1024,pequeño,19.7886,1.8435,0.1117,21.7439
314,falcon-1024,pequeño,19.9330,1.8674,0.1141,21.9145
315,falcon-1024,pequeño,22.4342,1.8924,0.1137,24.4404
316,falcon-1024,pequeño,22.4921,1.8386,0.1143,24.4450
317,falcon-1024,pequeño,26.9459,1.8218,0.1141,28.8818
318,falcon-1024,pequeño,22.7770,1.8294,0.1091,24.7154
319,falcon-1024,pequeño,28.5633,1.8250,0.1084,30.4968
320,falcon-1024,pequeño,42.9939,1.8121,0.1111,44.9171
321,falcon-1024,pequeño,19.6848,1.7983,0.1071,21.5902
322,falcon-1024,pequeño,31.0239,1.8171,0.1102,32.9513
323,falcon-1024,pequeño,26.0588,1.8379,0.1090,28.0057
324,falcon-1024,pequeño,30.6059,2.7218,0.1147,33.4424
325,falcon-1024,pequeño,33.6065,1.8270,0.1085,35.5421
326,falcon-1024,pequeño,19.8369,1.8163,0.1120,21.7652
327,falcon-1024,pequeño,33.5862,1.8283,0.1099,35.5244
328,falcon-1024,pequeño,19.4051,1.8076,0.1090,21.3217
329,falcon-1024,pequeño,22.1825,2.6222,0.1125,24.9172
330,falcon-1024,pequeño,21.7752,1.8341,0.1091,23.7184
331,falcon-1024,pequeño,22.4183,1.7988,0.1091,24.3262
332,falcon-1024,pequeño,20.4877,1.8287,0.1101,22.4264
333,falcon-1024,pequeño,26.1554,1.8077,0.1144,28.0775
334,falcon-1024,pequeño,22.4495,1.8253,0.1072,24.3820
335,falcon-1024,pequeño,27.9225,1.8264,0.1104,29.8594
336,falcon-1024,pequeño,21.3037,1.7910,0.1079,23.2025
337,falcon-1024,pequeño,19.3338,1.8119,0.1079,21.2536
338,falcon-1024,pequeño,24.6374,1.8022,0.1121,26.5517
339,falcon-1024,pequeño,33.7096,1.8347,0.1095,35.6538
340,falcon-1024,pequeño,20.3277,1.8331,0.1105,22.2713
341,falcon-1024,pequeño,52.9319,1.8600,0.1113,54.9032
342,falcon-1024,pequeño,30.2027,1.8581,0.1112,32.1720
343,falcon-1024,pequeño,23.7896,1.8117,0.1081,25.7094
344,falcon-1024,pequeño,19.7184,1.8155,0.1106,21.6445
345,falcon-1024,pequeño,19.3876,2.4600,0.1159,21.9635
346,falcon-1024,pequeño,46.5612,1.8293,0.1094,48.4998
347,falcon-1024,pequeño,36.5578,1.8773,0.1140,38.5491
348,falcon-1024,pequeño,19.9470,1.8400,0.1093,21.8962
349,falcon-1024,pequeño,20.5735,1.8194,0.1089,22.5018
350,falcon-1024,pequeño,44.2501,1.8535,0.1124,46.2161
351,falcon-1024,pequeño,29.1629,1.8479,0.1247,31.1355
352,falcon-1024,pequeño,26.6157,1.8471,0.1110,28.5738
353,falcon-1024,pequeño,27.2081,1.8283,0.1127,29.1491
354,falcon-1024,pequeño,28.3019,1.8617,0.1178,30.2814
355,falcon-1024,pequeño,23.2326,1.8231,0.1097,25.1654
356,falcon-1024,pequeño,23.7790,1.8114,0.1139,25.7043
357,falcon-1024,pequeño,49.1519,1.8584,0.1143,51.1246
358,falcon-1024,pequeño,21.1548,1.8180,0.1079,23.0807
359,falcon-1024,pequeño,19.3773,1.8251,0.1099,21.3123
360,falcon-1024,pequeño,21.5418,1.8280,0.1094,23.4792
361,falcon-1024,pequeño,20.9494,1.8085,0.1093,22.8672
362,falcon-1024,pequeño,20.7549,1.8194,0.1094,22.6836
363,falcon-1024,pequeño,31.3257,1.8337,0.1089,33.2683
364,falcon-1024,pequeño,21.8802,1.8133,0.1078,23.8012
365,falcon-1024,pequeño,45.0915,2.7307,0.1174,47.9396
366,falcon-1024,pequeño,29.9302,1.8139,0.1113,31.8554
367,falcon-1024,pequeño,22.5454,1.8209,0.1083,24.4747
368,falcon-1024,pequeño,35.5463,1.8319,0.1089,37.4870
369,falcon-1024,pequeño,19.4068,1.8140,0.1120,21.3328
370,falcon-1024,pequeño,22.3656,2.9167,0.1154,25.3977
371,falcon-1024,pequeño,26.9958,1.8130,0.1081,28.9169
372,falcon-1024,pequeño,26.9827,1.8208,0.1164,28.9199
373,falcon-1024,pequeño,68.7403,1.8270,0.1119,70.6792
374,falcon-1024,pequeño,19.9033,1.8454,0.1098,21.8585
375,falcon-1024,pequeño,22.2057,1.8286,0.1109,24.1452
376,falcon-1024,pequeño,41.6106,1.8273,0.1099,43.5477
377,falcon-1024,pequeño,25.3128,1.8598,0.1122,27.2848
378,falcon-1024,pequeño,22.4423,1.8079,0.1178,24.3680
379,falcon-1024,pequeño,22.3229,1.8126,0.1095,24.2450
380,falcon-1024,pequeño,20.0903,1.8389,0.1123,22.0415
381,falcon-1024,pequeño,20.7924,1.8362,0.1106,22.7392
382,falcon-1024,pequeño,22.3821,1.8233,0.1094,24.3148
383,falcon-1024,pequeño,51.5277,1.8478,0.1098,53.4852
384,falcon-1024,pequeño,36.4944,1.8284,0.1142,38.4370
385,falcon-1024,pequeño,22.4962,1.8197,0.1087,24.4247
386,falcon-1024,pequeño,19.9319,1.8003,0.1074,21.8396
387,falcon-1024,pequeño,50.1399,1.8303,0.1118,52.0821
388,falcon-1024,pequeño,32.6807,1.8036,0.1084,34.5927
389,falcon-1024,pequeño,19.3416,1.8107,0.1078,21.2601
390,falcon-1024,pequeño,21.8761,1.8075,0.1075,23.7911
391,falcon-1024,pequeño,26.4474,1.8287,0.1107,28.3868
392,falcon-1024,pequeño,27.0116,1.8287,0.1114,28.9517
393,falcon-1024,pequeño,27.6112,1.7886,0.1085,29.5083
394,falcon-1024,pequeño,27.4512,1.8522,0.1168,29.4202
395,falcon-1024,pequeño,22.4318,1.8256,0.1085,24.3658
396,falcon-1024,pequeño,25.0033,1.8324,0.1126,26.9483
397,falcon-1024,pequeño,27.0121,1.8221,0.1147,28.9490
398,falcon-1024,pequeño,22.2722,1.8134,0.1095,24.1951
399,falcon-1024,pequeño,20.1974,1.8068,0.1098,22.1140
400,falcon-1024,pequeño,20.1800,1.8067,0.1079,22.0946
401,falcon-1024,pequeño,24.9904,1.8034,0.1075,26.9013
402,falcon-1024,pequeño,25.7970,1.8503,0.1119,27.7592
403,falcon-1024,pequeño,28.7713,1.8289,0.1103,30.7105
404,falcon-1024,pequeño,23.2011,1.7985,0.1064,25.1060
405,falcon-1024,pequeño,22.0875,1.7917,0.1076,23.9868
406,falcon-1024,pequeño,24.2534,1.8233,0.1108,26.1876
407,falcon-1024,pequeño,19.6663,1.8172,0.1091,21.5926
408,falcon-1024,pequeño,21.5211,1.8046,0.1073,23.4330
