Iteración,Tiempo Generación Claves (ms),Tiempo Creación Firma (ms),Tiempo Verificación Firma (ms),Tiempo Total (ms)
771,0.319,0.262,0.662,1.243
772,0.286,0.249,0.681,1.216
773,0.256,0.239,0.671,1.166
774,0.252,0.234,0.668,1.153
775,0.268,0.249,0.660,1.178
776,0.264,0.236,0.662,1.162
777,0.258,0.242,0.670,1.170
778,0.269,0.234,0.669,1.171
779,0.244,0.234,0.667,1.145
780,0.249,0.254,0.652,1.155
781,0.271,0.249,0.702,1.222
782,0.385,0.345,0.765,1.495
783,0.400,0.252,0.731,1.383
784,0.276,0.236,0.701,1.213
785,0.256,0.236,0.674,1.166
786,0.241,0.241,0.648,1.131
787,0.253,0.231,0.656,1.140
788,0.243,0.236,0.668,1.148
789,0.237,0.232,0.666,1.134
790,0.242,0.235,0.690,1.167
791,0.242,0.249,0.673,1.164
792,0.254,0.253,0.661,1.169
793,0.291,0.242,0.683,1.216
794,0.246,0.233,0.698,1.177
795,0.315,0.261,0.711,1.286
796,0.337,0.262,0.676,1.275
797,0.252,0.249,0.680,1.180
798,0.245,0.232,0.672,1.149
799,0.249,0.231,0.662,1.141
800,0.235,0.245,0.653,1.133
801,0.236,0.243,0.648,1.126
802,0.251,0.231,0.669,1.150
803,0.235,0.230,0.665,1.130
804,0.235,0.236,0.669,1.141
805,0.239,0.232,0.656,1.128
806,0.240,0.245,0.664,1.150
807,0.242,0.245,0.658,1.145
808,0.252,0.236,0.689,1.177
809,0.328,0.285,0.717,1.330
810,0.320,0.273,0.683,1.276
811,0.275,0.246,0.675,1.196
812,0.239,0.239,0.666,1.144
813,0.240,0.263,0.668,1.171
814,0.245,0.231,0.665,1.141
815,0.243,0.242,0.648,1.133
816,0.235,0.242,0.644,1.121
817,0.254,0.231,0.657,1.142
818,0.238,0.231,0.658,1.128
819,0.259,0.237,0.674,1.170
820,0.311,0.255,0.676,1.242
821,0.256,0.247,0.657,1.161
822,0.255,0.256,0.705,1.216
823,0.426,0.259,0.709,1.394
824,0.293,0.265,0.708,1.266
825,0.259,0.234,0.669,1.163
826,0.246,0.233,0.662,1.141
827,0.234,0.230,0.674,1.138
828,0.235,0.245,0.647,1.128
829,0.238,0.245,0.647,1.130
830,0.248,0.265,0.648,1.161
831,0.247,0.230,0.672,1.149
832,0.242,0.230,0.660,1.133
833,0.233,0.235,0.660,1.127
834,0.239,0.231,0.660,1.130
835,0.237,0.242,0.651,1.130
836,0.274,0.239,0.719,1.233
837,0.338,0.257,0.712,1.308
838,0.327,0.261,0.687,1.276
839,0.265,0.233,0.662,1.160
840,0.239,0.230,0.653,1.122
841,0.240,0.231,0.668,1.139
842,0.238,0.231,0.660,1.129
843,0.238,0.234,0.654,1.126
844,0.240,0.248,0.663,1.151
845,0.252,0.231,0.665,1.148
846,0.238,0.231,0.656,1.125
847,0.244,0.232,0.667,1.143
848,0.236,0.231,0.703,1.170
849,0.260,0.253,0.682,1.196
850,0.354,0.263,0.721,1.338
851,0.306,0.259,0.724,1.289
852,0.249,0.249,0.663,1.161
853,0.257,0.231,0.651,1.139
854,0.248,0.235,3.678,4.162
855,0.329,0.252,0.685,1.266
856,0.244,0.232,0.660,1.136
857,0.240,0.249,0.644,1.132
858,0.267,0.235,0.657,1.159
859,0.266,0.259,0.745,1.269
860,0.271,0.245,0.693,1.209
861,0.342,0.294,0.719,1.355
862,0.340,0.251,0.703,1.294
863,0.251,0.246,0.744,1.240
864,0.280,0.260,0.687,1.227
865,0.402,0.277,0.731,1.410
866,0.287,0.262,0.678,1.226
867,0.283,0.238,0.663,1.183
868,0.263,0.241,0.676,1.181
869,0.242,0.233,0.673,1.148
870,0.241,0.236,0.661,1.137
871,0.249,0.242,0.642,1.133
872,0.233,0.242,0.656,1.131
873,0.244,0.231,0.688,1.163
874,0.290,0.260,0.701,1.252
875,0.305,0.251,0.694,1.250
876,0.274,0.254,0.671,1.200
877,0.288,0.249,0.673,1.209
878,0.239,0.240,0.671,1.150
879,0.262,0.233,0.674,1.169
880,0.268,0.256,0.664,1.189
881,0.282,0.242,0.691,1.215
882,0.278,0.239,0.673,1.191
883,0.237,0.236,0.661,1.134
884,0.242,0.249,0.654,1.145
885,0.234,0.244,0.644,1.122
886,0.243,0.238,0.708,1.189
887,0.264,0.234,0.706,1.204
888,0.334,0.269,0.710,1.313
889,0.320,0.273,0.686,1.280
890,0.261,0.232,0.668,1.161
891,0.239,0.230,0.661,1.130
892,0.232,0.243,0.656,1.131
893,0.238,0.242,0.656,1.135
894,0.234,0.240,0.653,1.126
895,0.248,0.242,0.651,1.141
896,0.234,0.236,0.659,1.129
897,0.232,0.231,0.664,1.128
898,0.238,0.233,0.661,1.132
899,0.233,0.230,0.660,1.123
900,0.232,0.244,0.650,1.126
901,0.233,0.246,0.692,1.171
902,0.342,0.266,0.737,1.344
903,0.320,0.275,0.672,1.267
904,0.261,0.239,0.643,1.144
905,0.243,0.234,0.668,1.145
906,0.241,0.241,0.819,1.302
907,0.344,0.293,0.662,1.298
908,0.266,0.244,0.671,1.181
909,0.234,0.239,0.669,1.142
910,0.234,0.232,0.670,1.136
911,0.238,0.235,0.669,1.141
912,0.233,0.239,0.661,1.133
913,0.232,0.243,0.648,1.124
914,0.250,0.230,0.669,1.148
915,0.284,0.252,0.723,1.259
916,0.290,0.271,0.702,1.263
917,0.248,0.245,0.671,1.164
918,0.257,0.244,0.649,1.150
919,0.249,0.248,0.656,1.153
920,0.233,0.240,0.672,1.144
921,0.237,0.239,0.686,1.161
922,0.266,0.259,0.653,1.178
923,0.237,0.240,0.654,1.131
924,0.242,0.240,0.662,1.145
925,0.232,0.237,0.664,1.133
926,0.234,0.234,0.674,1.142
927,0.241,0.240,0.675,1.156
928,0.232,0.247,0.657,1.137
929,0.251,0.247,0.693,1.191
930,0.332,0.256,0.711,1.299
931,0.289,0.258,0.690,1.237
932,0.244,0.274,0.659,1.178
933,0.246,0.239,0.647,1.131
934,0.243,0.242,0.659,1.144
935,0.242,0.230,0.663,1.134
936,0.233,0.230,0.659,1.122
937,0.232,0.233,0.649,1.114
938,0.237,0.243,0.657,1.137
939,0.233,0.240,0.653,1.126
940,0.243,0.242,0.662,1.147
941,0.235,0.234,0.667,1.137
942,0.238,0.234,0.677,1.149
943,0.256,0.250,0.686,1.193
944,0.306,0.269,0.690,1.266
945,0.284,0.243,0.689,1.217
946,0.251,0.237,0.664,1.151
947,0.238,0.231,0.665,1.135
948,0.236,0.251,0.656,1.143
949,0.234,0.243,0.648,1.124
950,0.244,0.234,0.660,1.137
951,0.238,0.240,0.653,1.130
952,0.236,0.238,0.667,1.141
953,0.233,0.231,0.659,1.123
954,0.236,0.234,0.668,1.139
955,0.238,0.244,0.650,1.132
956,0.249,0.235,0.683,1.167
957,0.344,0.263,0.762,1.369
958,0.314,0.284,0.680,1.279
959,0.269,0.240,0.678,1.188
960,0.244,0.232,0.666,1.142
961,0.238,0.234,0.662,1.134
962,0.238,0.230,0.668,1.136
963,0.234,0.244,0.646,1.124
964,0.235,0.248,0.651,1.134
965,0.244,0.234,0.664,1.142
966,0.236,0.235,0.663,1.134
967,0.236,0.239,0.672,1.147
968,0.233,0.239,0.670,1.142
969,0.235,0.247,0.655,1.137
970,0.237,0.247,0.673,1.157
971,0.256,0.236,0.717,1.208
972,0.328,0.261,0.719,1.308
973,0.282,0.277,0.673,1.232
974,0.258,0.233,0.654,1.144
975,0.249,0.234,0.663,1.145
976,0.235,0.234,0.659,1.127
977,0.236,0.230,0.657,1.124
978,0.237,0.233,0.663,1.133
979,0.232,0.247,0.646,1.125
980,0.234,0.244,0.652,1.130
981,0.243,0.235,0.657,1.135
982,0.233,0.239,0.665,1.136
983,0.242,0.233,0.682,1.157
984,0.258,0.236,0.694,1.187
985,0.400,0.384,0.766,1.550
986,0.331,0.248,0.714,1.294
987,0.282,0.245,0.656,1.183
988,0.256,0.240,0.665,1.160
989,0.239,0.235,0.667,1.140
990,0.241,0.230,0.665,1.136
991,0.238,0.237,0.661,1.136
992,0.238,0.246,0.661,1.146
993,0.283,0.236,0.655,1.175
994,0.249,0.235,0.669,1.152
995,0.240,0.233,0.669,1.142
996,0.233,0.235,0.658,1.127
997,0.239,0.233,0.657,1.129
998,0.233,0.252,0.667,1.152
999,0.369,0.269,0.718,1.356
1000,0.313,0.258,0.708,1.279
