Iteración,Tiempo Generación Claves (ms),Tiempo Firma Pequeña (ms),Tiempo Firma Grande (ms),Tiempo Verificación Pequeña (ms),Tiempo Verificación Grande (ms),Tiempo Total Pequeño (ms),Tiempo Total Grande (ms)
748,0.1960,0.2447,0.2984,0.1081,0.1646,0.5488,0.6590
749,0.1945,0.5636,0.2015,0.1130,0.1371,0.8711,0.5331
750,0.1634,0.2210,0.2729,0.1097,0.1345,0.4941,0.5709
751,0.1829,0.1956,0.2022,0.1101,0.1342,0.4887,0.5193
752,0.1882,0.3325,0.2075,0.1102,0.1385,0.6309,0.5342
753,0.1900,0.5805,0.2061,0.1075,0.1388,0.8780,0.5350
754,0.1896,0.1729,0.2043,0.1112,0.1342,0.4737,0.5281
755,0.1608,0.4690,0.5709,0.1270,0.1383,0.7568,0.8700
756,0.2048,0.2301,0.2019,0.1105,0.1372,0.5454,0.5438
757,0.1729,0.1701,0.5111,0.1082,0.1377,0.4512,0.8218
758,0.1545,0.2520,0.2046,0.1065,0.1335,0.5130,0.4926
759,0.1554,0.2963,0.3198,0.1114,0.1388,0.5630,0.6140
760,0.1514,0.3547,0.6461,0.1203,0.1398,0.6264,0.9373
761,0.1551,0.2413,0.2674,0.1179,0.1397,0.5142,0.5621
762,0.1807,0.3009,0.3777,0.1082,0.1467,0.5897,0.7050
763,0.1940,0.3626,1.2068,0.1066,0.1349,0.6632,1.5356
764,0.1689,0.8838,0.3265,0.1203,0.1377,1.1729,0.6331
765,0.1560,0.4977,0.8752,0.1065,0.1470,0.7602,1.1783
766,0.1611,0.2010,0.6596,0.1172,0.1349,0.4793,0.9557
767,0.2394,0.7023,0.4811,0.1549,0.1888,1.0966,0.9093
768,0.2263,0.2859,0.4962,0.1546,0.1880,0.6668,0.9104
769,0.2253,0.6808,0.5169,0.1555,0.1841,1.0615,0.9263
770,0.2297,0.7968,0.4274,0.1565,0.1875,1.1831,0.8446
771,0.2488,0.2596,0.3013,0.1554,0.2267,0.6638,0.7768
772,0.2047,0.2510,0.2772,0.1685,0.1875,0.6242,0.6694
773,0.2212,0.3455,1.3526,0.1548,0.1954,0.7216,1.7692
774,0.2527,1.1820,0.4468,0.1439,0.2192,1.5786,0.9186
775,0.2358,0.2568,0.3164,0.1478,0.1411,0.6404,0.6934
776,0.1746,0.2969,1.1610,0.1132,0.1334,0.5847,1.4690
777,0.1690,0.1708,0.6668,0.1483,0.1589,0.4881,0.9947
778,0.1842,0.2892,0.6116,0.1116,0.1333,0.5850,0.9290
779,0.1701,0.6915,0.6448,0.1256,0.1351,0.9872,0.9501
780,0.1738,0.2842,0.4606,0.1197,0.1381,0.5778,0.7725
781,0.1626,0.4840,0.3179,0.1083,0.1339,0.7549,0.6144
782,0.1815,0.3713,0.3195,0.1122,0.1562,0.6651,0.6572
783,0.1657,0.1743,0.2608,0.1074,0.1548,0.4473,0.5814
784,0.1510,0.3826,0.4509,0.1087,0.1342,0.6423,0.7361
785,0.1638,0.5467,0.5652,0.1112,0.1506,0.8216,0.8796
786,0.1690,0.1833,0.2061,0.1085,0.1532,0.4608,0.5282
787,0.1551,0.1738,0.3995,0.1150,0.1421,0.4440,0.6967
788,0.1492,0.9478,0.2092,0.1130,0.1342,1.2100,0.4926
789,0.2020,0.2293,0.2052,0.1131,0.1346,0.5444,0.5419
790,0.1657,0.2250,0.2682,0.1098,0.1333,0.5005,0.5672
791,1.9106,0.4936,0.5105,0.1279,0.1431,2.5322,2.5642
792,0.1875,0.1916,0.3392,0.1110,0.1333,0.4901,0.6600
793,0.1441,0.2286,0.2958,0.1089,0.1337,0.4816,0.5737
794,0.1327,0.2422,0.7733,0.1101,0.1350,0.4849,1.0410
795,0.1664,0.2413,0.4650,0.1066,0.1590,0.5142,0.7903
796,0.1794,0.2363,0.2065,0.1311,0.1386,0.5468,0.5245
797,0.1595,0.1723,0.4445,0.1075,0.1507,0.4393,0.7546
798,0.1580,0.2433,0.8127,0.1116,0.1352,0.5129,1.1059
799,0.1592,0.4803,0.3454,0.1075,0.1333,0.7470,0.6380
800,0.1728,0.3654,0.3933,0.1085,0.1529,0.6468,0.7190
801,0.1648,0.5582,0.3126,0.1068,0.1575,0.8298,0.6349
802,0.1616,0.2803,0.4849,0.1073,0.1383,0.5492,0.7848
803,0.1715,0.2405,0.7874,0.1125,0.1337,0.5245,1.0926
804,0.1657,0.4765,0.4220,0.1073,0.1332,0.7495,0.7209
805,0.1656,0.4396,0.3936,0.1063,0.1393,0.7115,0.6985
806,0.1803,0.4138,0.5776,0.1114,0.1530,0.7055,0.9109
807,0.1683,1.0598,1.1127,0.1102,0.1567,1.3383,1.4377
808,0.1847,0.6824,0.3283,0.1116,0.1347,0.9787,0.6478
809,0.1764,0.3401,0.2578,0.1075,0.1372,0.6240,0.5714
810,0.1708,0.2910,0.2088,0.1107,0.1393,0.5725,0.5190
811,0.1799,0.1724,0.3416,0.1104,0.1339,0.4627,0.6554
812,0.1613,0.4008,0.4006,0.1429,0.1380,0.7050,0.6999
813,0.1541,0.4063,0.4131,0.1073,0.1381,0.6677,0.7052
814,0.1578,0.2588,0.2624,0.1064,0.1335,0.5231,0.5537
815,0.1815,1.0599,0.2706,0.1094,0.1526,1.3507,0.6048
816,0.1986,0.2441,0.2684,0.1124,0.1342,0.5550,0.6012
817,0.1523,0.1969,0.2251,0.1200,0.1392,0.4693,0.5166
818,0.1581,0.8369,0.2033,0.1073,0.1387,1.1023,0.5002
819,0.1857,0.2706,0.2013,0.1100,0.1346,0.5663,0.5216
820,0.1546,0.3265,0.4447,0.1066,0.1375,0.5877,0.7368
821,0.1795,0.5636,0.3489,0.1115,0.1346,0.8546,0.6630
822,0.1699,0.2383,0.2163,0.1094,0.1517,0.5176,0.5379
823,0.1448,0.2379,0.4763,0.1113,0.1387,0.4939,0.7597
824,0.1536,0.3636,0.3311,0.1108,0.1384,0.6280,0.6231
825,0.1702,0.1819,0.3341,0.1059,0.1384,0.4580,0.6427
826,0.1730,0.4183,0.2077,0.1078,0.1555,0.6991,0.5362
827,0.1760,0.3583,0.6672,0.1065,0.1393,0.6408,0.9825
828,0.1916,0.6066,0.6366,0.1107,0.1389,0.9089,0.9671
829,0.1734,0.4117,0.2684,0.1110,0.1347,0.6961,0.5765
830,0.1786,0.2308,0.2014,0.1070,0.1382,0.5164,0.5182
831,0.1817,0.1761,0.4308,0.1147,0.1494,0.4725,0.7619
832,0.1465,0.1745,0.6676,0.1245,0.1361,0.4455,0.9502
833,0.1584,0.8326,0.2076,0.1152,0.1378,1.1062,0.5038
834,0.1773,0.2433,0.3893,0.1212,0.1384,0.5419,0.7050
835,0.1604,0.2366,0.3432,0.1061,0.1335,0.5031,0.6370
836,0.1831,0.1783,0.2296,0.1060,0.1339,0.4674,0.5466
837,0.1435,1.0346,0.4770,0.1084,0.1342,1.2865,0.7546
838,0.1801,0.2265,0.2282,0.1059,0.1385,0.5125,0.5468
839,0.1432,0.2541,0.8643,0.1124,0.1550,0.5098,1.1626
840,0.1680,0.2395,0.2001,0.1073,0.1645,0.5148,0.5326
841,0.1458,0.2296,0.4720,0.1325,0.1423,0.5078,0.7600
842,0.1550,0.1797,0.3092,0.1035,0.1382,0.4382,0.6024
843,0.1218,0.2263,0.5787,0.1037,0.1379,0.4517,0.8384
844,0.1103,0.4872,0.2026,0.1084,0.1379,0.7059,0.4509
845,0.1138,0.2474,0.3651,0.1037,0.1332,0.4649,0.6120
846,0.1523,0.5093,0.5227,0.1043,0.1349,0.7659,0.8099
847,0.1217,0.2415,0.2186,0.1059,0.1395,0.4690,0.4798
848,0.1106,0.2256,0.7307,0.1041,0.1348,0.4403,0.9761
849,0.1151,1.0494,0.2880,0.1043,0.1349,1.2688,0.5380
850,0.1198,1.2702,0.8639,0.1057,0.1340,1.4957,1.1177
851,0.1509,0.7170,0.2821,0.1049,0.1337,0.9728,0.5666
852,0.1234,0.1772,0.3845,0.1041,0.1381,0.4047,0.6460
853,0.1126,0.7171,0.6760,0.1147,0.1385,0.9444,0.9270
854,0.1159,0.3512,0.2088,0.1214,0.1337,0.5885,0.4584
855,0.1336,0.1795,0.2058,0.1102,0.1517,0.4233,0.4911
856,0.1172,0.5543,0.3506,0.1082,0.1389,0.7797,0.6068
857,0.1169,0.2996,0.2229,0.1159,0.1349,0.5324,0.4747
858,0.1233,0.8479,0.3886,0.1078,0.1461,1.0789,0.6579
859,0.1263,0.3490,0.5888,0.1066,0.1343,0.5818,0.8494
860,0.1316,0.3767,0.2692,0.1059,0.1349,0.6141,0.5357
861,0.1337,0.3070,0.2010,0.1035,0.1382,0.5441,0.4728
862,0.1188,0.1696,0.2859,0.1045,0.1337,0.3928,0.5383
863,0.1244,0.3818,0.3461,0.1069,0.1337,0.6131,0.6043
864,0.1546,0.2438,0.3735,0.1140,0.1440,0.5123,0.6721
865,0.1130,0.1924,0.4550,0.1030,0.1339,0.4083,0.7019
866,0.1207,0.2729,0.7769,0.1236,0.1357,0.5171,1.0332
867,0.1286,0.2970,0.2073,0.1356,0.1389,0.5612,0.4748
868,0.1171,0.5011,0.4292,0.1082,0.1334,0.7265,0.6797
869,0.1152,0.3056,0.2034,0.1043,0.1393,0.5251,0.4578
870,0.1411,0.3740,0.3941,0.1075,0.1349,0.6227,0.6702
871,0.1792,0.4417,0.5303,0.1245,0.1349,0.7453,0.8444
872,0.1455,0.8786,0.5996,0.1250,0.1425,1.1491,0.8875
873,0.1420,0.1734,0.2573,0.1072,0.1624,0.4226,0.5616
874,0.1380,0.2420,0.2602,0.1277,0.1395,0.5076,0.5378
875,0.1258,0.1702,0.3405,0.1287,0.1486,0.4248,0.6149
876,0.1488,0.1731,0.2048,0.1058,0.1553,0.4278,0.5090
877,0.1328,0.2407,0.4382,0.1352,0.1339,0.5087,0.7048
878,0.1402,0.1738,0.4512,0.1177,0.1344,0.4318,0.7259
879,0.1244,0.3165,0.5874,0.1084,0.1340,0.5494,0.8458
880,0.1373,0.9449,0.2033,0.1145,0.1342,1.1967,0.4748
881,0.1237,0.2969,0.4158,0.1112,0.1340,0.5318,0.6735
882,0.1622,0.2564,0.4449,0.1118,0.1350,0.5303,0.7421
883,0.1966,0.4694,0.2011,0.1091,0.1469,0.7751,0.5447
884,0.1309,0.5480,0.2207,0.1036,0.1346,0.7825,0.4863
885,0.1244,0.2255,0.3230,0.1063,0.1339,0.4561,0.5814
886,0.2024,0.2290,0.4493,0.1118,0.1382,0.5432,0.7899
887,0.1979,0.3088,0.2024,0.1204,0.1377,0.6271,0.5380
888,0.1785,0.2522,0.2004,0.1070,0.1383,0.5377,0.5171
889,0.1827,0.2688,0.4421,0.1096,0.1338,0.5612,0.7586
890,0.1799,0.2384,0.2597,0.1056,0.1353,0.5240,0.5750
891,0.2001,0.5818,0.6723,0.1168,0.1605,0.8988,1.0329
892,0.1829,0.1739,0.2731,0.1072,0.1599,0.4640,0.6160
893,0.2030,0.3007,0.2297,0.1089,0.1414,0.6126,0.5740
894,0.1838,0.1737,0.3578,0.1094,0.1541,0.4669,0.6957
895,0.1890,0.2559,0.5120,0.1089,0.1439,0.5538,0.8448
896,0.1805,0.9982,0.2039,0.1116,0.1555,1.2903,0.5398
897,0.2172,0.1782,0.3759,0.1073,0.1396,0.5027,0.7327
898,0.1890,0.1763,0.2763,0.1073,0.1339,0.4726,0.5992
899,0.1885,0.4205,0.7066,0.1093,0.1395,0.7183,1.0346
900,0.2165,0.2993,0.7672,0.1110,0.1346,0.6268,1.1183
901,0.2082,0.2314,0.7258,0.1121,0.1356,0.5517,1.0696
902,0.1837,0.5503,0.3535,0.1117,0.1344,0.8456,0.6716
903,0.1856,0.5694,0.2079,0.1118,0.1344,0.8668,0.5280
904,0.1986,0.3597,0.4439,0.1372,0.1346,0.6955,0.7771
905,0.2089,0.2315,0.2773,0.1082,0.1414,0.5485,0.6275
906,0.2029,0.3181,0.4851,0.1062,0.1333,0.6273,0.8213
907,0.2158,0.3541,0.5787,0.1104,0.1341,0.6802,0.9286
908,0.1462,0.1721,0.2638,0.1212,0.1394,0.4395,0.5495
909,0.1333,0.2518,0.3459,0.1054,0.1332,0.4905,0.6124
910,0.1246,0.3016,0.4567,0.1092,0.1337,0.5354,0.7150
911,0.1445,0.1959,0.2010,0.1081,0.1386,0.4485,0.4842
912,0.1233,0.1690,0.3501,0.1047,0.1388,0.3969,0.6122
913,0.1218,0.4752,0.2578,0.1036,0.1335,0.7006,0.5131
914,0.1271,0.5993,0.2154,0.1082,0.1342,0.8346,0.4767
915,0.2055,0.2386,0.2559,0.1046,0.1388,0.5487,0.6002
916,0.1330,0.2363,0.4478,0.1088,0.1508,0.4781,0.7315
917,0.1195,0.2243,0.8026,0.1088,0.1495,0.4526,1.0715
918,0.1293,0.6273,0.2253,0.1130,0.1346,0.8697,0.4893
919,0.1321,0.2830,0.3718,0.1063,0.1486,0.5213,0.6525
920,0.1590,1.7923,0.2687,0.1068,0.1383,2.0580,0.5660
921,0.1563,0.1753,0.2163,0.1043,0.1330,0.4359,0.5055
922,0.1172,0.5437,0.2059,0.1087,0.1377,0.7696,0.4609
923,0.1307,0.3852,0.4315,0.1200,0.1370,0.6359,0.6992
924,0.1538,0.2467,0.2031,0.1117,0.1354,0.5122,0.4923
925,0.1924,1.3434,0.3539,0.1246,0.1347,1.6604,0.6811
926,0.1769,0.1710,0.5261,0.1037,0.1488,0.4516,0.8518
927,0.1553,0.2334,0.2063,0.1096,0.1382,0.4983,0.4998
928,0.1149,0.1849,0.2578,0.1094,0.1384,0.4092,0.5111
929,0.1194,0.1760,0.2847,0.1039,0.1344,0.3993,0.5385
930,0.1290,0.8975,0.3111,0.1046,0.1470,1.1311,0.5872
931,0.1870,0.2583,0.5002,0.1110,0.1342,0.5562,0.8214
932,0.2202,0.1820,0.7797,0.1094,0.1341,0.5115,1.1339
933,0.1877,0.6301,0.3015,0.1039,0.1378,0.9216,0.6270
934,0.1344,0.1748,0.3145,0.1080,0.1368,0.4172,0.5858
935,0.1378,0.3387,0.2812,0.1041,0.1380,0.5807,0.5570
936,0.1254,0.1905,0.5455,0.1094,0.1335,0.4253,0.8044
937,0.1358,0.1792,0.4930,0.1061,0.1344,0.4211,0.7632
938,0.1971,0.3025,0.6319,0.1259,0.1333,0.6255,0.9622
939,0.1814,0.4624,0.2742,0.1087,0.1344,0.7524,0.5900
940,0.1356,0.9296,0.2727,0.1169,0.1651,1.1821,0.5734
941,0.1388,0.1806,0.8876,0.1089,0.1342,0.4282,1.1606
942,0.1221,0.2643,0.3866,0.1087,0.1341,0.4951,0.6428
943,0.1184,0.2612,0.5199,0.1123,0.1344,0.4918,0.7727
944,0.1979,0.9344,0.4301,0.1079,0.1339,1.2401,0.7618
945,0.1829,0.2302,0.7173,0.1087,0.1333,0.5218,1.0334
946,0.1664,1.1911,0.6145,0.1127,0.1344,1.4703,0.9154
947,0.2072,0.1798,0.3258,0.1196,0.1560,0.5066,0.6890
948,0.1489,0.4447,0.2233,0.1062,0.1486,0.6998,0.5208
949,0.1696,0.3065,0.2602,0.1191,0.1423,0.5953,0.5721
950,0.1313,0.2246,0.2039,0.1054,0.1527,0.4614,0.4879
951,0.1362,0.3617,0.3119,0.1207,0.1423,0.6186,0.5904
952,0.1303,0.1760,0.3763,0.1342,0.1383,0.4406,0.6449
953,0.1625,0.4594,0.3672,0.1546,0.1889,0.7765,0.7187
954,0.2161,0.6479,0.5290,0.1094,0.1402,0.9733,0.8853
955,0.1881,0.2570,0.6222,0.1200,0.1360,0.5651,0.9464
956,0.1321,0.1710,0.4888,0.1068,0.1611,0.4100,0.7820
957,0.2072,0.1905,0.2090,0.1059,0.1535,0.5037,0.5698
958,0.1608,0.1776,0.6484,0.1054,0.1391,0.4438,0.9483
959,0.1382,0.2408,0.3339,0.1089,0.1379,0.4879,0.6100
960,0.1291,0.2287,0.3976,0.1082,0.1356,0.4661,0.6623
961,0.1317,0.2272,0.2692,0.1081,0.1390,0.4670,0.5398
962,0.1303,0.4212,0.2054,0.1039,0.1493,0.6554,0.4850
963,0.1698,1.0295,0.3476,0.1111,0.1388,1.3103,0.6562
964,0.1396,0.1769,0.2144,0.1077,0.1357,0.4241,0.4897
965,0.1326,0.5723,0.4982,0.1054,0.1490,0.8103,0.7798
966,0.1505,0.2914,0.2003,0.1034,0.1386,0.5453,0.4894
967,0.1444,0.3413,0.3825,0.1045,0.1479,0.5902,0.6748
968,0.1373,0.2976,0.3109,0.1044,0.1461,0.5393,0.5943
969,0.1306,0.6004,0.3492,0.1072,0.1340,0.8382,0.6138
970,0.1448,0.3033,0.2142,0.1046,0.1333,0.5527,0.4923
971,0.1704,0.1744,0.8935,0.1060,0.1453,0.4508,1.2091
972,0.1427,0.8594,0.3794,0.1050,0.1346,1.1071,0.6567
973,0.1522,0.5658,0.5446,0.1062,0.1337,0.8242,0.8305
974,0.1499,0.2409,0.3956,0.1096,0.1346,0.5004,0.6802
975,0.1604,0.1742,0.3459,0.1087,0.1387,0.4433,0.6449
976,0.1269,0.1810,0.2473,0.1170,0.1339,0.4248,0.5081
977,0.1398,0.1814,0.2798,0.1036,0.1379,0.4248,0.5575
978,0.1340,0.2951,0.2132,0.1089,0.1412,0.5380,0.4884
979,0.1405,0.2351,0.2029,0.1147,0.1353,0.4904,0.4788
980,0.1681,0.1734,0.2606,0.1065,0.1494,0.4480,0.5781
981,0.1737,0.2913,0.3265,0.1103,0.1374,0.5753,0.6376
982,0.1433,0.1955,0.2065,0.1191,0.1386,0.4579,0.4885
983,0.1302,0.2502,0.7339,0.1086,0.1434,0.4890,1.0074
984,0.1564,0.2554,0.8069,0.1194,0.1335,0.5312,1.0968
985,0.1499,0.3339,0.2080,0.1058,0.1712,0.5896,0.5291
986,0.1676,0.2539,0.3273,0.1089,0.1418,0.5304,0.6367
987,0.2017,0.3517,0.2307,0.1068,0.1341,0.6602,0.5664
988,0.1981,0.9423,0.7831,0.1428,0.1459,1.2832,1.1271
989,0.1903,0.5164,0.9354,0.1111,0.1326,0.8177,1.2583
990,0.2079,0.4237,0.3972,0.1068,0.1382,0.7385,0.7434
991,0.1900,0.5354,0.5553,0.1087,0.1557,0.8341,0.9010
992,0.2128,0.2411,0.4002,0.1053,0.1419,0.5592,0.7549
993,0.1310,0.4735,0.4501,0.1548,0.1803,0.7593,0.7614
994,0.2321,0.7848,0.5098,0.1536,0.1937,1.1705,0.9355
995,0.2278,0.3151,0.2015,0.1095,0.1355,0.6523,0.5648
996,0.2047,0.8255,0.2058,0.1087,0.1447,1.1389,0.5553
997,0.1778,0.3636,1.0322,0.1075,0.1388,0.6490,1.3488
998,0.1713,0.5391,0.7922,0.1087,0.1381,0.8191,1.1016
999,0.2215,0.2705,0.5948,0.1124,0.1339,0.6043,0.9502
1000,0.2117,0.2978,0.2563,0.1123,0.1341,0.6218,0.6021
