Iteración,Tiempo Generación Claves (ms),Tiempo Creación Firma (ms),Tiempo Verificación Firma (ms),Tiempo Total (ms)
128,0.222,0.172,0.271,0.665
129,0.209,0.147,0.292,0.648
130,0.187,0.120,0.249,0.556
131,0.151,0.118,0.265,0.534
132,0.155,0.117,0.252,0.524
133,0.145,0.141,0.252,0.538
134,0.153,0.119,0.265,0.536
135,0.143,0.117,0.258,0.519
136,0.173,0.141,0.254,0.568
137,0.212,0.135,0.288,0.635
138,0.211,0.130,0.256,0.597
139,0.177,0.127,0.281,0.585
140,0.178,0.139,0.294,0.610
141,0.183,0.120,0.263,0.566
142,0.164,0.120,0.278,0.561
143,0.161,0.131,0.253,0.545
144,0.190,0.134,0.288,0.612
145,0.220,0.142,0.298,0.661
146,0.368,0.194,0.316,0.878
147,0.300,0.149,0.285,0.735
148,0.232,0.140,0.262,0.635
149,0.154,0.187,0.274,0.615
150,0.179,0.145,0.254,0.578
151,0.170,0.126,0.260,0.556
152,0.180,0.127,0.269,0.576
153,0.171,0.142,0.271,0.584
154,0.175,0.130,0.295,0.600
155,0.177,0.129,0.262,0.567
156,0.187,0.122,0.257,0.567
157,0.197,0.126,0.292,0.614
158,0.186,0.128,0.253,0.568
159,0.176,0.139,0.284,0.599
160,0.236,0.143,0.260,0.639
161,0.186,0.161,0.256,0.603
162,0.194,0.142,0.292,0.627
163,0.217,0.139,0.260,0.616
164,0.197,0.124,0.261,0.582
165,0.160,0.121,0.269,0.550
166,0.195,0.163,0.302,0.659
167,0.414,0.197,0.453,1.064
168,0.297,0.151,0.285,0.733
169,0.211,0.121,0.300,0.631
170,0.233,0.285,0.261,0.779
171,0.209,0.171,0.261,0.642
172,0.211,0.120,0.255,0.586
173,0.179,0.134,0.264,0.576
174,0.183,0.116,0.255,0.554
175,0.155,0.117,0.275,0.547
176,0.195,0.165,0.267,0.627
177,0.172,0.116,0.250,0.538
178,0.186,0.131,0.263,0.580
179,0.171,0.128,0.267,0.565
180,0.178,0.119,0.251,0.548
181,0.194,0.116,0.245,0.555
182,0.163,0.115,0.265,0.542
183,0.161,0.116,0.257,0.534
184,0.161,0.126,0.251,0.538
185,0.155,0.115,0.261,0.531
186,0.176,0.115,0.246,0.537
187,0.154,0.114,0.265,0.533
188,0.167,0.129,0.255,0.552
189,0.191,0.125,0.306,0.622
190,0.217,0.208,0.282,0.707
191,0.428,0.249,0.341,1.019
192,0.323,0.159,0.273,0.755
193,0.354,0.161,0.271,0.785
194,0.176,0.116,0.253,0.545
195,0.139,0.127,0.251,0.517
196,0.149,0.120,0.287,0.556
197,0.173,0.125,0.254,0.553
198,0.167,0.140,0.257,0.565
199,0.200,0.157,0.345,0.702
200,0.258,0.168,0.363,0.789
201,0.243,0.180,0.457,0.880
202,0.207,0.152,0.324,0.683
203,0.183,0.160,0.327,0.670
204,0.255,0.154,0.331,0.740
205,0.196,0.166,0.331,0.693
206,0.231,0.155,0.361,0.746
207,0.296,0.165,0.350,0.810
208,0.265,0.189,0.387,0.841
209,0.488,0.291,0.415,1.194
210,0.392,0.180,0.384,0.955
211,0.336,0.172,0.345,0.853
212,0.209,0.145,0.323,0.676
213,0.252,0.170,0.446,0.867
214,0.202,0.164,0.336,0.702
215,0.216,0.148,0.337,0.702
216,0.188,0.160,0.327,0.675
217,0.212,0.151,0.333,0.696
218,0.248,0.161,0.325,0.734
219,0.287,0.174,0.356,0.817
220,0.285,0.188,0.348,0.821
221,0.234,0.183,0.399,0.817
222,0.241,0.195,0.337,0.772
223,0.247,0.186,0.383,0.817
224,0.325,0.198,0.362,0.885
225,0.370,0.259,0.507,1.137
226,0.491,0.334,0.451,1.276
227,0.362,0.189,0.408,0.959
228,0.426,0.206,0.360,0.992
229,0.243,0.162,0.370,0.776
230,0.270,0.170,0.333,0.773
231,0.249,0.165,0.334,0.748
232,0.267,0.190,0.346,0.802
233,0.264,0.166,0.342,0.772
234,0.272,0.163,0.356,0.792
235,0.268,0.167,0.330,0.765
236,0.215,0.169,0.427,0.811
237,0.232,0.165,0.362,0.759
238,0.228,0.158,0.345,0.731
239,0.242,0.162,0.370,0.774
240,0.262,0.167,0.358,0.788
241,0.266,0.177,0.358,0.800
242,0.293,0.195,0.394,0.882
243,0.434,0.237,0.432,1.103
244,0.344,0.199,0.445,0.988
245,0.400,0.182,0.356,0.938
246,0.259,0.187,0.337,0.783
247,0.244,0.164,0.338,0.746
248,0.251,0.178,0.329,0.759
249,0.246,0.162,0.350,0.758
250,0.249,0.165,0.341,0.754
251,0.247,0.171,0.350,0.768
252,0.276,0.165,0.344,0.784
253,0.248,0.183,0.356,0.786
254,0.276,0.159,0.334,0.769
255,0.328,0.208,0.419,0.955
256,0.332,0.176,0.345,0.853
257,0.254,0.166,0.343,0.763
258,0.305,0.190,0.353,0.848
259,0.289,0.191,0.373,0.852
260,0.476,0.302,0.431,1.209
261,0.369,0.201,0.405,0.974
262,0.350,0.177,0.332,0.859
263,0.217,0.164,0.331,0.712
