Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHAKE-192, robust",7.231,187.307,10.432,204.970
2,"SHAKE-192, robust",7.197,187.359,10.635,205.191
3,"SHAKE-192, robust",7.164,187.665,10.377,205.206
4,"SHAKE-192, robust",7.148,195.206,10.162,212.516
5,"SHAKE-192, robust",7.153,186.819,10.387,204.359
6,"SHAKE-192, robust",7.121,186.884,9.894,203.899
7,"SHAKE-192, robust",7.199,199.638,10.347,217.184
8,"SHAKE-192, robust",7.132,187.608,10.362,205.102
9,"SHAKE-192, robust",7.283,187.884,10.107,205.274
10,"SHAKE-192, robust",7.115,186.677,10.247,204.040
11,"SHAKE-192, robust",7.127,187.612,10.405,205.144
12,"SHAKE-192, robust",7.138,187.998,9.923,205.059
13,"SHAKE-192, robust",7.081,187.769,9.878,204.728
14,"SHAKE-192, robust",7.144,187.182,10.421,204.747
15,"SHAKE-192, robust",7.104,188.958,10.140,206.202
16,"SHAKE-192, robust",7.211,187.640,10.377,205.228
17,"SHAKE-192, robust",7.148,186.807,10.207,204.162
18,"SHAKE-192, robust",7.134,187.358,10.506,204.998
19,"SHAKE-192, robust",7.142,188.405,10.266,205.813
20,"SHAKE-192, robust",7.121,187.158,9.927,204.207
21,"SHAKE-192, robust",7.174,187.682,10.510,205.365
22,"SHAKE-192, robust",7.130,192.425,10.040,209.595
23,"SHAKE-192, robust",7.176,188.321,10.165,205.662
24,"SHAKE-192, robust",7.337,191.702,10.420,209.459
25,"SHAKE-192, robust",7.127,196.231,11.628,214.986
26,"SHAKE-192, robust",7.391,203.387,10.375,221.153
27,"SHAKE-192, robust",7.171,188.369,10.330,205.870
28,"SHAKE-192, robust",7.153,189.101,10.455,206.710
29,"SHAKE-192, robust",7.195,188.327,10.276,205.799
30,"SHAKE-192, robust",7.139,187.034,10.281,204.455
31,"SHAKE-192, robust",7.146,187.513,10.283,204.942
32,"SHAKE-192, robust",7.134,186.972,10.073,204.179
33,"SHAKE-192, robust",7.114,186.458,10.417,203.989
34,"SHAKE-192, robust",7.121,186.830,10.205,204.156
35,"SHAKE-192, robust",7.137,190.920,9.932,207.989
36,"SHAKE-192, robust",8.016,196.151,10.304,214.471
37,"SHAKE-192, robust",7.112,188.028,10.446,205.586
38,"SHAKE-192, robust",7.123,187.730,10.107,204.959
39,"SHAKE-192, robust",7.174,187.287,10.157,204.618
40,"SHAKE-192, robust",7.083,188.183,10.448,205.713
41,"SHAKE-192, robust",7.138,188.947,10.189,206.275
