Iteración,Tiempo Generación Claves (ms),Tiempo Firma Pequeña (ms),Tiempo Firma Grande (ms),Tiempo Verificación Pequeña (ms),Tiempo Verificación Grande (ms),Tiempo Total Pequeño (ms),Tiempo Total Grande (ms)
885,0.2932,0.3395,0.5198,0.1730,0.1972,0.8057,1.0101
886,0.3155,1.0201,0.2969,0.1694,0.1939,1.5050,0.8063
887,0.2858,0.4398,0.3176,1.8181,0.2190,2.5437,0.8225
888,0.2992,1.1949,0.4622,0.1701,0.2132,1.6641,0.9746
889,0.3448,0.4278,0.2859,0.1845,0.2114,0.9570,0.8421
890,0.2738,0.9187,0.3183,0.1813,0.2095,1.3738,0.8016
891,0.2989,0.4435,0.5389,0.1833,0.1988,0.9258,1.0366
892,0.3074,0.2808,0.4913,0.1676,0.1938,0.7558,0.9925
893,0.2883,0.2937,0.3088,0.1909,0.1962,0.7729,0.7933
894,0.2880,2.2101,0.6906,0.1912,0.1961,2.6892,1.1747
895,0.3090,0.4725,0.8784,0.1796,0.1954,0.9612,1.3828
896,0.3009,0.2965,1.6509,0.2993,0.3169,0.8967,2.2686
897,0.3906,0.7140,0.9707,0.2434,0.2813,1.3480,1.6426
898,0.3102,0.2893,0.5163,0.1713,0.1967,0.7707,1.0231
899,0.2761,0.7036,1.1771,0.1726,0.1938,1.1523,1.6470
900,0.3069,0.2599,0.9774,0.1702,0.1971,0.7369,1.4814
901,0.2863,0.5704,0.9533,0.1713,0.2063,1.0281,1.4460
902,0.2869,0.7545,0.3710,0.1681,0.2099,1.2095,0.8678
903,0.2873,0.6717,0.6595,0.2878,0.3088,1.2468,1.2555
904,0.3870,1.6864,0.5267,0.2065,0.1954,2.2798,1.1091
905,0.2999,0.4125,1.0663,0.1714,0.1970,0.8838,1.5632
906,0.2743,0.7615,0.2912,0.1713,0.2168,1.2070,0.7824
907,0.3176,0.4416,0.6669,0.1666,0.1984,0.9258,1.1830
908,0.2812,0.4038,0.9540,0.1724,0.2411,0.8573,1.4762
909,0.2793,0.2594,0.6359,0.1664,0.1984,0.7051,1.1137
910,0.2520,0.6916,0.6015,0.2163,0.2068,1.1599,1.0603
911,0.3030,0.3396,0.4503,0.1945,0.1974,0.8372,0.9507
912,0.2789,1.1346,0.9314,0.1831,0.2120,1.5966,1.4223
913,0.2787,0.6882,2.2500,0.1700,0.1984,1.1369,2.7270
914,0.2907,0.2664,0.2892,0.1840,0.1945,0.7411,0.7743
915,0.3349,1.0931,0.5632,0.1694,0.2005,1.5973,1.0987
916,0.2986,0.4934,0.3818,0.1745,0.1935,0.9665,0.8739
917,0.2640,0.6553,0.6698,0.2690,0.2239,1.1883,1.1577
918,0.3793,1.7462,0.4255,0.2603,0.2758,2.3859,1.0806
919,0.3517,0.2717,1.0679,0.1676,0.2051,0.7910,1.6248
920,0.2466,1.1351,1.0660,0.1645,0.2156,1.5463,1.5283
921,0.2204,0.3751,1.3369,0.1792,0.1947,0.7747,1.7521
922,0.3431,0.3555,0.2844,0.1656,0.2077,0.8642,0.8352
923,0.2449,0.6346,0.2919,0.1632,0.1938,1.0428,0.7306
924,0.1986,0.7689,1.0692,0.1705,0.2172,1.1380,1.4850
925,0.3522,1.0551,0.7247,0.2415,0.2692,1.6488,1.3462
926,0.3646,1.2100,1.3185,0.1690,0.2048,1.7436,1.8879
927,0.2747,0.8506,0.9978,0.1696,0.2072,1.2949,1.4797
928,0.2234,0.3287,0.8254,0.1676,0.1950,0.7198,1.2438
929,0.2719,0.6806,0.3090,0.1722,0.2149,1.1248,0.7959
930,0.2751,0.8867,0.3015,0.1728,0.2036,1.3346,0.7802
931,0.2569,0.3949,0.5106,0.1761,0.2083,0.8280,0.9758
932,0.2840,0.4435,0.2857,0.1699,0.1924,0.8974,0.7620
933,0.3584,1.0407,0.4450,0.2386,0.2997,1.6377,1.1031
934,0.3821,0.3804,0.4303,0.2334,0.3049,0.9960,1.1173
935,0.2755,0.6992,0.2926,0.1730,0.1977,1.1477,0.7658
936,0.2072,0.3522,0.9252,0.1875,0.2825,0.7470,1.4149
937,0.2787,0.2686,0.3593,0.1924,0.1991,0.7397,0.8371
938,0.2382,0.6103,0.4544,0.1635,0.2099,1.0120,0.9025
939,0.2075,0.2640,0.6689,0.1632,0.2005,0.6348,1.0769
940,0.2177,1.3238,2.6087,0.2561,0.2949,1.7976,3.1213
941,0.3575,0.9751,1.1331,0.1726,0.1964,1.5052,1.6871
942,0.2717,0.5166,0.3907,0.1671,0.2054,0.9554,0.8677
943,0.2450,0.3299,0.3353,0.1829,0.1973,0.7578,0.7776
944,0.2480,0.3523,0.8180,0.1766,0.2028,0.7770,1.2688
945,0.2035,0.4344,0.2902,0.1626,0.1970,0.8005,0.6907
946,0.2119,0.2520,0.8649,0.1706,0.1938,0.6345,1.2706
947,0.1984,2.1023,0.8638,0.1726,0.2126,2.4733,1.2749
948,0.2696,3.0535,0.6866,0.1886,0.1938,3.5118,1.1500
949,0.3298,0.5205,0.6690,0.1671,0.1935,1.0173,1.1923
950,0.2724,0.4615,0.2872,0.1842,0.1947,0.9181,0.7543
951,0.2551,0.6850,1.1091,0.2311,0.2478,1.1712,1.6120
952,0.2773,0.2777,0.2873,0.1829,0.1979,0.7378,0.7624
953,0.2738,0.4458,1.9836,0.1750,0.1966,0.8946,2.4540
954,0.3181,1.6209,1.1431,0.2733,0.2963,2.2122,1.7575
955,0.3654,1.2929,0.9422,0.1720,0.1971,1.8303,1.5048
956,0.2643,0.7093,0.4709,0.1640,0.1928,1.1376,0.9281
957,0.2070,0.7223,1.2216,0.1695,0.2361,1.0987,1.6646
958,0.2847,0.3554,0.4006,0.1660,0.1987,0.8061,0.8840
959,0.2260,0.5952,0.6386,0.1615,0.1983,0.9827,1.0629
960,0.2007,0.4030,0.4032,0.1713,0.2092,0.7750,0.8130
961,0.2297,0.4989,0.6406,0.1690,0.2049,0.8976,1.0752
962,0.3033,0.3925,1.6208,0.2277,0.2907,0.9235,2.2149
963,0.3650,0.8189,1.1715,0.1727,0.1977,1.3566,1.7342
964,0.2752,0.6900,0.3520,0.1846,0.2021,1.1497,0.8292
965,0.2417,0.3248,0.3751,0.2253,0.2967,0.7917,0.9136
966,0.3551,1.2139,0.3130,0.1676,0.2024,1.7366,0.8705
967,0.2674,0.7112,0.3176,0.2084,0.1968,1.1869,0.7819
968,0.2549,0.2863,0.6107,0.1680,0.2113,0.7093,1.0769
969,0.2023,0.2608,0.3246,0.1787,0.1984,0.6419,0.7253
970,0.2120,0.3937,0.9964,0.2844,0.2739,0.8900,1.4823
971,0.3803,1.5228,0.7550,0.1722,0.1990,2.0753,1.3343
972,0.2777,0.5126,1.2042,0.1831,0.1974,0.9735,1.6793
973,0.2596,0.7487,0.3654,0.1680,0.2061,1.1763,0.8311
974,0.2097,0.4166,0.3193,0.1649,0.1966,0.7912,0.7256
975,0.2249,0.2694,1.1998,0.1690,0.1933,0.6633,1.6180
976,0.2544,0.8970,0.3226,0.1678,0.1950,1.3192,0.7720
977,0.2582,0.3498,0.3578,0.1656,0.2663,0.7736,0.8823
978,0.3551,0.5230,0.4566,0.2523,0.2919,1.1304,1.1036
979,0.3782,0.4204,1.9841,0.1887,0.1988,0.9872,2.5611
980,0.2731,2.1168,2.5630,0.1721,0.1966,2.5621,3.0328
981,0.2684,0.2714,0.3990,0.1860,0.1962,0.7258,0.8635
982,0.2760,0.4455,1.1665,0.2472,0.3056,0.9687,1.7481
983,0.3452,0.5273,0.4417,0.2371,0.3002,1.1096,1.0872
984,0.3421,0.8457,0.9083,0.2507,0.2624,1.4385,1.5128
985,0.3273,0.2794,0.3648,0.2145,0.1926,0.8212,0.8847
986,0.2541,0.2610,0.4090,0.1685,0.1970,0.6837,0.8601
987,0.2171,0.5088,0.2899,0.1789,0.2014,0.9048,0.7084
988,0.1947,0.2568,0.8459,0.1652,0.1983,0.6168,1.2390
989,0.1984,0.8552,0.2863,0.1652,0.1946,1.2188,0.6793
990,0.1959,0.2668,0.3608,0.1645,0.1943,0.6272,0.7511
991,0.1983,0.5012,0.7434,0.2492,0.2167,0.9487,1.1585
992,0.2798,0.8851,0.2930,0.1728,0.1961,1.3377,0.7690
993,0.3468,0.4009,0.7251,0.2563,0.2930,1.0039,1.3649
994,0.3533,0.6134,1.3313,0.1683,0.1952,1.1351,1.8798
995,0.3698,0.5557,1.7236,0.1744,0.2087,1.0999,2.3021
996,0.2610,0.4280,1.0463,0.1699,0.1970,0.8589,1.5043
997,0.2195,0.4594,0.2901,0.1692,0.1974,0.8481,0.7070
998,0.2173,0.2597,1.8088,0.1704,0.1989,0.6474,2.2249
999,0.2244,0.6950,0.3614,0.1727,0.1975,1.0920,0.7833
1000,0.1938,1.4143,0.6916,0.2649,0.3121,1.8729,1.1975
