Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHAKE-192, standard, robust",462.798,4456.127,3.527,4922.452
2,"SHAKE-192, standard, robust",456.296,4459.885,3.447,4919.628
3,"SHAKE-192, standard, robust",459.154,4449.258,3.552,4911.964
4,"SHAKE-192, standard, robust",457.659,4459.009,3.644,4920.312
5,"SHAKE-192, standard, robust",461.221,4488.714,3.530,4953.465
6,"SHAKE-192, standard, robust",458.296,4436.421,3.332,4898.049
7,"SHAKE-192, standard, robust",461.486,4459.178,3.502,4924.166
8,"SHAKE-192, standard, robust",455.486,4439.867,3.547,4898.900
9,"SHAKE-192, standard, robust",458.905,4440.667,3.571,4903.143
10,"SHAKE-192, standard, robust",454.071,4441.747,3.384,4899.202
11,"SHAKE-192, standard, robust",456.138,4471.166,3.702,4931.006
12,"SHAKE-192, standard, robust",469.054,4477.192,3.557,4949.802
13,"SHAKE-192, standard, robust",457.450,4486.287,3.437,4947.175
14,"SHAKE-192, standard, robust",459.682,4440.735,3.602,4904.020
15,"SHAKE-192, standard, robust",457.496,4443.949,3.668,4905.113
16,"SHAKE-192, standard, robust",455.406,4432.889,3.556,4891.851
17,"SHAKE-192, standard, robust",455.035,4434.300,3.611,4892.946
18,"SHAKE-192, standard, robust",456.152,4434.842,3.558,4894.552
19,"SHAKE-192, standard, robust",456.305,4436.140,3.357,4895.802
20,"SHAKE-192, standard, robust",456.516,4427.420,3.513,4887.449
21,"SHAKE-192, standard, robust",455.794,4447.791,3.447,4907.033
22,"SHAKE-192, standard, robust",455.436,4461.005,3.605,4920.046
23,"SHAKE-192, standard, robust",456.649,4443.322,3.635,4903.606
24,"SHAKE-192, standard, robust",455.746,4443.969,3.344,4903.060
25,"SHAKE-192, standard, robust",455.757,4427.024,3.572,4886.352
26,"SHAKE-192, standard, robust",454.895,4439.419,3.401,4897.714
27,"SHAKE-192, standard, robust",456.482,4436.018,3.554,4896.054
28,"SHAKE-192, standard, robust",459.168,4440.512,3.540,4903.219
