Iteración,Tiempo Generación Claves (ms),Tiempo Creación Firma (ms),Tiempo Verificación Firma (ms),Tiempo Total (ms)
717,768.209,6.644,0.129,774.982
718,756.912,6.689,0.131,763.731
719,598.417,6.650,0.131,605.197
720,545.816,6.633,0.128,552.577
721,779.288,6.712,0.125,786.125
722,675.483,6.746,0.143,682.372
723,3268.073,6.665,0.132,3274.870
724,1710.513,6.874,0.148,1717.535
725,651.416,6.665,0.126,658.208
726,805.282,6.635,0.134,812.051
727,954.165,6.615,0.133,960.913
728,2038.031,6.639,0.136,2044.806
729,1099.199,6.656,0.141,1105.996
730,1967.300,6.706,0.128,1974.133
731,2906.384,6.663,0.124,2913.170
732,1942.445,6.673,0.132,1949.250
733,798.509,6.635,0.124,805.268
734,1544.157,6.677,0.130,1550.964
735,1774.603,6.640,0.125,1781.368
736,1459.898,6.703,0.124,1466.725
737,2519.518,6.685,0.128,2526.332
738,1525.550,6.662,0.134,1532.346
739,1802.432,6.683,0.137,1809.252
740,1194.003,6.653,0.133,1200.790
741,950.043,6.686,0.123,956.851
742,1791.071,6.664,0.133,1797.869
743,1958.561,6.685,0.156,1965.402
744,492.526,6.652,0.132,499.310
745,2083.911,6.625,0.133,2090.669
746,2655.059,6.613,0.129,2661.801
747,1066.725,6.701,0.129,1073.555
748,855.090,6.637,0.129,861.856
749,1833.761,6.641,0.133,1840.535
750,1556.189,6.702,0.138,1563.029
751,837.913,6.644,0.133,844.690
752,1678.660,6.686,0.128,1685.475
753,1277.138,6.626,0.124,1283.888
754,1566.653,6.691,0.133,1573.477
755,1028.676,6.694,0.126,1035.497
756,2559.897,6.701,0.125,2566.724
757,1440.843,6.652,0.143,1447.639
758,317.226,6.680,0.122,324.029
759,7831.539,6.639,0.136,7838.314
760,1821.134,6.689,0.127,1827.950
761,1659.831,6.692,0.124,1666.647
762,436.731,6.658,0.124,443.513
763,947.840,6.663,0.125,954.629
764,1073.570,6.760,0.161,1080.492
765,1164.524,6.636,0.123,1171.283
766,1470.477,6.680,0.131,1477.287
767,1204.669,6.727,0.124,1211.520
768,2444.443,6.648,0.133,2451.224
769,3838.466,6.660,0.130,3845.256
770,961.171,6.749,0.142,968.062
771,2353.598,6.654,0.136,2360.389
772,508.878,6.647,0.124,515.649
773,2337.356,6.637,0.129,2344.122
774,755.446,6.630,0.124,762.200
775,818.898,6.654,0.125,825.677
776,823.549,6.675,0.129,830.353
777,2103.989,6.669,0.127,2110.784
778,2402.573,6.653,0.128,2409.354
779,893.476,6.636,0.130,900.242
780,677.157,6.748,0.133,684.039
781,2081.112,6.777,0.125,2088.014
782,716.546,6.739,0.126,723.411
783,1635.134,6.675,0.130,1641.939
784,806.702,6.691,0.125,813.517
785,3007.506,6.653,0.124,3014.282
786,3307.004,6.709,0.125,3313.839
787,513.915,6.647,0.123,520.685
788,343.877,6.698,0.160,350.735
789,1147.818,6.626,0.124,1154.569
790,2503.481,6.653,0.126,2510.259
791,1240.152,6.616,0.132,1246.900
792,1421.326,6.717,0.160,1428.203
793,1071.172,6.714,0.135,1078.020
794,278.498,6.710,0.132,285.339
795,1582.476,6.620,0.126,1589.221
796,1559.887,6.644,0.124,1566.654
797,2169.296,6.719,0.135,2176.150
798,573.680,6.702,0.128,580.511
799,3071.529,6.686,0.128,3078.344
800,2591.204,6.614,0.133,2597.950
801,834.776,6.684,0.128,841.588
802,1807.927,6.658,0.124,1814.709
803,1896.439,6.685,0.139,1903.263
804,2615.926,6.677,0.128,2622.732
805,5233.302,6.642,0.130,5240.075
806,1505.044,6.626,0.124,1511.794
807,1374.535,6.637,0.123,1381.294
808,595.264,6.629,0.125,602.018
809,1381.103,6.693,0.127,1387.923
810,1706.869,6.631,0.134,1713.634
811,1703.481,6.629,0.129,1710.239
812,860.182,6.686,0.128,866.997
813,889.714,6.689,0.134,896.537
814,1284.851,6.621,0.130,1291.602
815,1332.802,8.396,0.145,1341.344
816,3119.637,6.672,0.125,3126.435
817,1147.805,6.743,0.128,1154.676
818,912.588,6.614,0.125,919.327
819,815.767,6.639,0.124,822.530
820,3186.924,6.671,0.124,3193.719
821,586.281,6.690,0.129,593.101
822,1072.277,6.611,0.125,1079.013
823,1353.516,6.711,0.124,1360.351
824,1568.337,6.649,0.133,1575.119
825,1277.887,6.645,0.133,1284.665
826,2927.830,6.684,0.127,2934.641
827,1711.664,6.639,0.133,1718.435
828,975.419,6.665,0.124,982.208
829,1078.751,6.732,0.126,1085.609
830,1049.158,6.664,0.144,1055.966
831,1394.958,6.652,0.131,1401.741
832,1411.192,6.634,0.123,1417.949
833,648.705,6.661,0.126,655.493
834,633.746,6.671,0.140,640.557
835,1611.708,6.642,0.128,1618.478
836,1022.792,6.672,0.137,1029.600
837,679.514,6.638,0.129,686.281
838,2996.317,6.645,0.124,3003.086
839,1007.903,6.714,0.126,1014.743
840,1909.324,6.687,0.131,1916.143
841,1041.965,6.643,0.130,1048.738
842,986.283,6.637,0.130,993.051
843,1440.921,6.678,0.135,1447.733
844,1188.825,6.649,0.130,1195.603
845,1059.393,6.638,0.130,1066.161
846,730.707,6.608,0.133,737.447
847,1865.814,6.624,0.125,1872.563
848,1153.733,6.641,0.129,1160.504
849,1398.277,6.714,0.132,1405.123
850,3710.241,6.658,0.123,3717.022
851,3973.795,6.654,0.124,3980.573
852,1243.509,6.655,0.125,1250.288
853,2575.720,6.649,0.132,2582.502
854,1714.022,6.682,0.151,1720.855
855,2142.709,6.624,0.129,2149.462
856,1444.451,6.634,0.126,1451.212
857,1176.337,6.705,0.134,1183.176
858,2034.146,6.655,0.135,2040.936
859,1390.585,6.652,0.125,1397.362
860,1360.967,6.656,0.133,1367.756
861,2008.641,6.650,0.128,2015.419
862,851.182,6.632,0.123,857.937
863,485.959,6.662,0.128,492.748
864,798.296,6.663,0.124,805.083
865,489.260,6.674,0.133,496.067
866,820.044,6.638,0.123,826.805
867,517.577,6.645,0.124,524.346
868,1462.468,6.648,0.122,1469.239
869,672.747,6.649,0.127,679.523
870,1058.582,6.653,0.126,1065.361
871,733.738,6.621,0.127,740.485
872,963.990,6.646,0.126,970.762
873,1933.272,6.652,0.124,1940.048
874,1316.396,6.675,0.125,1323.196
875,547.861,6.662,0.130,554.653
876,2472.590,6.639,0.125,2479.355
877,2080.569,6.691,0.124,2087.384
878,2046.382,6.652,0.132,2053.166
879,3123.409,6.706,0.127,3130.242
880,652.909,6.638,0.125,659.672
881,2892.815,6.641,0.135,2899.590
882,1646.172,6.644,0.129,1652.945
883,556.419,6.655,0.130,563.203
884,2917.904,6.670,0.137,2924.711
885,1928.392,6.641,0.124,1935.158
886,2059.108,6.635,0.126,2065.868
887,2323.688,6.656,0.125,2330.469
888,4001.423,6.632,0.123,4008.178
889,1877.074,6.624,0.133,1883.832
890,2447.255,6.696,0.124,2454.075
891,1322.229,6.694,0.128,1329.051
892,992.736,6.625,0.123,999.483
893,900.132,6.639,0.130,906.901
894,312.518,6.627,0.122,319.267
895,2802.102,6.691,0.130,2808.923
896,4049.831,6.640,0.123,4056.594
897,8416.675,6.686,0.133,8423.494
898,2794.106,6.674,0.122,2800.902
899,1031.089,6.659,0.128,1037.876
900,2146.972,6.717,0.156,2153.845
901,870.377,6.604,0.128,877.108
902,1593.244,6.670,0.131,1600.045
903,1898.186,6.690,0.125,1905.001
904,2382.113,6.647,0.124,2388.883
905,2196.519,6.659,0.125,2203.302
906,1706.339,6.659,0.132,1713.130
907,1035.191,6.667,0.130,1041.988
908,835.337,6.654,0.125,842.116
909,960.119,6.669,0.129,966.917
910,3814.819,6.648,0.136,3821.604
911,1218.263,6.664,0.131,1225.058
912,1771.141,6.700,0.124,1777.966
913,702.379,6.684,0.128,709.190
914,1331.975,6.644,0.142,1338.761
915,1036.963,6.635,0.135,1043.733
916,1580.975,6.675,0.126,1587.776
917,1674.055,6.659,0.129,1680.843
918,992.879,6.627,0.126,999.632
919,733.259,6.625,0.135,740.019
920,3386.932,6.641,0.124,3393.697
921,1260.309,6.665,0.129,1267.102
922,600.773,6.670,0.126,607.569
923,3705.039,6.600,0.132,3711.770
924,1534.371,6.665,0.123,1541.159
925,1401.441,6.648,0.125,1408.214
926,244.311,6.700,0.125,251.135
927,1238.996,6.652,0.127,1245.774
928,3470.005,6.668,0.141,3476.814
929,470.811,6.650,0.131,477.592
930,877.590,6.629,0.132,884.352
931,3195.803,6.699,0.129,3202.631
932,686.922,6.619,0.132,693.673
933,2160.415,6.790,0.128,2167.332
934,393.357,6.683,0.124,400.164
935,899.233,6.636,0.130,905.999
936,2290.496,6.653,0.133,2297.282
937,1080.989,6.681,0.129,1087.799
938,2095.492,6.678,0.124,2102.294
939,1567.951,6.628,0.131,1574.710
940,1677.476,6.674,0.125,1684.275
941,590.289,6.670,0.126,597.086
942,623.560,6.656,0.137,630.354
943,1184.254,6.715,0.132,1191.100
944,1999.468,6.645,0.123,2006.235
945,511.841,6.645,0.126,518.612
946,1228.146,6.644,0.128,1234.918
947,1652.888,6.724,0.138,1659.751
948,647.476,6.703,0.125,654.303
949,1096.746,6.662,0.142,1103.550
950,347.129,6.655,0.129,353.913
951,760.903,6.644,0.123,767.671
952,872.302,6.654,0.124,879.080
953,1149.825,6.648,0.127,1156.600
954,604.155,6.688,0.124,610.967
955,1454.412,6.617,0.133,1461.162
956,1674.831,6.722,0.123,1681.675
957,887.550,6.679,0.137,894.366
958,2030.016,6.639,0.123,2036.778
959,1332.623,6.627,0.123,1339.373
960,2538.298,6.676,0.126,2545.100
961,1368.039,6.813,0.131,1374.983
962,713.305,6.651,0.127,720.083
963,1417.671,6.621,0.135,1424.427
964,1097.747,6.644,0.130,1104.522
965,4645.963,6.644,0.131,4652.737
966,622.970,6.859,0.150,629.979
967,2740.369,6.678,0.124,2747.171
968,2500.779,6.626,0.124,2507.529
969,1521.020,6.665,0.127,1527.812
970,626.142,6.670,0.129,632.941
971,1099.652,6.656,0.123,1106.432
972,5556.251,6.637,0.124,5563.012
973,783.456,6.654,0.124,790.233
974,409.621,6.685,0.124,416.430
975,584.963,6.710,0.136,591.809
976,1100.909,6.639,0.130,1107.678
977,5066.252,6.626,0.130,5073.009
978,1040.753,6.661,0.124,1047.538
979,419.260,6.636,0.123,426.019
980,568.978,6.668,0.139,575.785
981,871.187,6.656,0.128,877.971
982,864.891,6.661,0.124,871.677
983,2320.540,6.624,0.128,2327.293
984,474.086,6.634,0.128,480.848
985,1253.760,6.667,0.130,1260.557
986,1008.539,6.679,0.125,1015.343
987,982.876,6.655,0.140,989.671
988,1476.009,6.659,0.124,1482.792
989,493.614,6.671,0.125,500.410
990,1688.065,6.640,0.129,1694.834
991,1318.407,6.655,0.126,1325.189
992,1007.192,6.648,0.136,1013.977
993,594.059,6.638,0.124,600.822
994,1096.996,6.706,0.125,1103.828
995,1658.254,6.673,0.130,1665.057
996,431.961,6.665,0.130,438.756
997,739.113,6.668,0.133,745.913
998,2734.135,6.633,0.124,2740.893
999,2011.078,6.615,0.126,2017.819
1000,1278.108,6.644,0.134,1284.886
