Iteración,Tiempo Generación Claves (ms),Tiempo Creación Firma (ms),Tiempo Verificación Firma (ms),Tiempo Total (ms)
453,168.030,1.062,0.045,169.137
454,135.763,1.076,0.047,136.886
455,84.642,1.063,0.047,85.752
456,31.982,1.045,0.046,33.072
457,68.980,1.058,0.045,70.083
458,111.932,1.085,0.048,113.065
459,210.615,1.097,0.070,211.783
460,156.150,1.063,0.046,157.258
461,86.423,1.055,0.044,87.522
462,119.257,1.073,0.046,120.375
463,72.909,1.059,0.045,74.013
464,139.540,1.091,0.047,140.678
465,128.552,1.052,0.045,129.649
466,61.149,1.082,0.051,62.282
467,92.211,1.048,0.044,93.304
468,159.194,1.053,0.045,160.292
469,265.681,1.061,0.047,266.789
470,184.092,1.084,0.047,185.223
471,28.941,1.051,0.044,30.036
472,391.329,1.102,0.052,392.483
473,316.614,1.087,0.047,317.748
474,108.258,1.076,0.046,109.380
475,234.797,1.084,0.047,235.928
476,83.027,1.079,0.046,84.152
477,47.890,1.053,0.044,48.988
478,150.615,1.090,0.048,151.752
479,83.812,1.049,0.045,84.906
480,88.661,1.080,0.045,89.786
481,139.892,1.053,0.047,140.992
482,118.964,1.091,0.047,120.102
483,76.357,1.080,0.049,77.486
484,140.854,1.121,0.047,142.022
485,133.041,1.059,0.045,134.144
486,59.332,1.056,0.045,60.432
487,357.620,1.094,0.048,358.762
488,134.333,1.051,0.045,135.429
489,43.682,1.040,0.044,44.767
490,72.791,1.045,0.045,73.881
491,47.242,1.056,0.045,48.344
492,56.097,1.047,0.044,57.189
493,175.877,1.088,0.046,177.012
494,128.755,1.102,0.047,129.904
495,103.809,1.079,0.046,104.934
496,286.369,1.082,0.047,287.499
497,45.056,1.053,0.044,46.153
498,48.785,1.045,0.044,49.873
499,54.180,1.047,0.043,55.271
500,54.942,1.070,0.052,56.064
501,47.749,1.086,0.047,48.882
502,62.502,1.054,0.045,63.601
503,32.845,1.080,0.044,33.969
504,275.110,1.081,0.047,276.238
505,217.744,1.076,0.046,218.866
506,58.872,1.056,0.045,59.973
507,396.930,1.080,0.047,398.058
508,72.702,1.085,0.061,73.847
509,53.436,1.104,0.047,54.587
510,38.153,1.056,0.044,39.253
511,210.882,1.080,0.047,212.009
512,81.480,1.136,0.053,82.668
513,194.083,1.125,0.050,195.258
514,201.881,1.056,0.045,202.982
515,80.797,1.043,0.044,81.884
516,126.925,1.053,0.044,128.021
517,248.614,1.093,0.047,249.753
518,31.013,1.043,0.043,32.099
519,21.075,1.059,0.043,22.177
520,103.824,1.045,0.043,104.912
521,137.287,1.062,0.046,138.395
522,138.048,1.056,0.044,139.148
523,300.576,1.103,0.047,301.726
524,644.548,1.092,0.046,645.685
525,56.629,1.040,0.044,57.713
526,115.471,1.087,0.046,116.604
527,158.464,1.049,0.046,159.559
528,160.665,1.085,0.047,161.796
529,144.749,1.093,0.047,145.889
530,396.516,1.076,0.047,397.639
