Version,Iteration,KeyGenTime,EncapTime,DecapTime,EncryptTime,DecryptTime,TotalTime
ML-KEM-1024,73,0.1292,0.1117,0.2337,0.0206,0.0089,0.5041
ML-KEM-1024,74,0.1609,0.1502,0.1349,0.0229,0.0085,0.4774
ML-KEM-1024,75,0.1439,0.1090,0.1257,0.0147,0.0062,0.3995
ML-KEM-1024,76,0.1393,0.1089,0.1420,0.0210,0.0082,0.4193
ML-KEM-1024,77,0.1444,0.2248,0.1298,0.0260,0.0085,0.5334
ML-KEM-1024,78,0.1436,0.1273,0.1303,0.0180,0.0073,0.4266
ML-KEM-1024,79,0.1365,0.1092,0.1259,0.0178,0.0075,0.3970
ML-KEM-1024,80,0.1460,0.1259,0.2252,0.0202,0.0079,0.5251
ML-KEM-1024,81,0.1421,0.1194,0.1302,0.0140,0.0066,0.4122
ML-KEM-1024,82,0.1336,0.1254,0.1303,0.0172,0.0076,0.4141
ML-KEM-1024,83,0.1507,0.1484,0.1764,0.0349,0.0124,0.5228
ML-KEM-1024,84,0.1831,0.2014,0.1315,0.0363,0.0123,0.5646
ML-KEM-1024,85,0.1884,0.1182,0.1780,0.0319,0.0115,0.5279
ML-KEM-1024,86,0.1515,0.1109,0.1306,0.0192,0.0075,0.4198
ML-KEM-1024,87,0.1375,0.1091,0.2353,0.0208,0.0087,0.5114
ML-KEM-1024,88,0.1518,0.1141,0.1478,0.0180,0.0072,0.4389
ML-KEM-1024,89,0.1385,0.1321,0.1308,0.0177,0.0067,0.4257
ML-KEM-1024,90,0.1409,0.1073,0.1315,0.0135,0.0066,0.3997
ML-KEM-1024,91,0.1505,0.2063,0.1473,0.0324,0.0105,0.5471
ML-KEM-1024,92,0.1862,0.1405,0.1560,0.0353,0.0111,0.5292
ML-KEM-1024,93,0.2061,0.1574,0.1860,0.0383,0.0127,0.6005
ML-KEM-1024,94,0.1847,0.1693,0.2543,0.0391,0.0130,0.6604
ML-KEM-1024,95,0.1808,0.1196,0.1386,0.0409,0.0105,0.4905
ML-KEM-1024,96,0.1523,0.1104,0.1277,0.0186,0.0076,0.4166
ML-KEM-1024,97,0.1507,0.1396,0.1627,0.0335,0.0108,0.4973
ML-KEM-1024,98,0.2033,0.2110,0.1855,0.0399,0.0138,0.6535
ML-KEM-1024,99,0.2299,0.1336,0.1494,0.0385,0.0115,0.5630
ML-KEM-1024,100,0.1641,0.1447,0.1315,0.0293,0.0111,0.4807
ML-KEM-1024,101,0.1320,0.1376,0.1618,0.0253,0.0095,0.4662
ML-KEM-1024,102,0.1731,0.2690,0.1433,0.0315,0.0108,0.6276
ML-KEM-1024,103,0.1880,0.1289,0.1552,0.0349,0.0119,0.5187
ML-KEM-1024,104,0.2012,0.1201,0.1314,0.0263,0.0089,0.4880
ML-KEM-1024,105,0.1472,0.1259,0.2678,0.0261,0.0102,0.5771
ML-KEM-1024,106,0.1493,0.1150,0.1365,0.0286,0.0099,0.4393
ML-KEM-1024,107,0.1420,0.1355,0.1435,0.0339,0.0105,0.4655
ML-KEM-1024,108,0.1772,0.1264,0.1803,0.0305,0.0111,0.5255
ML-KEM-1024,109,0.1706,0.2419,0.1489,0.0367,0.0099,0.6081
ML-KEM-1024,110,0.1952,0.1127,0.1333,0.0305,0.0105,0.4822
ML-KEM-1024,111,0.1467,0.1114,0.1327,0.0229,0.0085,0.4222
ML-KEM-1024,112,0.1346,0.1145,0.2368,0.0262,0.0097,0.5218
ML-KEM-1024,113,0.1527,0.1261,0.1527,0.0346,0.0150,0.4810
ML-KEM-1024,114,0.1778,0.1148,0.1375,0.0358,0.0114,0.4773
ML-KEM-1024,115,0.1451,0.1668,0.1304,0.0291,0.0092,0.4806
ML-KEM-1024,116,0.1359,0.1083,0.1255,0.0219,0.0071,0.3988
ML-KEM-1024,117,0.1477,0.1139,0.1241,0.0254,0.0091,0.4201
ML-KEM-1024,118,0.1778,0.1132,0.1308,0.0381,0.0119,0.4717
ML-KEM-1024,119,0.1577,0.1136,0.1264,0.0386,0.0094,0.4458
ML-KEM-1024,120,0.1422,0.1225,0.1341,0.0514,0.0125,0.4627
ML-KEM-1024,121,0.1473,0.1104,0.1259,0.0252,0.0091,0.4179
ML-KEM-1024,122,0.1312,0.1236,0.1446,0.0247,0.0090,0.4331
ML-KEM-1024,123,0.1527,0.1113,0.1307,0.0310,0.0103,0.4360
ML-KEM-1024,124,0.1668,0.1151,0.1769,0.0413,0.0126,0.5127
ML-KEM-1024,125,0.2143,0.1477,0.1511,0.0558,0.0162,0.5852
ML-KEM-1024,126,0.2548,0.1212,0.1279,0.0410,0.0119,0.5568
ML-KEM-1024,127,0.1687,0.1298,0.1371,0.0281,0.0099,0.4736
ML-KEM-1024,128,0.1702,0.1403,0.1317,0.0320,0.0100,0.4842
ML-KEM-1024,129,0.1901,0.1191,0.1300,0.0318,0.0104,0.4814
ML-KEM-1024,130,0.1637,0.1158,0.1267,0.0300,0.0106,0.4469
ML-KEM-1024,131,0.1537,0.1143,0.2038,0.0348,0.0114,0.5180
ML-KEM-1024,132,0.1733,0.1221,0.1421,0.0325,0.0101,0.4801
ML-KEM-1024,133,0.1685,0.1097,0.1260,0.0276,0.0092,0.4409
ML-KEM-1024,134,0.2030,0.1349,0.2158,0.0357,0.0135,0.6029
ML-KEM-1024,135,0.2040,0.1130,0.1356,0.0466,0.0107,0.5099
ML-KEM-1024,136,0.1555,0.1070,0.1293,0.0209,0.0087,0.4214
ML-KEM-1024,137,0.1827,0.1097,0.1442,0.0305,0.0108,0.4779
ML-KEM-1024,138,0.1885,0.1103,0.1319,0.0280,0.0099,0.4687
ML-KEM-1024,139,0.1865,0.1646,0.1738,0.0416,0.0137,0.5801
ML-KEM-1024,140,0.2115,0.1462,0.1923,0.0445,0.0128,0.6072
ML-KEM-1024,141,0.1986,0.1442,0.2052,0.0376,0.0096,0.5953
ML-KEM-1024,142,0.1847,0.1136,0.1277,0.0328,0.0095,0.4684
ML-KEM-1024,143,0.1437,0.1245,0.1513,0.0343,0.0130,0.4667
ML-KEM-1024,144,0.2206,0.1437,0.1653,0.0520,0.0183,0.6000
ML-KEM-1024,145,0.2106,0.1523,0.2512,0.0551,0.0168,0.6860
ML-KEM-1024,146,0.2301,0.1589,0.1826,0.0395,0.0140,0.6251
ML-KEM-1024,147,0.2229,0.1766,0.1867,0.0418,0.0152,0.6431
ML-KEM-1024,148,0.2197,0.1613,0.2473,0.0468,0.0133,0.6883
ML-KEM-1024,149,0.2238,0.1440,0.1706,0.0428,0.0157,0.5969
ML-KEM-1024,150,0.2553,0.1504,0.1682,0.0521,0.0150,0.6410
ML-KEM-1024,151,0.2678,0.1532,0.1791,0.0461,0.0152,0.6613
ML-KEM-1024,152,0.2221,0.1541,0.2026,0.0379,0.0139,0.6306
ML-KEM-1024,153,0.1736,0.1460,0.1773,0.0290,0.0129,0.5389
ML-KEM-1024,154,0.1815,0.1468,0.1962,0.0203,0.0101,0.5548
ML-KEM-1024,155,0.1565,0.1452,0.2405,0.0353,0.0138,0.5912
ML-KEM-1024,156,0.1870,0.1462,0.1807,0.0266,0.0120,0.5526
ML-KEM-1024,157,0.1935,0.1457,0.1757,0.0286,0.0119,0.5553
ML-KEM-1024,158,0.1769,0.1536,0.1888,0.0301,0.0124,0.5618
ML-KEM-1024,159,0.1759,0.1470,0.2190,0.0305,0.0133,0.5857
ML-KEM-1024,160,0.1963,0.1453,0.1791,0.0300,0.0125,0.5633
ML-KEM-1024,161,0.1772,0.1553,0.1949,0.0325,0.0115,0.5713
ML-KEM-1024,162,0.1755,0.1439,0.1757,0.0252,0.0106,0.5309
ML-KEM-1024,163,0.1618,0.1662,0.3144,0.0404,0.0131,0.6959
ML-KEM-1024,164,0.1861,0.1477,0.1945,0.0363,0.0133,0.5778
ML-KEM-1024,165,0.2029,0.1521,0.1770,0.0397,0.0154,0.5870
ML-KEM-1024,166,0.2016,0.1713,0.1756,0.0362,0.0123,0.5970
ML-KEM-1024,167,0.1863,0.1648,0.2898,0.0576,0.0172,0.7156
ML-KEM-1024,168,0.2086,0.1845,0.1741,0.0381,0.0135,0.6189
ML-KEM-1024,169,0.1976,0.1491,0.1657,0.0315,0.0118,0.5557
ML-KEM-1024,170,0.1578,0.1096,0.1278,0.0344,0.0103,0.4400
ML-KEM-1024,171,0.1324,0.1090,0.1213,0.0472,0.0110,0.4210
ML-KEM-1024,172,0.1472,0.1059,0.1334,0.0291,0.0099,0.4254
ML-KEM-1024,173,0.1265,0.1122,0.1173,0.0444,0.0090,0.4094
ML-KEM-1024,174,0.1246,0.1053,0.1187,0.0238,0.0096,0.3819
ML-KEM-1024,175,0.1226,0.1036,0.1249,0.0217,0.0089,0.3816
ML-KEM-1024,176,0.1174,0.1040,0.1230,0.0159,0.0077,0.3679
ML-KEM-1024,177,0.1101,0.1111,0.1332,0.0163,0.0077,0.3784
ML-KEM-1024,178,0.1375,0.1217,0.1218,0.0277,0.0090,0.4176
ML-KEM-1024,179,0.1532,0.1141,0.1249,0.0266,0.0089,0.4277
ML-KEM-1024,180,0.1813,0.1107,0.1213,0.0337,0.0101,0.4571
ML-KEM-1024,181,0.1509,0.1050,0.1216,0.0212,0.0076,0.4064
ML-KEM-1024,182,0.1484,0.1046,0.1297,0.0228,0.0082,0.4137
ML-KEM-1024,183,0.1449,0.1178,0.1212,0.0195,0.0077,0.4110
ML-KEM-1024,184,0.1409,0.1043,0.1170,0.0156,0.0066,0.3846
ML-KEM-1024,185,0.1365,0.1049,0.1182,0.0135,0.0070,0.3800
ML-KEM-1024,186,0.1187,0.1194,0.1244,0.0168,0.0066,0.3859
ML-KEM-1024,187,0.1175,0.1058,0.1179,0.0138,0.0067,0.3617
ML-KEM-1024,188,0.1220,0.1053,0.1298,0.0286,0.0072,0.3930
ML-KEM-1024,189,0.1187,0.1361,0.1216,0.0129,0.0067,0.3960
ML-KEM-1024,190,0.1132,0.1025,0.1182,0.0109,0.0058,0.3506
ML-KEM-1024,191,0.1254,0.1041,0.1173,0.0132,0.0062,0.3663
ML-KEM-1024,192,0.1410,0.1135,0.1358,0.0230,0.0080,0.4213
ML-KEM-1024,193,0.1202,0.1121,0.1240,0.0158,0.0072,0.3793
ML-KEM-1024,194,0.1155,0.1074,0.1194,0.0295,0.0067,0.3785
ML-KEM-1024,195,0.1240,0.1055,0.1474,0.0131,0.0067,0.3968
ML-KEM-1024,196,0.1139,0.1126,0.1259,0.0124,0.0062,0.3711
ML-KEM-1024,197,0.1564,0.1126,0.1196,0.0182,0.0080,0.4149
ML-KEM-1024,198,0.1466,0.1134,0.1201,0.0154,0.0066,0.4022
ML-KEM-1024,199,0.1497,0.1057,0.1187,0.0189,0.0078,0.4008
ML-KEM-1024,200,0.1474,0.1122,0.1331,0.0161,0.0078,0.4166
ML-KEM-1024,201,0.1409,0.1259,0.1213,0.0205,0.0080,0.4167
ML-KEM-1024,202,0.1454,0.1141,0.1188,0.0233,0.0087,0.4103
ML-KEM-1024,203,0.1603,0.1603,0.1677,0.0295,0.0105,0.5283
ML-KEM-1024,204,0.1926,0.1482,0.1735,0.0478,0.0131,0.5752
ML-KEM-1024,205,0.1738,0.1413,0.1726,0.0220,0.0099,0.5197
ML-KEM-1024,206,0.1666,0.1742,0.1630,0.0319,0.0126,0.5484
ML-KEM-1024,207,0.1739,0.1363,0.1559,0.0315,0.0110,0.5086
ML-KEM-1024,208,0.1866,0.1399,0.1644,0.0248,0.0099,0.5257
ML-KEM-1024,209,0.1632,0.1474,0.1845,0.0268,0.0103,0.5322
ML-KEM-1024,210,0.1701,0.1454,0.1638,0.0263,0.0095,0.5151
ML-KEM-1024,211,0.1627,0.1623,0.1623,0.0296,0.0104,0.5273
ML-KEM-1024,212,0.1677,0.1599,0.1689,0.0300,0.0109,0.5374
ML-KEM-1024,213,0.1706,0.1506,0.1739,0.0296,0.0109,0.5356
ML-KEM-1024,214,0.1641,0.1734,0.1673,0.0352,0.0110,0.5509
ML-KEM-1024,215,0.1937,0.1562,0.1710,0.0409,0.0138,0.5756
ML-KEM-1024,216,0.1909,0.1385,0.1588,0.0325,0.0122,0.5329
ML-KEM-1024,217,0.1977,0.1296,0.1210,0.0256,0.0081,0.4820
ML-KEM-1024,218,0.1636,0.1418,0.1715,0.0229,0.0109,0.5107
ML-KEM-1024,219,0.1762,0.1459,0.1685,0.0205,0.0110,0.5220
ML-KEM-1024,220,0.1633,0.1425,0.1650,0.0181,0.0091,0.4980
ML-KEM-1024,221,0.1554,0.1426,0.1646,0.0194,0.0099,0.4920
ML-KEM-1024,222,0.1618,0.1462,0.1839,0.0243,0.0104,0.5266
ML-KEM-1024,223,0.1718,0.1497,0.1856,0.0320,0.0132,0.5523
ML-KEM-1024,224,0.1926,0.1289,0.2039,0.0214,0.0089,0.5556
ML-KEM-1024,225,0.1495,0.1180,0.1197,0.0198,0.0094,0.4164
ML-KEM-1024,226,0.1289,0.1041,0.1187,0.0147,0.0067,0.3732
ML-KEM-1024,227,0.1083,0.1084,0.1164,0.0144,0.0066,0.3541
ML-KEM-1024,228,0.1145,0.1192,0.1176,0.0139,0.0066,0.3719
ML-KEM-1024,229,0.1323,0.1118,0.1182,0.0167,0.0075,0.3865
ML-KEM-1024,230,0.1130,0.1025,0.1403,0.0194,0.0066,0.3819
ML-KEM-1024,231,0.1417,0.1107,0.1201,0.0168,0.0070,0.3964
ML-KEM-1024,232,0.1305,0.1157,0.1271,0.0215,0.0076,0.4025
ML-KEM-1024,233,0.1419,0.1063,0.1193,0.0205,0.0085,0.3966
ML-KEM-1024,234,0.1450,0.1078,0.1245,0.0224,0.0077,0.4074
ML-KEM-1024,235,0.1783,0.1282,0.1523,0.0471,0.0125,0.5184
ML-KEM-1024,236,0.2253,0.1599,0.1653,0.0516,0.0191,0.6212
ML-KEM-1024,237,0.2386,0.1458,0.1685,0.0555,0.0215,0.6298
ML-KEM-1024,238,0.2567,0.1517,0.1641,0.0715,0.0206,0.6647
ML-KEM-1024,239,0.1892,0.1145,0.1336,0.0248,0.0109,0.4731
ML-KEM-1024,240,0.1338,0.1076,0.1553,0.0226,0.0087,0.4279
ML-KEM-1024,241,0.1579,0.1142,0.1287,0.0346,0.0129,0.4484
ML-KEM-1024,242,0.1699,0.1363,0.1255,0.0445,0.0123,0.4884
ML-KEM-1024,243,0.1974,0.1241,0.1273,0.0416,0.0122,0.5027
ML-KEM-1024,244,0.1868,0.1143,0.1274,0.0256,0.0110,0.4650
ML-KEM-1024,245,0.1169,0.1088,0.1239,0.0115,0.0063,0.3674
ML-KEM-1024,246,0.1230,0.1078,0.1384,0.0111,0.0066,0.3869
ML-KEM-1024,247,0.1239,0.1092,0.1250,0.0119,0.0071,0.3770
ML-KEM-1024,248,0.1089,0.1229,0.1233,0.0104,0.0062,0.3717
ML-KEM-1024,249,0.1118,0.1068,0.1229,0.0113,0.0072,0.3601
ML-KEM-1024,250,0.1125,0.1133,0.1253,0.0301,0.0085,0.3897
ML-KEM-1024,251,0.1152,0.1081,0.1229,0.0138,0.0072,0.3672
ML-KEM-1024,252,0.1173,0.1377,0.2132,0.0233,0.0105,0.5020
ML-KEM-1024,253,0.1666,0.1391,0.1662,0.0196,0.0096,0.5009
ML-KEM-1024,254,0.1326,0.1098,0.1355,0.0224,0.0086,0.4089
ML-KEM-1024,255,0.1433,0.1077,0.1409,0.0228,0.0091,0.4238
ML-KEM-1024,256,0.1409,0.1079,0.1521,0.0219,0.0091,0.4320
ML-KEM-1024,257,0.1651,0.1173,0.1226,0.0210,0.0087,0.4347
ML-KEM-1024,258,0.1972,0.1101,0.1327,0.0261,0.0087,0.4749
ML-KEM-1024,259,0.1666,0.1463,0.1734,0.0315,0.0128,0.5305
ML-KEM-1024,260,0.1672,0.1138,0.1176,0.0205,0.0086,0.4277
ML-KEM-1024,261,0.1354,0.1136,0.1178,0.0211,0.0085,0.3964
ML-KEM-1024,262,0.1301,0.1188,0.1266,0.0223,0.0086,0.4064
ML-KEM-1024,263,0.1357,0.1128,0.1169,0.0189,0.0081,0.3924
ML-KEM-1024,264,0.1226,0.1062,0.1317,0.0200,0.0082,0.3887
ML-KEM-1024,265,0.1242,0.1048,0.1176,0.0177,0.0071,0.3714
ML-KEM-1024,266,0.1220,0.1347,0.1360,0.0203,0.0076,0.4205
ML-KEM-1024,267,0.1425,0.1137,0.1164,0.0161,0.0077,0.3964
ML-KEM-1024,268,0.1428,0.1072,0.1185,0.0166,0.0071,0.3922
ML-KEM-1024,269,0.1387,0.1030,0.1346,0.0168,0.0071,0.4003
ML-KEM-1024,270,0.1426,0.1050,0.1185,0.0177,0.0070,0.3908
ML-KEM-1024,271,0.1545,0.1048,0.1187,0.0166,0.0077,0.4023
ML-KEM-1024,272,0.1418,0.1041,0.1164,0.0177,0.0080,0.3879
ML-KEM-1024,273,0.1685,0.1163,0.1244,0.0291,0.0110,0.4492
ML-KEM-1024,274,0.1622,0.1081,0.1208,0.0453,0.0156,0.4521
ML-KEM-1024,275,0.1896,0.1122,0.1173,0.0235,0.0094,0.4520
ML-KEM-1024,276,0.1466,0.1057,0.1176,0.0186,0.0080,0.3966
ML-KEM-1024,277,0.1565,0.1043,0.1220,0.0495,0.0087,0.4411
ML-KEM-1024,278,0.1466,0.1067,0.1176,0.0210,0.0082,0.3999
ML-KEM-1024,279,0.1623,0.1058,0.1184,0.0223,0.0076,0.4164
ML-KEM-1024,280,0.1413,0.1045,0.1183,0.0249,0.0080,0.3969
ML-KEM-1024,281,0.1755,0.1064,0.1188,0.0256,0.0082,0.4345
ML-KEM-1024,282,0.1442,0.1045,0.1211,0.0187,0.0085,0.3970
ML-KEM-1024,283,0.1574,0.1043,0.1176,0.0413,0.0110,0.4316
ML-KEM-1024,284,0.1480,0.1060,0.1187,0.0439,0.0104,0.4270
ML-KEM-1024,285,0.1627,0.1038,0.1237,0.0257,0.0086,0.4245
ML-KEM-1024,286,0.1383,0.1034,0.1163,0.0155,0.0159,0.3893
ML-KEM-1024,287,0.1498,0.1031,0.1202,0.0149,0.0066,0.3946
ML-KEM-1024,288,0.1351,0.1034,0.1320,0.0201,0.0080,0.3987
ML-KEM-1024,289,0.1509,0.1312,0.1222,0.0281,0.0109,0.4432
ML-KEM-1024,290,0.1715,0.1151,0.1421,0.0362,0.0140,0.4791
ML-KEM-1024,291,0.1961,0.1078,0.1245,0.0196,0.0095,0.4576
ML-KEM-1024,292,0.1408,0.1067,0.1340,0.0168,0.0085,0.4066
ML-KEM-1024,293,0.1283,0.1129,0.1400,0.0191,0.0091,0.4093
ML-KEM-1024,294,0.1589,0.1405,0.1535,0.0290,0.0129,0.4948
ML-KEM-1024,295,0.1945,0.1351,0.1634,0.0413,0.0148,0.5491
ML-KEM-1024,296,0.1955,0.1586,0.1576,0.0415,0.0157,0.5689
ML-KEM-1024,297,0.2533,0.1714,0.2058,0.0285,0.0131,0.6721
ML-KEM-1024,298,0.1968,0.1568,0.1511,0.0411,0.0142,0.5600
ML-KEM-1024,299,0.2188,0.1127,0.1312,0.0334,0.0103,0.5065
ML-KEM-1024,300,0.1604,0.1221,0.1407,0.0253,0.0092,0.4576
ML-KEM-1024,301,0.1203,0.1030,0.1169,0.0129,0.0066,0.3596
ML-KEM-1024,302,0.1046,0.1125,0.1207,0.0164,0.0252,0.3794
ML-KEM-1024,303,0.1321,0.1141,0.1193,0.0315,0.0105,0.4075
ML-KEM-1024,304,0.1625,0.1088,0.1187,0.0397,0.0104,0.4401
ML-KEM-1024,305,0.1244,0.1348,0.1491,0.0233,0.0105,0.4421
ML-KEM-1024,306,0.1252,0.1127,0.1216,0.0115,0.0057,0.3766
ML-KEM-1024,307,0.1048,0.1112,0.1177,0.0191,0.0066,0.3593
ML-KEM-1024,308,0.1099,0.1022,0.1159,0.0166,0.0072,0.3517
ML-KEM-1024,309,0.1317,0.1046,0.1203,0.0135,0.0128,0.3829
ML-KEM-1024,310,0.1063,0.1017,0.1201,0.0096,0.0061,0.3439
ML-KEM-1024,311,0.1069,0.1107,0.1583,0.0148,0.0071,0.3978
ML-KEM-1024,312,0.1359,0.1345,0.1498,0.0239,0.0094,0.4535
ML-KEM-1024,313,0.1360,0.1081,0.1342,0.0166,0.0071,0.4020
ML-KEM-1024,314,0.1082,0.1157,0.1170,0.0113,0.0062,0.3584
ML-KEM-1024,315,0.1078,0.1048,0.1327,0.0086,0.0057,0.3596
ML-KEM-1024,316,0.1226,0.1022,0.1145,0.0099,0.0057,0.3550
ML-KEM-1024,317,0.1043,0.1034,0.1152,0.0085,0.0052,0.3366
ML-KEM-1024,318,0.1016,0.1051,0.1245,0.0085,0.0057,0.3453
ML-KEM-1024,319,0.1007,0.1041,0.1386,0.0147,0.0072,0.3654
ML-KEM-1024,320,0.1136,0.1055,0.1230,0.0159,0.0071,0.3651
ML-KEM-1024,321,0.1257,0.1155,0.1323,0.0234,0.0119,0.4087
ML-KEM-1024,322,0.1385,0.1136,0.1217,0.0204,0.0087,0.4029
ML-KEM-1024,323,0.1494,0.1331,0.1208,0.0191,0.0085,0.4309
ML-KEM-1024,324,0.1277,0.1062,0.1180,0.0170,0.0073,0.3762
ML-KEM-1024,325,0.1229,0.1034,0.1160,0.0117,0.0061,0.3602
ML-KEM-1024,326,0.1054,0.1025,0.1154,0.0109,0.0062,0.3404
ML-KEM-1024,327,0.1205,0.1053,0.1293,0.0093,0.0057,0.3700
ML-KEM-1024,328,0.1022,0.1016,0.1975,0.0191,0.0543,0.4747
ML-KEM-1024,329,0.1386,0.1094,0.1365,0.0234,0.0080,0.4159
ML-KEM-1024,330,0.1188,0.1048,0.1176,0.0171,0.0068,0.3652
ML-KEM-1024,331,0.1139,0.1025,0.1169,0.0155,0.0066,0.3555
