Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHAKE-192, standard_robust",467.138,4618.056,3.623,5088.817
2,"SHAKE-192, standard_robust",468.678,4594.263,3.616,5066.557
3,"SHAKE-192, standard_robust",467.655,4684.833,3.604,5156.091
4,"SHAKE-192, standard_robust",509.822,4597.418,3.553,5110.793
5,"SHAKE-192, standard_robust",466.672,4577.317,3.462,5047.452
6,"SHAKE-192, standard_robust",468.398,4547.844,3.576,5019.817
7,"SHAKE-192, standard_robust",463.389,4541.618,3.613,5008.620
8,"SHAKE-192, standard_robust",508.553,4577.373,3.614,5089.541
9,"SHAKE-192, standard_robust",470.891,4570.048,3.554,5044.493
10,"SHAKE-192, standard_robust",471.408,4546.024,3.624,5021.056
11,"SHAKE-192, standard_robust",466.696,4697.068,3.679,5167.444
12,"SHAKE-192, standard_robust",468.439,4597.211,3.582,5069.233
13,"SHAKE-192, standard_robust",467.300,4529.819,3.592,5000.710
14,"SHAKE-192, standard_robust",470.688,4569.668,3.548,5043.904
15,"SHAKE-192, standard_robust",469.720,4622.206,3.481,5095.406
16,"SHAKE-192, standard_robust",495.478,4671.383,3.578,5170.439
17,"SHAKE-192, standard_robust",467.566,4711.940,3.513,5183.020
18,"SHAKE-192, standard_robust",468.935,4626.335,3.585,5098.854
19,"SHAKE-192, standard_robust",472.129,4608.728,3.633,5084.490
20,"SHAKE-192, standard_robust",465.892,4672.840,3.725,5142.457
21,"SHAKE-192, standard_robust",470.379,4617.090,3.610,5091.079
22,"SHAKE-192, standard_robust",467.030,4626.837,3.637,5097.504
23,"SHAKE-192, standard_robust",475.586,4587.454,3.519,5066.559
24,"SHAKE-192, standard_robust",477.859,4638.702,3.555,5120.116
25,"SHAKE-192, standard_robust",488.313,4629.744,3.508,5121.565
26,"SHAKE-192, standard_robust",509.214,4563.634,3.464,5076.312
27,"SHAKE-192, standard_robust",469.078,4573.718,3.450,5046.246
28,"SHAKE-192, standard_robust",465.501,4584.564,3.486,5053.551
29,"SHAKE-192, standard_robust",467.164,4633.233,3.619,5104.016
30,"SHAKE-192, standard_robust",466.357,4592.070,3.729,5062.156
31,"SHAKE-192, standard_robust",467.742,4567.009,3.656,5038.407
32,"SHAKE-192, standard_robust",465.395,4596.387,3.593,5065.375
33,"SHAKE-192, standard_robust",467.561,4573.007,3.666,5044.234
34,"SHAKE-192, standard_robust",462.391,4556.970,3.427,5022.788
35,"SHAKE-192, standard_robust",471.106,4557.356,3.537,5031.999
36,"SHAKE-192, standard_robust",466.174,4563.182,3.595,5032.952
37,"SHAKE-192, standard_robust",465.155,4542.742,3.583,5011.480
38,"SHAKE-192, standard_robust",464.541,4533.376,3.635,5001.553
39,"SHAKE-192, standard_robust",467.425,4508.979,3.483,4979.887
40,"SHAKE-192, standard_robust",466.168,4553.461,3.516,5023.144
41,"SHAKE-192, standard_robust",464.695,4571.923,3.622,5040.240
42,"SHAKE-192, standard_robust",467.372,4540.348,3.435,5011.155
43,"SHAKE-192, standard_robust",464.947,4507.976,3.700,4976.623
44,"SHAKE-192, standard_robust",462.946,4538.078,3.486,5004.510
45,"SHAKE-192, standard_robust",463.674,4527.480,3.700,4994.854
46,"SHAKE-192, standard_robust",462.460,4565.158,3.552,5031.170
47,"SHAKE-192, standard_robust",461.795,4537.156,3.607,5002.558
48,"SHAKE-192, standard_robust",466.957,4529.898,3.705,5000.560
49,"SHAKE-192, standard_robust",465.242,4555.344,3.784,5024.371
50,"SHAKE-192, standard_robust",465.816,4532.212,3.705,5001.733
51,"SHAKE-192, standard_robust",465.213,4528.539,3.557,4997.310
52,"SHAKE-192, standard_robust",462.476,4533.104,3.495,4999.075
53,"SHAKE-192, standard_robust",496.579,4527.849,3.685,5028.113
54,"SHAKE-192, standard_robust",470.120,4548.486,3.477,5022.083
55,"SHAKE-192, standard_robust",464.417,4568.940,3.784,5037.141
56,"SHAKE-192, standard_robust",463.973,4603.610,3.760,5071.342
57,"SHAKE-192, standard_robust",468.675,4593.482,3.646,5065.803
58,"SHAKE-192, standard_robust",469.694,4563.667,3.589,5036.951
59,"SHAKE-192, standard_robust",467.031,4529.963,3.646,5000.640
60,"SHAKE-192, standard_robust",470.345,4576.203,3.720,5050.268
61,"SHAKE-192, standard_robust",504.003,4572.742,3.609,5080.354
62,"SHAKE-192, standard_robust",466.317,4497.631,3.637,4967.585
63,"SHAKE-192, standard_robust",465.982,4554.805,3.576,5024.363
64,"SHAKE-192, standard_robust",468.574,4579.147,3.698,5051.420
65,"SHAKE-192, standard_robust",489.539,4524.021,3.608,5017.168
66,"SHAKE-192, standard_robust",467.320,4543.741,3.687,5014.748
67,"SHAKE-192, standard_robust",466.918,4562.660,3.629,5033.207
68,"SHAKE-192, standard_robust",465.484,4574.713,3.507,5043.704
69,"SHAKE-192, standard_robust",471.289,4554.826,3.491,5029.606
70,"SHAKE-192, standard_robust",471.807,4597.350,3.631,5072.788
71,"SHAKE-192, standard_robust",468.313,4584.399,3.786,5056.498
72,"SHAKE-192, standard_robust",470.795,4583.358,3.586,5057.739
73,"SHAKE-192, standard_robust",500.853,4552.568,3.653,5057.074
74,"SHAKE-192, standard_robust",471.853,4538.050,3.510,5013.412
75,"SHAKE-192, standard_robust",464.087,4592.082,3.729,5059.897
76,"SHAKE-192, standard_robust",469.378,4582.215,3.491,5055.084
77,"SHAKE-192, standard_robust",466.619,4543.024,3.671,5013.315
78,"SHAKE-192, standard_robust",464.530,4554.522,3.634,5022.686
79,"SHAKE-192, standard_robust",464.892,4568.582,3.539,5037.013
80,"SHAKE-192, standard_robust",465.253,4562.285,3.742,5031.280
81,"SHAKE-192, standard_robust",466.065,4538.006,3.637,5007.708
82,"SHAKE-192, standard_robust",465.022,4556.105,3.489,5024.616
83,"SHAKE-192, standard_robust",472.747,4567.680,3.661,5044.089
84,"SHAKE-192, standard_robust",466.983,4543.062,3.514,5013.559
85,"SHAKE-192, standard_robust",468.606,4558.704,3.611,5030.921
86,"SHAKE-192, standard_robust",465.978,4537.748,3.600,5007.325
87,"SHAKE-192, standard_robust",465.444,4531.249,3.640,5000.333
88,"SHAKE-192, standard_robust",464.686,4562.859,3.529,5031.074
89,"SHAKE-192, standard_robust",468.116,4555.209,3.622,5026.947
90,"SHAKE-192, standard_robust",463.425,4576.576,3.643,5043.643
91,"SHAKE-192, standard_robust",467.508,4574.324,3.576,5045.408
92,"SHAKE-192, standard_robust",468.127,4582.304,3.637,5054.068
93,"SHAKE-192, standard_robust",465.406,4563.066,3.662,5032.134
94,"SHAKE-192, standard_robust",466.399,4557.348,3.693,5027.440
95,"SHAKE-192, standard_robust",467.393,4529.358,3.574,5000.325
96,"SHAKE-192, standard_robust",470.787,4554.109,3.485,5028.381
97,"SHAKE-192, standard_robust",467.482,4562.619,3.665,5033.766
98,"SHAKE-192, standard_robust",466.536,4504.966,3.670,4975.173
99,"SHAKE-192, standard_robust",464.810,4546.812,5.085,5016.707
100,"SHAKE-192, standard_robust",490.002,4543.204,3.563,5036.769
