Iteración,Falcon Version,Tamaño Mensaje,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,Falcon512,pequeño,143.5840,11.8192,1.2499,156.6531
2,Falcon512,pequeño,56.3012,6.5039,0.2193,63.0244
3,Falcon512,pequeño,56.7391,5.6600,0.2099,62.6090
4,Falcon512,pequeño,69.3136,4.3257,0.1956,73.8349
5,Falcon512,pequeño,76.8987,3.7764,0.1918,80.8669
6,Falcon512,pequeño,26.4558,4.0151,0.1607,30.6316
7,Falcon512,pequeño,40.6775,1.4960,0.1209,42.2944
8,Falcon512,pequeño,15.8616,1.5702,0.1642,17.5960
9,Falcon512,pequeño,11.6538,2.2660,0.1300,14.0498
10,Falcon512,pequeño,18.2512,5.2252,0.7537,24.2301
11,Falcon512,pequeño,15.3131,1.5389,0.1272,16.9792
12,Falcon512,pequeño,23.2843,2.1564,0.1348,25.5755
13,Falcon512,pequeño,22.3965,1.6745,0.1310,24.2020
14,Falcon512,pequeño,16.4947,1.5360,0.1294,18.1601
15,Falcon512,pequeño,7.7428,1.4120,0.1291,9.2839
16,Falcon512,pequeño,12.5833,1.5355,0.7873,14.9061
17,Falcon512,pequeño,37.6025,1.4245,0.1260,39.1530
18,Falcon512,pequeño,23.0875,1.6661,0.1282,24.8818
19,Falcon512,pequeño,19.6994,1.2727,0.1246,21.0967
20,Falcon512,pequeño,19.4295,1.4263,0.1243,20.9801
21,Falcon512,pequeño,15.1319,1.3885,0.1246,16.6450
22,Falcon512,pequeño,12.4518,1.3805,0.1242,13.9565
23,Falcon512,pequeño,7.9553,1.5188,0.1291,9.6032
24,Falcon512,pequeño,8.3982,1.4294,0.1252,9.9528
25,Falcon512,pequeño,7.6250,1.3892,0.1266,9.1408
26,Falcon512,pequeño,17.4365,1.3053,0.6461,19.3879
27,Falcon512,pequeño,8.7658,1.3821,0.1273,10.2752
28,Falcon512,pequeño,21.7763,1.4032,0.1260,23.3055
29,Falcon512,pequeño,18.5250,1.4628,0.1352,20.1230
30,Falcon512,pequeño,8.4796,1.4083,0.1320,10.0199
31,Falcon512,pequeño,13.1008,1.3685,0.1527,14.6220
32,Falcon512,pequeño,9.6454,2.4683,0.1382,12.2519
33,Falcon512,pequeño,8.1213,1.4075,0.1361,9.6649
34,Falcon512,pequeño,9.1927,1.4917,0.7709,11.4553
35,Falcon512,pequeño,22.5051,1.8805,0.1334,24.5190
36,Falcon512,pequeño,10.4563,1.4503,0.1175,12.0241
37,Falcon512,pequeño,26.4674,1.3472,0.1188,27.9334
38,Falcon512,pequeño,9.2444,1.3477,0.1258,10.7179
39,Falcon512,pequeño,18.2493,1.4398,0.1198,19.8089
40,Falcon512,pequeño,10.0773,1.8131,0.1228,12.0132
41,Falcon512,pequeño,7.6578,1.3320,0.1176,9.1074
42,Falcon512,pequeño,8.2715,1.3409,0.1177,9.7301
43,Falcon512,pequeño,7.3220,1.3464,0.1243,8.7927
44,Falcon512,pequeño,14.6255,1.4939,0.1208,16.2402
45,Falcon512,pequeño,11.4852,1.4759,0.7100,13.6711
46,Falcon512,pequeño,8.2465,1.2437,0.1162,9.6064
47,Falcon512,pequeño,23.5295,1.2343,0.1155,24.8793
48,Falcon512,pequeño,10.9161,1.3270,0.1190,12.3621
49,Falcon512,pequeño,15.9960,1.3495,0.1180,17.4635
50,Falcon512,pequeño,14.0234,1.3367,0.1212,15.4813
51,Falcon512,pequeño,7.8100,1.3614,0.1213,9.2927
52,Falcon512,pequeño,10.9025,1.3587,0.1206,12.3818
53,Falcon512,pequeño,11.1871,1.3184,0.1188,12.6243
54,Falcon512,pequeño,14.7940,1.3564,0.1203,16.2707
55,Falcon512,pequeño,7.3395,1.4143,0.1200,8.8738
56,Falcon512,pequeño,7.1930,1.3316,0.1204,8.6450
57,Falcon512,pequeño,22.5061,1.3412,0.1167,23.9640
58,Falcon512,pequeño,7.7968,1.3403,0.1186,9.2557
59,Falcon512,pequeño,7.6556,4.2335,0.5043,12.3934
60,Falcon512,pequeño,17.3267,1.1685,0.0962,18.5914
61,Falcon512,pequeño,11.1452,1.2306,0.1011,12.4769
62,Falcon512,pequeño,9.3224,1.2455,0.0976,10.6655
63,Falcon512,pequeño,9.1439,1.1709,0.0990,10.4138
64,Falcon512,pequeño,8.0377,1.2471,0.6094,9.8942
65,Falcon512,pequeño,14.7786,1.2971,0.0941,16.1698
66,Falcon512,pequeño,20.1790,1.8268,0.0935,22.0993
67,Falcon512,pequeño,10.6813,1.2904,0.0910,12.0627
68,Falcon512,pequeño,10.9465,1.2375,0.0885,12.2725
69,Falcon512,pequeño,23.5799,1.2436,0.0886,24.9121
70,Falcon512,pequeño,8.2871,1.2396,0.0919,9.6186
71,Falcon512,pequeño,11.3653,1.2333,0.0919,12.6905
72,Falcon512,pequeño,10.4399,1.2515,0.0920,11.7834
73,Falcon512,pequeño,9.6639,1.2498,0.6012,11.5149
74,Falcon512,pequeño,12.2891,1.2680,0.0880,13.6451
75,Falcon512,pequeño,8.7212,1.2406,0.0873,10.0491
76,Falcon512,pequeño,17.8520,1.3175,0.0886,19.2581
77,Falcon512,pequeño,7.7404,1.2279,0.0873,9.0556
78,Falcon512,pequeño,7.5039,1.4619,0.0889,9.0547
79,Falcon512,pequeño,10.5671,1.2942,0.0906,11.9519
80,Falcon512,pequeño,8.9710,1.3600,0.0881,10.4191
81,Falcon512,pequeño,8.5241,1.1693,0.0929,9.7863
82,Falcon512,pequeño,14.6447,1.2354,0.0943,15.9744
83,Falcon512,pequeño,8.3630,1.3152,0.1003,9.7785
84,Falcon512,pequeño,26.3381,1.2189,0.0923,27.6493
85,Falcon512,pequeño,20.7371,1.2275,0.0908,22.0554
86,Falcon512,pequeño,16.6354,1.2413,0.0910,17.9677
87,Falcon512,pequeño,7.5084,1.2183,0.0914,8.8181
88,Falcon512,pequeño,10.5742,1.2096,0.0914,11.8752
89,Falcon512,pequeño,10.8898,1.2070,0.0903,12.1871
90,Falcon512,pequeño,10.6784,1.2220,0.0892,11.9896
91,Falcon512,pequeño,15.4437,1.1119,0.0880,16.6436
92,Falcon512,pequeño,11.3485,1.2194,0.0901,12.6580
93,Falcon512,pequeño,12.2852,1.1532,0.1000,13.5384
94,Falcon512,pequeño,12.1904,1.3386,0.0901,13.6191
95,Falcon512,pequeño,7.4598,1.1936,0.0514,8.7048
96,Falcon512,pequeño,7.9990,1.2367,0.0547,9.2904
97,Falcon512,pequeño,7.4667,1.2367,0.0535,8.7569
98,Falcon512,pequeño,17.5557,1.1923,0.0548,18.8028
99,Falcon512,pequeño,11.3537,1.2003,0.0520,12.6060
100,Falcon512,pequeño,9.5694,1.2107,0.0534,10.8335
101,Falcon512,pequeño,8.6096,1.1375,0.0546,9.8017
102,Falcon512,pequeño,13.6384,1.1982,0.0536,14.8902
103,Falcon512,pequeño,12.8563,1.2197,0.0523,14.1283
104,Falcon512,pequeño,13.9210,1.2679,0.0540,15.2429
105,Falcon512,pequeño,21.5509,1.1461,0.0525,22.7495
106,Falcon512,pequeño,10.1672,1.2390,0.0534,11.4596
107,Falcon512,pequeño,7.7564,1.2184,0.0532,9.0280
108,Falcon512,pequeño,9.1978,1.3276,0.0541,10.5795
109,Falcon512,pequeño,7.7880,1.2893,0.0701,9.1474
110,Falcon512,pequeño,10.6691,1.2078,0.0538,11.9307
111,Falcon512,pequeño,8.0325,1.1862,0.0531,9.2718
112,Falcon512,pequeño,8.2827,1.2120,0.0535,9.5482
113,Falcon512,pequeño,9.8767,1.2303,0.0516,11.1586
114,Falcon512,pequeño,7.9293,1.2111,0.0551,9.1955
115,Falcon512,pequeño,7.3731,1.2240,0.0530,8.6501
116,Falcon512,pequeño,12.4742,1.2794,0.0542,13.8078
117,Falcon512,pequeño,8.9185,1.2820,0.0526,10.2531
118,Falcon512,pequeño,7.8713,1.3020,0.0537,9.2270
119,Falcon512,pequeño,10.0348,1.1889,0.0515,11.2752
120,Falcon512,pequeño,7.7050,1.2249,0.0598,8.9897
121,Falcon512,pequeño,9.0994,1.2345,0.0540,10.3879
122,Falcon512,pequeño,7.3309,1.2105,0.0536,8.5950
123,Falcon512,pequeño,7.4587,1.1424,0.0537,8.6548
124,Falcon512,pequeño,15.9778,1.2265,0.0546,17.2589
125,Falcon512,pequeño,23.8374,1.1700,0.0533,25.0607
126,Falcon512,pequeño,8.4971,1.3859,0.0536,9.9366
127,Falcon512,pequeño,13.2219,1.2213,0.0517,14.4949
128,Falcon512,pequeño,16.5293,1.2753,0.0539,17.8585
129,Falcon512,pequeño,13.4654,1.3739,0.0534,14.8927
130,Falcon512,pequeño,7.3637,1.3048,0.0545,8.7230
131,Falcon512,pequeño,10.4218,1.1310,0.0536,11.6064
132,Falcon512,pequeño,18.8860,1.2217,0.0547,20.1624
133,Falcon512,pequeño,7.4551,1.2244,0.0536,8.7331
134,Falcon512,pequeño,15.7191,1.2109,0.0535,16.9835
135,Falcon512,pequeño,9.8984,1.1251,0.0523,11.0758
136,Falcon512,pequeño,9.7606,1.2605,0.0543,11.0754
137,Falcon512,pequeño,8.4169,1.2060,0.0530,9.6759
138,Falcon512,pequeño,17.8939,1.2018,0.0541,19.1498
139,Falcon512,pequeño,10.2989,1.1433,0.0533,11.4955
140,Falcon512,pequeño,12.3335,1.2464,0.1269,13.7068
141,Falcon512,pequeño,8.1678,1.2418,0.0528,9.4624
142,Falcon512,pequeño,13.2159,1.1981,0.0545,14.4685
143,Falcon512,pequeño,10.3486,1.2138,0.0535,11.6159
144,Falcon512,pequeño,8.6396,1.2389,0.0616,9.9401
145,Falcon512,pequeño,7.8061,1.2315,0.0527,9.0903
146,Falcon512,pequeño,10.4091,1.2465,0.0522,11.7078
147,Falcon512,pequeño,14.2469,1.1890,0.0618,15.4977
148,Falcon512,pequeño,8.7475,1.2002,0.0530,10.0007
149,Falcon512,pequeño,18.8297,1.2932,0.0544,20.1773
150,Falcon512,pequeño,12.9643,1.2135,0.0588,14.2366
151,Falcon512,pequeño,9.7470,1.1411,0.0531,10.9412
152,Falcon512,pequeño,31.7554,1.2498,0.0533,33.0585
153,Falcon512,pequeño,7.8535,1.1983,0.0526,9.1044
154,Falcon512,pequeño,8.6407,1.2584,0.0535,9.9526
155,Falcon512,pequeño,11.8047,1.1508,0.0524,13.0079
156,Falcon512,pequeño,7.4145,1.2143,0.0650,8.6938
157,Falcon512,pequeño,7.7828,1.2174,0.0537,9.0539
158,Falcon512,pequeño,10.3962,1.1961,0.0537,11.6460
159,Falcon512,pequeño,10.7673,1.2091,0.0522,12.0286
160,Falcon512,pequeño,15.3560,1.2960,0.0529,16.7049
161,Falcon512,pequeño,7.4327,1.2041,0.0540,8.6908
162,Falcon512,pequeño,19.4172,1.2162,0.0539,20.6873
163,Falcon512,pequeño,8.1803,1.1679,0.0539,9.4021
164,Falcon512,pequeño,8.8640,1.4620,0.0693,10.3953
165,Falcon512,pequeño,8.0968,1.4741,0.0557,9.6266
166,Falcon512,pequeño,18.5417,1.3640,0.0547,19.9604
167,Falcon512,pequeño,9.6636,1.2953,0.0542,11.0131
168,Falcon512,pequeño,7.9118,1.2030,0.0603,9.1751
169,Falcon512,pequeño,16.2162,1.1957,0.0534,17.4653
170,Falcon512,pequeño,9.5296,1.2303,0.0538,10.8137
171,Falcon512,pequeño,11.9761,1.1319,0.0531,13.1611
172,Falcon512,pequeño,15.1380,1.2216,0.0526,16.4122
173,Falcon512,pequeño,10.5803,1.1291,0.0525,11.7619
174,Falcon512,pequeño,13.0322,1.2179,0.0529,14.3030
175,Falcon512,pequeño,7.4907,1.1852,0.0532,8.7291
176,Falcon512,pequeño,11.8744,1.3132,0.0543,13.2419
177,Falcon512,pequeño,7.4493,1.1339,0.0525,8.6357
178,Falcon512,pequeño,9.0379,1.2132,0.0528,10.3039
179,Falcon512,pequeño,8.6356,1.2112,0.0524,9.8992
180,Falcon512,pequeño,12.2233,1.3305,0.0548,13.6086
181,Falcon512,pequeño,20.2674,1.1363,0.0524,21.4561
182,Falcon512,pequeño,10.1678,1.2158,0.0542,11.4378
183,Falcon512,pequeño,8.5760,1.1427,0.0520,9.7707
184,Falcon512,pequeño,15.6028,1.2093,0.0585,16.8706
185,Falcon512,pequeño,11.5745,1.1393,0.0629,12.7767
186,Falcon512,pequeño,10.7712,1.2319,0.0534,12.0565
187,Falcon512,pequeño,14.6713,1.2044,0.0518,15.9275
188,Falcon512,pequeño,10.3239,1.2341,0.0525,11.6105
189,Falcon512,pequeño,14.7256,1.1530,0.0540,15.9326
190,Falcon512,pequeño,8.7520,1.2846,0.0545,10.0911
191,Falcon512,pequeño,9.1346,1.1618,0.0527,10.3491
192,Falcon512,pequeño,8.2155,1.2468,0.0532,9.5155
193,Falcon512,pequeño,9.4839,1.1244,0.0531,10.6614
194,Falcon512,pequeño,10.5946,1.2083,0.0535,11.8564
195,Falcon512,pequeño,7.3888,1.2368,0.0540,8.6796
196,Falcon512,pequeño,7.3930,1.2836,0.0532,8.7298
197,Falcon512,pequeño,16.1629,1.3419,0.0569,17.5617
198,Falcon512,pequeño,8.9408,1.2128,0.0528,10.2064
199,Falcon512,pequeño,7.7511,1.2185,0.0535,9.0231
200,Falcon512,pequeño,24.5786,1.2924,0.0543,25.9253
201,Falcon512,pequeño,9.2601,1.1871,0.0524,10.4996
202,Falcon512,pequeño,7.3617,1.2456,0.0541,8.6614
203,Falcon512,pequeño,13.9243,1.1985,0.0528,15.1756
204,Falcon512,pequeño,8.7496,1.2056,0.0647,10.0199
205,Falcon512,pequeño,17.0023,1.2032,0.0582,18.2637
206,Falcon512,pequeño,16.4281,1.2036,0.0529,17.6846
207,Falcon512,pequeño,9.3936,1.2672,0.0535,10.7143
208,Falcon512,pequeño,8.4035,1.2283,0.0543,9.6861
209,Falcon512,pequeño,20.4269,1.2237,0.0536,21.7042
210,Falcon512,pequeño,14.0387,1.3127,0.0552,15.4066
211,Falcon512,pequeño,8.1124,1.1892,0.0533,9.3549
212,Falcon512,pequeño,10.9982,1.2246,0.0541,12.2769
213,Falcon512,pequeño,9.6748,1.1370,0.0576,10.8694
214,Falcon512,pequeño,9.9394,1.1842,0.0563,11.1799
215,Falcon512,pequeño,13.8032,1.1559,0.0539,15.0130
216,Falcon512,pequeño,9.6656,1.1887,0.0532,10.9075
217,Falcon512,pequeño,8.2660,1.2906,0.0546,9.6112
218,Falcon512,pequeño,9.7394,1.2284,0.0543,11.0221
219,Falcon512,pequeño,12.8068,1.1944,0.0525,14.0537
220,Falcon512,pequeño,7.3518,1.2272,0.0548,8.6338
221,Falcon512,pequeño,7.7559,1.2705,0.0526,9.0790
222,Falcon512,pequeño,24.7879,1.2391,0.0519,26.0789
223,Falcon512,pequeño,17.4414,1.2173,0.0543,18.7130
224,Falcon512,pequeño,9.3301,1.1949,0.0531,10.5781
225,Falcon512,pequeño,14.4913,1.2025,0.0516,15.7454
226,Falcon512,pequeño,10.3840,1.2447,0.0544,11.6831
227,Falcon512,pequeño,11.7849,1.1309,0.0519,12.9677
228,Falcon512,pequeño,9.8418,1.2484,0.0538,11.1440
229,Falcon512,pequeño,14.4317,1.2121,0.0532,15.6970
230,Falcon512,pequeño,16.9631,1.2177,0.0536,18.2344
231,Falcon512,pequeño,7.7470,1.2816,0.0530,9.0816
232,Falcon512,pequeño,7.8440,1.2169,0.0530,9.1139
233,Falcon512,pequeño,9.5570,1.1671,0.0521,10.7762
234,Falcon512,pequeño,13.1223,1.2722,0.0549,14.4494
235,Falcon512,pequeño,8.5552,1.3220,0.0541,9.9313
236,Falcon512,pequeño,8.6590,1.2345,0.0535,9.9470
237,Falcon512,pequeño,12.3597,1.1618,0.0530,13.5745
238,Falcon512,pequeño,18.9888,1.1997,0.0523,20.2408
239,Falcon512,pequeño,7.8709,1.2739,0.0534,9.1982
240,Falcon512,pequeño,15.7230,1.2241,0.0569,17.0040
241,Falcon512,pequeño,8.7858,1.1632,0.0528,10.0018
242,Falcon512,pequeño,9.1579,1.3085,0.0532,10.5196
243,Falcon512,pequeño,10.3594,1.2047,0.0523,11.6164
244,Falcon512,pequeño,12.4567,1.2179,0.0560,13.7306
245,Falcon512,pequeño,18.0840,1.1339,0.0534,19.2713
246,Falcon512,pequeño,10.0381,1.3043,0.0531,11.3955
247,Falcon512,pequeño,11.9154,1.1393,0.0515,13.1062
248,Falcon512,pequeño,7.8924,1.2397,0.0527,9.1848
249,Falcon512,pequeño,7.4246,1.2819,0.0532,8.7597
250,Falcon512,pequeño,11.1157,1.2360,0.0545,12.4062
251,Falcon512,pequeño,13.1471,1.1996,0.0536,14.4003
252,Falcon512,pequeño,7.7308,1.2387,0.0529,9.0224
253,Falcon512,pequeño,9.9798,1.1336,0.0569,11.1703
254,Falcon512,pequeño,11.4285,1.3363,0.0542,12.8190
255,Falcon512,pequeño,10.5944,1.1302,0.0526,11.7772
256,Falcon512,pequeño,10.4161,1.2038,0.0542,11.6741
257,Falcon512,pequeño,13.4428,1.1419,0.0529,14.6376
258,Falcon512,pequeño,11.1354,1.2125,0.0521,12.4000
259,Falcon512,pequeño,10.0888,1.2362,0.0523,11.3773
260,Falcon512,pequeño,12.7511,1.2122,0.0590,14.0223
261,Falcon512,pequeño,7.9076,1.1502,0.0531,9.1109
262,Falcon512,pequeño,9.7344,1.3157,0.0537,11.1038
263,Falcon512,pequeño,7.7563,1.2364,0.0541,9.0468
264,Falcon512,pequeño,14.4901,1.2616,0.0538,15.8055
265,Falcon512,pequeño,9.4978,1.2124,0.0527,10.7629
266,Falcon512,pequeño,9.6303,1.2223,0.0585,10.9111
267,Falcon512,pequeño,14.0585,1.1813,0.0529,15.2927
268,Falcon512,pequeño,7.4360,1.2645,0.0535,8.7540
269,Falcon512,pequeño,9.1530,1.2008,0.0536,10.4074
270,Falcon512,pequeño,9.8542,1.2094,0.0537,11.1173
271,Falcon512,pequeño,19.1082,1.1915,0.0535,20.3532
272,Falcon512,pequeño,7.8001,1.2517,0.0526,9.1044
273,Falcon512,pequeño,14.0279,1.2009,0.0543,15.2831
274,Falcon512,pequeño,8.9192,1.1444,0.0523,10.1159
275,Falcon512,pequeño,9.9626,1.2023,0.0645,11.2294
276,Falcon512,pequeño,7.3824,1.2593,0.0534,8.6951
277,Falcon512,pequeño,17.0240,1.2475,0.0548,18.3263
278,Falcon512,pequeño,15.2672,1.1298,0.0535,16.4505
279,Falcon512,pequeño,8.9489,1.2448,0.0552,10.2489
280,Falcon512,pequeño,9.2181,1.2343,0.0525,10.5049
281,Falcon512,pequeño,14.0664,1.1495,0.0533,15.2692
282,Falcon512,pequeño,12.9620,1.1806,0.0531,14.1957
283,Falcon512,pequeño,13.3417,1.1294,0.0532,14.5243
284,Falcon512,pequeño,7.7149,1.3127,0.0532,9.0808
285,Falcon512,pequeño,11.5567,1.2219,0.0539,12.8325
286,Falcon512,pequeño,7.9075,1.2683,0.0553,9.2311
287,Falcon512,pequeño,10.4689,1.2177,0.0546,11.7412
288,Falcon512,pequeño,7.8723,1.2727,0.0531,9.1981
289,Falcon512,pequeño,7.4810,1.2391,0.0537,8.7738
290,Falcon512,pequeño,24.6756,1.1292,0.0537,25.8585
291,Falcon512,pequeño,12.8923,1.2051,0.0540,14.1514
292,Falcon512,pequeño,7.7691,1.2266,0.0538,9.0495
293,Falcon512,pequeño,11.9763,1.2161,0.0530,13.2454
294,Falcon512,pequeño,9.9394,1.3106,0.0532,11.3032
295,Falcon512,pequeño,17.6685,1.2654,0.0590,18.9929
296,Falcon512,pequeño,15.3781,1.3376,0.0522,16.7679
297,Falcon512,pequeño,11.5247,1.2299,0.0539,12.8085
298,Falcon512,pequeño,9.3838,1.2098,0.0542,10.6478
299,Falcon512,pequeño,10.2106,1.2022,0.0513,11.4641
300,Falcon512,pequeño,7.3744,1.2710,0.0543,8.6997
301,Falcon512,pequeño,10.1110,1.1511,0.0541,11.3162
302,Falcon512,pequeño,9.6755,1.2253,0.0549,10.9557
303,Falcon512,pequeño,7.9515,1.1370,0.0525,9.1410
304,Falcon512,pequeño,10.5969,1.2575,0.0536,11.9080
305,Falcon512,pequeño,16.4029,1.2108,0.0523,17.6660
306,Falcon512,pequeño,9.2969,1.1974,0.0541,10.5484
307,Falcon512,pequeño,11.1704,1.2187,0.0534,12.4425
308,Falcon512,pequeño,9.9966,1.1159,0.0512,11.1637
309,Falcon512,pequeño,13.0166,1.2249,0.0541,14.2956
310,Falcon512,pequeño,7.3697,1.2953,0.0537,8.7187
311,Falcon512,pequeño,7.7811,1.2356,0.0537,9.0704
312,Falcon512,pequeño,34.0294,1.1313,0.0517,35.2124
313,Falcon512,pequeño,8.1426,1.2173,0.0539,9.4138
314,Falcon512,pequeño,7.4013,1.2279,0.0537,8.6829
315,Falcon512,pequeño,8.6249,1.2184,0.0530,9.8963
316,Falcon512,pequeño,8.5570,1.2922,0.0534,9.9026
317,Falcon512,pequeño,8.8984,1.2455,0.0538,10.1977
318,Falcon512,pequeño,10.4831,1.2803,0.0535,11.8169
319,Falcon512,pequeño,10.6436,1.2124,0.0507,11.9067
320,Falcon512,pequeño,10.1835,1.2662,0.0537,11.5034
321,Falcon512,pequeño,10.0699,1.2113,0.0521,11.3333
322,Falcon512,pequeño,9.9336,1.2070,0.0545,11.1951
323,Falcon512,pequeño,9.5822,1.2552,0.0524,10.8898
324,Falcon512,pequeño,13.5775,1.2312,0.0532,14.8619
325,Falcon512,pequeño,10.9717,1.2095,0.0518,12.2330
326,Falcon512,pequeño,10.9302,1.2143,0.0572,12.2017
327,Falcon512,pequeño,10.5265,1.2632,0.0530,11.8427
328,Falcon512,pequeño,20.3856,1.2182,0.0529,21.6567
329,Falcon512,pequeño,9.9713,1.2119,0.0531,11.2363
330,Falcon512,pequeño,7.4532,1.2069,0.0540,8.7141
331,Falcon512,pequeño,8.9096,1.2365,0.0527,10.1988
332,Falcon512,pequeño,8.7461,1.2371,0.0531,10.0363
333,Falcon512,pequeño,19.3514,1.1901,0.0529,20.5944
334,Falcon512,pequeño,9.1380,1.2392,0.0537,10.4309
335,Falcon512,pequeño,10.8267,1.2005,0.0531,12.0803
336,Falcon512,pequeño,11.9740,1.1263,0.0537,13.1540
337,Falcon512,pequeño,11.1032,1.1979,0.0538,12.3549
338,Falcon512,pequeño,8.8678,1.2149,0.0536,10.1363
339,Falcon512,pequeño,12.3403,1.1898,0.0533,13.5834
340,Falcon512,pequeño,7.3444,1.2701,0.0590,8.6735
341,Falcon512,pequeño,10.2631,1.2361,0.0529,11.5521
342,Falcon512,pequeño,12.7546,1.3207,0.0543,14.1296
343,Falcon512,pequeño,7.7510,1.2083,0.0530,9.0123
344,Falcon512,pequeño,14.8373,1.2214,0.0593,16.1180
345,Falcon512,pequeño,14.8600,1.2271,0.0520,16.1391
346,Falcon512,pequeño,7.7411,1.2271,0.0529,9.0211
347,Falcon512,pequeño,10.9487,1.2285,0.0526,12.2298
348,Falcon512,pequeño,8.3857,1.2085,0.0541,9.6483
349,Falcon512,pequeño,19.7420,1.1998,0.0564,20.9982
350,Falcon512,pequeño,7.3433,1.2311,0.0539,8.6283
351,Falcon512,pequeño,8.2069,1.2251,0.0539,9.4859
352,Falcon512,pequeño,15.4700,1.2242,0.0527,16.7469
353,Falcon512,pequeño,10.3671,1.3471,0.0534,11.7676
354,Falcon512,pequeño,20.0728,1.1946,0.0527,21.3201
355,Falcon512,pequeño,8.7367,1.2391,0.0550,10.0308
356,Falcon512,pequeño,7.3918,1.2326,0.0526,8.6770
