Iteración,Falcon Version,Tamaño Mensaje,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
53,Falcon512,grande,8.6541,1.2916,0.1249,10.0706
54,Falcon512,grande,14.2767,1.3201,0.1311,15.7279
55,Falcon512,grande,20.6755,1.2731,0.1236,22.0722
56,Falcon512,grande,9.0018,1.3426,0.1244,10.4688
57,Falcon512,grande,14.1631,1.3018,0.1234,15.5883
58,Falcon512,grande,8.7452,1.1443,0.1294,10.0189
59,Falcon512,grande,9.1734,1.3514,0.1347,10.6595
60,Falcon512,grande,20.5796,1.3362,0.1259,22.0417
61,Falcon512,grande,7.7621,1.3224,0.1257,9.2102
62,Falcon512,grande,21.8377,1.3130,0.1345,23.2852
63,Falcon512,grande,7.5140,1.3414,0.1216,8.9770
64,Falcon512,grande,30.5747,1.2264,0.1276,31.9287
65,Falcon512,grande,7.8256,1.2967,0.1319,9.2542
66,Falcon512,grande,12.8750,1.3377,0.1214,14.3341
67,Falcon512,grande,7.4432,1.3440,0.1218,8.9090
68,Falcon512,grande,7.9562,1.1397,0.1209,9.2168
69,Falcon512,grande,7.5589,1.2995,0.1235,8.9819
70,Falcon512,grande,10.6763,1.3105,0.1217,12.1085
71,Falcon512,grande,11.8348,1.2862,0.1174,13.2384
72,Falcon512,grande,11.0614,1.3570,0.1227,12.5411
73,Falcon512,grande,12.6976,1.2917,0.1187,14.1080
74,Falcon512,grande,19.5407,1.3674,0.1202,21.0283
75,Falcon512,grande,8.9696,1.2045,0.1846,10.3587
76,Falcon512,grande,8.5574,1.3407,0.1200,10.0181
77,Falcon512,grande,9.4743,1.2979,0.1184,10.8906
78,Falcon512,grande,9.0085,1.3123,0.1239,10.4447
79,Falcon512,grande,10.4734,1.2865,0.1188,11.8787
80,Falcon512,grande,7.8906,1.1599,0.2634,9.3139
81,Falcon512,grande,7.7899,1.3026,0.1198,9.2123
82,Falcon512,grande,18.0304,1.3332,0.1184,19.4820
83,Falcon512,grande,9.1404,1.4671,0.1183,10.7258
84,Falcon512,grande,19.0486,1.3273,0.1236,20.4995
85,Falcon512,grande,12.9663,1.2084,0.1179,14.2926
86,Falcon512,grande,7.8392,1.3763,0.1319,9.3474
87,Falcon512,grande,13.8968,1.2462,0.1197,15.2627
88,Falcon512,grande,17.4469,1.1777,0.1242,18.7488
89,Falcon512,grande,16.6228,1.2098,0.1218,17.9544
90,Falcon512,grande,8.7606,1.3890,0.1214,10.2710
91,Falcon512,grande,7.8546,1.1970,0.1196,9.1712
92,Falcon512,grande,8.2621,1.3304,0.1198,9.7123
93,Falcon512,grande,13.6203,1.3590,0.1191,15.0984
94,Falcon512,grande,10.9094,1.3033,0.1212,12.3339
95,Falcon512,grande,7.9943,1.3515,0.1194,9.4652
96,Falcon512,grande,13.0302,1.3082,0.1198,14.4582
97,Falcon512,grande,10.3728,1.1980,0.1184,11.6892
98,Falcon512,grande,9.3978,1.3247,0.1199,10.8424
99,Falcon512,grande,10.3124,1.2327,0.1196,11.6647
100,Falcon512,grande,21.5582,1.2483,0.1175,22.9240
101,Falcon512,grande,16.6787,1.3856,0.1225,18.1868
102,Falcon512,grande,8.9655,1.2971,0.1199,10.3825
103,Falcon512,grande,8.1294,1.3550,0.1217,9.6061
104,Falcon512,grande,9.2286,1.2828,0.1190,10.6304
105,Falcon512,grande,24.3845,1.1656,0.1213,25.6714
106,Falcon512,grande,8.6260,1.4180,0.1198,10.1638
107,Falcon512,grande,11.3641,1.3453,0.1247,12.8341
108,Falcon512,grande,12.0250,1.2851,0.1188,13.4289
109,Falcon512,grande,15.3087,1.3370,0.1207,16.7664
110,Falcon512,grande,8.3842,1.2851,0.1205,9.7898
111,Falcon512,grande,13.7102,1.3247,0.1200,15.1549
112,Falcon512,grande,17.7431,1.1930,0.1186,19.0547
