Iteration,Keygen Time (ms),Sign Time (ms),Verify Time (ms),Total Time (ms)
152,0.3020,1.6280,0.3260,2.2560
153,0.3050,0.5110,0.3240,1.1400
154,0.3020,0.5060,0.3240,1.1320
155,0.3000,1.4270,0.3240,2.0510
156,0.3080,1.8300,0.3230,2.4610
157,0.3010,0.8620,0.3260,1.4890
158,0.2990,1.2640,0.3230,1.8860
159,0.3000,0.6630,0.3420,1.3050
160,0.3050,2.1500,0.3230,2.7780
161,0.3020,0.6710,0.3260,1.2990
162,0.3020,0.5140,0.3260,1.1420
163,0.2990,1.4780,0.3240,2.1010
164,0.3000,1.0630,0.3230,1.6860
165,0.3000,1.0260,0.3230,1.6490
166,0.3020,1.3830,0.3240,2.0090
167,0.3010,0.7080,0.3250,1.3340
168,0.3040,0.5060,0.3240,1.1340
169,0.3000,0.5020,0.3230,1.1250
170,0.3030,0.9130,0.3240,1.5400
171,0.2990,1.4170,0.3230,2.0390
172,0.3020,1.0600,0.3240,1.6860
173,0.3000,0.6620,0.3230,1.2850
174,0.3040,0.9790,0.3230,1.6060
175,0.3000,1.9390,0.3240,2.5630
176,0.3020,1.0260,0.3270,1.6550
177,0.3040,0.5100,0.3240,1.1380
178,0.3020,2.7520,0.3250,3.3790
179,0.3100,0.8630,0.3240,1.4970
180,0.3000,0.5030,0.3240,1.1270
181,0.3000,0.5060,0.3240,1.1300
182,0.3000,1.0620,0.3240,1.6860
183,0.3000,1.1060,0.3240,1.7300
184,0.2990,1.4230,0.3250,2.0470
185,0.3050,0.7130,0.3250,1.3430
186,0.3020,0.8200,0.3230,1.4450
187,0.3030,0.5050,0.3240,1.1320
188,0.3020,0.8640,0.3230,1.4890
189,0.3000,0.5010,0.3230,1.1240
190,0.3010,0.9050,0.3250,1.5310
191,0.3020,0.5020,0.3230,1.1270
192,0.2990,1.2210,0.3230,1.8430
193,0.3020,0.8710,0.3240,1.4970
194,0.3030,0.9240,0.3410,1.5680
195,0.3020,3.3070,0.3240,3.9330
196,0.3000,1.3060,0.3240,1.9300
197,0.3000,0.6690,0.3240,1.2930
198,0.3020,0.5030,0.3230,1.1280
199,0.3010,1.7010,0.3240,2.3260
200,0.3000,0.5020,0.3230,1.1250
201,0.2990,0.5020,0.3230,1.1240
202,0.3020,1.0600,0.3230,1.6850
203,0.3020,1.5080,0.3270,2.1370
204,0.3000,0.8630,0.3250,1.4880
205,0.3010,0.6630,0.3230,1.2870
206,0.3010,0.5130,0.3250,1.1390
207,0.3020,0.9110,0.3240,1.5370
208,0.3010,0.5030,0.3230,1.1270
209,0.3000,0.5040,0.3240,1.1280
210,0.3020,1.9030,0.3280,2.5330
211,0.2990,0.8610,0.3230,1.4830
212,0.3000,0.6620,0.3230,1.2850
213,0.3040,1.8540,0.3240,2.4820
214,0.3020,0.8610,0.3250,1.4880
215,0.3020,2.0260,0.3240,2.6520
216,0.3010,0.6740,0.3240,1.2990
217,0.3020,1.5760,0.3230,2.2010
218,0.3000,1.2630,0.3240,1.8870
219,0.2990,3.5340,0.3240,4.1570
220,0.2990,0.5020,0.3230,1.1240
221,0.3030,0.5020,0.3230,1.1280
222,0.3020,1.6280,0.3250,2.2550
223,0.3130,0.8630,0.3240,1.5000
224,0.3010,0.9000,0.3240,1.5250
225,0.3020,1.7920,0.3250,2.4190
226,0.3000,1.6670,0.3240,2.2910
227,0.3010,0.6610,0.3230,1.2850
228,0.3010,0.6620,0.3230,1.2860
229,0.3020,0.5030,0.3230,1.1280
230,0.3030,1.1170,0.3240,1.7440
231,0.3050,0.5050,0.3240,1.1340
232,0.3030,1.2220,0.3230,1.8480
233,0.2990,1.1100,0.3230,1.7320
234,0.2990,0.5030,0.3240,1.1260
235,0.2990,1.5830,0.3230,2.2050
236,0.3010,0.8210,0.3230,1.4450
237,0.3000,0.5070,0.3230,1.1300
238,0.3000,1.1800,0.3230,1.8030
239,0.3030,0.7080,0.3300,1.3410
240,0.2990,0.8640,0.3240,1.4870
241,0.3040,1.0660,0.3230,1.6930
242,0.3010,0.5020,0.3230,1.1260
243,0.3010,0.7010,0.3230,1.3250
244,0.3000,1.1830,0.3230,1.8060
245,0.3010,0.5020,0.3240,1.1270
246,0.3010,0.7060,0.3230,1.3300
247,0.3010,1.0630,0.3230,1.6870
248,0.3030,0.6660,0.3290,1.2980
249,0.3010,0.7050,0.3240,1.3300
250,0.2990,1.3810,0.3340,2.0140
251,0.3020,2.8570,0.3230,3.4820
252,0.3040,1.0630,0.3270,1.6940
253,0.3050,0.5060,0.3270,1.1380
254,0.3030,1.5430,0.3270,2.1730
255,0.3050,1.1840,0.3310,1.8200
256,0.3060,0.7130,0.3270,1.3460
257,0.3030,0.9840,0.3270,1.6140
258,0.3090,0.5050,0.3290,1.1430
259,0.3050,0.9130,0.3230,1.5410
260,0.3010,0.8340,0.3230,1.4580
261,0.3020,4.9570,0.3250,5.5840
262,0.3010,1.7970,0.3270,2.4250
263,0.3060,0.5040,0.3260,1.1360
264,0.3000,0.5150,0.3240,1.1390
265,0.3010,0.7070,0.3240,1.3320
266,0.3030,0.7170,0.3270,1.3470
267,0.3010,0.6670,0.3240,1.2920
268,0.3040,0.6660,0.3250,1.2950
269,0.3020,1.0820,0.3270,1.7110
270,0.3030,0.5060,0.3240,1.1330
271,0.3050,0.5110,0.3290,1.1450
272,0.3020,0.5080,0.3240,1.1340
273,0.3000,1.0220,0.3260,1.6480
274,0.3030,0.5150,0.3240,1.1420
275,0.2990,0.7180,0.3290,1.3460
276,0.3060,0.8710,0.3410,1.5180
277,0.3130,1.5140,0.3320,2.1590
278,0.3090,0.7050,0.3320,1.3460
279,0.3050,0.6720,0.3260,1.3030
280,0.3040,1.0420,0.3470,1.6930
281,0.3220,0.5200,0.3290,1.1710
282,0.3010,0.6660,0.3240,1.2910
283,0.3050,1.8510,0.3250,2.4810
284,0.3040,0.8290,0.3290,1.4620
285,0.3020,0.6650,0.3240,1.2910
286,0.3020,0.8270,0.3290,1.4580
287,0.3060,2.4650,0.3270,3.0980
288,0.3030,0.5080,0.3440,1.1550
289,0.3050,0.5090,0.3240,1.1380
290,0.3030,0.6700,0.3310,1.3040
291,0.3010,1.4180,0.3270,2.0460
292,0.3010,1.0240,0.3240,1.6490
293,0.3000,3.3880,0.3300,4.0180
294,0.3010,1.3030,0.3230,1.9270
295,0.3010,0.6640,0.3240,1.2890
296,0.3030,1.0300,0.3240,1.6570
297,0.3010,1.7620,0.3350,2.3980
298,0.3090,0.7130,0.3260,1.3480
299,0.3020,0.7050,0.3360,1.3430
300,0.3050,0.6750,0.3230,1.3030
301,0.3010,0.5050,0.3250,1.1310
302,0.3030,0.5280,0.3260,1.1570
303,0.3030,2.2760,0.3250,2.9040
304,0.3020,0.5080,0.3250,1.1350
305,0.3000,0.8670,0.3250,1.4920
306,0.3020,1.7510,0.3240,2.3770
307,0.3010,0.5040,0.3230,1.1280
308,0.3050,0.5050,0.3230,1.1330
309,0.3050,0.5060,0.3240,1.1350
310,0.2990,1.2290,0.3260,1.8540
311,0.3010,0.5040,0.3240,1.1290
312,0.3020,1.0300,0.3240,1.6560
313,0.3060,0.7190,0.3280,1.3530
314,0.3000,0.5090,0.3250,1.1340
315,0.3030,1.2400,0.3260,1.8690
316,0.3130,0.7420,0.3350,1.3900
317,0.3090,0.9520,0.3280,1.5890
318,0.3030,1.5830,0.3230,2.2090
319,0.3090,0.5050,0.3250,1.1390
320,0.3020,1.0640,0.3240,1.6900
321,0.3000,1.6320,0.3570,2.2890
322,0.3020,0.5070,0.3240,1.1330
323,0.3000,1.2400,0.3280,1.8680
324,0.3030,0.5190,0.3250,1.1470
325,0.3010,1.0820,0.3250,1.7080
326,0.3000,0.8770,0.3240,1.5010
327,0.3020,1.2940,0.3350,1.9310
328,0.3040,1.4570,0.3270,2.0880
329,0.3200,0.5120,0.3270,1.1590
330,0.3000,0.5060,0.3240,1.1300
331,0.3000,1.5890,0.3250,2.2140
332,0.3010,0.7080,0.3240,1.3330
333,0.3020,3.8410,0.3250,4.4680
334,0.3070,0.5220,0.3250,1.1540
335,0.3010,1.0650,0.3240,1.6900
336,0.3010,0.5090,0.3250,1.1350
337,0.3090,1.3220,0.3240,1.9550
338,0.3010,0.6650,0.3340,1.3000
339,0.2990,0.8640,0.3240,1.4870
340,0.3010,2.1590,0.3260,2.7860
341,0.3010,0.8230,0.3240,1.4480
342,0.3030,1.3330,0.3250,1.9610
343,0.3030,0.7050,0.3230,1.3310
344,0.3030,1.0700,0.3230,1.6960
345,0.3000,0.7030,0.3240,1.3270
346,0.3020,1.0260,0.3240,1.6520
347,0.3000,1.0640,0.3240,1.6880
348,0.3010,1.4840,0.3260,2.1110
349,0.3020,0.5030,0.3230,1.1280
350,0.2990,0.7030,0.3310,1.3330
351,0.3020,0.5110,0.3280,1.1410
352,0.3020,0.8230,0.3240,1.4490
353,0.3060,1.1090,0.3240,1.7390
354,0.3010,2.9090,0.3240,3.5340
355,0.3000,2.1100,0.3310,2.7410
356,0.3020,0.8240,0.3240,1.4500
357,0.3000,1.6370,0.3250,2.2620
358,0.3000,0.8240,0.3240,1.4480
359,0.3010,1.0230,0.3270,1.6510
360,0.3020,1.4360,0.3250,2.0630
361,0.3020,0.5100,0.3350,1.1470
362,0.3050,0.8260,0.3250,1.4560
363,0.3000,0.8260,0.3250,1.4510
364,0.3030,0.5040,0.3230,1.1300
365,0.3010,1.4670,0.3230,2.0910
366,0.3080,1.2670,0.3240,1.8990
367,0.3000,0.5030,0.3230,1.1260
368,0.3020,0.7070,0.3230,1.3320
369,0.3030,0.5090,0.3240,1.1360
370,0.3010,0.5040,0.3230,1.1280
371,0.3010,0.8680,0.3270,1.4960
372,0.3030,0.5070,0.3240,1.1340
373,0.3000,1.0370,0.3250,1.6620
374,0.3020,0.8630,0.3230,1.4880
375,0.3010,0.5080,0.3240,1.1330
376,0.3010,1.2680,0.3230,1.8920
377,0.2990,0.5050,0.3280,1.1320
378,0.3000,0.5040,0.3240,1.1280
379,0.3040,0.6700,0.3260,1.3000
380,0.3020,0.7280,0.3270,1.3570
381,0.3010,0.7040,0.3240,1.3290
382,0.3010,0.6670,0.3400,1.3080
383,0.3020,0.5070,0.3240,1.1330
384,0.2990,1.1790,0.3230,1.8010
385,0.3010,0.7020,0.3230,1.3260
386,0.3030,1.4210,0.3240,2.0480
387,0.3070,0.6710,0.3270,1.3050
388,0.3050,0.5080,0.3270,1.1400
389,0.3040,0.6720,0.3280,1.3040
390,0.3060,1.2710,0.3280,1.9050
391,0.3040,0.9130,0.3280,1.5450
392,0.3020,0.7090,0.3290,1.3400
393,0.3070,1.4510,0.3300,2.0880
394,0.3080,0.5130,0.3290,1.1500
395,0.3060,1.1210,0.3290,1.7560
396,0.3070,0.7160,0.3290,1.3520
397,0.3030,1.2010,0.3300,1.8340
398,0.3050,0.5090,0.3280,1.1420
399,0.3050,1.5910,0.3280,2.2240
400,0.3050,1.4290,0.3280,2.0620
401,0.3040,1.4540,0.3310,2.0890
402,0.3110,1.7510,0.3280,2.3900
403,0.3020,1.0660,0.3240,1.6920
404,0.3000,0.5030,0.3240,1.1270
405,0.3040,1.4690,0.3230,2.0960
406,0.2990,0.8220,0.3230,1.4440
407,0.3020,1.0240,0.3250,1.6510
408,0.3010,0.8210,0.3240,1.4460
409,0.3030,0.5090,0.3290,1.1410
410,0.3010,1.0800,0.3240,1.7050
411,0.3010,1.4700,0.3260,2.0970
412,0.3000,1.0310,0.3240,1.6550
413,0.3060,0.5040,0.3240,1.1340
414,0.3000,1.0270,0.3230,1.6500
415,0.3010,1.2740,0.3250,1.9000
416,0.3030,0.5040,0.3240,1.1310
417,0.3010,0.7050,0.3270,1.3330
418,0.3010,0.8760,0.3270,1.5040
419,0.3010,1.4030,0.3270,2.0310
420,0.3020,0.9550,0.3240,1.5810
421,0.2990,1.5890,0.3240,2.2120
422,0.3020,1.5860,0.3240,2.2120
423,0.3010,1.2660,0.3240,1.8910
424,0.3010,1.6690,0.3270,2.2970
425,0.2990,0.8260,0.3300,1.4550
426,0.3030,2.2380,0.3340,2.8750
427,0.3070,0.5110,0.3280,1.1460
428,0.3030,0.5070,0.3490,1.1590
429,0.3030,0.6660,0.3240,1.2930
430,0.3000,0.5040,0.3230,1.1270
431,0.3000,0.5110,0.3240,1.1350
432,0.3020,1.6260,0.3230,2.2510
433,0.3010,0.5070,0.3240,1.1320
434,0.3000,0.9860,0.3290,1.6150
435,0.3050,0.5050,0.3310,1.1410
436,0.3000,1.0640,0.3230,1.6870
437,0.3020,2.7950,0.3250,3.4220
438,0.3020,1.6700,0.3230,2.2950
439,0.3000,0.7030,0.3230,1.3260
440,0.2990,0.5020,0.3240,1.1250
441,0.3010,0.8220,0.3230,1.4460
442,0.3020,0.5030,0.3250,1.1300
443,0.3010,0.5130,0.3250,1.1390
444,0.3010,1.7510,0.3240,2.3760
445,0.3020,1.8090,0.3240,2.4350
446,0.3010,0.6640,0.3240,1.2890
447,0.3080,1.2690,0.3240,1.9010
448,0.3010,0.9040,0.3230,1.5280
449,0.3100,1.4680,0.3250,2.1030
450,0.3040,0.5050,0.3250,1.1340
451,0.2990,0.8740,0.3240,1.4970
452,0.3010,1.4260,0.3230,2.0500
453,0.3050,1.2250,0.3230,1.8530
454,0.2990,1.3400,0.3250,1.9640
455,0.3130,0.8690,0.3270,1.5090
456,0.3030,0.5060,0.3230,1.1320
457,0.3010,0.8750,0.3240,1.5000
458,0.3020,2.3090,0.3240,2.9350
459,0.3000,0.5030,0.3230,1.1260
460,0.3020,2.2210,0.3240,2.8470
461,0.2980,0.5030,0.3240,1.1250
462,0.3020,1.3120,0.3270,1.9410
463,0.3040,0.6700,0.3250,1.2990
464,0.3010,0.5040,0.3230,1.1280
465,0.3030,0.8660,0.3240,1.4930
466,0.3010,0.9040,0.3230,1.5280
467,0.3010,1.4210,0.3240,2.0460
468,0.3000,0.5040,0.3230,1.1270
469,0.2990,0.5060,0.3240,1.1290
470,0.3020,0.5030,0.3240,1.1290
471,0.2990,1.3860,0.3240,2.0090
472,0.3020,1.0750,0.3260,1.7030
473,0.3020,0.7070,0.3360,1.3450
474,0.3010,0.5060,0.3230,1.1300
475,0.3000,0.5030,0.3230,1.1260
476,0.3010,1.4250,0.3240,2.0500
477,0.3000,0.7050,0.3240,1.3290
478,0.3010,0.8730,0.3250,1.4990
479,0.3010,0.6630,0.3230,1.2870
480,0.3000,0.9090,0.3230,1.5320
481,0.3000,0.5080,0.3260,1.1340
482,0.3030,0.9140,0.3240,1.5410
483,0.3020,0.5060,0.3240,1.1320
484,0.3000,0.7030,0.3240,1.3270
485,0.3010,0.5070,0.3240,1.1320
486,0.3020,0.7030,0.3230,1.3280
487,0.3010,0.7070,0.3240,1.3320
488,0.3000,0.5030,0.3230,1.1260
489,0.3010,0.7040,0.3230,1.3280
490,0.3010,0.6670,0.3240,1.2920
491,0.3000,0.5040,0.3240,1.1280
492,0.3040,1.6400,0.3240,2.2680
493,0.3040,1.2320,0.3240,1.8600
494,0.3010,0.6690,0.3260,1.2960
495,0.3010,1.0220,0.3230,1.6460
496,0.3000,0.6630,0.3270,1.2900
497,0.3010,0.8220,0.3230,1.4460
498,0.3010,0.5030,0.3240,1.1280
499,0.3000,1.0680,0.3230,1.6910
500,0.2990,0.8630,0.3240,1.4860
501,0.3050,0.5080,0.3320,1.1450
502,0.3010,0.5040,0.3230,1.1280
503,0.3020,0.7090,0.3250,1.3360
504,0.3090,1.1100,0.3240,1.7430
505,0.3020,1.4660,0.3230,2.0910
506,0.3010,0.7060,0.3230,1.3300
507,0.3020,0.5030,0.3240,1.1290
508,0.3000,0.6670,0.3240,1.2910
509,0.3010,1.9020,0.3240,2.5270
510,0.3050,0.6660,0.3250,1.2960
511,0.3010,0.6620,0.3230,1.2860
512,0.3010,0.5050,0.3330,1.1390
513,0.3020,1.7870,0.3230,2.4120
514,0.2990,0.7110,0.3240,1.3340
515,0.3090,1.3510,0.3280,1.9880
516,0.3040,0.5130,0.3280,1.1450
517,0.3060,0.5070,0.3280,1.1410
518,0.3050,1.6340,0.3300,2.2690
519,0.3110,0.5120,0.3280,1.1510
520,0.3060,0.8250,0.3280,1.4590
521,0.3050,1.2340,0.3290,1.8680
522,0.3050,1.0700,0.3350,1.7100
523,0.3040,0.6680,0.3280,1.3000
524,0.3030,0.6660,0.3270,1.2960
525,0.3090,0.7090,0.3270,1.3450
526,0.3030,0.5070,0.3270,1.1370
527,0.3030,0.8690,0.3280,1.5000
528,0.3050,1.8410,0.3270,2.4730
529,0.3030,0.5140,0.3270,1.1440
530,0.3040,2.8870,0.3280,3.5190
531,0.3040,1.2290,0.3280,1.8610
532,0.3030,2.1090,0.3280,2.7400
533,0.3050,1.5490,0.3280,2.1820
534,0.3050,2.5480,0.3280,3.1810
535,0.3040,1.0280,0.3280,1.6600
536,0.3030,0.9070,0.3270,1.5370
537,0.3040,1.0260,0.3280,1.6580
538,0.3080,1.0430,0.3320,1.6830
539,0.3120,0.5150,0.3280,1.1550
540,0.3040,1.8320,0.3320,2.4680
541,0.3060,1.6710,0.3270,2.3040
542,0.3040,1.2770,0.3280,1.9090
543,0.3050,1.4300,0.3280,2.0630
544,0.3040,1.4330,0.3280,2.0650
545,0.3060,0.7200,0.3340,1.3600
546,0.3200,0.5170,0.3300,1.1670
547,0.3050,0.5100,0.3280,1.1430
548,0.3060,2.3120,0.3280,2.9460
549,0.3070,2.1130,0.3280,2.7480
550,0.3040,2.2630,0.3300,2.8970
551,0.3030,0.9850,0.3280,1.6160
552,0.3050,0.9130,0.3300,1.5480
553,0.3080,0.5150,0.3300,1.1530
554,0.3050,0.5090,0.3280,1.1420
555,0.3030,1.0370,0.3280,1.6680
556,0.3080,0.6670,0.3270,1.3020
557,0.3060,0.5070,0.3270,1.1400
558,0.3060,0.7120,0.3280,1.3460
559,0.3060,1.0250,0.3270,1.6580
560,0.3090,0.5080,0.3270,1.1440
561,0.3030,1.2750,0.3270,1.9050
562,0.3060,0.5140,0.3290,1.1490
563,0.3050,0.7200,0.3290,1.3540
564,0.3050,2.4030,0.3280,3.0360
565,0.3030,0.6670,0.3280,1.2980
566,0.3110,0.7090,0.3270,1.3470
567,0.3040,1.1840,0.3270,1.8150
568,0.3060,0.5100,0.3280,1.1440
569,0.3060,0.9840,0.3270,1.6170
570,0.3050,1.0320,0.3300,1.6670
571,0.3090,0.6730,0.3270,1.3090
572,0.3060,0.5120,0.3280,1.1460
573,0.3050,0.5100,0.3290,1.1440
574,0.3050,1.6370,0.3480,2.2900
575,0.3060,0.7140,0.3290,1.3490
576,0.3030,0.7240,0.3300,1.3570
577,0.3190,0.6780,0.3290,1.3260
578,0.3350,1.2650,0.3340,1.9340
579,0.3330,0.7950,0.3330,1.4610
580,0.3130,0.6780,0.3340,1.3250
581,0.3100,1.0960,0.3310,1.7370
582,0.3060,0.5100,0.3300,1.1460
583,0.3060,1.5970,0.3280,2.2310
584,0.3040,0.5080,0.3280,1.1400
585,0.3050,0.7130,0.3290,1.3470
586,0.3100,0.7200,0.3350,1.3650
587,0.3040,0.5100,0.3270,1.1410
588,0.3060,0.7220,0.3280,1.3560
589,0.3040,0.6670,0.3270,1.2980
590,0.3050,0.8680,0.3330,1.5060
591,0.3050,1.9880,0.3270,2.6200
592,0.3040,1.5910,0.3280,2.2230
593,0.3040,1.5610,0.3360,2.2010
594,0.3050,1.2840,0.3310,1.9200
595,0.3040,0.5100,0.3270,1.1410
596,0.3080,0.5090,0.3280,1.1450
597,0.3040,0.6670,0.3270,1.2980
598,0.3040,0.7100,0.3280,1.3420
599,0.3060,0.5070,0.3270,1.1400
600,0.3050,1.8340,0.3270,2.4660
601,0.3030,1.8370,0.3310,2.4710
602,0.3090,0.5100,0.3270,1.1460
603,0.3060,1.1860,0.3330,1.8250
604,0.3130,1.2290,0.3280,1.8700
605,0.3060,0.6660,0.3270,1.2990
606,0.3040,1.2370,0.3290,1.8700
607,0.3070,0.8660,0.3270,1.5000
608,0.3070,2.9910,0.3280,3.6260
609,0.3060,1.2960,0.3290,1.9310
610,0.3050,1.7130,0.3390,2.3570
611,0.3060,1.9180,0.3280,2.5520
612,0.3060,1.0760,0.3280,1.7100
613,0.3060,0.9110,0.3270,1.5440
614,0.3030,0.9120,0.3280,1.5430
615,0.3050,1.2250,0.3290,1.8590
616,0.3040,0.9900,0.3280,1.6220
617,0.3050,2.9550,0.3280,3.5880
618,0.3020,2.1450,0.3300,2.7770
619,0.3060,1.7670,0.3340,2.4070
620,0.3090,0.5270,0.3310,1.1670
621,0.3080,0.6690,0.3280,1.3050
622,0.3040,0.5070,0.3270,1.1380
623,0.3100,6.4710,0.3290,7.1100
624,0.3050,0.6750,0.3290,1.3090
625,0.3040,0.7150,0.3290,1.3480
626,0.3060,0.7170,0.3400,1.3630
627,0.3060,0.6680,0.3280,1.3020
628,0.3030,0.7080,0.3290,1.3400
629,0.3040,1.4100,0.3280,2.0420
630,0.3050,0.5080,0.3270,1.1400
631,0.3050,0.5160,0.3290,1.1500
632,0.3060,3.4750,0.3280,4.1090
