Iteration,Keygen Time (ms),Sign Time (ms),Verify Time (ms),Total Time (ms)
95,0.2160,0.8270,0.2140,1.2570
96,0.2270,0.7230,0.2090,1.1590
97,0.2180,0.8070,0.2150,1.2400
98,0.2180,0.3470,0.2190,0.7840
99,0.2350,1.5820,0.2300,2.0470
100,0.2130,0.3660,0.2260,0.8050
101,0.2190,0.3980,0.2310,0.8480
102,0.2260,1.0160,0.2140,1.4560
103,0.2110,1.1290,0.2220,1.5620
104,0.2390,0.7390,0.2420,1.2200
105,0.2250,0.3530,0.2130,0.7910
106,0.2100,0.3460,0.2370,0.7930
107,0.2110,1.3990,0.2210,1.8310
108,0.2120,0.3560,0.2170,0.7850
109,0.2210,0.7820,0.2140,1.2170
110,0.2130,0.5030,0.2140,0.9300
111,0.2130,0.3520,0.2140,0.7790
112,0.2140,0.6880,0.2150,1.1170
113,0.2090,0.5130,0.2170,0.9390
114,0.2120,1.8110,0.2140,2.2370
115,0.2170,0.3450,0.2240,0.7860
116,0.2090,0.6240,0.2440,1.0770
117,0.2090,0.3460,0.2140,0.7690
118,0.2090,0.3410,0.2130,0.7630
119,0.2120,0.9960,0.2140,1.4220
120,0.2200,1.0690,0.2230,1.5120
121,0.2190,0.5990,0.2130,1.0310
122,0.2120,0.6990,0.2490,1.1600
123,0.2160,0.6270,0.2110,1.0540
124,0.2120,3.7010,0.2260,4.1390
125,0.2140,0.5330,0.2160,0.9630
126,0.2070,1.3210,0.3180,1.8460
127,0.3180,0.6690,0.3240,1.3110
128,0.3110,0.8800,0.3120,1.5030
129,0.3130,0.9950,0.3120,1.6200
130,0.3100,0.6690,0.3160,1.2950
131,0.3300,0.6730,0.3190,1.3220
132,0.3190,1.3130,0.3170,1.9490
133,0.3130,2.5370,0.3160,3.1660
134,0.3090,2.4280,0.3140,3.0510
135,0.3090,6.0560,0.3190,6.6840
136,0.3170,0.8350,0.3170,1.4690
137,0.3090,1.5720,0.3120,2.1930
138,0.3100,0.9170,0.3130,1.5400
139,0.3090,0.5020,0.3120,1.1230
140,0.3160,1.0660,0.3190,1.7010
141,0.3110,1.8520,0.3160,2.4790
142,0.3140,0.8490,0.3170,1.4800
143,0.3110,1.6990,0.3170,2.3270
144,0.3110,4.0650,0.3160,4.6920
145,0.3130,0.5050,0.3150,1.1330
146,0.3110,1.0230,0.3160,1.6500
147,0.3130,0.5040,0.3140,1.1310
148,0.3140,1.5240,0.3160,2.1540
149,0.3080,1.2940,0.3160,1.9180
150,0.3100,1.2730,0.3140,1.8970
151,0.3110,0.7210,0.3200,1.3520
152,0.3090,0.9230,0.3120,1.5440
153,0.3090,1.4090,0.3180,2.0360
154,0.3110,0.5060,0.3270,1.1440
155,0.3110,0.6670,0.3130,1.2910
156,0.3080,1.5870,0.3130,2.2080
157,0.3110,0.6700,0.3140,1.2950
158,0.3130,1.5900,0.3220,2.2250
159,0.3090,0.7140,0.3140,1.3370
160,0.3080,0.6740,0.3130,1.2950
161,0.3080,1.5730,0.3130,2.1940
162,0.3090,2.7880,0.3140,3.4110
163,0.3120,1.7860,0.3130,2.4110
164,0.3100,0.5020,0.3130,1.1250
165,0.3080,0.8790,0.3130,1.5000
166,0.3090,1.1810,0.3170,1.8070
167,0.3140,0.9390,0.3150,1.5680
168,0.3090,0.7100,0.3130,1.3320
169,0.3100,2.9440,0.2960,3.5500
170,0.2080,1.4950,0.2080,1.9110
171,0.2070,0.3350,0.2090,0.7510
172,0.2070,0.5830,0.2080,0.9980
173,0.2060,0.3340,0.2080,0.7480
174,0.2110,0.3370,0.2110,0.7590
175,0.2060,0.8300,0.2090,1.2450
176,0.2060,1.1340,0.2090,1.5490
177,0.2110,0.3410,0.2110,0.7630
178,0.2060,0.4810,0.2120,0.8990
179,0.2090,0.5940,0.2140,1.0170
180,0.2060,0.5660,0.2110,0.9830
181,0.2080,0.3410,0.2110,0.7600
182,0.2070,0.7350,0.2120,1.1540
183,0.2070,0.7340,0.2140,1.1550
184,0.2060,2.2820,0.2080,2.6960
185,0.2070,0.4450,0.2150,0.8670
186,0.2060,1.4640,0.2080,1.8780
187,0.2050,0.4440,0.2090,0.8580
188,0.2090,0.5870,0.2080,1.0040
189,0.2050,0.3350,0.2090,0.7490
190,0.2090,0.3370,0.2100,0.7560
191,0.2050,0.7210,0.2080,1.1340
192,0.2080,0.3360,0.2090,0.7530
193,0.2060,1.0750,0.2090,1.4900
194,0.2080,0.6650,0.2130,1.0860
195,0.2100,0.9720,0.2080,1.3900
196,0.2080,0.6950,0.2110,1.1140
197,0.2060,1.2190,0.2080,1.6330
198,0.2080,0.3370,0.2110,0.7560
199,0.2060,3.1700,0.2090,3.5850
200,0.2070,0.3380,0.2110,0.7560
201,0.2060,0.4440,0.2080,0.8580
202,0.2050,0.8380,0.2100,1.2530
203,0.2060,0.5840,0.2090,0.9990
204,0.2080,0.5560,0.2110,0.9750
205,0.2060,0.7230,0.2090,1.1380
206,0.2080,0.5850,0.2110,1.0040
207,0.2060,1.0510,0.2080,1.4650
208,0.2070,0.3350,0.2130,0.7550
209,0.2060,0.3350,0.2080,0.7490
210,0.2060,1.4330,0.2080,1.8470
211,0.2070,0.3350,0.2100,0.7520
212,0.2050,0.4440,0.2080,0.8570
213,0.2050,0.9980,0.2080,1.4110
214,0.2070,1.1330,0.2080,1.5480
215,0.2060,0.4720,0.2080,0.8860
216,0.2080,0.3370,0.2110,0.7560
217,0.2050,0.3350,0.2090,0.7490
218,0.2080,0.6940,0.2110,1.1130
219,0.2060,0.3350,0.2090,0.7500
220,0.2060,1.3840,0.2080,1.7980
221,0.2050,1.3040,0.2080,1.7170
222,0.2050,1.0760,0.2080,1.4890
223,0.2130,2.4860,0.2090,2.9080
224,0.2070,0.3360,0.2090,0.7520
225,0.2080,2.6390,0.2090,3.0560
226,0.2070,0.5870,0.2110,1.0050
227,0.2050,0.3350,0.2100,0.7500
228,0.2060,0.3350,0.2090,0.7500
229,0.2080,1.0770,0.2110,1.4960
230,0.2070,0.4450,0.2090,0.8610
231,0.2080,0.4460,0.2110,0.8650
232,0.2060,0.8870,0.2090,1.3020
233,0.2060,0.5840,0.2090,0.9990
234,0.2050,1.0760,0.2090,1.4900
235,0.2080,0.8030,0.2110,1.2220
236,0.2050,0.4440,0.2090,0.8580
237,0.2050,1.0750,0.2090,1.4890
238,0.2050,1.3850,0.2120,1.8020
239,0.2060,0.3350,0.2090,0.7500
240,0.2070,1.3520,0.2090,1.7680
241,0.2100,0.3350,0.2090,0.7540
242,0.2060,0.3350,0.2090,0.7500
243,0.2080,0.5840,0.2110,1.0030
244,0.2060,0.8020,0.2090,1.2170
245,0.2070,2.4790,0.2120,2.8980
246,0.2060,0.3400,0.2110,0.7570
247,0.2080,0.5840,0.2100,1.0020
248,0.2060,0.4440,0.2080,0.8580
249,0.2060,0.6110,0.2090,1.0260
250,0.2060,0.4440,0.2090,0.8590
251,0.2080,1.4630,0.2100,1.8810
252,0.2060,2.6330,0.2110,3.0500
253,0.2070,0.3410,0.2110,0.7590
254,0.2080,0.8460,0.2140,1.2680
255,0.2080,2.2730,0.2120,2.6930
256,0.2090,1.2070,0.2110,1.6270
257,0.2070,1.2050,0.2110,1.6230
258,0.2100,1.5740,0.2120,1.9960
259,0.2060,1.4310,0.2080,1.8450
260,0.2110,0.3370,0.2100,0.7580
261,0.2050,0.7220,0.2090,1.1360
262,0.2060,0.9110,0.2090,1.3260
263,0.2060,1.1590,0.2080,1.5730
264,0.2080,0.4750,0.2100,0.8930
265,0.2060,0.8580,0.2080,1.2720
266,0.2080,1.3820,0.2110,1.8010
267,0.2060,1.4120,0.2120,1.8300
268,0.2060,0.5540,0.2090,0.9690
269,0.2080,0.5850,0.2110,1.0040
270,0.2060,0.8900,0.2090,1.3050
271,0.2090,0.4460,0.2110,0.8660
272,0.2060,1.3520,0.2090,1.7670
273,0.2060,1.4950,0.2080,1.9090
274,0.2050,0.4730,0.2090,0.8870
275,0.2060,0.8300,0.2090,1.2450
276,0.2080,0.7210,0.2090,1.1380
277,0.2080,0.3370,0.2100,0.7550
278,0.2060,1.7960,0.2080,2.2100
279,0.2070,0.8310,0.2110,1.2490
280,0.2050,0.9690,0.2090,1.3830
281,0.2060,1.2680,0.2080,1.6820
282,0.2060,1.6510,0.2090,2.0660
283,0.2110,0.4440,0.2090,0.8640
284,0.2050,0.3340,0.2080,0.7470
285,0.2080,0.8030,0.2100,1.2210
286,0.2060,0.9670,0.2080,1.3810
287,0.2050,0.8570,0.2080,1.2700
288,0.2080,0.8600,0.2110,1.2790
289,0.2080,0.5820,0.2080,0.9980
290,0.2080,1.1070,0.2110,1.5260
291,0.2060,0.9700,0.2090,1.3850
292,0.2080,2.4860,0.2100,2.9040
293,0.2060,0.5570,0.2090,0.9720
294,0.2080,0.4750,0.2100,0.8930
295,0.2050,0.3350,0.2090,0.7490
296,0.2060,1.7370,0.2090,2.1520
297,0.2060,1.6510,0.2080,2.0650
298,0.2060,0.4470,0.2100,0.8630
299,0.2060,1.1260,0.2080,1.5400
300,0.2060,1.6540,0.2090,2.0690
301,0.2070,0.4730,0.2090,0.8890
302,0.2050,0.5820,0.2090,0.9960
303,0.2060,1.4440,0.2110,1.8610
304,0.2050,0.3350,0.2080,0.7480
305,0.2060,0.6900,0.2080,1.1040
306,0.2080,1.1100,0.2080,1.5260
307,0.2060,0.8880,0.2080,1.3020
308,0.2080,0.5850,0.2110,1.0040
309,0.2070,0.8290,0.2080,1.2440
310,0.2070,2.7040,0.2080,3.1190
311,0.2060,0.5830,0.2080,0.9970
312,0.2080,0.7530,0.2110,1.1720
313,0.2060,0.4720,0.2110,0.8890
314,0.2080,0.4760,0.2100,0.8940
315,0.2070,1.4860,0.2090,1.9020
316,0.2060,0.7230,0.2100,1.1390
317,0.2050,0.6110,0.2090,1.0250
318,0.2050,0.6110,0.2080,1.0240
319,0.2060,0.5830,0.2090,0.9980
320,0.2060,1.7400,0.2080,2.1540
321,0.2080,0.4750,0.2100,0.8930
322,0.2060,0.4740,0.2420,0.9220
323,0.2060,0.5860,0.2090,1.0010
324,0.2070,0.4760,0.2100,0.8930
325,0.2080,1.4960,0.2090,1.9130
326,0.2090,0.6150,0.2110,1.0350
327,0.2050,1.3860,0.2080,1.7990
328,0.2070,0.3350,0.2080,0.7500
329,0.2080,0.4460,0.2110,0.8650
330,0.2050,0.8450,0.2090,1.2590
331,0.2080,1.0210,0.2110,1.4400
332,0.2050,0.5830,0.2090,0.9970
333,0.2060,1.8140,0.2090,2.2290
334,0.2070,0.4440,0.2080,0.8590
335,0.2060,0.3350,0.2080,0.7490
336,0.2180,1.3270,0.2110,1.7560
337,0.2070,0.7210,0.2080,1.1360
338,0.2060,2.2040,0.2140,2.6240
339,0.2070,0.3410,0.2120,0.7600
340,0.2070,0.3430,0.2130,0.7630
341,0.2080,0.3560,0.2100,0.7740
342,0.2070,0.5830,0.2080,0.9980
343,0.2060,0.8040,0.2090,1.2190
344,0.2090,1.8660,0.2120,2.2870
345,0.2080,0.3390,0.2110,0.7580
346,0.2060,0.5840,0.2080,0.9980
347,0.2060,0.9240,0.2080,1.3380
348,0.2070,0.5850,0.2090,1.0010
349,0.2060,2.2810,0.2110,2.6980
350,0.2060,0.3360,0.2090,0.7510
351,0.2060,2.5880,0.2140,3.0080
352,0.2070,0.4800,0.2110,0.8980
353,0.2070,0.7610,0.2140,1.1820
354,0.2080,0.4990,0.2130,0.9200
355,0.2080,1.0930,0.2130,1.5140
356,0.2070,0.3400,0.2160,0.7630
357,0.2080,0.9880,0.2110,1.4070
358,0.2070,1.7600,0.2150,2.1820
359,0.2100,0.8130,0.2140,1.2370
360,0.2070,0.4500,0.2110,0.8680
361,0.2070,1.2620,0.2120,1.6810
362,0.2070,1.3460,0.2110,1.7640
363,0.2070,1.8720,0.2290,2.3080
364,0.2080,0.7040,0.2110,1.1230
365,0.2080,1.5260,0.2130,1.9470
366,0.2180,0.5970,0.2200,1.0350
367,0.2080,1.4720,0.2120,1.8920
368,0.2080,0.9690,0.2080,1.3850
369,0.2060,0.4730,0.2090,0.8880
370,0.2060,0.3350,0.2080,0.7490
371,0.2170,0.4780,0.2090,0.9040
372,0.2060,0.8040,0.2230,1.2330
373,0.2100,0.3390,0.2120,0.7610
374,0.2070,0.4840,0.2100,0.9010
375,0.2050,1.8010,0.2110,2.2170
376,0.2070,0.4460,0.2090,0.8620
377,0.2060,0.4740,0.2080,0.8880
378,0.2070,1.4940,0.2110,1.9120
379,0.2070,1.3410,0.2120,1.7600
380,0.2070,2.5230,0.2120,2.9420
381,0.2060,0.4440,0.2080,0.8580
382,0.2060,0.6910,0.2090,1.1060
383,0.2100,0.3370,0.2110,0.7580
384,0.2180,1.0360,0.2140,1.4680
385,0.2060,0.5950,0.2120,1.0130
386,0.2080,0.3420,0.2120,0.7620
387,0.2150,0.7230,0.2080,1.1460
388,0.2050,1.2470,0.2090,1.6610
389,0.2230,0.5840,0.2190,1.0260
390,0.2090,0.3380,0.2120,0.7590
391,0.2050,0.5830,0.2100,0.9980
392,0.2060,0.4460,0.2090,0.8610
393,0.2050,0.7030,0.2100,1.1180
394,0.2060,1.8830,0.2100,2.2990
395,0.2200,2.0280,0.2140,2.4620
396,0.2070,0.5570,0.2090,0.9730
397,0.2070,0.5650,0.2100,0.9820
398,0.2070,1.5240,0.2080,1.9390
399,0.2060,0.3370,0.2080,0.7510
400,0.2110,0.4620,0.2090,0.8820
401,0.2070,0.5870,0.2090,1.0030
402,0.2080,1.1110,0.2110,1.5300
403,0.2060,0.3430,0.2100,0.7590
404,0.2080,0.3370,0.2110,0.7560
405,0.2060,0.3360,0.2090,0.7510
406,0.2070,0.4450,0.2090,0.8610
407,0.2060,0.4910,0.2100,0.9070
408,0.2370,3.1120,0.2110,3.5600
409,0.2090,1.1700,0.2110,1.5900
410,0.2060,0.3370,0.2090,0.7520
411,0.2060,0.5640,0.2110,0.9810
412,0.2110,1.8630,0.2120,2.2860
413,0.2060,1.6440,0.2100,2.0600
414,0.2080,0.9510,0.2230,1.3820
415,0.2120,1.9590,0.2310,2.4020
416,0.2100,0.3400,0.2090,0.7590
417,0.2110,0.4560,0.2120,0.8790
418,0.2090,1.5360,0.2230,1.9680
419,0.2180,1.8330,0.2390,2.2900
420,0.2160,0.8670,0.2190,1.3020
421,0.2150,2.0730,0.2280,2.5160
422,0.2280,1.4060,0.2130,1.8470
423,0.2120,0.7310,0.2110,1.1540
424,0.2120,0.4990,0.2770,0.9880
425,0.2250,1.2800,0.2210,1.7260
426,0.2100,0.7420,0.2140,1.1660
427,0.2100,1.5000,0.2140,1.9240
428,0.2130,1.0620,0.2260,1.5010
429,0.2150,1.2460,0.2120,1.6730
430,0.2080,0.8370,0.2100,1.2550
431,0.2250,1.0180,0.2160,1.4590
432,0.2110,0.3450,0.2120,0.7680
433,0.2140,0.4810,0.2090,0.9040
434,0.2060,0.4750,0.2110,0.8920
435,0.2630,0.6420,0.2130,1.1180
436,0.2060,0.3410,0.2120,0.7590
437,0.2160,0.3430,0.2100,0.7690
438,0.2120,0.4540,0.2130,0.8790
439,0.2080,2.4150,0.2280,2.8510
440,0.2130,0.4580,0.2130,0.8840
441,0.2070,0.3400,0.2100,0.7570
442,0.2290,0.4880,0.2190,0.9360
443,0.2080,0.6350,0.2100,1.0530
444,0.2100,0.4610,0.2160,0.8870
445,0.2080,1.7230,0.2330,2.1640
446,0.2090,0.8810,0.2130,1.3030
447,0.2090,0.7370,0.2300,1.1760
448,0.2080,0.6370,0.2130,1.0580
449,0.2070,0.8620,0.2110,1.2800
450,0.2060,0.6120,0.2090,1.0270
451,0.2070,1.6760,0.2110,2.0940
452,0.2100,0.8690,0.2120,1.2910
453,0.2260,1.1040,0.2130,1.5430
454,0.2070,0.5860,0.2090,1.0020
455,0.2070,0.3380,0.2090,0.7540
456,0.2080,0.7110,0.2120,1.1310
457,0.2060,1.1450,0.2160,1.5670
458,0.2100,0.9800,0.2410,1.4310
459,0.2200,0.8820,0.2160,1.3180
460,0.2090,0.3430,0.2120,0.7640
461,0.2080,0.8770,0.2130,1.2980
462,0.2090,0.3430,0.2150,0.7670
463,0.2090,2.1280,0.2150,2.5520
464,0.2480,0.7430,0.2150,1.2060
465,0.2090,0.4840,0.2120,0.9050
466,0.2070,0.7080,0.2130,1.1280
467,0.2070,0.5850,0.2150,1.0070
468,0.2220,0.8720,0.2120,1.3060
469,0.2070,0.4520,0.2110,0.8700
470,0.2110,0.3680,0.2310,0.8100
471,0.2090,0.3390,0.2090,0.7570
472,0.2060,0.6500,0.2090,1.0650
473,0.2060,0.4460,0.2100,0.8620
474,0.2240,1.7850,0.2110,2.2200
475,0.2100,1.7590,0.2100,2.1790
476,0.2090,0.3380,0.2110,0.7580
477,0.2070,1.1120,0.2090,1.5280
478,0.2070,1.1400,0.2550,1.6020
479,0.2160,0.9940,0.2210,1.4310
480,0.2120,0.4570,0.2140,0.8830
481,0.2160,1.0270,0.2260,1.4690
482,0.2150,0.9160,0.2090,1.3400
483,0.2170,0.4820,0.2350,0.9340
484,0.2080,0.9060,0.2120,1.3260
485,0.2190,0.4570,0.2130,0.8890
486,0.2120,0.6120,0.2400,1.0640
487,0.2190,0.3460,0.2230,0.7880
488,0.2090,2.1390,0.2320,2.5800
489,0.2200,0.3460,0.2570,0.8230
490,0.2060,0.3370,0.2090,0.7520
491,0.2070,0.3480,0.2120,0.7670
492,0.2100,0.4850,0.2380,0.9330
493,0.2180,0.4970,0.2160,0.9310
494,0.2110,0.4550,0.2170,0.8830
495,0.2070,0.4790,0.2090,0.8950
496,0.2240,0.6230,0.2260,1.0730
497,0.2170,0.4870,0.2090,0.9130
498,0.2070,2.1300,0.2180,2.5550
499,0.2130,0.3420,0.2120,0.7670
500,0.2080,0.4920,0.2130,0.9130
501,0.2200,2.1300,0.2190,2.5690
502,0.2140,0.4890,0.2110,0.9140
503,0.2100,1.4090,0.2180,1.8370
504,0.2110,0.6300,0.2390,1.0800
505,0.2160,1.9950,0.2120,2.4230
506,0.2110,0.4860,0.2150,0.9120
507,0.2060,0.6000,0.2150,1.0210
508,0.2100,1.8520,0.2210,2.2830
509,0.2110,0.9020,0.2150,1.3280
510,0.2100,0.7070,0.3110,1.2280
511,0.2150,1.2530,0.2200,1.6880
512,0.2110,1.2400,0.2200,1.6710
513,0.2120,0.4720,0.2230,0.9070
514,0.2090,0.7850,0.2180,1.2120
515,0.2220,0.5770,0.2150,1.0140
516,0.2120,1.8100,0.2180,2.2400
517,0.2140,0.3880,0.2230,0.8250
518,0.2140,1.0090,0.2180,1.4410
519,0.2070,0.4500,0.2470,0.9040
520,0.2120,1.1120,0.2150,1.5390
521,0.2100,0.3400,0.2100,0.7600
522,0.2070,0.8950,0.2100,1.3120
523,0.2140,1.6740,0.2130,2.1010
524,0.2090,0.4910,0.2160,0.9160
525,0.2160,0.3630,0.2140,0.7930
526,0.2130,0.3520,0.2190,0.7840
527,0.2100,0.3390,0.2090,0.7580
528,0.2130,0.9500,0.2370,1.4000
529,0.2180,0.4850,0.2120,0.9150
530,0.2090,1.3800,0.2110,1.8000
531,0.2090,0.4990,0.2120,0.9200
532,0.2210,0.7930,0.2260,1.2400
533,0.2210,1.1870,0.2760,1.6840
534,0.2260,0.5890,0.2180,1.0330
535,0.2220,0.4510,0.2110,0.8840
536,0.2080,1.9330,0.2230,2.3640
537,0.2080,2.3030,0.2120,2.7230
538,0.2330,0.4890,0.2190,0.9410
539,0.2120,0.5980,0.2320,1.0420
540,0.2180,2.2990,0.2270,2.7440
541,0.2260,0.6480,0.2340,1.1080
542,0.2180,0.4930,0.2290,0.9400
543,0.2220,0.3510,0.2090,0.7820
544,0.2060,0.5840,0.2080,0.9980
545,0.2070,1.3660,0.2230,1.7960
546,0.2140,1.3810,0.2240,1.8190
547,0.2290,1.0800,0.2800,1.5890
548,0.2200,0.5870,0.2160,1.0230
549,0.2180,1.4070,0.2240,1.8490
550,0.2390,1.6010,0.2380,2.0780
551,0.2780,0.7450,0.2880,1.3110
552,0.2310,0.5200,0.2250,0.9760
553,0.2340,0.5530,0.2380,1.0250
554,0.2220,0.9970,0.2480,1.4670
555,0.2210,0.6330,0.2250,1.0790
556,0.2150,1.7570,0.2210,2.1930
557,0.2230,1.4720,0.2290,1.9240
558,0.2500,0.3950,0.2450,0.8900
559,0.3630,1.1470,0.2420,1.7520
560,0.2590,1.8770,0.2580,2.3940
561,0.2360,0.5170,0.2340,0.9870
562,0.2190,0.9550,0.2290,1.4030
563,0.2180,0.5050,0.2150,0.9380
564,0.2100,0.6730,0.2120,1.0950
565,0.2130,0.9920,0.2120,1.4170
566,0.2060,0.4460,0.2090,0.8610
567,0.2060,0.3400,0.2130,0.7590
568,0.2080,2.8550,0.2310,3.2940
569,0.2180,0.3590,0.2210,0.7980
570,0.2230,0.3430,0.2290,0.7950
571,0.2130,0.3440,0.2140,0.7710
572,0.2090,1.5550,0.2110,1.9750
573,0.2070,1.8140,0.2190,2.2400
574,0.2060,0.3350,0.2090,0.7500
575,0.2090,0.3420,0.2120,0.7630
576,0.2100,0.4780,0.2110,0.8990
577,0.2060,0.4830,0.2200,0.9090
578,0.2120,0.7880,0.2150,1.2150
579,0.2050,1.3680,0.2090,1.7820
580,0.2200,0.9910,0.2120,1.4230
581,0.2080,0.8450,0.2120,1.2650
582,0.2080,0.4460,0.2100,0.8640
583,0.2070,0.4530,0.2110,0.8710
584,0.2110,0.5660,0.2140,0.9910
585,0.2080,0.8460,0.2230,1.2770
586,0.2150,0.3380,0.2150,0.7680
587,0.2120,0.4490,0.2090,0.8700
588,0.2200,0.5950,0.2100,1.0250
589,0.2060,0.5700,0.2110,0.9870
590,0.2060,0.8070,0.2120,1.2250
591,0.2130,0.4480,0.2110,0.8720
592,0.2060,3.2460,0.2140,3.6660
593,0.2080,0.3390,0.2110,0.7580
594,0.2170,1.3320,0.2110,1.7600
595,0.2080,0.8310,0.2110,1.2500
596,0.2050,1.0210,0.2120,1.4380
597,0.2100,0.7340,0.2190,1.1630
598,0.2090,0.3420,0.2110,0.7620
599,0.2070,0.3410,0.2180,0.7660
600,0.2070,0.5210,0.2160,0.9440
601,0.2110,0.7060,0.2140,1.1310
602,0.2090,1.2400,0.2310,1.6800
603,0.2070,0.4810,0.2110,0.8990
604,0.2070,0.4510,0.2110,0.8690
605,0.2060,0.4500,0.2110,0.8670
606,0.2060,1.3920,0.2080,1.8060
607,0.2080,0.4780,0.2090,0.8950
608,0.2060,0.4470,0.2140,0.8670
609,0.2080,0.3450,0.2110,0.7640
610,0.2120,0.3450,0.2120,0.7690
611,0.2090,1.1760,0.2110,1.5960
612,0.2060,0.7940,0.2100,1.2100
613,0.2070,0.3370,0.2090,0.7530
614,0.2060,0.8650,0.2100,1.2810
615,0.2130,0.5590,0.2110,0.9830
616,0.2170,0.9090,0.2090,1.3350
617,0.2050,0.3360,0.2100,0.7510
618,0.2070,1.2330,0.2110,1.6510
619,0.2070,1.2320,0.2130,1.6520
620,0.2060,0.6220,0.2110,1.0390
621,0.2070,0.6190,0.2190,1.0450
622,0.2090,3.0720,0.2120,3.4930
623,0.2070,0.5850,0.2110,1.0030
624,0.2080,0.9460,0.2130,1.3670
625,0.2090,0.8580,0.2080,1.2750
626,0.2150,0.3430,0.2110,0.7690
627,0.2080,0.8840,0.2150,1.3070
628,0.2050,0.8900,0.2090,1.3040
629,0.2080,0.4460,0.2110,0.8650
630,0.2050,0.3340,0.2080,0.7470
631,0.2070,1.8420,0.2120,2.2610
632,0.2050,0.4440,0.2090,0.8580
