Iteración,Dilithium Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
112,Dilithium3,0.1875,0.6318,0.1804,0.9997
113,Dilithium3,0.1889,0.8644,0.1801,1.2334
114,Dilithium3,0.1884,0.6183,0.1800,0.9867
115,Dilithium3,0.1872,2.6793,0.1798,3.0463
116,Dilithium3,0.1878,0.8491,0.2820,1.3189
117,Dilithium3,0.1897,0.2871,0.1797,0.6565
118,Dilithium3,0.1881,0.6175,0.1807,0.9863
119,Dilithium3,0.1879,0.2846,0.1815,0.6540
120,Dilithium3,0.1890,2.4245,0.1853,2.7988
121,Dilithium3,0.1891,0.4870,0.1829,0.8590
122,Dilithium3,0.1887,1.2118,0.1812,1.5817
123,Dilithium3,0.1903,0.7629,0.1801,1.1333
124,Dilithium3,0.1882,1.5282,0.1800,1.8964
125,Dilithium3,0.1882,1.3191,0.1785,1.6858
126,Dilithium3,0.1875,0.8000,0.2944,1.2819
127,Dilithium3,0.1919,1.8045,0.1817,2.1781
128,Dilithium3,0.1896,0.5212,0.1946,0.9054
129,Dilithium3,0.2910,0.8428,0.1797,1.3135
130,Dilithium3,0.1931,0.5116,0.1808,0.8855
131,Dilithium3,0.1909,0.2817,0.1804,0.6530
132,Dilithium3,0.1882,1.2275,0.1837,1.5994
133,Dilithium3,0.1895,0.3871,0.1807,0.7573
134,Dilithium3,0.1917,0.8144,0.1824,1.1885
135,Dilithium3,0.2786,1.5004,0.1829,1.9619
136,Dilithium3,0.1882,0.2815,0.1785,0.6482
137,Dilithium3,0.1875,0.2854,0.2602,0.7331
138,Dilithium3,0.1912,0.7729,0.1795,1.1436
139,Dilithium3,0.1891,0.4087,0.1800,0.7778
140,Dilithium3,0.1890,0.3853,0.1829,0.7572
141,Dilithium3,0.1879,0.3752,0.1799,0.7430
142,Dilithium3,0.1927,0.2818,0.1835,0.6580
143,Dilithium3,0.1875,0.5130,0.1783,0.8788
144,Dilithium3,0.1876,1.8118,0.1837,2.1831
145,Dilithium3,0.1914,1.7881,0.1797,2.1592
146,Dilithium3,0.1893,0.4933,0.2969,0.9795
147,Dilithium3,0.1912,0.7053,0.1815,1.0780
148,Dilithium3,0.2003,0.5094,0.1803,0.8900
149,Dilithium3,0.1907,0.3933,0.1800,0.7640
150,Dilithium3,0.2920,0.4998,0.1840,0.9758
151,Dilithium3,0.1896,0.5979,0.1815,0.9690
152,Dilithium3,0.1919,1.0662,0.2686,1.5267
153,Dilithium3,0.1966,1.0729,0.1801,1.4496
154,Dilithium3,0.1892,0.9271,0.1796,1.2959
155,Dilithium3,0.1865,0.7013,0.1804,1.0682
156,Dilithium3,0.1893,0.2876,0.1808,0.6577
157,Dilithium3,0.1886,0.3863,0.1839,0.7588
158,Dilithium3,0.1880,0.4098,0.1799,0.7777
159,Dilithium3,0.2793,1.2589,0.1793,1.7175
160,Dilithium3,0.1888,0.7376,0.1779,1.1043
161,Dilithium3,0.1881,0.9344,0.1833,1.3058
162,Dilithium3,0.1883,1.8460,0.1788,2.2131
163,Dilithium3,0.1866,0.6357,0.1813,1.0036
164,Dilithium3,0.1934,1.0844,0.1813,1.4591
165,Dilithium3,0.1895,0.4098,0.1811,0.7804
166,Dilithium3,0.1879,0.4044,0.1823,0.7746
167,Dilithium3,0.1932,0.6187,0.1800,0.9919
168,Dilithium3,0.1930,0.4962,0.1794,0.8686
169,Dilithium3,0.1893,1.1862,0.1837,1.5592
170,Dilithium3,0.1883,0.2910,0.1808,0.6601
171,Dilithium3,0.1872,0.4102,0.1795,0.7769
172,Dilithium3,0.1869,0.2842,0.1786,0.6497
173,Dilithium3,0.1923,0.4670,0.1792,0.8385
174,Dilithium3,0.1880,0.7255,0.1939,1.1074
175,Dilithium3,0.1877,0.4919,0.1787,0.8583
176,Dilithium3,0.1883,0.9441,0.1809,1.3133
177,Dilithium3,0.1945,0.2835,0.1802,0.6582
178,Dilithium3,0.1896,0.2863,0.1799,0.6558
179,Dilithium3,0.1870,0.7616,0.2679,1.2165
180,Dilithium3,0.1889,0.7632,0.1838,1.1359
181,Dilithium3,0.1887,0.2869,0.1790,0.6546
182,Dilithium3,0.1894,0.9631,0.2649,1.4174
183,Dilithium3,0.1883,0.7615,0.1800,1.1298
184,Dilithium3,0.1924,0.6346,0.1794,1.0064
185,Dilithium3,0.1902,0.2822,0.1789,0.6513
186,Dilithium3,0.2745,0.8834,0.1788,1.3367
187,Dilithium3,0.1933,1.9308,0.1829,2.3070
188,Dilithium3,0.2721,0.4067,0.1845,0.8633
189,Dilithium3,0.1881,0.6492,0.1915,1.0288
190,Dilithium3,0.1889,0.4041,0.1804,0.7734
191,Dilithium3,0.1919,1.3102,0.1803,1.6824
192,Dilithium3,0.1896,1.2137,0.1823,1.5856
193,Dilithium3,0.1883,0.8347,0.1796,1.2026
194,Dilithium3,0.1870,0.8684,0.1848,1.2402
195,Dilithium3,0.1889,1.6375,0.1835,2.0099
196,Dilithium3,0.1906,0.8727,0.1807,1.2440
197,Dilithium3,0.1893,0.4918,0.1790,0.8601
198,Dilithium3,0.1962,0.8605,0.1804,1.2371
199,Dilithium3,0.1970,2.7172,0.1795,3.0937
200,Dilithium3,0.2873,0.4929,0.1785,0.9587
201,Dilithium3,0.1933,1.5000,0.1794,1.8727
202,Dilithium3,0.1920,0.4044,0.2635,0.8599
203,Dilithium3,0.1885,0.6334,0.1801,1.0020
204,Dilithium3,0.1874,0.5119,0.1826,0.8819
205,Dilithium3,0.1877,0.6337,0.1787,1.0001
206,Dilithium3,0.2655,1.0510,0.1838,1.5003
207,Dilithium3,0.1875,1.3154,0.1786,1.6815
208,Dilithium3,0.2717,1.2347,0.1793,1.6857
209,Dilithium3,0.1883,0.3884,0.1788,0.7555
210,Dilithium3,0.1876,0.5066,0.1819,0.8761
211,Dilithium3,0.2743,0.2827,0.1792,0.7362
212,Dilithium3,0.1905,1.1710,0.1793,1.5408
213,Dilithium3,0.1881,1.0558,0.1803,1.4242
214,Dilithium3,0.1887,0.3894,0.1793,0.7574
215,Dilithium3,0.1878,0.4080,0.1856,0.7814
216,Dilithium3,0.1871,0.5434,0.1791,0.9096
217,Dilithium3,0.2664,0.7012,0.1791,1.1467
218,Dilithium3,0.1888,0.3863,0.1829,0.7580
219,Dilithium3,0.1885,3.0847,0.1802,3.4534
220,Dilithium3,0.1902,0.7169,0.1796,1.0867
221,Dilithium3,0.1896,0.6944,0.1810,1.0650
222,Dilithium3,0.1892,0.4087,0.1806,0.7785
223,Dilithium3,0.1914,0.5115,0.1790,0.8819
224,Dilithium3,0.1875,0.4080,0.1787,0.7742
225,Dilithium3,0.2725,0.2858,0.1788,0.7371
226,Dilithium3,0.1917,1.0055,0.1785,1.3757
227,Dilithium3,0.1888,0.5143,0.1789,0.8820
228,Dilithium3,0.2684,0.7647,0.1796,1.2127
229,Dilithium3,0.1868,0.7405,0.1793,1.1066
230,Dilithium3,0.1880,0.2924,0.1799,0.6603
231,Dilithium3,0.2029,0.8391,0.1801,1.2221
232,Dilithium3,0.1889,0.6181,0.1802,0.9872
233,Dilithium3,0.1889,0.3860,0.1833,0.7582
234,Dilithium3,0.1883,0.5194,0.1862,0.8939
235,Dilithium3,0.1889,0.5072,0.1796,0.8757
236,Dilithium3,0.1918,0.3869,0.1844,0.7631
237,Dilithium3,0.1895,0.6518,0.1803,1.0216
238,Dilithium3,0.3061,1.0811,0.1826,1.5698
239,Dilithium3,0.1911,0.7448,0.1802,1.1161
240,Dilithium3,0.1897,1.5538,0.1804,1.9239
241,Dilithium3,0.1899,0.4084,0.1840,0.7823
242,Dilithium3,0.1883,0.2821,0.1826,0.6530
243,Dilithium3,0.1864,0.6073,0.1805,0.9742
244,Dilithium3,0.1887,0.4925,0.1792,0.8604
245,Dilithium3,0.1878,0.4093,0.1788,0.7759
246,Dilithium3,0.1871,0.2855,0.1824,0.6550
247,Dilithium3,0.1870,1.4186,0.1797,1.7853
248,Dilithium3,0.1939,1.6192,0.1793,1.9924
249,Dilithium3,0.2738,0.2834,0.1808,0.7380
250,Dilithium3,0.1881,0.4095,0.1795,0.7771
251,Dilithium3,0.1888,1.1081,0.1804,1.4773
252,Dilithium3,0.2795,0.4068,0.1808,0.8671
253,Dilithium3,0.1877,0.6171,0.1810,0.9858
254,Dilithium3,0.1890,0.2875,0.1804,0.6569
255,Dilithium3,0.1880,0.7612,0.1803,1.1295
256,Dilithium3,0.1895,0.2829,0.1877,0.6601
257,Dilithium3,0.1897,0.7627,0.1802,1.1326
258,Dilithium3,0.1884,0.3846,0.1827,0.7557
259,Dilithium3,0.2884,0.8653,0.1793,1.3330
260,Dilithium3,0.1878,0.6174,0.1791,0.9843
261,Dilithium3,0.1874,0.5098,0.1789,0.8761
262,Dilithium3,0.2805,0.6194,0.1867,1.0866
263,Dilithium3,0.1887,0.7550,0.1797,1.1234
264,Dilithium3,0.1884,1.4652,0.1812,1.8348
265,Dilithium3,0.1900,0.5311,0.1860,0.9071
266,Dilithium3,0.1903,0.8642,0.1786,1.2331
267,Dilithium3,0.1906,0.3882,0.1981,0.7769
268,Dilithium3,0.1947,1.2960,0.1802,1.6709
269,Dilithium3,0.2005,0.4923,0.1815,0.8743
270,Dilithium3,0.1890,0.8849,0.2739,1.3478
271,Dilithium3,0.1886,0.8455,0.1796,1.2137
272,Dilithium3,0.1873,2.1277,0.1925,2.5075
273,Dilithium3,0.2067,2.2829,0.1837,2.6733
274,Dilithium3,0.1921,0.6696,0.1843,1.0460
275,Dilithium3,0.1918,0.7498,0.1832,1.1248
276,Dilithium3,0.1918,0.2893,0.1815,0.6626
277,Dilithium3,0.1895,1.3725,0.1901,1.7521
278,Dilithium3,0.1906,0.3885,0.1841,0.7632
279,Dilithium3,0.1927,1.1065,0.1799,1.4791
280,Dilithium3,0.1879,0.4955,0.1803,0.8637
281,Dilithium3,0.1880,0.6590,0.1789,1.0259
282,Dilithium3,0.1886,0.4049,0.1795,0.7730
283,Dilithium3,0.1926,1.9542,0.1811,2.3279
284,Dilithium3,0.1892,0.4044,0.1841,0.7777
285,Dilithium3,0.1865,0.9821,0.2678,1.4364
286,Dilithium3,0.1899,0.7373,0.1801,1.1073
287,Dilithium3,0.1915,0.9651,0.1783,1.3349
288,Dilithium3,0.1924,0.5037,0.1808,0.8769
289,Dilithium3,0.2066,1.0048,0.1797,1.3911
290,Dilithium3,0.1882,0.6387,0.1788,1.0057
291,Dilithium3,0.1878,0.4796,0.1846,0.8520
292,Dilithium3,0.1902,1.5177,0.1858,1.8937
293,Dilithium3,0.1973,0.5094,0.1786,0.8853
294,Dilithium3,0.2793,0.9477,0.1796,1.4066
295,Dilithium3,0.1880,1.4170,0.1825,1.7875
296,Dilithium3,0.1874,0.3713,0.1835,0.7422
297,Dilithium3,0.1928,0.5066,0.1799,0.8793
298,Dilithium3,0.1880,0.7567,0.1824,1.1271
299,Dilithium3,0.1903,0.2812,0.2558,0.7273
300,Dilithium3,0.1896,0.4120,0.1793,0.7809
301,Dilithium3,0.1870,0.2829,0.1830,0.6529
302,Dilithium3,0.1876,0.2826,0.1791,0.6493
303,Dilithium3,0.1900,1.1610,0.1796,1.5306
304,Dilithium3,0.1949,0.2976,0.1831,0.6756
305,Dilithium3,0.1933,0.5087,0.1786,0.8806
306,Dilithium3,0.1912,0.4893,0.2665,0.9470
307,Dilithium3,0.1895,1.4055,0.1801,1.7751
308,Dilithium3,0.1885,0.2848,0.1822,0.6555
309,Dilithium3,0.1872,0.2813,0.2641,0.7326
310,Dilithium3,0.1925,0.6294,0.1831,1.0050
311,Dilithium3,0.1961,0.3860,0.1792,0.7613
312,Dilithium3,0.1918,0.8583,0.2555,1.3056
313,Dilithium3,0.1945,0.2827,0.1805,0.6577
314,Dilithium3,0.1882,0.2898,0.1803,0.6583
315,Dilithium3,0.1893,2.1507,0.1799,2.5199
316,Dilithium3,0.1924,1.0885,0.1794,1.4603
317,Dilithium3,0.1886,0.6190,0.1796,0.9872
318,Dilithium3,0.2771,0.2841,0.1836,0.7448
319,Dilithium3,0.1916,2.7912,0.2936,3.2764
320,Dilithium3,0.1905,0.3926,0.1882,0.7713
321,Dilithium3,0.1893,0.4899,0.1842,0.8634
322,Dilithium3,0.1936,0.7364,0.1936,1.1236
323,Dilithium3,0.3085,0.8732,0.1819,1.3636
324,Dilithium3,0.1922,0.6420,0.1827,1.0169
325,Dilithium3,0.1891,0.2853,0.1914,0.6658
326,Dilithium3,0.1888,0.7427,0.1804,1.1119
327,Dilithium3,0.1895,0.3881,0.1835,0.7611
328,Dilithium3,0.1941,0.5086,0.1792,0.8819
329,Dilithium3,0.1921,1.1338,0.1806,1.5065
330,Dilithium3,0.1883,1.8737,0.1790,2.2410
331,Dilithium3,0.1874,0.5022,0.1807,0.8703
332,Dilithium3,0.1874,0.3898,0.1794,0.7566
333,Dilithium3,0.1895,1.2287,0.1799,1.5981
334,Dilithium3,0.1915,0.9320,0.1845,1.3080
335,Dilithium3,0.1880,0.2835,0.1795,0.6510
336,Dilithium3,0.1928,0.4081,0.1791,0.7800
337,Dilithium3,0.1869,1.4730,0.1815,1.8414
338,Dilithium3,0.1888,0.2823,0.1841,0.6552
339,Dilithium3,0.1877,0.4896,0.1785,0.8558
340,Dilithium3,0.1913,0.5937,0.1817,0.9667
341,Dilithium3,0.1950,1.6570,0.1819,2.0339
342,Dilithium3,0.1920,0.2831,0.1786,0.6537
343,Dilithium3,0.1887,0.7200,0.1797,1.0884
344,Dilithium3,0.1890,0.6400,0.1806,1.0096
345,Dilithium3,0.1883,0.2863,0.1796,0.6542
346,Dilithium3,0.1877,0.5024,0.1801,0.8702
347,Dilithium3,0.1884,0.4038,0.1790,0.7712
348,Dilithium3,0.1922,0.9692,0.1852,1.3466
349,Dilithium3,0.1871,0.9894,0.1806,1.3571
350,Dilithium3,0.1866,0.2901,0.1800,0.6567
351,Dilithium3,0.1881,0.4928,0.1789,0.8598
352,Dilithium3,0.1883,0.4042,0.1792,0.7717
353,Dilithium3,0.2755,1.1018,0.1806,1.5579
354,Dilithium3,0.1885,0.7617,0.1796,1.1298
355,Dilithium3,0.1878,0.2875,0.1792,0.6545
356,Dilithium3,0.2835,0.2848,0.1884,0.7567
357,Dilithium3,0.1865,0.2824,0.1798,0.6487
358,Dilithium3,0.1926,0.8231,0.1786,1.1943
359,Dilithium3,0.1914,1.0802,0.1791,1.4507
360,Dilithium3,0.1880,0.5145,0.1802,0.8827
361,Dilithium3,0.1879,2.4932,0.1827,2.8638
362,Dilithium3,0.1886,1.0872,0.1797,1.4555
363,Dilithium3,0.1885,1.6270,0.1804,1.9959
364,Dilithium3,0.1888,1.7806,0.1794,2.1488
365,Dilithium3,0.2775,0.9648,0.1831,1.4254
366,Dilithium3,0.1891,0.3853,0.1805,0.7549
367,Dilithium3,0.1947,0.2816,0.1793,0.6556
368,Dilithium3,0.1878,0.8132,0.1796,1.1806
369,Dilithium3,0.1906,0.2874,0.1790,0.6570
370,Dilithium3,0.1892,0.4086,0.1787,0.7765
371,Dilithium3,0.1877,1.3835,0.1816,1.7528
372,Dilithium3,0.1939,0.2832,0.1788,0.6559
373,Dilithium3,0.1896,0.2852,0.1784,0.6532
374,Dilithium3,0.1867,0.2809,0.1786,0.6462
375,Dilithium3,0.2760,0.5100,0.1788,0.9648
376,Dilithium3,0.1916,1.2290,0.1794,1.6000
377,Dilithium3,0.1876,1.7629,0.1790,2.1295
378,Dilithium3,0.1891,0.2904,0.1796,0.6591
379,Dilithium3,0.1877,2.0700,0.1801,2.4378
380,Dilithium3,0.1887,0.4221,0.1799,0.7907
381,Dilithium3,0.1889,0.5162,0.1792,0.8843
382,Dilithium3,0.1879,0.7335,0.1810,1.1024
383,Dilithium3,0.1894,1.1569,0.1868,1.5331
384,Dilithium3,0.1867,1.5090,0.1828,1.8785
385,Dilithium3,0.1999,0.2856,0.1807,0.6662
386,Dilithium3,0.1871,1.1502,0.1856,1.5229
387,Dilithium3,0.1879,1.2022,0.1801,1.5702
388,Dilithium3,0.1889,1.0908,0.1865,1.4662
389,Dilithium3,0.1883,0.8647,0.2809,1.3339
390,Dilithium3,0.2080,0.2842,0.1838,0.6760
391,Dilithium3,0.1878,0.4061,0.1808,0.7747
392,Dilithium3,0.1944,0.5084,0.1795,0.8823
393,Dilithium3,0.1897,0.4880,0.1797,0.8574
394,Dilithium3,0.1894,0.7146,0.1812,1.0852
395,Dilithium3,0.1890,0.2912,0.1818,0.6620
396,Dilithium3,0.1889,0.7387,0.2850,1.2126
397,Dilithium3,0.1908,1.4647,0.1818,1.8373
398,Dilithium3,0.1915,0.3933,0.1801,0.7649
399,Dilithium3,0.1908,1.9685,0.1817,2.3410
400,Dilithium3,0.1901,0.2868,0.1795,0.6564
401,Dilithium3,0.1877,0.9373,0.1799,1.3049
402,Dilithium3,0.1891,0.4943,0.1797,0.8631
403,Dilithium3,0.1888,0.7569,0.1793,1.1250
404,Dilithium3,0.1870,0.8763,0.1797,1.2430
405,Dilithium3,0.1975,1.3379,0.1796,1.7150
406,Dilithium3,0.1878,0.4454,0.1792,0.8124
407,Dilithium3,0.1892,0.6248,0.1806,0.9946
408,Dilithium3,0.1903,0.7816,0.1811,1.1530
409,Dilithium3,0.1891,1.8012,0.1823,2.1726
410,Dilithium3,0.1911,0.8872,0.1813,1.2596
411,Dilithium3,0.1991,0.5101,0.1795,0.8887
412,Dilithium3,0.1892,0.7230,0.1805,1.0927
413,Dilithium3,0.1978,0.6327,0.1802,1.0107
414,Dilithium3,0.1962,0.4062,0.1793,0.7817
415,Dilithium3,0.1862,0.5346,0.1790,0.8998
416,Dilithium3,0.2747,0.2928,0.1787,0.7462
417,Dilithium3,0.1875,0.6338,0.1802,1.0015
418,Dilithium3,0.1898,0.2812,0.1791,0.6501
419,Dilithium3,0.1951,0.3851,0.2645,0.8447
420,Dilithium3,0.1959,0.4055,0.1873,0.7887
421,Dilithium3,0.1895,0.9822,0.1796,1.3513
422,Dilithium3,0.1943,0.2827,0.1786,0.6556
423,Dilithium3,0.2798,0.8436,0.1797,1.3031
424,Dilithium3,0.1949,0.3865,0.1792,0.7606
425,Dilithium3,0.1880,0.2879,0.1792,0.6551
426,Dilithium3,0.1883,0.3799,0.1851,0.7533
427,Dilithium3,0.1886,0.7575,0.1830,1.1291
428,Dilithium3,0.1903,0.4873,0.1818,0.8594
429,Dilithium3,0.1876,1.3985,0.1818,1.7679
430,Dilithium3,0.1925,2.9163,0.1887,3.2975
431,Dilithium3,0.1909,1.0519,0.1811,1.4239
432,Dilithium3,0.1882,1.8415,0.1799,2.2096
433,Dilithium3,0.1873,0.6413,0.1949,1.0235
434,Dilithium3,0.1918,0.9597,0.1862,1.3377
435,Dilithium3,0.1881,0.8576,0.1831,1.2288
436,Dilithium3,0.1891,1.0077,0.1794,1.3762
437,Dilithium3,0.1883,0.4083,0.1805,0.7771
438,Dilithium3,0.2891,0.8272,0.1794,1.2957
439,Dilithium3,0.1925,0.2829,0.1795,0.6549
440,Dilithium3,0.1883,0.6556,0.1798,1.0237
441,Dilithium3,0.1880,0.6092,0.1792,0.9764
442,Dilithium3,0.1882,1.6343,0.1786,2.0011
443,Dilithium3,0.1892,0.2825,0.2741,0.7458
444,Dilithium3,0.1899,0.8225,0.1803,1.1927
445,Dilithium3,0.1884,0.2828,0.1823,0.6535
446,Dilithium3,0.1912,1.3480,0.1805,1.7197
447,Dilithium3,0.1917,1.2241,0.1945,1.6103
448,Dilithium3,0.1883,0.7187,0.1801,1.0871
449,Dilithium3,0.1920,0.6170,0.1808,0.9898
450,Dilithium3,0.1878,1.6133,0.1787,1.9798
451,Dilithium3,0.1902,0.2817,0.2772,0.7491
452,Dilithium3,0.1896,0.4877,0.1831,0.8604
453,Dilithium3,0.1918,0.3855,0.1796,0.7569
454,Dilithium3,0.1916,1.7542,0.1800,2.1258
455,Dilithium3,0.1933,0.7337,0.1840,1.1110
456,Dilithium3,0.1861,0.3841,0.1781,0.7483
457,Dilithium3,0.1921,0.5129,0.2696,0.9746
458,Dilithium3,0.1933,0.6312,0.1803,1.0048
459,Dilithium3,0.1924,2.3056,0.1794,2.6774
460,Dilithium3,0.1877,0.7221,0.1855,1.0953
461,Dilithium3,0.1873,1.2963,0.1793,1.6629
462,Dilithium3,0.1882,0.4826,0.1941,0.8649
463,Dilithium3,0.1928,0.4059,0.1815,0.7802
464,Dilithium3,0.1930,0.4071,0.1801,0.7802
465,Dilithium3,0.1870,1.2998,0.1798,1.6666
466,Dilithium3,0.1886,0.2822,0.1837,0.6545
467,Dilithium3,0.1879,0.2832,0.1789,0.6500
468,Dilithium3,0.1888,0.2843,0.1794,0.6525
469,Dilithium3,0.1875,0.2825,0.2759,0.7459
470,Dilithium3,0.1915,1.5044,0.1801,1.8760
471,Dilithium3,0.1910,1.7339,0.1929,2.1178
472,Dilithium3,0.1896,0.5104,0.1811,0.8811
473,Dilithium3,0.1950,0.4106,0.1801,0.7857
474,Dilithium3,0.1874,0.4106,0.1804,0.7784
475,Dilithium3,0.1897,0.4877,0.1807,0.8581
476,Dilithium3,0.1882,0.4054,0.1849,0.7785
477,Dilithium3,0.1990,0.2827,0.1954,0.6771
478,Dilithium3,0.1949,0.5072,0.1789,0.8810
479,Dilithium3,0.2785,0.3899,0.1801,0.8485
