Iteración,Dilithium Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
71,Dilithium5,0.2848,1.0889,0.2944,1.6681
72,Dilithium5,0.4135,0.6163,0.2971,1.3269
73,Dilithium5,0.2846,0.5913,0.2976,1.1735
74,Dilithium5,0.2774,0.4353,0.2998,1.0125
75,Dilithium5,0.3944,1.1373,0.2955,1.8272
76,Dilithium5,0.2931,1.4456,0.3796,2.1183
77,Dilithium5,0.2823,0.5908,0.2993,1.1724
78,Dilithium5,0.2810,0.4382,0.2927,1.0119
79,Dilithium5,0.2815,0.6945,0.2933,1.2693
80,Dilithium5,0.2827,0.4406,0.2945,1.0178
81,Dilithium5,0.2862,0.9291,0.2960,1.5113
82,Dilithium5,0.2818,0.4460,0.3052,1.0330
83,Dilithium5,0.4100,0.4417,0.3180,1.1697
84,Dilithium5,0.2838,0.7841,0.2994,1.3673
85,Dilithium5,0.2868,0.6040,0.3978,1.2886
86,Dilithium5,0.2873,1.9669,0.2926,2.5468
87,Dilithium5,0.2828,0.5484,0.2937,1.1249
88,Dilithium5,0.2838,0.6277,0.3137,1.2252
89,Dilithium5,0.2853,0.7445,0.3043,1.3341
90,Dilithium5,0.2880,1.8636,0.3786,2.5302
91,Dilithium5,0.4290,1.8191,0.3086,2.5567
92,Dilithium5,0.2934,0.4525,0.3019,1.0478
93,Dilithium5,0.2896,1.6012,0.2946,2.1854
94,Dilithium5,0.2862,0.4422,0.2941,1.0225
95,Dilithium5,0.2855,0.4359,0.2943,1.0157
96,Dilithium5,0.2864,0.4465,0.3030,1.0359
97,Dilithium5,0.4146,2.0812,0.2967,2.7925
98,Dilithium5,0.2873,0.8164,0.3939,1.4976
99,Dilithium5,0.2857,1.1427,0.2956,1.7240
100,Dilithium5,0.2807,0.7717,0.4456,1.4980
101,Dilithium5,0.2904,0.7891,0.2987,1.3782
102,Dilithium5,0.2870,0.6229,0.2948,1.2047
103,Dilithium5,0.2884,1.0617,0.2943,1.6444
104,Dilithium5,0.2842,0.6322,0.2953,1.2117
105,Dilithium5,0.2834,1.7831,0.2948,2.3613
106,Dilithium5,0.2870,0.9346,0.2928,1.5144
107,Dilithium5,0.2777,0.4475,0.2999,1.0251
108,Dilithium5,0.2904,1.5892,0.2994,2.1790
109,Dilithium5,0.3019,1.8746,0.3021,2.4786
110,Dilithium5,0.2879,0.5469,0.2997,1.1345
111,Dilithium5,0.2817,1.9635,0.2940,2.5392
112,Dilithium5,0.3606,1.2676,0.2923,1.9205
113,Dilithium5,0.2848,0.5870,0.2912,1.1630
114,Dilithium5,0.2809,1.2143,0.2926,1.7878
115,Dilithium5,0.2839,0.4371,0.2915,1.0125
116,Dilithium5,0.2790,0.4360,0.3657,1.0807
117,Dilithium5,0.2867,0.4342,0.2919,1.0128
118,Dilithium5,0.2838,1.9176,0.2945,2.4959
119,Dilithium5,0.2918,0.6371,0.2942,1.2231
120,Dilithium5,0.2793,0.9533,0.2966,1.5292
121,Dilithium5,0.2820,1.1436,0.4074,1.8330
122,Dilithium5,0.2911,1.1144,0.2973,1.7028
123,Dilithium5,0.2824,0.6282,0.2958,1.2064
124,Dilithium5,0.3869,0.4355,0.2926,1.1150
125,Dilithium5,0.2837,1.2364,0.2928,1.8129
126,Dilithium5,0.2832,0.5098,0.2925,1.0855
127,Dilithium5,0.2824,1.5996,0.2956,2.1776
128,Dilithium5,0.2782,0.6650,0.3013,1.2445
129,Dilithium5,0.2794,0.4386,0.2975,1.0155
130,Dilithium5,0.2786,0.4403,0.3047,1.0236
131,Dilithium5,0.3826,0.8090,0.2940,1.4856
132,Dilithium5,0.2839,0.4797,0.2925,1.0561
133,Dilithium5,0.2819,0.7024,0.3025,1.2868
134,Dilithium5,0.2796,0.5958,0.2937,1.1691
135,Dilithium5,0.3736,0.6322,0.2994,1.3052
136,Dilithium5,0.2917,0.4552,0.3019,1.0488
137,Dilithium5,0.2945,0.6450,0.3050,1.2445
138,Dilithium5,0.3851,4.0516,0.3009,4.7376
139,Dilithium5,0.2842,1.1332,0.2979,1.7153
140,Dilithium5,0.2829,0.4420,0.2969,1.0218
141,Dilithium5,0.2853,1.1437,0.3122,1.7412
142,Dilithium5,0.2846,0.7940,0.2990,1.3776
143,Dilithium5,0.2865,0.7877,0.2968,1.3710
144,Dilithium5,0.2877,0.7448,0.3011,1.3336
145,Dilithium5,0.2931,0.9391,0.2970,1.5292
146,Dilithium5,0.2913,0.5938,0.2966,1.1817
147,Dilithium5,0.2833,1.4799,0.3078,2.0710
148,Dilithium5,0.2913,0.9434,0.2993,1.5340
149,Dilithium5,0.2825,1.3102,0.4142,2.0069
150,Dilithium5,0.2852,1.7831,0.2989,2.3672
151,Dilithium5,0.2850,1.7382,0.3793,2.4025
152,Dilithium5,0.2826,1.1373,0.2996,1.7195
153,Dilithium5,0.2783,2.6469,0.3090,3.2342
154,Dilithium5,0.2861,1.1476,0.3175,1.7512
155,Dilithium5,0.2862,0.7843,0.2959,1.3664
156,Dilithium5,0.3855,0.4433,0.2951,1.1239
157,Dilithium5,0.2824,0.7786,0.2926,1.3536
158,Dilithium5,0.2831,2.5391,0.3028,3.1250
159,Dilithium5,0.2808,0.4349,0.2997,1.0154
160,Dilithium5,0.2848,0.6279,0.3062,1.2189
161,Dilithium5,0.3977,0.9655,0.2983,1.6615
162,Dilithium5,0.2914,1.1821,0.2979,1.7714
163,Dilithium5,0.2830,0.6724,0.2929,1.2483
164,Dilithium5,0.2885,0.7752,0.2935,1.3572
165,Dilithium5,0.2806,0.6998,0.2936,1.2740
166,Dilithium5,0.2783,0.5972,0.2941,1.1696
167,Dilithium5,0.2873,0.6142,0.2908,1.1923
168,Dilithium5,0.2898,1.1250,0.2982,1.7130
169,Dilithium5,0.2880,0.4510,0.3057,1.0447
170,Dilithium5,0.2986,1.1180,0.3037,1.7203
171,Dilithium5,0.2916,1.1748,0.3171,1.7835
172,Dilithium5,0.2903,1.2859,0.3035,1.8797
173,Dilithium5,0.2811,1.4816,0.2952,2.0579
174,Dilithium5,0.2784,0.7870,0.3002,1.3656
175,Dilithium5,0.2898,0.5776,0.2980,1.1654
176,Dilithium5,0.2874,1.1328,0.3003,1.7205
177,Dilithium5,0.2864,0.8069,0.2985,1.3918
178,Dilithium5,0.4060,0.7759,0.3033,1.4852
179,Dilithium5,0.2835,0.4415,0.2938,1.0188
180,Dilithium5,0.2802,0.5441,0.2954,1.1197
181,Dilithium5,0.2809,0.9570,0.2944,1.5323
182,Dilithium5,0.2842,1.2188,0.2941,1.7971
183,Dilithium5,0.2941,0.5978,0.4367,1.3286
184,Dilithium5,0.2849,0.4390,0.3029,1.0268
185,Dilithium5,0.2858,0.7814,0.2963,1.3635
186,Dilithium5,0.2829,1.9276,0.2928,2.5033
187,Dilithium5,0.2843,0.4345,0.2957,1.0145
188,Dilithium5,0.3572,1.2904,0.2930,1.9406
189,Dilithium5,0.2829,0.4334,0.2908,1.0071
190,Dilithium5,0.2907,0.6931,0.2989,1.2827
191,Dilithium5,0.2826,0.4377,0.2983,1.0186
192,Dilithium5,0.2818,0.9423,0.2933,1.5174
193,Dilithium5,0.2852,1.1051,0.4148,1.8051
194,Dilithium5,0.2838,0.7938,0.2972,1.3748
195,Dilithium5,0.2926,2.2857,0.2947,2.8730
196,Dilithium5,0.2905,0.4374,0.2937,1.0216
197,Dilithium5,0.2846,0.7699,0.2987,1.3532
198,Dilithium5,0.2851,0.4403,0.3052,1.0306
199,Dilithium5,0.4007,0.6089,0.3008,1.3104
200,Dilithium5,0.2867,2.3356,0.4125,3.0348
201,Dilithium5,0.2849,0.6258,0.2944,1.2051
202,Dilithium5,0.2910,0.4370,0.2938,1.0218
203,Dilithium5,0.2896,0.5909,0.3035,1.1840
204,Dilithium5,0.2865,0.5909,0.3036,1.1810
205,Dilithium5,0.2806,0.8083,0.4112,1.5001
206,Dilithium5,0.2829,0.6652,0.2956,1.2437
207,Dilithium5,0.2860,0.4352,0.2924,1.0136
208,Dilithium5,0.2931,0.5428,0.3000,1.1359
209,Dilithium5,0.2794,1.2649,0.2934,1.8377
210,Dilithium5,0.2870,1.4221,0.3003,2.0094
211,Dilithium5,0.2939,1.2564,0.2983,1.8486
212,Dilithium5,0.2902,0.6040,0.2988,1.1930
213,Dilithium5,0.2915,0.5975,0.3051,1.1941
214,Dilithium5,0.3867,0.4436,0.2984,1.1287
215,Dilithium5,0.2821,1.3415,0.2959,1.9195
216,Dilithium5,0.3581,1.2715,0.2986,1.9282
217,Dilithium5,0.2812,0.7538,0.2931,1.3281
218,Dilithium5,0.3608,1.1076,0.3008,1.7692
219,Dilithium5,0.2796,1.6281,0.3745,2.2822
220,Dilithium5,0.2807,0.6296,0.2934,1.2037
221,Dilithium5,0.2833,0.8978,0.2970,1.4781
222,Dilithium5,0.3799,0.8067,0.2927,1.4793
223,Dilithium5,0.2842,1.2963,0.2954,1.8759
224,Dilithium5,0.2770,1.9400,0.3144,2.5314
225,Dilithium5,0.2943,1.4913,0.4399,2.2255
226,Dilithium5,0.2954,0.6263,0.2965,1.2182
227,Dilithium5,0.2832,0.9078,0.2984,1.4894
228,Dilithium5,0.3922,0.8072,0.2937,1.4931
229,Dilithium5,0.2813,1.0823,0.2988,1.6624
230,Dilithium5,0.3784,1.4887,0.2947,2.1618
231,Dilithium5,0.2774,0.9342,0.2913,1.5029
232,Dilithium5,0.3720,0.7752,0.2954,1.4426
233,Dilithium5,0.2818,0.7966,0.2911,1.3695
234,Dilithium5,0.2807,1.4037,0.2933,1.9777
235,Dilithium5,0.2825,0.4421,0.2940,1.0186
236,Dilithium5,0.2806,0.4433,0.2943,1.0182
237,Dilithium5,0.2916,0.6353,0.3009,1.2278
238,Dilithium5,0.4160,0.4419,0.3033,1.1612
239,Dilithium5,0.2874,1.9321,0.4003,2.6198
240,Dilithium5,0.2858,0.4393,0.2936,1.0187
241,Dilithium5,0.2836,0.8025,0.2953,1.3814
242,Dilithium5,0.2815,0.4406,0.3035,1.0256
243,Dilithium5,0.2853,1.5151,0.3010,2.1014
244,Dilithium5,0.2888,0.6264,0.3008,1.2160
245,Dilithium5,0.2844,0.9619,0.4192,1.6655
246,Dilithium5,0.2909,0.6000,0.3006,1.1915
247,Dilithium5,0.2847,1.4554,0.3931,2.1332
248,Dilithium5,0.2816,0.8112,0.2931,1.3859
249,Dilithium5,0.2810,0.4361,0.2922,1.0093
250,Dilithium5,0.2837,0.5245,0.2922,1.1004
251,Dilithium5,0.2842,0.5899,0.2963,1.1704
252,Dilithium5,0.2781,0.4346,0.2952,1.0079
253,Dilithium5,0.3588,0.5912,0.2919,1.2419
254,Dilithium5,0.2788,0.5930,0.2926,1.1644
255,Dilithium5,0.2794,0.8745,0.2976,1.4515
256,Dilithium5,0.2806,0.9837,0.2933,1.5576
257,Dilithium5,0.2822,0.8045,0.2964,1.3831
258,Dilithium5,0.2958,1.1511,0.3051,1.7520
259,Dilithium5,0.3031,0.6338,0.3029,1.2398
260,Dilithium5,0.2951,0.4471,0.3053,1.0475
261,Dilithium5,0.2905,2.1932,0.2987,2.7824
262,Dilithium5,0.2914,0.8140,0.3034,1.4088
263,Dilithium5,0.2839,0.4390,0.3056,1.0285
264,Dilithium5,0.2820,1.5697,0.2965,2.1482
265,Dilithium5,0.2863,0.4485,0.2981,1.0329
266,Dilithium5,0.2859,0.4427,0.2954,1.0240
267,Dilithium5,0.2807,0.9235,0.3006,1.5048
268,Dilithium5,0.2947,0.6280,0.3012,1.2239
269,Dilithium5,0.2862,0.4392,0.2993,1.0247
270,Dilithium5,0.2889,0.4372,0.4127,1.1388
271,Dilithium5,0.2841,0.7803,0.2950,1.3594
272,Dilithium5,0.2845,0.6210,0.2972,1.2027
273,Dilithium5,0.4021,3.4591,0.2983,4.1595
274,Dilithium5,0.3919,0.7505,0.2966,1.4390
275,Dilithium5,0.2808,0.4465,0.2933,1.0206
276,Dilithium5,0.2784,2.3325,0.2933,2.9042
277,Dilithium5,0.2821,0.4389,0.2960,1.0170
278,Dilithium5,0.2805,1.4745,0.3035,2.0585
279,Dilithium5,0.4239,0.4647,0.2999,1.1885
280,Dilithium5,0.2935,0.4461,0.2992,1.0388
281,Dilithium5,0.2893,1.0540,0.3026,1.6459
282,Dilithium5,0.2838,0.9646,0.2943,1.5427
283,Dilithium5,0.2883,0.9303,0.2943,1.5129
284,Dilithium5,0.2890,0.9960,0.4136,1.6986
285,Dilithium5,0.2867,0.9627,0.2969,1.5463
286,Dilithium5,0.2896,0.8034,0.3770,1.4700
287,Dilithium5,0.2861,0.7754,0.2948,1.3563
288,Dilithium5,0.2789,1.2688,0.3677,1.9154
289,Dilithium5,0.3612,0.7834,0.2927,1.4373
290,Dilithium5,0.2815,0.7717,0.2954,1.3486
291,Dilithium5,0.3514,0.6194,0.2950,1.2658
292,Dilithium5,0.2795,2.1779,0.3920,2.8494
293,Dilithium5,0.2811,0.6232,0.2966,1.2009
294,Dilithium5,0.2829,0.4402,0.2917,1.0148
295,Dilithium5,0.2798,1.2743,0.2937,1.8478
296,Dilithium5,0.2817,0.6207,0.2976,1.2000
297,Dilithium5,0.2817,0.4384,0.2963,1.0164
298,Dilithium5,0.2854,0.6012,0.2995,1.1861
299,Dilithium5,0.4008,0.5994,0.3000,1.3002
300,Dilithium5,0.2828,0.4392,0.2996,1.0216
301,Dilithium5,0.2835,1.2163,0.2950,1.7948
302,Dilithium5,0.2995,0.6258,0.2990,1.2243
303,Dilithium5,0.2815,1.9280,0.3010,2.5105
304,Dilithium5,0.2926,1.3958,0.3009,1.9893
305,Dilithium5,0.2901,0.9605,0.2979,1.5485
306,Dilithium5,0.3704,0.4410,0.2931,1.1045
307,Dilithium5,0.2834,1.2878,0.2949,1.8661
308,Dilithium5,0.2811,0.7109,0.2932,1.2852
309,Dilithium5,0.2791,0.6180,0.2972,1.1943
310,Dilithium5,0.2838,0.7694,0.2977,1.3509
311,Dilithium5,0.3796,0.7745,0.2965,1.4506
312,Dilithium5,0.2813,0.4392,0.2971,1.0176
313,Dilithium5,0.2809,1.7529,0.2927,2.3265
314,Dilithium5,0.2867,0.4373,0.2928,1.0168
315,Dilithium5,0.2837,0.4390,0.2972,1.0199
316,Dilithium5,0.2892,1.7569,0.3033,2.3494
317,Dilithium5,0.2899,0.6257,0.2983,1.2139
318,Dilithium5,0.2894,3.0775,0.2975,3.6644
319,Dilithium5,0.2822,0.4376,0.3019,1.0217
320,Dilithium5,0.2792,0.9829,0.2961,1.5582
321,Dilithium5,0.2897,0.5745,0.2982,1.1624
322,Dilithium5,0.2903,1.3087,0.2989,1.8979
323,Dilithium5,0.2896,0.4410,0.2971,1.0277
324,Dilithium5,0.3775,2.6521,0.2980,3.3276
325,Dilithium5,0.2817,0.8608,0.2971,1.4396
326,Dilithium5,0.2839,0.7808,0.2959,1.3606
327,Dilithium5,0.2855,0.8002,0.2962,1.3819
328,Dilithium5,0.2839,0.9456,0.4312,1.6607
329,Dilithium5,0.2898,0.7546,0.2973,1.3417
330,Dilithium5,0.2889,0.6288,0.2988,1.2165
331,Dilithium5,0.3807,0.4446,0.2945,1.1198
332,Dilithium5,0.2854,0.4497,0.2974,1.0325
333,Dilithium5,0.2817,1.8024,0.3004,2.3845
334,Dilithium5,0.2823,0.4421,0.2977,1.0221
335,Dilithium5,0.2824,0.4334,0.2973,1.0131
336,Dilithium5,0.2815,0.4497,0.3035,1.0347
337,Dilithium5,0.2905,1.0736,0.2983,1.6624
338,Dilithium5,0.2915,0.6289,0.3027,1.2231
339,Dilithium5,0.2857,2.0854,0.2962,2.6673
340,Dilithium5,0.2922,1.6803,0.2988,2.2713
341,Dilithium5,0.2846,2.9295,0.3010,3.5151
342,Dilithium5,0.2954,0.9464,0.3019,1.5437
343,Dilithium5,0.2873,0.5757,0.3023,1.1653
344,Dilithium5,0.2845,0.6256,0.2953,1.2054
345,Dilithium5,0.2818,0.4416,0.2998,1.0232
346,Dilithium5,0.2872,0.4439,0.2977,1.0288
347,Dilithium5,0.2881,1.2116,0.3074,1.8071
348,Dilithium5,0.2908,0.9676,0.2986,1.5570
349,Dilithium5,0.2867,0.4415,0.2964,1.0246
350,Dilithium5,0.3820,1.6271,0.2974,2.3065
351,Dilithium5,0.2807,0.9777,0.3699,1.6283
352,Dilithium5,0.2840,0.4346,0.2969,1.0155
353,Dilithium5,0.2817,0.6178,0.2944,1.1939
354,Dilithium5,0.2788,0.8575,0.2919,1.4282
355,Dilithium5,0.2814,0.4379,0.2919,1.0112
356,Dilithium5,0.2821,0.7704,0.3704,1.4229
357,Dilithium5,0.2864,0.9363,0.2942,1.5169
358,Dilithium5,0.2840,1.5629,0.2959,2.1428
359,Dilithium5,0.2867,1.9763,0.3008,2.5638
360,Dilithium5,0.2811,0.4421,0.3034,1.0266
361,Dilithium5,0.2889,1.1296,0.3052,1.7237
362,Dilithium5,0.4412,0.9752,0.3012,1.7176
363,Dilithium5,0.2896,0.9520,0.3147,1.5563
364,Dilithium5,0.2873,1.7776,0.2948,2.3597
365,Dilithium5,0.2875,2.0443,0.3075,2.6393
366,Dilithium5,0.2806,1.7551,0.2944,2.3301
367,Dilithium5,0.2819,0.8201,0.3033,1.4053
368,Dilithium5,0.3057,0.8322,0.3044,1.4423
369,Dilithium5,0.2939,0.6600,0.3050,1.2589
370,Dilithium5,0.2953,2.2355,0.3025,2.8333
371,Dilithium5,0.4258,0.9870,0.3292,1.7420
372,Dilithium5,0.2825,0.6188,0.2927,1.1940
373,Dilithium5,0.2787,0.7331,0.2989,1.3107
374,Dilithium5,0.2814,0.4409,0.2979,1.0202
375,Dilithium5,0.2830,1.2133,0.2971,1.7934
376,Dilithium5,0.2918,0.4494,0.4367,1.1779
377,Dilithium5,0.3114,1.1224,0.2976,1.7314
378,Dilithium5,0.2893,0.5990,0.2973,1.1856
379,Dilithium5,0.3944,1.1097,0.2943,1.7984
380,Dilithium5,0.2823,0.5932,0.2920,1.1675
381,Dilithium5,0.2824,0.7077,0.2975,1.2876
382,Dilithium5,0.2854,0.7744,0.2962,1.3560
383,Dilithium5,0.2803,0.6230,0.3710,1.2743
384,Dilithium5,0.2815,0.4391,0.2917,1.0123
385,Dilithium5,0.2798,0.4370,0.2908,1.0076
386,Dilithium5,0.2830,0.5347,0.2928,1.1105
387,Dilithium5,0.2837,1.1143,0.2930,1.6910
388,Dilithium5,0.2794,1.2446,0.3157,1.8397
389,Dilithium5,0.2890,1.4346,0.3034,2.0270
390,Dilithium5,0.2867,0.7575,0.2969,1.3411
391,Dilithium5,0.2877,1.1753,0.3811,1.8441
392,Dilithium5,0.2809,0.6026,0.2947,1.1782
393,Dilithium5,0.2819,0.6186,0.2919,1.1924
394,Dilithium5,0.3596,1.3174,0.2938,1.9708
395,Dilithium5,0.2852,1.6271,0.3744,2.2867
396,Dilithium5,0.2806,0.5876,0.2965,1.1647
397,Dilithium5,0.2789,0.4333,0.2946,1.0068
398,Dilithium5,0.2780,1.0273,0.2958,1.6011
399,Dilithium5,0.2832,0.4356,0.3011,1.0199
400,Dilithium5,0.2819,0.4507,0.4052,1.1378
401,Dilithium5,0.2910,0.4854,0.3004,1.0768
402,Dilithium5,0.2804,0.8068,0.2958,1.3830
403,Dilithium5,0.2818,0.5570,0.2951,1.1339
404,Dilithium5,0.2847,1.3221,0.2926,1.8994
405,Dilithium5,0.2814,1.0604,0.2978,1.6396
406,Dilithium5,0.2799,0.5959,0.2977,1.1735
407,Dilithium5,0.2797,0.5914,0.2935,1.1646
408,Dilithium5,0.2864,0.4512,0.2983,1.0359
409,Dilithium5,0.4291,0.4491,0.2983,1.1765
410,Dilithium5,0.2873,0.8018,0.3068,1.3959
411,Dilithium5,0.2846,0.7541,0.2972,1.3359
412,Dilithium5,0.2847,0.6233,0.3052,1.2132
413,Dilithium5,0.2984,1.1264,0.2945,1.7193
414,Dilithium5,0.2880,0.7864,0.2988,1.3732
415,Dilithium5,0.4024,0.8044,0.3003,1.5071
416,Dilithium5,0.2833,0.6279,0.2966,1.2078
417,Dilithium5,0.2810,0.6850,0.2935,1.2595
418,Dilithium5,0.2801,0.7463,0.2991,1.3255
419,Dilithium5,0.2796,0.6171,0.3762,1.2729
420,Dilithium5,0.2802,0.8010,0.2928,1.3740
421,Dilithium5,0.2848,1.5965,0.2976,2.1789
422,Dilithium5,0.2850,0.5896,0.3015,1.1761
423,Dilithium5,0.2796,0.6135,0.2962,1.1893
424,Dilithium5,0.2764,0.6015,0.3075,1.1854
425,Dilithium5,0.3016,2.1152,0.3018,2.7186
426,Dilithium5,0.2865,0.4437,0.3010,1.0312
427,Dilithium5,0.3722,0.5970,0.2939,1.2631
428,Dilithium5,0.2821,0.5947,0.2934,1.1702
429,Dilithium5,0.2801,1.0782,0.2981,1.6564
430,Dilithium5,0.2779,0.7483,0.2951,1.3213
431,Dilithium5,0.2769,0.4362,0.2919,1.0050
432,Dilithium5,0.2843,0.7825,0.3019,1.3687
433,Dilithium5,0.4036,0.4398,0.3045,1.1479
434,Dilithium5,0.2838,1.4787,0.2975,2.0600
435,Dilithium5,0.3683,0.6203,0.2929,1.2815
436,Dilithium5,0.2830,1.1617,0.2964,1.7411
437,Dilithium5,0.2802,0.9112,0.2946,1.4860
438,Dilithium5,0.2859,0.4392,0.2943,1.0194
439,Dilithium5,0.2794,0.7457,0.2987,1.3238
440,Dilithium5,0.2851,0.6291,0.3010,1.2152
441,Dilithium5,0.4019,0.9879,0.2999,1.6897
442,Dilithium5,0.2870,0.4388,0.2949,1.0207
443,Dilithium5,0.2855,1.0355,0.2950,1.6160
444,Dilithium5,0.2826,0.5972,0.2941,1.1739
445,Dilithium5,0.2831,0.4338,0.2915,1.0084
446,Dilithium5,0.2871,0.4403,0.2963,1.0237
447,Dilithium5,0.3971,0.4403,0.2964,1.1338
448,Dilithium5,0.2882,0.4383,0.2997,1.0262
449,Dilithium5,0.2875,0.6280,0.4103,1.3258
450,Dilithium5,0.2816,0.5974,0.2945,1.1735
451,Dilithium5,0.2808,0.4385,0.2911,1.0104
452,Dilithium5,0.2798,1.7279,0.2941,2.3018
453,Dilithium5,0.2840,0.4364,0.2920,1.0124
454,Dilithium5,0.2821,0.6155,0.3000,1.1976
455,Dilithium5,0.2897,0.6203,0.4100,1.3200
456,Dilithium5,0.2840,1.3449,0.3262,1.9551
457,Dilithium5,0.2851,1.2253,0.2984,1.8088
458,Dilithium5,0.2813,1.3194,0.2944,1.8951
459,Dilithium5,0.2816,0.5898,0.3007,1.1721
460,Dilithium5,0.2852,1.5035,0.3046,2.0933
461,Dilithium5,0.2892,0.9703,0.2999,1.5594
462,Dilithium5,0.2901,1.3012,0.4023,1.9936
463,Dilithium5,0.2920,0.5916,0.2950,1.1786
464,Dilithium5,0.2875,1.0868,0.2931,1.6674
465,Dilithium5,0.3639,1.1136,0.3039,1.7814
466,Dilithium5,0.2824,0.6283,0.2965,1.2072
467,Dilithium5,0.3881,0.7474,0.2968,1.4323
468,Dilithium5,0.2827,0.7522,0.2935,1.3284
469,Dilithium5,0.2793,2.0914,0.3010,2.6717
470,Dilithium5,0.2812,1.5875,0.2999,2.1686
471,Dilithium5,0.2861,0.4461,0.3055,1.0377
472,Dilithium5,0.4170,1.2849,0.3026,2.0045
473,Dilithium5,0.2846,0.9914,0.3957,1.6717
474,Dilithium5,0.2910,1.2404,0.2928,1.8242
475,Dilithium5,0.2871,0.9889,0.3808,1.6568
476,Dilithium5,0.2791,0.9855,0.2929,1.5575
477,Dilithium5,0.2830,0.4342,0.2972,1.0144
478,Dilithium5,0.3665,0.4369,0.3001,1.1035
479,Dilithium5,0.2806,1.6266,0.2924,2.1996
