Iteración,Dilithium Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
105,Dilithium3,0.1959,0.7335,0.1861,1.1155
106,Dilithium3,0.1960,0.4712,0.1948,0.8620
107,Dilithium3,0.1960,0.9747,0.1835,1.3542
108,Dilithium3,0.1936,0.4025,0.1817,0.7778
109,Dilithium3,0.1889,0.2769,0.1814,0.6472
110,Dilithium3,0.1953,1.0187,0.1812,1.3952
111,Dilithium3,0.1899,0.8311,0.1852,1.2062
112,Dilithium3,0.1883,0.6012,0.1830,0.9725
113,Dilithium3,0.1926,2.4082,0.1840,2.7848
114,Dilithium3,0.1881,0.2771,0.1940,0.6592
115,Dilithium3,0.2001,0.6255,0.1945,1.0201
116,Dilithium3,0.1990,0.8258,0.1898,1.2146
117,Dilithium3,0.1869,1.6225,0.1847,1.9941
118,Dilithium3,0.1906,0.2829,0.1853,0.6588
119,Dilithium3,0.1965,1.0925,0.1846,1.4736
120,Dilithium3,0.1888,0.4952,0.2881,0.9721
121,Dilithium3,0.1946,1.2201,0.1816,1.5963
122,Dilithium3,0.2001,0.9248,0.1836,1.3085
123,Dilithium3,0.3415,1.4142,0.1871,1.9428
124,Dilithium3,0.1886,0.2807,0.1845,0.6538
125,Dilithium3,0.1947,0.3955,0.2830,0.8732
126,Dilithium3,0.1873,0.2881,0.1805,0.6559
127,Dilithium3,0.1875,0.7071,0.1798,1.0744
128,Dilithium3,0.1866,0.7096,0.1794,1.0756
129,Dilithium3,0.2937,0.3832,0.1801,0.8570
130,Dilithium3,0.1874,0.5003,0.1837,0.8714
131,Dilithium3,0.1901,0.2766,0.1883,0.6550
132,Dilithium3,0.1917,1.5179,0.1800,1.8896
133,Dilithium3,0.1974,1.9478,0.2875,2.4327
134,Dilithium3,0.1927,1.5872,0.1817,1.9616
135,Dilithium3,0.1870,0.6117,0.1827,0.9814
136,Dilithium3,0.2770,0.6119,0.1854,1.0743
137,Dilithium3,0.1917,0.2757,0.1891,0.6565
138,Dilithium3,0.1910,0.2801,0.1880,0.6591
139,Dilithium3,0.1908,1.5174,0.1803,1.8885
140,Dilithium3,0.1861,0.5821,0.1838,0.9520
141,Dilithium3,0.1913,1.6995,0.1818,2.0726
142,Dilithium3,0.1891,0.2898,0.1836,0.6625
143,Dilithium3,0.1877,1.2166,0.1835,1.5878
144,Dilithium3,0.3100,0.7314,0.1905,1.2319
145,Dilithium3,0.1875,0.4708,0.1801,0.8384
146,Dilithium3,0.1974,2.3374,0.1882,2.7230
147,Dilithium3,0.1935,0.2876,0.1847,0.6658
148,Dilithium3,0.1917,0.7863,0.1808,1.1588
149,Dilithium3,0.2911,0.5209,0.1879,0.9999
150,Dilithium3,0.1927,0.4871,0.1852,0.8650
151,Dilithium3,0.1865,0.2819,0.1885,0.6569
152,Dilithium3,0.1869,0.4910,0.1807,0.8586
153,Dilithium3,0.1986,0.2824,0.1811,0.6621
154,Dilithium3,0.1870,0.6223,0.1802,0.9895
155,Dilithium3,0.1877,0.4078,0.1880,0.7835
156,Dilithium3,0.1916,1.4940,0.1810,1.8666
157,Dilithium3,0.1914,0.9283,0.1845,1.3042
158,Dilithium3,0.1872,0.4133,0.1900,0.7905
159,Dilithium3,0.1959,0.2796,0.1903,0.6658
160,Dilithium3,0.1922,0.5904,0.1893,0.9719
161,Dilithium3,0.1942,0.3784,0.1799,0.7525
162,Dilithium3,0.1907,1.7239,0.1854,2.1000
163,Dilithium3,0.1976,0.2771,0.1854,0.6601
164,Dilithium3,0.1921,0.9749,0.1862,1.3532
165,Dilithium3,0.2032,0.7015,0.1899,1.0946
166,Dilithium3,0.1957,0.6024,0.1794,0.9775
167,Dilithium3,0.1965,0.2820,0.3042,0.7827
168,Dilithium3,0.1925,0.4169,0.1863,0.7957
169,Dilithium3,0.1904,0.5203,0.1849,0.8956
170,Dilithium3,0.1898,1.7049,0.1875,2.0822
171,Dilithium3,0.1910,0.2953,0.1859,0.6722
172,Dilithium3,0.1913,1.1419,0.1811,1.5143
173,Dilithium3,0.1865,0.7195,0.1834,1.0894
174,Dilithium3,0.1988,2.6521,0.3052,3.1561
175,Dilithium3,0.1951,0.2873,0.1815,0.6639
176,Dilithium3,0.1924,0.4018,0.1821,0.7763
177,Dilithium3,0.1893,0.3831,0.1855,0.7579
178,Dilithium3,0.1908,0.9809,0.1896,1.3613
179,Dilithium3,0.1949,0.4137,0.1874,0.7960
180,Dilithium3,0.1905,1.6709,0.3157,2.1771
181,Dilithium3,0.1896,0.2900,0.1874,0.6670
182,Dilithium3,0.1893,0.4724,0.1893,0.8510
183,Dilithium3,0.1884,0.6848,0.1832,1.0564
184,Dilithium3,0.1965,2.0453,0.1871,2.4289
185,Dilithium3,0.1994,0.9419,0.1859,1.3272
186,Dilithium3,0.4067,1.2479,0.1842,1.8388
187,Dilithium3,0.2022,1.3900,0.1841,1.7763
188,Dilithium3,0.4661,0.8698,0.1955,1.5314
189,Dilithium3,0.1978,0.4968,0.2000,0.8946
190,Dilithium3,0.1975,0.2864,0.1840,0.6679
191,Dilithium3,0.1925,0.5820,0.1860,0.9605
192,Dilithium3,0.1997,0.2891,0.1833,0.6721
193,Dilithium3,0.1972,0.2785,0.1905,0.6662
194,Dilithium3,0.1924,0.6114,0.1888,0.9926
195,Dilithium3,0.1903,0.6218,0.1975,1.0096
196,Dilithium3,0.1983,0.2796,0.1915,0.6694
197,Dilithium3,0.1949,1.0164,0.1917,1.4030
198,Dilithium3,0.1913,0.9788,0.1914,1.3615
199,Dilithium3,0.2002,0.7472,0.1856,1.1330
200,Dilithium3,0.1930,0.3973,0.1896,0.7799
201,Dilithium3,0.1896,0.3799,0.3399,0.9094
202,Dilithium3,0.1961,0.9432,0.1856,1.3249
203,Dilithium3,0.1909,1.1359,0.1919,1.5187
204,Dilithium3,0.3262,0.5308,0.1905,1.0475
205,Dilithium3,0.1905,0.2811,0.1840,0.6556
206,Dilithium3,0.1999,0.3996,0.1845,0.7840
207,Dilithium3,0.1936,0.4091,0.3343,0.9370
208,Dilithium3,0.2419,0.9897,0.1948,1.4264
209,Dilithium3,0.1989,0.9224,0.1878,1.3091
210,Dilithium3,0.1972,0.7260,0.1896,1.1128
211,Dilithium3,0.2216,0.3216,0.1907,0.7339
212,Dilithium3,0.1947,0.6473,0.1858,1.0278
213,Dilithium3,0.1970,0.7224,0.3758,1.2952
214,Dilithium3,0.1949,0.4914,0.1839,0.8702
215,Dilithium3,0.1905,0.4051,0.1877,0.7833
216,Dilithium3,0.1933,0.2833,0.1854,0.6620
217,Dilithium3,0.1979,0.5357,0.2359,0.9695
218,Dilithium3,0.2268,0.2792,0.1927,0.6987
219,Dilithium3,0.1937,0.5253,0.1823,0.9013
220,Dilithium3,0.1919,0.5994,0.1833,0.9746
221,Dilithium3,0.3323,0.6318,0.1851,1.1492
222,Dilithium3,0.2318,0.4085,0.1860,0.8263
223,Dilithium3,0.1974,1.6796,0.1874,2.0644
224,Dilithium3,0.1985,0.6017,0.1868,0.9870
225,Dilithium3,0.1956,0.6795,0.1817,1.0568
226,Dilithium3,0.1893,0.9629,0.2065,1.3587
227,Dilithium3,0.2137,0.7422,0.1943,1.1502
228,Dilithium3,0.1927,0.4068,0.1876,0.7871
229,Dilithium3,0.2014,0.6805,0.1845,1.0664
230,Dilithium3,0.2012,0.7344,0.1936,1.1292
231,Dilithium3,0.1892,0.3739,0.1831,0.7462
232,Dilithium3,0.1993,0.5658,0.2907,1.0558
233,Dilithium3,0.1983,0.4795,0.1801,0.8579
234,Dilithium3,0.1874,0.5017,0.1840,0.8731
235,Dilithium3,0.1930,2.4572,0.1989,2.8491
236,Dilithium3,0.2256,0.9112,0.1861,1.3229
237,Dilithium3,0.2025,1.1111,0.1875,1.5011
238,Dilithium3,0.2018,0.5050,0.1862,0.8930
239,Dilithium3,0.1917,0.4952,0.1949,0.8818
240,Dilithium3,0.1906,0.5872,0.1907,0.9685
241,Dilithium3,0.1905,0.2847,0.1794,0.6546
242,Dilithium3,0.1868,0.2885,0.1803,0.6556
243,Dilithium3,0.1913,1.0554,0.2824,1.5291
244,Dilithium3,0.1974,0.4127,0.2051,0.8152
245,Dilithium3,0.1946,0.3981,0.1859,0.7786
246,Dilithium3,0.1933,0.2937,0.1890,0.6760
247,Dilithium3,0.1902,0.2850,0.3727,0.8479
248,Dilithium3,0.1928,0.5001,0.1826,0.8755
249,Dilithium3,0.1995,0.8406,0.1894,1.2295
250,Dilithium3,0.1951,1.2695,0.1944,1.6590
251,Dilithium3,0.2090,0.7219,0.1951,1.1260
252,Dilithium3,0.2121,0.9115,0.1854,1.3090
253,Dilithium3,0.3738,0.2937,0.1849,0.8524
254,Dilithium3,0.1975,0.4006,0.1849,0.7830
255,Dilithium3,0.2032,0.4025,0.1827,0.7884
256,Dilithium3,0.1889,1.7016,0.1833,2.0738
257,Dilithium3,0.1988,1.4755,0.1884,1.8627
258,Dilithium3,0.1922,1.1488,0.1883,1.5293
259,Dilithium3,0.1991,1.2943,0.1861,1.6795
260,Dilithium3,0.2018,0.4825,0.1849,0.8692
261,Dilithium3,0.5695,0.7864,0.2003,1.5562
262,Dilithium3,0.2001,0.9448,0.1896,1.3345
263,Dilithium3,0.1936,0.3024,0.1885,0.6845
264,Dilithium3,0.3883,1.5527,0.1950,2.1360
265,Dilithium3,0.2415,0.7608,0.1845,1.1868
266,Dilithium3,0.1911,0.4746,0.1837,0.8494
267,Dilithium3,0.1986,0.9826,0.1830,1.3642
268,Dilithium3,0.1994,0.4016,0.1821,0.7831
269,Dilithium3,0.1920,0.4107,0.3836,0.9863
270,Dilithium3,0.1979,0.4242,0.1914,0.8135
271,Dilithium3,0.1948,2.1411,0.3584,2.6943
272,Dilithium3,0.1947,0.2808,0.1830,0.6585
273,Dilithium3,0.1995,0.4010,0.1901,0.7906
274,Dilithium3,0.1889,1.2325,0.2806,1.7020
275,Dilithium3,0.1889,1.6241,0.1854,1.9984
276,Dilithium3,0.1963,0.3854,0.1887,0.7704
277,Dilithium3,0.2095,0.5283,0.2141,0.9519
278,Dilithium3,0.2009,0.4070,0.1946,0.8025
279,Dilithium3,0.1964,1.4980,0.1850,1.8794
280,Dilithium3,0.4030,0.7089,0.1910,1.3029
281,Dilithium3,0.1970,0.6211,0.1870,1.0051
282,Dilithium3,0.1970,0.7784,0.3614,1.3368
283,Dilithium3,0.1984,0.7435,0.1861,1.1280
284,Dilithium3,0.1963,0.4075,0.1839,0.7877
285,Dilithium3,0.1972,0.5992,0.1833,0.9797
286,Dilithium3,0.3006,0.4056,0.1866,0.8928
287,Dilithium3,0.1944,0.4976,0.1844,0.8764
288,Dilithium3,0.1893,0.2808,0.1862,0.6563
289,Dilithium3,0.1963,0.3952,0.2718,0.8633
290,Dilithium3,0.1867,0.4074,0.2195,0.8136
291,Dilithium3,0.2052,0.3930,0.1873,0.7855
292,Dilithium3,0.1942,0.7468,0.2172,1.1582
293,Dilithium3,0.2180,0.6188,0.2380,1.0748
294,Dilithium3,0.2005,0.8569,0.1889,1.2463
295,Dilithium3,0.2076,1.6863,0.1907,2.0846
296,Dilithium3,0.2169,0.3845,0.1856,0.7870
297,Dilithium3,0.1922,0.8413,0.1918,1.2253
298,Dilithium3,0.1968,0.3827,0.3540,0.9335
299,Dilithium3,0.2038,0.7133,0.1921,1.1092
300,Dilithium3,0.1889,0.5133,0.1801,0.8823
301,Dilithium3,0.1975,0.3963,0.1860,0.7798
302,Dilithium3,0.3046,1.0230,0.1854,1.5130
303,Dilithium3,0.1882,0.3787,0.1903,0.7572
304,Dilithium3,0.1929,0.3762,0.1840,0.7531
305,Dilithium3,0.2954,0.2857,0.2138,0.7949
306,Dilithium3,0.2117,0.2967,0.2249,0.7333
307,Dilithium3,0.1941,0.3896,0.1965,0.7802
308,Dilithium3,0.1939,1.4558,0.1856,1.8353
309,Dilithium3,0.2041,0.8545,0.2032,1.2618
310,Dilithium3,0.1982,0.6802,0.1837,1.0621
311,Dilithium3,0.1925,0.4387,0.1965,0.8277
312,Dilithium3,0.1917,0.4991,0.1835,0.8743
313,Dilithium3,0.2039,1.4935,0.1818,1.8792
314,Dilithium3,0.3105,1.7139,0.1956,2.2200
315,Dilithium3,0.1941,2.0102,0.1846,2.3889
316,Dilithium3,0.1979,0.9307,0.1843,1.3129
317,Dilithium3,0.2005,0.2809,0.1833,0.6647
318,Dilithium3,0.2238,0.7188,0.1865,1.1291
319,Dilithium3,0.2222,1.4445,0.1884,1.8551
320,Dilithium3,0.2036,1.7652,0.1947,2.1635
321,Dilithium3,0.1999,0.6464,0.1885,1.0348
322,Dilithium3,0.1989,0.9345,0.3357,1.4691
323,Dilithium3,0.1967,1.2023,0.2314,1.6304
324,Dilithium3,0.2104,0.5130,0.2336,0.9570
325,Dilithium3,0.1956,0.7219,0.1907,1.1082
326,Dilithium3,0.2048,0.6812,0.1856,1.0716
327,Dilithium3,0.2018,0.7528,0.1919,1.1465
328,Dilithium3,0.1970,1.1828,0.1935,1.5733
329,Dilithium3,0.2045,0.2924,0.1893,0.6862
330,Dilithium3,0.1904,1.2261,0.1915,1.6080
331,Dilithium3,0.3297,0.7325,0.1970,1.2592
332,Dilithium3,0.2261,0.7561,0.1872,1.1694
333,Dilithium3,0.1998,1.8423,0.1946,2.2367
334,Dilithium3,0.2027,0.7286,0.1852,1.1165
335,Dilithium3,0.2022,0.5007,0.1855,0.8884
336,Dilithium3,0.1961,0.4930,0.1864,0.8755
337,Dilithium3,0.1987,0.5313,0.1850,0.9150
338,Dilithium3,0.1975,1.4632,0.1877,1.8484
339,Dilithium3,0.3411,1.3472,0.1846,1.8729
340,Dilithium3,0.1903,0.3798,0.1920,0.7621
341,Dilithium3,0.1941,0.8446,0.1883,1.2270
342,Dilithium3,0.1912,0.4784,0.1900,0.8596
343,Dilithium3,0.1883,0.9307,0.1809,1.2999
344,Dilithium3,0.1861,0.7874,0.1840,1.1575
345,Dilithium3,0.2063,0.8173,0.1857,1.2093
346,Dilithium3,0.2067,0.7389,0.1873,1.1329
347,Dilithium3,0.1998,1.6535,0.1887,2.0420
348,Dilithium3,0.2106,1.5245,0.3811,2.1162
349,Dilithium3,0.2009,0.9254,0.1864,1.3127
350,Dilithium3,0.1913,1.7632,0.2886,2.2431
351,Dilithium3,0.1970,0.9020,0.1806,1.2796
352,Dilithium3,0.1949,0.5849,0.1802,0.9600
353,Dilithium3,0.1956,0.3947,0.2772,0.8675
354,Dilithium3,0.1958,0.4700,0.1789,0.8447
355,Dilithium3,0.1903,0.6244,0.1854,1.0001
356,Dilithium3,0.1912,0.4084,0.1840,0.7836
357,Dilithium3,0.3445,0.6091,0.1875,1.1411
358,Dilithium3,0.1973,0.6491,0.1856,1.0320
359,Dilithium3,0.1967,1.1278,0.3631,1.6876
360,Dilithium3,0.2050,0.5173,0.1917,0.9140
361,Dilithium3,0.1995,0.5224,0.1974,0.9193
362,Dilithium3,0.1970,0.2813,0.1893,0.6676
363,Dilithium3,0.2012,0.4700,0.1905,0.8617
364,Dilithium3,0.1979,0.6089,0.1880,0.9948
365,Dilithium3,0.1927,0.2936,0.1819,0.6682
366,Dilithium3,0.1892,0.9352,0.1866,1.3110
367,Dilithium3,0.1981,1.2635,0.1863,1.6479
368,Dilithium3,0.1919,0.6385,0.1818,1.0122
369,Dilithium3,0.1878,0.8427,0.1806,1.2111
370,Dilithium3,0.1922,0.8388,0.1870,1.2180
371,Dilithium3,0.2097,0.7973,0.3572,1.3642
372,Dilithium3,0.1975,0.2931,0.1961,0.6867
373,Dilithium3,0.2020,0.4018,0.1853,0.7891
374,Dilithium3,0.2001,1.6177,0.1949,2.0127
375,Dilithium3,0.2012,1.9337,0.1929,2.3278
376,Dilithium3,0.1904,0.4985,0.3383,1.0272
377,Dilithium3,0.1926,0.8960,0.1884,1.2770
378,Dilithium3,0.1898,0.6251,0.1842,0.9991
379,Dilithium3,0.1995,1.4609,0.1919,1.8523
380,Dilithium3,0.2013,0.6497,0.1876,1.0386
381,Dilithium3,0.1973,0.8271,0.1864,1.2108
382,Dilithium3,0.3639,0.9580,0.1917,1.5136
383,Dilithium3,0.2051,0.5227,0.1913,0.9191
384,Dilithium3,0.1972,0.7307,0.2947,1.2226
385,Dilithium3,0.1898,2.1718,0.1878,2.5494
386,Dilithium3,0.1993,0.7797,0.1996,1.1786
387,Dilithium3,0.2120,0.5767,0.1928,0.9815
388,Dilithium3,0.2032,1.2878,0.1898,1.6808
389,Dilithium3,0.4241,0.2938,0.1856,0.9035
390,Dilithium3,0.1932,0.4868,0.1840,0.8640
391,Dilithium3,0.1960,0.9281,0.1825,1.3066
392,Dilithium3,0.1903,0.4105,0.1812,0.7820
393,Dilithium3,0.1893,0.6299,0.1805,0.9997
394,Dilithium3,0.1865,0.7098,0.1861,1.0824
395,Dilithium3,0.1918,0.4835,0.2747,0.9500
396,Dilithium3,0.1889,0.5063,0.1836,0.8788
397,Dilithium3,0.1927,0.2762,0.1974,0.6663
398,Dilithium3,0.1907,1.0454,0.3318,1.5679
399,Dilithium3,0.1891,1.6875,0.1852,2.0618
400,Dilithium3,0.1963,0.2895,0.1894,0.6752
401,Dilithium3,0.1944,0.6719,0.1847,1.0510
402,Dilithium3,0.2025,0.7294,0.1845,1.1164
403,Dilithium3,0.1929,1.9578,0.1930,2.3437
404,Dilithium3,0.2046,1.0554,0.1833,1.4433
405,Dilithium3,0.1872,0.2794,0.1966,0.6632
406,Dilithium3,0.1926,0.7505,0.1913,1.1344
407,Dilithium3,0.1882,0.3766,0.1845,0.7493
408,Dilithium3,0.2005,1.4658,0.1796,1.8459
409,Dilithium3,0.3071,0.2992,0.2332,0.8395
410,Dilithium3,0.1873,0.4829,0.1804,0.8506
411,Dilithium3,0.1861,0.4048,0.1863,0.7772
412,Dilithium3,0.1861,0.6826,0.1805,1.0492
413,Dilithium3,0.1899,0.4116,0.1946,0.7961
414,Dilithium3,0.1919,0.2857,0.1840,0.6616
415,Dilithium3,0.1905,0.2942,0.1838,0.6685
416,Dilithium3,0.1903,0.4919,0.3340,1.0162
417,Dilithium3,0.1917,0.2894,0.2106,0.6917
418,Dilithium3,0.1958,0.8586,0.1887,1.2431
419,Dilithium3,0.1930,0.6320,0.3289,1.1539
420,Dilithium3,0.1935,0.5118,0.1827,0.8880
421,Dilithium3,0.1896,0.4808,0.1821,0.8525
422,Dilithium3,0.1889,0.2794,0.1840,0.6523
423,Dilithium3,0.1963,0.7407,0.1970,1.1340
424,Dilithium3,0.1922,1.3984,0.1878,1.7784
425,Dilithium3,0.1994,0.9472,0.3008,1.4474
426,Dilithium3,0.1937,0.5264,0.1818,0.9019
427,Dilithium3,0.1877,2.6206,0.1814,2.9897
428,Dilithium3,0.1889,1.1389,0.1812,1.5090
429,Dilithium3,0.1873,1.1079,0.1836,1.4788
430,Dilithium3,0.2899,0.6491,0.1867,1.1257
431,Dilithium3,0.1920,0.6195,0.1848,0.9963
432,Dilithium3,0.1922,3.6228,0.1856,4.0006
433,Dilithium3,0.1921,0.4806,0.2787,0.9514
434,Dilithium3,0.1927,0.2789,0.1942,0.6658
435,Dilithium3,0.1909,1.1602,0.1852,1.5363
436,Dilithium3,0.1859,0.2847,0.1843,0.6549
437,Dilithium3,0.2827,0.6408,0.1805,1.1040
438,Dilithium3,0.1914,0.5203,0.1950,0.9067
439,Dilithium3,0.1875,0.2818,0.1845,0.6538
440,Dilithium3,0.2030,1.6648,0.1819,2.0497
441,Dilithium3,0.1977,0.7756,0.2201,1.1934
442,Dilithium3,0.1944,0.3990,0.3773,0.9707
443,Dilithium3,0.1948,0.2895,0.1856,0.6699
444,Dilithium3,0.2051,0.3875,0.1836,0.7762
445,Dilithium3,0.2013,0.7422,0.1877,1.1312
446,Dilithium3,0.1889,0.4591,0.1897,0.8377
447,Dilithium3,0.1903,0.5114,0.1839,0.8856
448,Dilithium3,0.1905,0.6786,0.1820,1.0511
449,Dilithium3,0.1942,0.3873,0.3124,0.8939
450,Dilithium3,0.1917,0.4141,0.1868,0.7926
451,Dilithium3,0.1951,0.9811,0.1880,1.3642
452,Dilithium3,0.1938,1.4701,0.1867,1.8506
453,Dilithium3,0.1947,1.0311,0.1872,1.4130
454,Dilithium3,0.2076,0.6143,0.1868,1.0087
455,Dilithium3,0.3229,0.5198,0.1873,1.0300
456,Dilithium3,0.1970,0.4926,0.1819,0.8715
457,Dilithium3,0.1866,0.5089,0.1825,0.8780
458,Dilithium3,0.1936,0.5856,0.1851,0.9643
459,Dilithium3,0.2032,0.4978,0.1888,0.8898
460,Dilithium3,0.1988,1.3774,0.2359,1.8121
461,Dilithium3,0.3835,0.7312,0.1857,1.3004
462,Dilithium3,0.1965,0.5126,0.1831,0.8922
463,Dilithium3,0.1932,3.4586,0.1900,3.8418
464,Dilithium3,0.1905,0.5913,0.1861,0.9679
465,Dilithium3,0.3007,1.2062,0.1902,1.6971
466,Dilithium3,0.1865,1.4655,0.2800,1.9320
467,Dilithium3,0.1870,0.2802,0.1847,0.6519
468,Dilithium3,0.1978,0.5142,0.1831,0.8951
469,Dilithium3,0.1956,0.5116,0.1841,0.8913
470,Dilithium3,0.1946,0.5897,0.1889,0.9732
471,Dilithium3,0.1934,0.2895,0.1931,0.6760
472,Dilithium3,0.1922,0.9425,0.1817,1.3164
473,Dilithium3,0.1908,0.5010,0.3167,1.0085
474,Dilithium3,0.1922,0.6217,0.1824,0.9963
475,Dilithium3,0.1893,0.9474,0.1803,1.3170
476,Dilithium3,0.1875,0.4104,0.2752,0.8731
477,Dilithium3,0.1942,1.0758,0.1932,1.4632
478,Dilithium3,0.1934,0.6992,0.1947,1.0873
479,Dilithium3,0.1939,0.4507,0.2213,0.8659
