Iteración,Dilithium Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
168,Dilithium5,0.2781,0.4420,0.3982,1.1183
169,Dilithium5,0.3016,0.8976,0.3065,1.5057
170,Dilithium5,0.2876,0.4278,0.3079,1.0233
171,Dilithium5,0.4033,0.6158,0.2956,1.3147
172,Dilithium5,0.2799,1.0845,0.3024,1.6668
173,Dilithium5,0.2762,0.6193,0.4109,1.3064
174,Dilithium5,0.2808,0.4460,0.3093,1.0361
175,Dilithium5,0.2792,2.3370,0.2966,2.9128
176,Dilithium5,0.2787,0.9105,0.3090,1.4982
177,Dilithium5,0.2781,1.9898,0.3000,2.5679
178,Dilithium5,0.5033,0.7456,0.3093,1.5582
179,Dilithium5,0.2891,0.4267,0.3093,1.0251
180,Dilithium5,0.2836,1.0098,0.2998,1.5932
181,Dilithium5,0.2963,0.4239,0.2989,1.0191
182,Dilithium5,0.2991,0.4225,0.2925,1.0141
183,Dilithium5,0.2933,1.9958,0.3051,2.5942
184,Dilithium5,0.2886,0.7626,0.3014,1.3526
185,Dilithium5,0.2937,0.4277,0.3024,1.0238
186,Dilithium5,0.2957,0.7024,0.3224,1.3205
187,Dilithium5,0.2834,1.5356,0.3105,2.1295
188,Dilithium5,0.2789,2.9181,0.3033,3.5003
189,Dilithium5,0.3035,1.4226,0.4348,2.1609
190,Dilithium5,0.4021,1.4222,0.4801,2.3044
191,Dilithium5,0.4283,1.8584,0.4648,2.7515
192,Dilithium5,0.4371,2.2957,0.4733,3.2061
193,Dilithium5,0.4176,1.7352,0.4338,2.5866
194,Dilithium5,0.4378,2.1944,0.5197,3.1519
195,Dilithium5,0.6247,0.6147,0.3053,1.5447
196,Dilithium5,0.2883,0.7355,0.3013,1.3251
197,Dilithium5,0.3008,1.6041,0.3202,2.2251
198,Dilithium5,0.2908,0.4263,0.3165,1.0336
199,Dilithium5,0.2860,0.4295,0.3121,1.0276
200,Dilithium5,0.2866,0.7908,0.4818,1.5592
201,Dilithium5,0.3125,0.5766,0.3056,1.1947
202,Dilithium5,0.3007,2.1165,0.2952,2.7124
203,Dilithium5,0.2943,0.4238,0.2942,1.0123
204,Dilithium5,0.2886,0.5968,0.2938,1.1792
205,Dilithium5,0.2883,1.3748,0.4354,2.0985
206,Dilithium5,0.2902,0.4277,0.3143,1.0322
207,Dilithium5,0.2816,0.4260,0.3095,1.0171
208,Dilithium5,0.2842,0.5436,0.3077,1.1355
209,Dilithium5,0.2833,0.4232,0.3062,1.0127
210,Dilithium5,0.2780,1.2164,0.3155,1.8099
211,Dilithium5,0.2872,1.5611,0.3210,2.1693
212,Dilithium5,0.2865,0.6165,0.3005,1.2035
213,Dilithium5,0.2837,1.0660,0.3200,1.6697
214,Dilithium5,0.4086,0.7820,0.2947,1.4853
215,Dilithium5,0.2800,0.6116,0.2999,1.1915
216,Dilithium5,0.2938,0.4281,0.4808,1.2027
217,Dilithium5,0.2832,0.5625,0.3132,1.1589
218,Dilithium5,0.2812,0.8805,0.2999,1.4616
219,Dilithium5,0.4088,1.2312,0.2971,1.9371
220,Dilithium5,0.2789,0.4392,0.2949,1.0130
221,Dilithium5,0.3794,2.9045,0.3224,3.6063
222,Dilithium5,0.3755,1.2391,0.3118,1.9264
223,Dilithium5,0.2777,2.6556,0.2982,3.2315
224,Dilithium5,0.2833,1.7602,0.6845,2.7280
225,Dilithium5,0.3198,1.4195,0.3158,2.0551
226,Dilithium5,0.2968,0.8492,0.3099,1.4559
227,Dilithium5,0.2972,0.4459,0.3032,1.0463
228,Dilithium5,0.3048,0.4412,0.3002,1.0462
229,Dilithium5,0.4637,3.6056,0.4107,4.4800
230,Dilithium5,0.2792,1.3541,0.3061,1.9394
231,Dilithium5,0.2809,1.8848,0.2947,2.4604
232,Dilithium5,0.2915,0.6147,0.3007,1.2069
233,Dilithium5,0.3008,0.4328,0.3018,1.0354
234,Dilithium5,0.2968,0.6044,0.3171,1.2183
235,Dilithium5,0.5082,0.9334,0.3244,1.7660
236,Dilithium5,0.3118,0.7568,0.3213,1.3899
237,Dilithium5,0.2868,0.6260,0.3011,1.2139
238,Dilithium5,0.2857,0.9189,0.3094,1.5140
239,Dilithium5,0.2895,0.8688,0.2980,1.4563
240,Dilithium5,0.2845,0.9109,0.3072,1.5026
241,Dilithium5,0.2784,0.4206,0.3024,1.0014
242,Dilithium5,0.2824,0.5731,0.3181,1.1736
243,Dilithium5,0.2947,0.7649,0.3012,1.3608
244,Dilithium5,0.2876,0.4505,0.3105,1.0486
245,Dilithium5,0.2857,0.4403,0.3044,1.0304
246,Dilithium5,0.2834,0.7166,0.3021,1.3021
247,Dilithium5,0.2901,0.4227,0.2986,1.0114
248,Dilithium5,0.2878,0.9051,0.2979,1.4908
249,Dilithium5,0.2810,1.5848,0.3000,2.1658
250,Dilithium5,0.2829,0.4373,0.3018,1.0220
251,Dilithium5,0.2885,0.7741,0.3123,1.3749
252,Dilithium5,0.3206,0.9356,0.3045,1.5607
253,Dilithium5,0.2843,1.5402,0.3044,2.1289
254,Dilithium5,0.2986,1.2853,0.3080,1.8919
255,Dilithium5,0.2955,1.7228,0.3040,2.3223
256,Dilithium5,0.2977,2.1269,0.2956,2.7202
257,Dilithium5,0.2857,0.4311,0.2948,1.0116
258,Dilithium5,0.4005,1.2086,0.3009,1.9100
259,Dilithium5,0.2796,1.0865,0.4146,1.7807
260,Dilithium5,0.2764,0.5841,0.2938,1.1543
261,Dilithium5,0.2757,1.0173,0.3014,1.5944
262,Dilithium5,0.3808,0.4394,0.2976,1.1178
263,Dilithium5,0.2802,0.7418,0.2970,1.3190
264,Dilithium5,0.2770,0.4508,0.4786,1.2064
265,Dilithium5,0.3109,0.7258,0.3110,1.3477
266,Dilithium5,0.2886,1.7908,0.3000,2.3794
267,Dilithium5,0.2840,1.2310,0.2989,1.8139
268,Dilithium5,0.2771,0.4437,0.2968,1.0176
269,Dilithium5,0.2871,0.4457,0.3110,1.0438
270,Dilithium5,0.4435,1.0409,0.3131,1.7975
271,Dilithium5,0.2850,0.6062,0.3033,1.1945
272,Dilithium5,0.2923,1.0088,0.3056,1.6067
273,Dilithium5,0.2811,0.7385,0.2961,1.3157
274,Dilithium5,0.2775,1.0797,0.3090,1.6662
275,Dilithium5,0.2867,1.7260,0.3000,2.3127
276,Dilithium5,0.2845,0.4426,0.3026,1.0297
277,Dilithium5,0.2840,0.6080,0.3005,1.1925
278,Dilithium5,0.4144,0.5747,0.3390,1.3281
279,Dilithium5,0.3042,1.7667,0.4782,2.5491
280,Dilithium5,0.2914,0.5857,0.2963,1.1734
281,Dilithium5,0.2836,1.2329,0.4111,1.9276
282,Dilithium5,0.2818,0.7254,0.2989,1.3061
283,Dilithium5,0.2859,1.1662,0.3840,1.8361
284,Dilithium5,0.2866,2.0284,0.2940,2.6090
285,Dilithium5,0.2748,0.7091,0.2952,1.2791
286,Dilithium5,0.2842,2.2155,0.2970,2.7967
287,Dilithium5,0.2852,1.2113,0.3063,1.8028
288,Dilithium5,0.2831,0.7522,0.3008,1.3361
289,Dilithium5,0.2919,0.7502,0.3176,1.3597
290,Dilithium5,0.4012,0.5855,0.3306,1.3173
291,Dilithium5,0.2957,0.5829,0.3051,1.1837
292,Dilithium5,0.2903,1.0765,0.2994,1.6662
293,Dilithium5,0.2905,0.4353,0.2991,1.0249
294,Dilithium5,0.2832,0.5993,0.2928,1.1753
295,Dilithium5,0.2817,2.7281,0.3005,3.3103
296,Dilithium5,0.2947,0.7430,0.3094,1.3471
297,Dilithium5,0.2855,0.4346,0.3087,1.0288
298,Dilithium5,0.4347,1.9927,0.3012,2.7286
299,Dilithium5,0.2933,0.8807,0.3014,1.4754
300,Dilithium5,0.2811,0.5767,0.2986,1.1564
301,Dilithium5,0.2754,3.0738,0.4598,3.8090
302,Dilithium5,0.2833,1.4720,0.3006,2.0559
303,Dilithium5,0.2939,0.5878,0.4757,1.3574
304,Dilithium5,0.3165,0.5695,0.3072,1.1932
305,Dilithium5,0.2815,0.4340,0.3039,1.0194
306,Dilithium5,0.2772,0.7351,0.2975,1.3098
307,Dilithium5,0.2809,0.7448,0.2995,1.3252
308,Dilithium5,0.2896,0.5934,0.2937,1.1767
309,Dilithium5,0.2953,0.7502,0.3156,1.3611
310,Dilithium5,0.4322,0.4409,0.3025,1.1756
311,Dilithium5,0.2817,0.6024,0.3055,1.1896
312,Dilithium5,0.2876,0.5949,0.3021,1.1846
313,Dilithium5,0.3022,0.7670,0.3077,1.3769
314,Dilithium5,0.2866,0.7707,0.3036,1.3609
315,Dilithium5,0.2836,0.5863,0.3051,1.1750
316,Dilithium5,0.4702,1.0979,0.3030,1.8711
317,Dilithium5,0.2904,0.5823,0.2982,1.1709
318,Dilithium5,0.2931,0.5475,0.3417,1.1823
319,Dilithium5,0.2939,0.4333,0.3094,1.0366
320,Dilithium5,0.2879,1.0641,0.3009,1.6529
321,Dilithium5,0.4899,0.7726,0.3097,1.5722
322,Dilithium5,0.2823,1.0540,0.3020,1.6383
323,Dilithium5,0.4239,0.7450,0.2963,1.4652
324,Dilithium5,0.2850,0.4388,0.2972,1.0210
325,Dilithium5,0.2765,0.4340,0.4012,1.1117
326,Dilithium5,0.2771,0.5725,0.2927,1.1423
327,Dilithium5,0.2755,1.8133,0.3082,2.3970
328,Dilithium5,0.2815,0.4272,0.3077,1.0164
329,Dilithium5,0.2780,0.5975,0.2982,1.1737
330,Dilithium5,0.2799,0.4382,0.3000,1.0181
331,Dilithium5,0.2914,0.4448,0.4841,1.2203
332,Dilithium5,0.2876,0.4441,0.3079,1.0396
333,Dilithium5,0.2861,3.2273,0.3084,3.8218
334,Dilithium5,0.2963,1.0404,0.3104,1.6471
335,Dilithium5,0.2853,0.7770,0.3051,1.3674
336,Dilithium5,0.4753,1.5593,0.3042,2.3388
337,Dilithium5,0.2928,1.9688,0.2999,2.5615
338,Dilithium5,0.2857,0.7430,0.2999,1.3286
339,Dilithium5,0.2780,0.6082,0.2988,1.1850
340,Dilithium5,0.2919,1.0365,0.4635,1.7919
341,Dilithium5,0.2893,1.2123,0.2993,1.8009
342,Dilithium5,0.2932,0.5792,0.4186,1.2910
343,Dilithium5,0.2880,0.5634,0.2986,1.1500
344,Dilithium5,0.2908,0.4223,0.2975,1.0106
345,Dilithium5,0.2921,0.9617,0.2967,1.5505
346,Dilithium5,0.2847,1.2746,0.3009,1.8602
347,Dilithium5,0.2880,1.2749,0.3130,1.8759
348,Dilithium5,0.2864,0.5828,0.3001,1.1693
349,Dilithium5,0.2817,0.7059,0.3183,1.3059
350,Dilithium5,0.2937,1.6693,0.3025,2.2655
351,Dilithium5,0.2824,0.5692,0.3100,1.1616
352,Dilithium5,0.2852,1.4674,0.3200,2.0726
353,Dilithium5,0.2867,1.2105,0.3099,1.8071
354,Dilithium5,0.2858,1.1141,0.3045,1.7044
355,Dilithium5,0.2948,1.0078,0.2978,1.6004
356,Dilithium5,0.2854,0.6017,0.3001,1.1872
357,Dilithium5,0.2819,0.6070,0.3072,1.1961
358,Dilithium5,0.4265,2.3275,0.3171,3.0711
359,Dilithium5,0.3150,0.6464,0.3132,1.2746
360,Dilithium5,0.2924,1.4107,0.3090,2.0121
361,Dilithium5,0.2890,0.8932,0.3007,1.4829
362,Dilithium5,0.2906,0.4400,0.4553,1.1859
363,Dilithium5,0.2982,0.4311,0.3022,1.0315
