Iteración,Dilithium Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
97,Dilithium2,0.1044,0.4958,0.1105,0.7107
98,Dilithium2,0.1090,0.3270,0.1110,0.5470
99,Dilithium2,0.1031,0.6213,0.1120,0.8364
100,Dilithium2,0.1053,0.5201,0.1150,0.7404
101,Dilithium2,0.1126,0.1845,0.1103,0.4074
102,Dilithium2,0.1023,0.4082,0.1197,0.6302
103,Dilithium2,0.1083,0.2468,0.1103,0.4654
104,Dilithium2,0.1031,0.4628,0.1119,0.6778
105,Dilithium2,0.1094,0.5390,0.1155,0.7639
106,Dilithium2,0.1122,0.5563,0.1109,0.7794
107,Dilithium2,0.1037,0.1896,0.1125,0.4058
108,Dilithium2,0.1053,0.1884,0.1122,0.4059
109,Dilithium2,0.1062,0.6869,0.1172,0.9103
110,Dilithium2,0.1146,0.3389,0.1215,0.5750
111,Dilithium2,0.1061,0.1812,0.1154,0.4027
112,Dilithium2,0.1039,0.1889,0.1105,0.4033
113,Dilithium2,0.1088,0.3240,0.1315,0.5643
114,Dilithium2,0.1180,0.5715,0.1185,0.8080
115,Dilithium2,0.1092,0.1837,0.1134,0.4063
116,Dilithium2,0.1085,0.2617,0.1136,0.4838
117,Dilithium2,0.1119,0.2651,0.1134,0.4904
118,Dilithium2,0.1097,0.4813,0.1123,0.7033
119,Dilithium2,0.1097,0.1808,0.1139,0.4044
120,Dilithium2,0.1038,0.3097,0.1159,0.5294
121,Dilithium2,0.1118,0.2478,0.1156,0.4752
122,Dilithium2,0.1024,0.1899,0.1104,0.4027
123,Dilithium2,0.1080,0.1792,0.1110,0.3982
124,Dilithium2,0.1021,0.1783,0.1208,0.4012
125,Dilithium2,0.1029,0.5575,0.1141,0.7745
126,Dilithium2,0.2133,0.3961,0.1115,0.7209
127,Dilithium2,0.1086,0.4231,0.1101,0.6418
128,Dilithium2,0.1025,0.2628,0.1161,0.4814
129,Dilithium2,0.1120,0.1852,0.1225,0.4197
130,Dilithium2,0.1055,0.1784,0.1146,0.3985
131,Dilithium2,0.1101,0.5440,0.1180,0.7721
132,Dilithium2,0.1053,0.6436,0.1147,0.8636
133,Dilithium2,0.1034,0.4027,0.1169,0.6230
134,Dilithium2,0.1023,0.2600,0.1106,0.4729
135,Dilithium2,0.1017,0.3999,0.1097,0.6113
136,Dilithium2,0.1084,0.4412,0.1116,0.6612
137,Dilithium2,0.1099,0.6884,0.1146,0.9129
138,Dilithium2,0.1029,0.2561,0.1105,0.4695
139,Dilithium2,0.1125,1.1512,0.1151,1.3788
140,Dilithium2,0.2043,0.2642,0.1118,0.5803
141,Dilithium2,0.1038,0.4758,0.1102,0.6898
142,Dilithium2,0.1068,0.6265,0.1139,0.8472
143,Dilithium2,0.1025,0.4164,0.1182,0.6371
144,Dilithium2,0.1031,0.5309,0.1114,0.7454
145,Dilithium2,0.1110,0.1956,0.1120,0.4186
146,Dilithium2,0.1033,0.9701,0.1115,1.1849
147,Dilithium2,0.1122,0.2069,0.1141,0.4332
148,Dilithium2,0.1044,0.6776,0.1168,0.8988
149,Dilithium2,0.2734,0.1835,0.1138,0.5707
150,Dilithium2,0.1115,0.2561,0.1133,0.4809
151,Dilithium2,0.1095,0.5021,0.1132,0.7248
152,Dilithium2,0.1102,1.9381,0.1154,2.1637
153,Dilithium2,0.1043,0.7520,0.1113,0.9676
154,Dilithium2,0.1036,0.1893,0.1147,0.4076
155,Dilithium2,0.1011,0.2615,0.1153,0.4779
156,Dilithium2,0.1047,0.1796,0.1202,0.4045
157,Dilithium2,0.1088,0.8948,0.1155,1.1191
158,Dilithium2,0.1036,0.1796,0.1100,0.3932
159,Dilithium2,0.1052,0.3193,0.1204,0.5449
160,Dilithium2,0.1033,0.3287,0.1144,0.5464
161,Dilithium2,0.1030,0.1838,0.1187,0.4055
162,Dilithium2,0.1031,0.6464,0.1160,0.8655
163,Dilithium2,0.1126,0.6176,0.1254,0.8556
164,Dilithium2,0.1054,0.6909,0.1146,0.9109
165,Dilithium2,0.1097,0.2602,0.1134,0.4833
166,Dilithium2,0.1090,0.4023,0.1147,0.6260
167,Dilithium2,0.1108,0.2741,0.1116,0.4965
168,Dilithium2,0.1092,0.2481,0.1191,0.4764
169,Dilithium2,0.1116,0.4213,0.1165,0.6494
170,Dilithium2,0.1052,0.3467,0.1194,0.5713
171,Dilithium2,0.1086,0.1796,0.1145,0.4027
172,Dilithium2,0.1034,0.3558,0.1203,0.5795
173,Dilithium2,0.1110,1.3403,0.1155,1.5668
174,Dilithium2,0.1063,0.3239,0.1125,0.5427
175,Dilithium2,0.1083,0.3849,0.1185,0.6117
176,Dilithium2,0.2079,0.2708,0.1115,0.5902
177,Dilithium2,0.1091,1.8787,0.1164,2.1042
178,Dilithium2,0.1163,0.1926,0.1150,0.4239
179,Dilithium2,0.1181,0.1837,0.3425,0.6443
180,Dilithium2,0.1118,0.9240,0.1153,1.1511
181,Dilithium2,0.1088,1.1852,0.1176,1.4116
182,Dilithium2,0.1095,0.2528,0.1180,0.4803
183,Dilithium2,0.1076,0.7226,0.1148,0.9450
184,Dilithium2,0.1092,1.0220,0.1139,1.2451
185,Dilithium2,0.1124,0.6401,0.1127,0.8652
186,Dilithium2,0.1110,1.1037,0.1261,1.3408
187,Dilithium2,0.1076,0.1803,0.1172,0.4051
188,Dilithium2,0.1031,0.7777,0.1107,0.9915
189,Dilithium2,0.1047,0.2656,0.1147,0.4850
190,Dilithium2,0.1135,0.1790,0.1112,0.4037
191,Dilithium2,0.1091,1.2421,0.1197,1.4709
192,Dilithium2,0.1090,0.3425,0.1106,0.5621
193,Dilithium2,0.1036,0.5418,0.1115,0.7569
194,Dilithium2,0.1040,0.2492,0.1163,0.4695
195,Dilithium2,0.2289,0.1924,0.1123,0.5336
196,Dilithium2,0.1044,0.2487,0.1160,0.4691
197,Dilithium2,0.1052,0.1847,0.1202,0.4101
198,Dilithium2,0.1045,0.3236,0.1159,0.5440
199,Dilithium2,0.1045,0.4653,0.1148,0.6846
200,Dilithium2,0.1039,0.5035,0.1206,0.7280
201,Dilithium2,0.1045,0.5340,0.1154,0.7539
202,Dilithium2,0.1039,0.1903,0.1101,0.4043
203,Dilithium2,0.1088,1.1108,0.1136,1.3332
204,Dilithium2,0.1066,0.7415,0.1147,0.9628
205,Dilithium2,0.1127,0.3398,0.1230,0.5755
206,Dilithium2,0.1053,0.3345,0.1183,0.5581
207,Dilithium2,0.1123,0.5065,0.1140,0.7328
208,Dilithium2,0.1042,0.1809,0.1210,0.4061
209,Dilithium2,0.1044,0.1870,0.2251,0.5165
210,Dilithium2,0.1039,0.3979,0.1152,0.6170
211,Dilithium2,0.1137,0.4098,0.1121,0.6356
212,Dilithium2,0.1054,0.3306,0.1163,0.5523
213,Dilithium2,0.1045,0.3912,0.1116,0.6073
214,Dilithium2,0.1044,1.0989,0.1219,1.3252
215,Dilithium2,0.1048,0.3980,0.1110,0.6138
216,Dilithium2,0.1117,0.3384,0.1155,0.5656
217,Dilithium2,0.1044,0.2519,0.1102,0.4665
218,Dilithium2,0.1008,0.3243,0.1145,0.5396
219,Dilithium2,0.2135,0.2719,0.1132,0.5986
220,Dilithium2,0.1151,0.3174,0.1162,0.5487
221,Dilithium2,0.1037,0.4341,0.1268,0.6646
222,Dilithium2,0.1042,0.5410,0.1110,0.7562
223,Dilithium2,0.1081,0.7579,0.1134,0.9794
224,Dilithium2,0.1093,0.1903,0.1153,0.4149
225,Dilithium2,0.1029,0.4182,0.1197,0.6408
226,Dilithium2,0.1129,0.5783,0.1108,0.8020
227,Dilithium2,0.1086,0.2557,0.1104,0.4747
228,Dilithium2,0.1085,0.5040,0.1159,0.7284
229,Dilithium2,0.1148,0.7108,0.1099,0.9355
230,Dilithium2,0.1034,0.1888,0.1147,0.4069
231,Dilithium2,0.1048,0.2474,0.1155,0.4677
232,Dilithium2,0.1030,0.1878,0.1103,0.4011
233,Dilithium2,0.1035,0.3336,0.2736,0.7107
234,Dilithium2,0.1210,0.3205,0.1192,0.5607
235,Dilithium2,0.1076,0.3962,0.1230,0.6268
236,Dilithium2,0.1053,0.2513,0.1399,0.4965
237,Dilithium2,0.1169,0.5926,0.1187,0.8282
238,Dilithium2,0.1068,0.1821,0.1172,0.4061
239,Dilithium2,0.2990,0.6601,0.1206,1.0797
240,Dilithium2,0.1164,0.7784,0.1177,1.0125
241,Dilithium2,0.1133,0.1812,0.1130,0.4075
242,Dilithium2,0.1034,0.7108,0.1157,0.9299
243,Dilithium2,0.2189,0.5087,0.1172,0.8448
244,Dilithium2,0.1041,0.1845,0.1113,0.3999
245,Dilithium2,0.1086,0.2708,0.1202,0.4996
246,Dilithium2,0.1032,0.3639,0.1159,0.5830
247,Dilithium2,0.1025,0.1845,0.1201,0.4071
248,Dilithium2,0.1028,0.5195,0.1196,0.7419
249,Dilithium2,0.1067,0.1900,0.1108,0.4075
250,Dilithium2,0.1025,0.4579,0.1134,0.6738
251,Dilithium2,0.1045,0.6252,0.1109,0.8406
252,Dilithium2,0.1027,0.2633,0.1119,0.4779
253,Dilithium2,0.1043,0.4474,0.1143,0.6660
254,Dilithium2,0.1144,0.7965,0.1125,1.0234
255,Dilithium2,0.1120,0.3163,0.1153,0.5436
256,Dilithium2,0.1034,1.1118,0.2189,1.4341
257,Dilithium2,0.1125,0.3205,0.1158,0.5488
258,Dilithium2,0.1039,0.3299,0.1215,0.5553
259,Dilithium2,0.1085,0.2528,0.1135,0.4748
260,Dilithium2,0.1099,0.2556,0.1244,0.4899
261,Dilithium2,0.1065,0.3271,0.1135,0.5471
262,Dilithium2,0.1042,0.5052,0.1190,0.7284
263,Dilithium2,0.1060,0.2507,0.1171,0.4738
264,Dilithium2,0.1039,0.2722,0.1164,0.4925
265,Dilithium2,0.1053,0.1813,0.1117,0.3983
266,Dilithium2,0.1093,0.3538,0.1161,0.5792
267,Dilithium2,0.1037,0.2546,0.1112,0.4695
268,Dilithium2,0.2153,0.2604,0.1120,0.5877
269,Dilithium2,0.1083,0.1792,0.1106,0.3981
270,Dilithium2,0.1038,0.3092,0.1182,0.5312
271,Dilithium2,0.1077,0.1836,0.1136,0.4049
272,Dilithium2,0.1115,0.2630,0.1137,0.4882
273,Dilithium2,0.1120,0.3385,0.1179,0.5684
274,Dilithium2,0.2930,0.3378,0.1143,0.7451
275,Dilithium2,0.1111,0.9840,0.1129,1.2080
276,Dilithium2,0.1099,0.1903,0.1155,0.4157
277,Dilithium2,0.1115,0.2623,0.1159,0.4897
278,Dilithium2,0.1052,0.5468,0.1113,0.7633
279,Dilithium2,0.1062,0.3196,0.1174,0.5432
280,Dilithium2,0.1136,0.9976,0.1115,1.2227
281,Dilithium2,0.1085,0.2495,0.1124,0.4704
282,Dilithium2,0.1091,0.2571,0.1151,0.4813
283,Dilithium2,0.2234,0.2537,0.1129,0.5900
284,Dilithium2,0.1099,0.2629,0.1120,0.4848
285,Dilithium2,0.1036,1.1705,0.1168,1.3909
286,Dilithium2,0.1050,0.6798,0.2152,1.0000
287,Dilithium2,0.1042,1.6968,0.1130,1.9140
288,Dilithium2,0.1028,0.6867,0.1161,0.9056
289,Dilithium2,0.1058,0.8273,0.1137,1.0468
290,Dilithium2,0.1086,0.8045,0.1112,1.0243
291,Dilithium2,0.1081,0.5751,0.1111,0.7943
292,Dilithium2,0.1081,0.1841,0.1155,0.4077
293,Dilithium2,0.1071,0.6164,0.1168,0.8403
294,Dilithium2,0.1055,0.1818,0.1201,0.4074
295,Dilithium2,0.1085,0.4834,0.1115,0.7034
296,Dilithium2,0.1031,0.3415,0.1152,0.5598
297,Dilithium2,0.1029,0.3292,0.1110,0.5431
298,Dilithium2,0.1025,0.2569,0.1116,0.4710
299,Dilithium2,0.2709,0.1840,0.1178,0.5727
300,Dilithium2,0.1192,0.8194,0.1220,1.0606
301,Dilithium2,0.1208,0.4153,0.1193,0.6554
302,Dilithium2,0.1078,0.4958,0.1126,0.7162
303,Dilithium2,0.1097,0.4804,0.1225,0.7126
304,Dilithium2,0.1063,0.3450,0.1173,0.5686
305,Dilithium2,0.1054,0.4012,0.1123,0.6189
306,Dilithium2,0.1063,0.7976,0.1164,1.0203
307,Dilithium2,0.1037,1.0887,0.1178,1.3102
308,Dilithium2,0.1058,0.8001,0.1155,1.0214
309,Dilithium2,0.1040,0.5982,0.1143,0.8165
310,Dilithium2,0.1028,1.1560,0.1120,1.3708
311,Dilithium2,0.1097,0.2566,0.1158,0.4821
312,Dilithium2,0.1032,0.3160,0.1104,0.5296
313,Dilithium2,0.1109,0.7029,0.1139,0.9277
314,Dilithium2,0.1059,0.7088,0.2155,1.0302
315,Dilithium2,0.1115,0.6522,0.1115,0.8752
316,Dilithium2,0.1091,0.6300,0.1102,0.8493
317,Dilithium2,0.1024,1.0045,0.1148,1.2217
318,Dilithium2,0.1029,0.5805,0.1124,0.7958
319,Dilithium2,0.1060,0.1797,0.1156,0.4013
320,Dilithium2,0.1127,0.3873,0.1158,0.6158
321,Dilithium2,0.1032,0.4598,0.1155,0.6785
322,Dilithium2,0.1024,0.2609,0.1123,0.4756
323,Dilithium2,0.1038,0.3394,0.1136,0.5568
324,Dilithium2,0.1106,0.9944,0.1364,1.2414
325,Dilithium2,0.1153,0.5846,0.1148,0.8147
326,Dilithium2,0.1071,0.2571,0.1138,0.4780
327,Dilithium2,0.1103,1.0773,0.1148,1.3024
328,Dilithium2,0.1101,0.1835,0.1173,0.4109
329,Dilithium2,0.1069,0.1816,0.1210,0.4095
330,Dilithium2,0.1065,0.5503,0.1153,0.7721
331,Dilithium2,0.1069,0.3543,0.1113,0.5725
332,Dilithium2,0.2189,0.6459,0.1115,0.9763
333,Dilithium2,0.1091,0.2609,0.1105,0.4805
334,Dilithium2,0.1091,0.6959,0.1154,0.9204
335,Dilithium2,0.1025,0.7392,0.1104,0.9521
336,Dilithium2,0.2109,0.1907,0.1134,0.5150
337,Dilithium2,0.1060,0.1817,0.1127,0.4004
338,Dilithium2,0.1097,0.9212,0.1158,1.1467
339,Dilithium2,0.1076,0.4781,0.1111,0.6968
340,Dilithium2,0.1091,0.2486,0.2428,0.6005
341,Dilithium2,0.1033,0.1819,0.1132,0.3984
342,Dilithium2,0.1082,0.5980,0.1111,0.8173
343,Dilithium2,0.1088,0.1840,0.1105,0.4033
344,Dilithium2,0.1023,0.2662,0.1119,0.4804
345,Dilithium2,0.1023,0.2485,0.1109,0.4617
346,Dilithium2,0.1086,0.5035,0.1136,0.7257
347,Dilithium2,0.1062,1.0282,0.1108,1.2452
348,Dilithium2,0.1092,1.3725,0.1159,1.5976
349,Dilithium2,0.2137,0.1811,0.1150,0.5098
350,Dilithium2,0.1049,0.1935,0.1106,0.4090
351,Dilithium2,0.1087,0.1789,0.1148,0.4024
352,Dilithium2,0.1037,0.2623,0.1282,0.4942
353,Dilithium2,0.1024,0.5070,0.1117,0.7211
354,Dilithium2,0.1116,0.1936,0.1161,0.4213
355,Dilithium2,0.2261,0.2648,0.1283,0.6192
356,Dilithium2,0.1401,0.4242,0.1141,0.6784
357,Dilithium2,0.1087,0.3470,0.1162,0.5719
358,Dilithium2,0.1116,0.1876,0.1128,0.4120
359,Dilithium2,0.1090,2.8985,0.1126,3.1201
360,Dilithium2,0.1106,0.4193,0.1112,0.6411
361,Dilithium2,0.1081,0.3962,0.1148,0.6191
362,Dilithium2,0.1116,0.2641,0.2213,0.5970
363,Dilithium2,0.1038,0.2542,0.1196,0.4776
364,Dilithium2,0.1041,0.8482,0.1149,1.0672
365,Dilithium2,0.1016,0.4651,0.1151,0.6818
366,Dilithium2,0.1101,0.1932,0.1110,0.4143
367,Dilithium2,0.1037,0.5326,0.1138,0.7501
368,Dilithium2,0.1170,0.4522,0.1111,0.6803
369,Dilithium2,0.1090,0.2593,0.1108,0.4791
370,Dilithium2,0.1085,0.1837,0.1111,0.4033
371,Dilithium2,0.1035,0.1787,0.1095,0.3917
372,Dilithium2,0.1124,1.0482,0.1132,1.2738
373,Dilithium2,0.1058,0.3864,0.1117,0.6039
374,Dilithium2,0.1086,0.8092,0.1118,1.0296
375,Dilithium2,0.1088,0.2639,0.1111,0.4838
376,Dilithium2,0.1088,0.6710,0.1159,0.8957
377,Dilithium2,0.1054,0.1807,0.1101,0.3962
378,Dilithium2,0.1088,0.4181,0.1119,0.6388
379,Dilithium2,0.1090,0.8034,0.1109,1.0233
380,Dilithium2,0.1088,0.2481,0.1101,0.4670
381,Dilithium2,0.1083,0.1903,0.2258,0.5244
382,Dilithium2,0.1100,0.1856,0.1173,0.4129
383,Dilithium2,0.1044,1.1555,0.1174,1.3773
384,Dilithium2,0.1043,0.3556,0.1116,0.5715
385,Dilithium2,0.1058,0.3511,0.1187,0.5756
386,Dilithium2,0.2773,0.2543,0.1200,0.6516
387,Dilithium2,0.1180,0.2523,0.1134,0.4837
388,Dilithium2,0.1072,0.1839,0.1137,0.4048
389,Dilithium2,0.1154,0.3452,0.1168,0.5774
390,Dilithium2,0.1052,0.2540,0.1171,0.4763
391,Dilithium2,0.1140,0.9833,0.1140,1.2113
392,Dilithium2,0.1097,0.1845,0.1134,0.4076
393,Dilithium2,0.1033,0.1821,0.1122,0.3976
394,Dilithium2,0.1171,0.3998,0.1173,0.6342
395,Dilithium2,0.1034,0.3419,0.1114,0.5567
396,Dilithium2,0.1088,0.5406,0.1157,0.7651
397,Dilithium2,0.2319,0.7023,0.1125,1.0467
398,Dilithium2,0.1143,0.1839,0.1110,0.4092
399,Dilithium2,0.1049,0.1803,0.1159,0.4011
400,Dilithium2,0.1113,0.3472,0.1117,0.5702
401,Dilithium2,0.1025,1.0431,0.1148,1.2604
402,Dilithium2,0.1108,0.5587,0.1148,0.7843
403,Dilithium2,0.1031,0.1793,0.1112,0.3936
404,Dilithium2,0.1086,0.1963,0.1150,0.4199
405,Dilithium2,0.1030,0.4514,0.1157,0.6701
406,Dilithium2,0.1115,0.5877,0.1162,0.8154
407,Dilithium2,0.1048,0.2618,0.1106,0.4772
408,Dilithium2,0.1039,0.2657,0.1108,0.4804
409,Dilithium2,0.1048,0.4754,0.1168,0.6970
410,Dilithium2,0.1040,0.5776,0.1116,0.7932
411,Dilithium2,0.1041,0.2970,0.1201,0.5212
412,Dilithium2,0.1060,0.8017,0.1153,1.0230
413,Dilithium2,0.1041,0.1893,0.1111,0.4045
414,Dilithium2,0.1087,0.5320,0.1146,0.7553
415,Dilithium2,0.1134,0.4128,0.1139,0.6401
416,Dilithium2,0.2023,0.1800,0.1206,0.5029
417,Dilithium2,0.1047,0.5142,0.1136,0.7325
418,Dilithium2,0.1067,0.6385,0.1125,0.8577
419,Dilithium2,0.1090,0.1914,0.1201,0.4205
420,Dilithium2,0.1055,0.5372,0.2828,0.9255
421,Dilithium2,0.1084,0.5005,0.1177,0.7266
422,Dilithium2,0.1046,0.7670,0.1165,0.9881
423,Dilithium2,0.1046,0.3597,0.1118,0.5761
424,Dilithium2,0.1087,0.3313,0.1159,0.5559
425,Dilithium2,0.1331,0.2806,0.1110,0.5247
426,Dilithium2,0.1092,0.7166,0.1112,0.9370
427,Dilithium2,0.1048,0.4172,0.1206,0.6426
428,Dilithium2,0.1038,0.1814,0.1160,0.4012
429,Dilithium2,0.1037,0.1799,0.1129,0.3965
430,Dilithium2,0.1085,0.3167,0.1120,0.5372
431,Dilithium2,0.1054,0.3876,0.1210,0.6140
432,Dilithium2,0.1085,0.1804,0.1148,0.4037
433,Dilithium2,0.1036,0.2519,0.1108,0.4663
434,Dilithium2,0.1177,0.2685,0.1106,0.4968
435,Dilithium2,0.1038,0.2658,0.1106,0.4802
436,Dilithium2,0.1025,0.4311,0.1105,0.6441
437,Dilithium2,0.1085,0.3209,0.1201,0.5495
438,Dilithium2,0.1028,0.5443,0.1106,0.7577
439,Dilithium2,0.1087,0.4199,0.1099,0.6385
440,Dilithium2,0.1084,1.1203,0.1109,1.3396
441,Dilithium2,0.1085,0.4654,0.1101,0.6840
442,Dilithium2,0.1088,0.3934,0.1117,0.6139
443,Dilithium2,0.1086,0.1835,0.1115,0.4036
444,Dilithium2,0.1014,0.9806,0.1098,1.1918
445,Dilithium2,0.1029,0.7949,0.1153,1.0131
446,Dilithium2,0.1027,0.1909,0.1144,0.4080
447,Dilithium2,0.1087,0.6756,0.1231,0.9074
448,Dilithium2,0.1029,0.3983,0.2435,0.7447
449,Dilithium2,0.1259,0.5026,0.1192,0.7477
450,Dilithium2,0.1072,0.1826,0.1222,0.4120
451,Dilithium2,0.1102,0.3264,0.1191,0.5557
452,Dilithium2,0.1070,0.3434,0.1139,0.5643
453,Dilithium2,0.1108,0.1864,0.1129,0.4101
454,Dilithium2,0.1059,0.4815,0.1164,0.7038
455,Dilithium2,0.1067,0.6980,0.1120,0.9167
456,Dilithium2,0.1088,0.9113,0.1111,1.1312
457,Dilithium2,0.1083,0.3196,0.1106,0.5385
458,Dilithium2,0.1033,0.3535,0.1154,0.5722
459,Dilithium2,0.1060,0.1870,0.1102,0.4032
460,Dilithium2,0.1085,0.3285,0.1153,0.5523
461,Dilithium2,0.1028,0.9869,0.1141,1.2038
462,Dilithium2,0.1037,0.6719,0.1107,0.8863
463,Dilithium2,0.1080,0.1804,0.1165,0.4049
464,Dilithium2,0.1153,0.3898,0.1118,0.6169
465,Dilithium2,0.1039,0.5832,0.1116,0.7987
466,Dilithium2,0.1088,0.3343,0.1163,0.5594
467,Dilithium2,0.1145,0.8298,0.1144,1.0587
468,Dilithium2,0.1150,0.2616,0.1106,0.4872
469,Dilithium2,0.1085,0.1833,0.1106,0.4024
470,Dilithium2,0.1022,0.3463,0.1161,0.5646
471,Dilithium2,0.1120,0.1833,0.1100,0.4053
472,Dilithium2,0.1046,0.2637,0.2366,0.6049
473,Dilithium2,0.1097,0.3487,0.1259,0.5843
474,Dilithium2,0.1033,0.8274,0.1185,1.0492
475,Dilithium2,0.1120,0.2479,0.1154,0.4753
476,Dilithium2,0.1043,0.1789,0.1197,0.4029
477,Dilithium2,0.1125,0.3401,0.2201,0.6727
478,Dilithium2,0.1033,0.3574,0.1154,0.5761
479,Dilithium2,0.1047,0.1790,0.1104,0.3941
