Iteración,SPHINCS+ Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
42,shake-256s-robust,313.9585,3934.4692,5.0706,4253.4983
43,shake-256s-robust,313.2696,3929.8863,5.3038,4248.4597
44,shake-256s-robust,313.8242,3932.4340,5.6062,4251.8644
45,shake-256s-robust,313.8997,3933.6220,5.1533,4252.6750
46,shake-256s-robust,314.7587,3940.7709,5.0180,4260.5476
47,shake-256s-robust,314.9835,3936.1306,5.2570,4256.3711
48,shake-256s-robust,313.6991,3958.2151,5.3788,4277.2930
49,shake-256s-robust,313.5922,3935.0768,5.0312,4253.7002
50,shake-256s-robust,318.2418,3932.3975,5.4593,4256.0986
51,shake-256s-robust,315.0661,3932.4150,5.3733,4252.8544
52,shake-256s-robust,313.5460,3939.8099,5.5359,4258.8918
53,shake-256s-robust,313.9186,3944.8954,5.2737,4264.0877
54,shake-256s-robust,316.9766,3935.5484,5.3533,4257.8783
55,shake-256s-robust,315.3815,3947.3726,5.2737,4268.0278
56,shake-256s-robust,313.9702,3930.1553,5.0785,4249.2040
57,shake-256s-robust,313.3418,3931.8555,5.1486,4250.3459
58,shake-256s-robust,317.0066,3951.5735,5.7436,4274.3237
59,shake-256s-robust,313.9266,3934.2659,5.3006,4253.4931
60,shake-256s-robust,314.6171,3943.3373,5.3736,4263.3280
61,shake-256s-robust,314.9630,3937.4411,5.2242,4257.6283
62,shake-256s-robust,313.7896,3933.8433,5.1731,4252.8060
63,shake-256s-robust,314.0765,3940.0671,5.0878,4259.2314
64,shake-256s-robust,313.9874,3937.6214,5.1864,4256.7952
65,shake-256s-robust,328.2405,3934.2285,5.2555,4267.7245
66,shake-256s-robust,313.5858,3934.3231,5.5340,4253.4429
67,shake-256s-robust,314.1707,3943.5091,5.4892,4263.1690
68,shake-256s-robust,315.8466,3944.5915,5.2265,4265.6646
69,shake-256s-robust,314.6856,3936.8652,5.8034,4257.3542
70,shake-256s-robust,313.8157,3940.6451,5.3406,4259.8014
71,shake-256s-robust,314.0192,3933.7345,5.1209,4252.8746
72,shake-256s-robust,314.3362,3936.0533,5.0714,4255.4609
73,shake-256s-robust,315.3542,3945.8518,6.2544,4267.4604
74,shake-256s-robust,316.8361,3952.4776,5.4336,4274.7473
75,shake-256s-robust,314.8752,3934.4160,5.4600,4254.7512
76,shake-256s-robust,314.4475,3940.1376,5.1589,4259.7440
77,shake-256s-robust,313.4530,3940.8143,5.0802,4259.3475
78,shake-256s-robust,316.0421,3933.6941,5.2805,4255.0167
79,shake-256s-robust,313.9375,3937.7870,5.1202,4256.8447
80,shake-256s-robust,315.3584,3933.0971,5.1641,4253.6196
81,shake-256s-robust,314.2203,3934.8738,5.3511,4254.4452
82,shake-256s-robust,314.2678,3931.2408,5.3631,4250.8717
83,shake-256s-robust,314.8024,3930.0449,5.3349,4250.1822
84,shake-256s-robust,315.0851,3932.1469,5.2642,4252.4962
85,shake-256s-robust,313.7162,3932.8620,5.1764,4251.7546
86,shake-256s-robust,314.1546,3940.4652,5.0724,4259.6922
87,shake-256s-robust,314.1922,4003.2393,5.3583,4322.7898
88,shake-256s-robust,316.4868,3987.3808,5.2887,4309.1563
89,shake-256s-robust,317.9891,4015.2416,5.1604,4338.3911
90,shake-256s-robust,329.3108,3985.6226,5.2642,4320.1976
91,shake-256s-robust,314.0272,3951.2319,5.1856,4270.4447
92,shake-256s-robust,313.9798,3930.6429,5.4368,4250.0595
93,shake-256s-robust,313.9338,3981.1760,6.0620,4301.1718
94,shake-256s-robust,316.0442,3974.9132,5.3306,4296.2880
95,shake-256s-robust,326.9221,3933.2464,5.3041,4265.4726
96,shake-256s-robust,337.8695,3968.0429,5.3816,4311.2940
97,shake-256s-robust,314.1622,3934.8179,5.3148,4254.2949
98,shake-256s-robust,316.1922,3949.5420,5.1838,4270.9180
99,shake-256s-robust,313.5134,3929.9889,5.0207,4248.5230
100,shake-256s-robust,313.7053,3985.0751,5.4575,4304.2379
