Iteración,SPHINCS+ Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,shake-192f-robust,10.5645,195.4715,10.3150,216.3510
2,shake-192f-robust,7.5067,194.4272,10.2228,212.1567
3,shake-192f-robust,7.4834,195.4071,10.6864,213.5769
4,shake-192f-robust,7.4081,195.0869,10.4163,212.9113
5,shake-192f-robust,7.3270,197.0145,11.1573,215.4988
6,shake-192f-robust,7.3355,194.5722,10.3178,212.2255
7,shake-192f-robust,7.5278,194.9649,10.2787,212.7714
8,shake-192f-robust,7.5476,198.7717,10.5497,216.8690
9,shake-192f-robust,7.3494,198.2338,10.7114,216.2946
10,shake-192f-robust,7.3648,197.5706,10.4913,215.4267
11,shake-192f-robust,7.3372,195.2419,10.3445,212.9236
12,shake-192f-robust,7.5038,194.6184,10.3235,212.4457
13,shake-192f-robust,7.4777,200.0644,10.3406,217.8827
14,shake-192f-robust,7.3257,198.2639,10.2443,215.8339
15,shake-192f-robust,7.3185,194.7152,10.4882,212.5219
16,shake-192f-robust,7.3162,195.5567,10.3017,213.1746
17,shake-192f-robust,7.4524,201.1035,10.3787,218.9346
18,shake-192f-robust,7.5199,195.8745,10.1531,213.5475
19,shake-192f-robust,7.3367,194.7189,10.1679,212.2235
20,shake-192f-robust,7.3580,195.2858,10.6045,213.2483
21,shake-192f-robust,7.3258,194.4420,10.9833,212.7511
22,shake-192f-robust,7.4409,200.2716,10.0405,217.7530
23,shake-192f-robust,7.3084,194.3476,10.6437,212.2997
24,shake-192f-robust,7.3205,194.4179,10.4009,212.1393
25,shake-192f-robust,7.3165,194.4559,10.3223,212.0947
26,shake-192f-robust,7.3425,195.5365,10.0131,212.8921
27,shake-192f-robust,7.5285,194.9951,10.3453,212.8689
28,shake-192f-robust,7.3420,194.2700,10.2865,211.8985
29,shake-192f-robust,7.3289,194.3967,10.3813,212.1069
30,shake-192f-robust,8.4031,195.5552,10.0758,214.0341
31,shake-192f-robust,7.4168,195.3297,10.2449,212.9914
32,shake-192f-robust,7.4760,195.6408,10.1721,213.2889
33,shake-192f-robust,7.3381,195.9829,10.4847,213.8057
34,shake-192f-robust,7.3351,194.3719,10.2403,211.9473
35,shake-192f-robust,7.3402,194.2112,10.6262,212.1776
36,shake-192f-robust,7.3132,194.2977,9.9930,211.6039
37,shake-192f-robust,7.4432,194.2179,10.3029,211.9640
38,shake-192f-robust,7.3175,194.3019,10.1825,211.8019
39,shake-192f-robust,7.3195,194.5035,10.2713,212.0943
40,shake-192f-robust,7.3279,194.5367,10.2925,212.1571
41,shake-192f-robust,7.3228,194.6181,10.1283,212.0692
42,shake-192f-robust,7.4195,194.7285,10.1615,212.3095
43,shake-192f-robust,7.3162,194.5369,10.3763,212.2294
44,shake-192f-robust,7.6427,194.6482,10.6115,212.9024
45,shake-192f-robust,7.3374,194.6978,10.2985,212.3337
46,shake-192f-robust,7.3370,194.3816,10.0651,211.7837
47,shake-192f-robust,7.4743,194.6416,10.2780,212.3939
48,shake-192f-robust,7.3317,194.6619,10.3648,212.3584
49,shake-192f-robust,7.3199,194.6040,10.4088,212.3327
50,shake-192f-robust,7.3124,194.5833,10.4882,212.3839
51,shake-192f-robust,7.3362,194.1981,10.3996,211.9339
52,shake-192f-robust,7.4276,198.3790,10.3993,216.2059
53,shake-192f-robust,8.5918,195.7285,10.6068,214.9271
54,shake-192f-robust,7.3901,195.9242,10.4415,213.7558
55,shake-192f-robust,7.3517,194.1531,10.4163,211.9211
56,shake-192f-robust,7.3413,194.0179,10.2693,211.6285
57,shake-192f-robust,7.5434,194.1896,10.3516,212.0846
58,shake-192f-robust,7.4376,194.2470,9.8015,211.4861
59,shake-192f-robust,7.3047,196.3202,10.6912,214.3161
60,shake-192f-robust,7.3247,195.9871,10.4828,213.7946
61,shake-192f-robust,7.3147,196.3430,10.3827,214.0404
62,shake-192f-robust,8.6065,195.7164,10.5047,214.8276
63,shake-192f-robust,7.5569,194.1910,10.3030,212.0509
64,shake-192f-robust,7.3362,194.7033,10.5086,212.5481
65,shake-192f-robust,7.4990,194.2623,10.1338,211.8951
66,shake-192f-robust,7.6037,194.7653,10.2990,212.6680
67,shake-192f-robust,7.4088,194.6693,10.3554,212.4335
68,shake-192f-robust,7.4302,194.4908,10.1844,212.1054
69,shake-192f-robust,7.3022,194.2764,10.1684,211.7470
70,shake-192f-robust,7.3364,194.7761,10.1054,212.2179
71,shake-192f-robust,7.3316,194.6260,10.0932,212.0508
72,shake-192f-robust,7.7731,194.4870,10.3274,212.5875
73,shake-192f-robust,7.5141,194.2389,10.1515,211.9045
74,shake-192f-robust,7.3545,194.7452,10.2384,212.3381
75,shake-192f-robust,7.3244,196.8498,10.7159,214.8901
76,shake-192f-robust,7.3574,194.9355,10.3336,212.6265
77,shake-192f-robust,7.5700,194.4304,10.0094,212.0098
78,shake-192f-robust,7.4178,194.3408,9.9057,211.6643
79,shake-192f-robust,7.3274,194.5609,10.3925,212.2808
80,shake-192f-robust,7.3481,194.3310,10.5496,212.2287
81,shake-192f-robust,8.1035,194.3616,10.5270,212.9921
82,shake-192f-robust,7.5642,194.5350,10.2517,212.3509
83,shake-192f-robust,7.5787,194.5838,10.0948,212.2573
84,shake-192f-robust,7.3313,194.2092,10.6672,212.2077
85,shake-192f-robust,7.3159,194.9399,10.6777,212.9335
86,shake-192f-robust,7.3289,194.8465,10.3562,212.5316
87,shake-192f-robust,7.3141,194.8717,10.2396,212.4254
88,shake-192f-robust,7.4299,194.5554,10.0643,212.0496
89,shake-192f-robust,7.3034,194.5881,10.4336,212.3251
90,shake-192f-robust,7.3454,194.5225,10.0817,211.9496
91,shake-192f-robust,7.3681,197.0275,10.5739,214.9695
92,shake-192f-robust,7.3378,194.6223,10.2947,212.2548
93,shake-192f-robust,7.4610,194.3017,10.0389,211.8016
94,shake-192f-robust,7.3106,194.5052,10.4370,212.2528
95,shake-192f-robust,7.3246,194.5272,10.1226,211.9744
96,shake-192f-robust,7.3292,194.7339,10.6209,212.6840
97,shake-192f-robust,7.3263,194.6275,10.3192,212.2730
98,shake-192f-robust,7.4247,194.5429,10.0078,211.9754
99,shake-192f-robust,7.3541,194.5444,10.6398,212.5383
100,shake-192f-robust,7.3588,194.5247,10.4540,212.3375
